Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Receptions
1469.0,235.0,Quali Conley,San Jose St.,630,2023-24,1,[5],['09/22/2023'],['Air Force'],[5.0]
1469.0,235.0,Charles Ross,San Jose St.,630,2023-24,1,[1],['08/26/2023'],['Southern California'],[5.0]
1469.0,235.0,Dominick Mazotti,San Jose St.,630,2023-24,1,[5],['09/22/2023'],['Air Force'],[5.0]
1469.0,235.0,Sam Olson,San Jose St.,630,2023-24,1,[12],['11/25/2023'],['UNLV'],[6.0]
699.0,107.0,Nick Nash,San Jose St.,630,2023-24,2,"[4, 5]","['09/16/2023', '09/22/2023']","['Toledo', 'Air Force']","[6.0, 5.0]"
699.0,107.0,Braylon McReynolds,South Alabama,646,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['Marshall', 'Texas St.']","[5.0, 6.0]"
1469.0,235.0,Javon Ivory,South Alabama,646,2023-24,1,[5],['09/30/2023'],['James Madison'],[6.0]
4.0,1.0,Caullin Lacy,South Alabama,646,2023-24,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['09/02/2023', '09/09/2023', '09/16/2023', '09/23/2023', '09/30/2023', '10/07/2023', '10/17/2023', '10/28/2023', '11/02/2023', '11/11/2023', '11/18/2023', '11/25/2023']","['Tulane', 'Southeastern La.', 'Oklahoma St.', 'Central Mich.', 'James Madison', 'ULM', 'Southern Miss.', 'Louisiana', 'Troy', 'Arkansas St.', 'Marshall', 'Texas St.']","[7.0, 8.0, 5.0, 6.0, 6.0, 7.0, 9.0, 7.0, 9.0, 7.0, 9.0, 11.0]"
381.0,60.0,Jamaal Pritchett,South Alabama,646,2023-24,3,"[7, 8, 9]","['10/17/2023', '10/28/2023', '11/02/2023']","['Southern Miss.', 'Louisiana', 'Troy']","[5.0, 11.0, 6.0]"
1469.0,235.0,DJ Thomas-Jones,South Alabama,646,2023-24,1,[12],['11/25/2023'],['Texas St.'],[9.0]
1469.0,235.0,La'Damian Webb,South Alabama,646,2023-24,1,[5],['09/30/2023'],['James Madison'],[7.0]
699.0,107.0,Joshua Simon,South Carolina,648,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Jacksonville St.', 'Vanderbilt']","[7.0, 6.0]"
381.0,60.0,Trey Knox,South Carolina,648,2023-24,3,"[5, 6, 7]","['09/30/2023', '10/14/2023', '10/21/2023']","['Tennessee', 'Florida', 'Missouri']","[7.0, 8.0, 5.0]"
1469.0,235.0,Nyck Harbor,South Carolina,648,2023-24,1,[8],['10/28/2023'],['Texas A&M'],[6.0]
89.0,17.0,Xavier Legette,South Carolina,648,2023-24,6,"[1, 2, 3, 4, 5, 6]","['09/02/2023', '09/09/2023', '09/16/2023', '09/23/2023', '09/30/2023', '10/14/2023']","['North Carolina', 'Furman', 'Georgia', 'Mississippi St.', 'Tennessee', 'Florida']","[9.0, 6.0, 7.0, 5.0, 5.0, 5.0]"
1469.0,235.0,Eddie Lewis,South Carolina,648,2023-24,1,[2],['09/09/2023'],['Furman'],[6.0]
1469.0,235.0,Ahmarean Brown,South Carolina,648,2023-24,1,[2],['09/09/2023'],['Furman'],[6.0]
1469.0,235.0,Dakereon Joyner,South Carolina,648,2023-24,1,[1],['09/02/2023'],['North Carolina'],[5.0]
1469.0,235.0,O'Mega Blake,South Carolina,648,2023-24,1,[3],['09/16/2023'],['Georgia'],[5.0]
1469.0,235.0,Khafre Brown,South Fla.,651,2023-24,1,[5],['09/30/2023'],['Navy'],[7.0]
699.0,107.0,Michael Brown-Stephens,South Fla.,651,2023-24,2,"[8, 9]","['10/21/2023', '11/04/2023']","['UConn', 'Memphis']","[9.0, 5.0]"
38.0,7.0,Sean Atkins,South Fla.,651,2023-24,8,"[6, 7, 8, 9, 10, 11, 12, 13]","['10/07/2023', '10/14/2023', '10/21/2023', '11/04/2023', '11/11/2023', '11/17/2023', '11/25/2023', '12/21/2023']","['UAB', 'Fla. Atlantic', 'UConn', 'Memphis', 'Temple', 'UTSA', 'Charlotte', 'Syracuse']","[8.0, 7.0, 8.0, 9.0, 9.0, 10.0, 7.0, 6.0]"
699.0,107.0,Naiem Simmons,South Fla.,651,2023-24,2,"[4, 5]","['09/23/2023', '09/30/2023']","['Rice', 'Navy']","[8.0, 5.0]"
1469.0,235.0,Zachariah Branch,Southern California,657,2023-24,1,[12],['11/18/2023'],['UCLA'],[5.0]
699.0,107.0,Brenden Rice,Southern California,657,2023-24,2,"[11, 12]","['11/11/2023', '11/18/2023']","['Oregon', 'UCLA']","[5.0, 8.0]"
1469.0,235.0,Mario Williams,Southern California,657,2023-24,1,[7],['10/14/2023'],['Notre Dame'],[5.0]
381.0,60.0,Tahj Washington,Southern California,657,2023-24,3,"[8, 9, 10]","['10/21/2023', '10/28/2023', '11/04/2023']","['Utah', 'California', 'Washington']","[5.0, 5.0, 8.0]"
1469.0,235.0,Michael Jackson III,Southern California,657,2023-24,1,[7],['10/14/2023'],['Notre Dame'],[6.0]
1469.0,235.0,Jordan  Hudson,SMU,663,2023-24,1,[7],['10/20/2023'],['Temple'],[6.0]
1469.0,235.0,Romello Brinson,SMU,663,2023-24,1,[7],['10/20/2023'],['Temple'],[5.0]
1469.0,235.0,Jake Bailey,SMU,663,2023-24,1,[14],['12/28/2023'],['Boston College'],[6.0]
1469.0,235.0,RJ Maryland,SMU,663,2023-24,1,[13],['12/02/2023'],['Tulane'],[5.0]
1469.0,235.0,Jakarius Caston,Southern Miss.,664,2023-24,1,[6],['10/07/2023'],['Old Dominion'],[5.0]
699.0,107.0,Frank Gore,Southern Miss.,664,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['Mississippi St.', 'Troy']","[5.0, 5.0]"
1469.0,235.0,Chandler Pittman,Southern Miss.,664,2023-24,1,[3],['09/16/2023'],['Tulane'],[5.0]
1469.0,235.0,Tiaquelin Mims,Southern Miss.,664,2023-24,1,[8],['10/28/2023'],['App State'],[10.0]
381.0,60.0,Latreal Jones,Southern Miss.,664,2023-24,3,"[3, 4, 5]","['09/16/2023', '09/23/2023', '09/30/2023']","['Tulane', 'Arkansas St.', 'Texas St.']","[7.0, 5.0, 6.0]"
1469.0,235.0,Ismail Mahdi,Texas St.,670,2023-24,1,[11],['11/18/2023'],['Arkansas St.'],[5.0]
1469.0,235.0,"Chris Dawn, Jr.",Texas St.,670,2023-24,1,[11],['11/18/2023'],['Arkansas St.'],[5.0]
216.0,32.0,Joey Hobert,Texas St.,670,2023-24,4,"[4, 5, 6, 7]","['09/23/2023', '09/30/2023', '10/07/2023', '10/14/2023']","['Nevada', 'Southern Miss.', 'Louisiana', 'ULM']","[9.0, 10.0, 8.0, 10.0]"
381.0,60.0,Ashtyn Hawkins,Texas St.,670,2023-24,3,"[4, 5, 6]","['09/23/2023', '09/30/2023', '10/07/2023']","['Nevada', 'Southern Miss.', 'Louisiana']","[6.0, 5.0, 8.0]"
1469.0,235.0,Drew Donley,Texas St.,670,2023-24,1,[2],['09/09/2023'],['UTSA'],[5.0]
381.0,60.0,Kole Wilson,Texas St.,670,2023-24,3,"[11, 12, 13]","['11/18/2023', '11/25/2023', '12/26/2023']","['Arkansas St.', 'South Alabama', 'Rice']","[10.0, 6.0, 5.0]"
1469.0,235.0,Terrance Carter,Louisiana,671,2023-24,1,[9],['11/04/2023'],['Arkansas St.'],[5.0]
1469.0,235.0,Robert Williams,Louisiana,671,2023-24,1,[11],['11/18/2023'],['Troy'],[5.0]
1469.0,235.0,Jacob Bernard,Louisiana,671,2023-24,1,[10],['11/09/2023'],['Southern Miss.'],[6.0]
1469.0,235.0,Peter LeBlanc,Louisiana,671,2023-24,1,[9],['11/04/2023'],['Arkansas St.'],[6.0]
1469.0,235.0,Harvey Broussard,Louisiana,671,2023-24,1,[10],['11/09/2023'],['Southern Miss.'],[5.0]
381.0,60.0,Elic Ayomanor,Stanford,674,2023-24,3,"[6, 7, 8]","['10/13/2023', '10/21/2023', '10/28/2023']","['Colorado', 'UCLA', 'Washington']","[13.0, 8.0, 9.0]"
699.0,107.0,E.J. Smith,Stanford,674,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['California', 'Notre Dame']","[8.0, 7.0]"
1469.0,235.0,Sam Roush,Stanford,674,2023-24,1,[9],['11/04/2023'],['Washington St.'],[7.0]
699.0,107.0,Tiger Bachmeier,Stanford,674,2023-24,2,"[7, 8]","['10/21/2023', '10/28/2023']","['UCLA', 'Washington']","[8.0, 10.0]"
1469.0,235.0,Benjamin Yurosek,Stanford,674,2023-24,1,[1],['09/01/2023'],['Hawaii'],[9.0]
1469.0,235.0,Damien Alford,Syracuse,688,2023-24,1,[4],['09/23/2023'],['Army West Point'],[9.0]
1469.0,235.0,Oronde Gadsden II,Syracuse,688,2023-24,1,[2],['09/02/2023'],['Colgate'],[6.0]
1469.0,235.0,Donovan Brown,Syracuse,688,2023-24,1,[2],['09/02/2023'],['Colgate'],[5.0]
1469.0,235.0,LeQuint Allen,Syracuse,688,2023-24,1,[11],['11/18/2023'],['Georgia Tech'],[8.0]
1469.0,235.0,Isaiah Jones,Syracuse,688,2023-24,1,[3],['09/09/2023'],['Western Mich.'],[5.0]
1469.0,235.0,Umari Hatcher,Syracuse,688,2023-24,1,[12],['11/25/2023'],['Wake Forest'],[5.0]
1469.0,235.0,Jordan Smith,Temple,690,2023-24,1,[11],['11/18/2023'],['UAB'],[5.0]
699.0,107.0,David Martin-Robinson,Temple,690,2023-24,2,"[5, 6]","['09/28/2023', '10/07/2023']","['Tulsa', 'UTSA']","[6.0, 8.0]"
699.0,107.0,Amad Anderson Jr.,Temple,690,2023-24,2,"[3, 4]","['09/16/2023', '09/23/2023']","['Norfolk St.', 'Miami (FL)']","[5.0, 10.0]"
1469.0,235.0,John Adams,Temple,690,2023-24,1,[6],['10/07/2023'],['UTSA'],[10.0]
1469.0,235.0,Darvon Hubbard,Temple,690,2023-24,1,[6],['10/07/2023'],['UTSA'],[8.0]
699.0,107.0,Dante Wright,Temple,690,2023-24,2,"[11, 12]","['11/18/2023', '11/24/2023']","['UAB', 'Memphis']","[6.0, 6.0]"
1469.0,235.0,Edward Saydee,Temple,690,2023-24,1,[2],['09/02/2023'],['Akron'],[5.0]
1469.0,235.0,Zae Baines,Temple,690,2023-24,1,[9],['11/04/2023'],['Navy'],[7.0]
699.0,107.0,Bru McCoy,Tennessee,694,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['Austin Peay', 'Florida']","[5.0, 5.0]"
699.0,107.0,Squirrel White,Tennessee,694,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['Georgia', 'Vanderbilt']","[5.0, 10.0]"
1469.0,235.0,Chas Nimrod,Tennessee,694,2023-24,1,[11],['11/18/2023'],['Georgia'],[5.0]
1469.0,235.0,Jaylen Wright,Tennessee,694,2023-24,1,[7],['10/21/2023'],['Alabama'],[7.0]
1469.0,235.0,Ramel Keyton,Tennessee,694,2023-24,1,[7],['10/21/2023'],['Alabama'],[5.0]
699.0,107.0,Evan Stewart,Texas A&M,697,2023-24,2,"[1, 2]","['09/02/2023', '09/09/2023']","['New Mexico', 'Miami (FL)']","[8.0, 11.0]"
1469.0,235.0,Jahdae Walker,Texas A&M,697,2023-24,1,[13],['12/27/2023'],['Oklahoma St.'],[8.0]
1469.0,235.0,Jake Johnson,Texas A&M,697,2023-24,1,[3],['09/16/2023'],['ULM'],[6.0]
699.0,107.0,Ainias Smith,Texas A&M,697,2023-24,2,"[8, 9]","['10/28/2023', '11/04/2023']","['South Carolina', 'Ole Miss']","[6.0, 6.0]"
1469.0,235.0,Noah Thomas,Texas A&M,697,2023-24,1,[1],['09/02/2023'],['New Mexico'],[6.0]
1469.0,235.0,Emani Bailey,TCU,698,2023-24,1,[9],['11/02/2023'],['Texas Tech'],[5.0]
1469.0,235.0,Savion Williams,TCU,698,2023-24,1,[10],['11/11/2023'],['Texas'],[11.0]
381.0,60.0,Jared Wiley,TCU,698,2023-24,3,"[10, 11, 12]","['11/11/2023', '11/18/2023', '11/24/2023']","['Texas', 'Baylor', 'Oklahoma']","[6.0, 7.0, 8.0]"
1469.0,235.0,Warren Thompson,TCU,698,2023-24,1,[2],['09/09/2023'],['Nicholls'],[8.0]
1469.0,235.0,JP Richardson,TCU,698,2023-24,1,[11],['11/18/2023'],['Baylor'],[6.0]
1469.0,235.0,Jaylon Robinson,TCU,698,2023-24,1,[9],['11/02/2023'],['Texas Tech'],[5.0]
1469.0,235.0,Xavier White,Texas Tech,700,2023-24,1,[13],['12/16/2023'],['California'],[5.0]
381.0,60.0,Myles Price,Texas Tech,700,2023-24,3,"[8, 9, 12]","['11/02/2023', '11/11/2023', '09/30/2023']","['TCU', 'Kansas', 'Houston']","[5.0, 5.0, 5.0]"
1469.0,235.0,Drae McCray,Texas Tech,700,2023-24,1,[1],['09/02/2023'],['Wyoming'],[5.0]
1469.0,235.0,Jordan Brown,Texas Tech,700,2023-24,1,[3],['09/16/2023'],['Tarleton St.'],[6.0]
699.0,107.0,Jerand Bradley,Texas Tech,700,2023-24,2,"[1, 2]","['09/02/2023', '09/09/2023']","['Wyoming', 'Oregon']","[8.0, 5.0]"
1469.0,235.0,Coy Eakin,Texas Tech,700,2023-24,1,[13],['12/16/2023'],['California'],[7.0]
1469.0,235.0,Tahj Brooks,Texas Tech,700,2023-24,1,[13],['12/16/2023'],['California'],[5.0]
1469.0,235.0,CJ Baxter,Texas,703,2023-24,1,[11],['11/18/2023'],['Iowa St.'],[5.0]
699.0,107.0,Ja'Tavion Sanders,Texas,703,2023-24,2,"[13, 14]","['12/02/2023', '01/01/2024']","['Oklahoma St.', 'Washington']","[8.0, 6.0]"
1469.0,235.0,Adonai Mitchell,Texas,703,2023-24,1,[13],['12/02/2023'],['Oklahoma St.'],[6.0]
699.0,107.0,Jonathon Brooks,Texas,703,2023-24,2,"[6, 7]","['10/07/2023', '10/21/2023']","['Oklahoma', 'Houston']","[5.0, 8.0]"
381.0,60.0,Xavier Worthy,Texas,703,2023-24,3,"[5, 6, 7]","['09/30/2023', '10/07/2023', '10/21/2023']","['Kansas', 'Oklahoma', 'Houston']","[7.0, 8.0, 6.0]"
1469.0,235.0,Jordan Whittington,Texas,703,2023-24,1,[6],['10/07/2023'],['Oklahoma'],[10.0]
699.0,107.0,Tyrin Smith,UTEP,704,2023-24,2,"[1, 2]","['09/09/2023', '08/26/2023']","['Northwestern', 'Jacksonville St.']","[5.0, 5.0]"
1469.0,235.0,Jeremiah Ballard,UTEP,704,2023-24,1,[8],['10/18/2023'],['New Mexico St.'],[5.0]
1469.0,235.0,Emari White,UTEP,704,2023-24,1,[11],['11/18/2023'],['Middle Tenn.'],[5.0]
216.0,32.0,Kelly Akharaiyi,UTEP,704,2023-24,4,"[9, 10, 11, 12]","['10/25/2023', '11/04/2023', '11/18/2023', '11/25/2023']","['Sam Houston', 'Western Ky.', 'Middle Tenn.', 'Liberty']","[6.0, 5.0, 6.0, 5.0]"
1469.0,235.0,Devin McCuin,UTSA,706,2023-24,1,[11],['11/17/2023'],['South Fla.'],[7.0]
1469.0,235.0,Tykee Ogle-Kellogg,UTSA,706,2023-24,1,[8],['10/28/2023'],['East Carolina'],[5.0]
61.0,12.0,Joshua Cephus,UTSA,706,2023-24,7,"[1, 2, 3, 4, 5, 6, 7]","['09/02/2023', '09/09/2023', '09/15/2023', '09/23/2023', '10/07/2023', '10/14/2023', '10/21/2023']","['Houston', 'Texas St.', 'Army West Point', 'Tennessee', 'Temple', 'UAB', 'Fla. Atlantic']","[9.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0]"
1469.0,235.0,Oscar Cardenas,UTSA,706,2023-24,1,[5],['10/07/2023'],['Temple'],[5.0]
699.0,107.0,Jerjuan Newton,Toledo,709,2023-24,2,"[10, 11]","['11/08/2023', '11/14/2023']","['Eastern Mich.', 'Bowling Green']","[6.0, 6.0]"
1469.0,235.0,Cooper Rusk,Toledo,709,2023-24,1,[2],['09/09/2023'],['Texas Southern'],[5.0]
1469.0,235.0,Devin Maddox,Toledo,709,2023-24,1,[10],['11/08/2023'],['Eastern Mich.'],[5.0]
699.0,107.0,Junior Vandeross III,Toledo,709,2023-24,2,"[6, 7]","['10/07/2023', '10/14/2023']","['Massachusetts', 'Ball St.']","[5.0, 5.0]"
1469.0,235.0,Larry Stephens,Toledo,709,2023-24,1,[2],['09/09/2023'],['Texas Southern'],[5.0]
381.0,60.0,Deshon Stoudemire,Troy,716,2023-24,3,"[3, 4, 5]","['09/16/2023', '09/23/2023', '09/30/2023']","['James Madison', 'Western Ky.', 'Georgia St.']","[6.0, 6.0, 5.0]"
381.0,60.0,Jabre Barber,Troy,716,2023-24,3,"[12, 13, 14]","['11/25/2023', '12/02/2023', '12/23/2023']","['Southern Miss.', 'App State', 'Duke']","[6.0, 5.0, 10.0]"
1469.0,235.0,Chris Lewis,Troy,716,2023-24,1,[2],['09/09/2023'],['Kansas St.'],[5.0]
699.0,107.0,Devonte Ross,Troy,716,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['Kansas St.', 'James Madison']","[5.0, 6.0]"
699.0,107.0,Chris Brazzell II,Tulane,718,2023-24,2,"[11, 12]","['11/18/2023', '11/24/2023']","['Fla. Atlantic', 'UTSA']","[7.0, 5.0]"
1469.0,235.0,Lawrence Keys III,Tulane,718,2023-24,1,[7],['10/21/2023'],['North Texas'],[5.0]
1469.0,235.0,Alex Bauman,Tulane,718,2023-24,1,[8],['10/28/2023'],['Rice'],[5.0]
1469.0,235.0,Jha'Quan Jackson,Tulane,718,2023-24,1,[6],['10/13/2023'],['Memphis'],[6.0]
699.0,107.0,Yulkeith Brown,Tulane,718,2023-24,2,"[13, 14]","['12/02/2023', '12/27/2023']","['SMU', 'Virginia Tech']","[5.0, 5.0]"
216.0,32.0,Kamdyn Benjamin,Tulsa,719,2023-24,4,"[9, 10, 11, 12]","['11/04/2023', '11/11/2023', '11/18/2023', '11/25/2023']","['Charlotte', 'Tulane', 'North Texas', 'East Carolina']","[5.0, 8.0, 8.0, 6.0]"
1469.0,235.0,Devan  Williams,Tulsa,719,2023-24,1,[3],['09/16/2023'],['Oklahoma'],[6.0]
1469.0,235.0,Marquis Shoulders,Tulsa,719,2023-24,1,[5],['09/28/2023'],['Temple'],[5.0]
1469.0,235.0,Carl Chester,Tulsa,719,2023-24,1,[12],['11/25/2023'],['East Carolina'],[5.0]
1469.0,235.0,Noah Short,Army West Point,725,2023-24,1,[4],['09/23/2023'],['Syracuse'],[6.0]
1469.0,235.0,Jayden Umbarger,Navy,726,2023-24,1,[12],['12/09/2023'],['Army West Point'],[6.0]
89.0,17.0,Terrell Vaughn,Utah St.,731,2023-24,6,"[8, 9, 10, 11, 12, 13]","['11/04/2023', '11/11/2023', '11/18/2023', '11/24/2023', '09/02/2023', '12/23/2023']","['San Diego St.', 'Nevada', 'Boise St.', 'New Mexico', 'Iowa', 'Georgia St.']","[8.0, 6.0, 5.0, 6.0, 12.0, 8.0]"
216.0,32.0,Jalen Royals,Utah St.,731,2023-24,4,"[3, 4, 5, 6]","['09/23/2023', '09/30/2023', '10/07/2023', '10/13/2023']","['James Madison', 'UConn', 'Colorado St.', 'Fresno St.']","[7.0, 7.0, 6.0, 7.0]"
699.0,107.0,Micah Davis,Utah St.,731,2023-24,2,"[5, 6]","['10/07/2023', '10/13/2023']","['Colorado St.', 'Fresno St.']","[5.0, 5.0]"
1469.0,235.0,Broc Lane,Utah St.,731,2023-24,1,[2],['09/15/2023'],['Air Force'],[5.0]
1469.0,235.0,Money Parks,Utah,732,2023-24,1,[8],['10/28/2023'],['Oregon'],[5.0]
1469.0,235.0,Mikey Matthews,Utah,732,2023-24,1,[6],['10/14/2023'],['California'],[7.0]
1469.0,235.0,Sione Vaki,Utah,732,2023-24,1,[7],['10/21/2023'],['Southern California'],[5.0]
216.0,32.0,Devaughn Vele,Utah,732,2023-24,4,"[8, 9, 10, 11]","['10/28/2023', '11/04/2023', '11/11/2023', '11/18/2023']","['Oregon', 'Arizona St.', 'Washington', 'Arizona']","[7.0, 7.0, 5.0, 9.0]"
1469.0,235.0,Munir McClain,Utah,732,2023-24,1,[11],['11/18/2023'],['Arizona'],[6.0]
1469.0,235.0,Sedrick Alexander,Vanderbilt,736,2023-24,1,[6],['09/30/2023'],['Missouri'],[7.0]
1469.0,235.0,Quincy Skinner Jr.,Vanderbilt,736,2023-24,1,[12],['11/25/2023'],['Tennessee'],[5.0]
216.0,32.0,Will Sheppard,Vanderbilt,736,2023-24,4,"[1, 2, 3, 4]","['08/26/2023', '09/02/2023', '09/09/2023', '09/16/2023']","['Hawaii', 'Alabama A&M', 'Wake Forest', 'UNLV']","[6.0, 6.0, 8.0, 5.0]"
216.0,32.0,Jayden McGowan,Vanderbilt,736,2023-24,4,"[1, 2, 3, 4]","['08/26/2023', '09/02/2023', '09/09/2023', '09/16/2023']","['Hawaii', 'Alabama A&M', 'Wake Forest', 'UNLV']","[6.0, 6.0, 6.0, 5.0]"
1469.0,235.0,Bhayshul Tuten,Virginia Tech,742,2023-24,1,[4],['09/23/2023'],['Marshall'],[5.0]
1469.0,235.0,Da'Quan Felton,Virginia Tech,742,2023-24,1,[11],['11/18/2023'],['NC State'],[7.0]
1469.0,235.0,Jaylin Lane,Virginia Tech,742,2023-24,1,[8],['10/26/2023'],['Syracuse'],[6.0]
1469.0,235.0,Stephen Gosnell,Virginia Tech,742,2023-24,1,[7],['10/14/2023'],['Wake Forest'],[6.0]
1469.0,235.0,Ali Jennings,Virginia Tech,742,2023-24,1,[3],['09/02/2023'],['Old Dominion'],[5.0]
13.0,2.0,Malik Washington,Virginia,746,2023-24,10,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['09/09/2023', '09/22/2023', '09/30/2023', '10/07/2023', '10/21/2023', '10/28/2023', '11/04/2023', '11/09/2023', '11/18/2023', '11/25/2023']","['James Madison', 'NC State', 'Boston College', 'William & Mary', 'North Carolina', 'Miami (FL)', 'Georgia Tech', 'Louisville', 'Duke', 'Virginia Tech']","[5.0, 10.0, 9.0, 7.0, 12.0, 12.0, 11.0, 9.0, 8.0, 14.0]"
699.0,107.0,Malachi Fields,Virginia,746,2023-24,2,"[8, 9]","['10/28/2023', '11/04/2023']","['Miami (FL)', 'Georgia Tech']","[7.0, 5.0]"
381.0,60.0,Jahmal Banks,Wake Forest,749,2023-24,3,"[9, 11, 12]","['11/02/2023', '11/18/2023', '11/25/2023']","['Duke', 'Notre Dame', 'Syracuse']","[5.0, 5.0, 7.0]"
381.0,60.0,Ke'Shawn Williams,Wake Forest,749,2023-24,3,"[7, 9, 10]","['10/21/2023', '11/02/2023', '11/11/2023']","['Pittsburgh', 'Duke', 'NC State']","[6.0, 7.0, 5.0]"
699.0,107.0,Taylor Morin,Wake Forest,749,2023-24,2,"[3, 4]","['09/16/2023', '09/23/2023']","['Old Dominion', 'Georgia Tech']","[6.0, 6.0]"
89.0,17.0,Lincoln Victor,Washington St.,754,2023-24,6,"[7, 8, 9, 10, 11, 12]","['10/21/2023', '10/28/2023', '11/04/2023', '11/11/2023', '11/17/2023', '11/25/2023']","['Oregon', 'Arizona St.', 'Stanford', 'California', 'Colorado', 'Washington']","[16.0, 9.0, 12.0, 8.0, 5.0, 11.0]"
142.0,24.0,Kyle Williams,Washington St.,754,2023-24,5,"[4, 5, 6, 7, 8]","['09/23/2023', '10/07/2023', '10/14/2023', '10/21/2023', '10/28/2023']","['Oregon St.', 'UCLA', 'Arizona', 'Oregon', 'Arizona St.']","[7.0, 8.0, 9.0, 5.0, 8.0]"
1469.0,235.0,Isaiah Hamilton,Washington St.,754,2023-24,1,[8],['10/28/2023'],['Arizona St.'],[6.0]
1469.0,235.0,Carlos Hernandez,Washington St.,754,2023-24,1,[4],['09/23/2023'],['Oregon St.'],[7.0]
216.0,32.0,Josh Kelly,Washington St.,754,2023-24,4,"[2, 3, 4, 5]","['09/02/2023', '09/16/2023', '09/23/2023', '10/07/2023']","['Colorado St.', 'Northern Colo.', 'Oregon St.', 'UCLA']","[7.0, 5.0, 8.0, 5.0]"
1469.0,235.0,Nakia Watson,Washington St.,754,2023-24,1,[6],['10/14/2023'],['Arizona'],[5.0]
1469.0,235.0,Cooper Mathers,Washington St.,754,2023-24,1,[10],['11/11/2023'],['California'],[5.0]
381.0,60.0,Jalen McMillan,Washington,756,2023-24,3,"[13, 14, 15]","['12/01/2023', '01/08/2024', '01/01/2024']","['Oregon', 'Michigan', 'Texas']","[9.0, 6.0, 5.0]"
1469.0,235.0,Giles Jackson,Washington,756,2023-24,1,[5],['10/14/2023'],['Oregon'],[6.0]
38.0,7.0,Rome Odunze,Washington,756,2023-24,8,"[1, 2, 3, 4, 5, 6, 7, 8]","['09/02/2023', '09/09/2023', '09/23/2023', '09/30/2023', '10/14/2023', '10/21/2023', '10/28/2023', '11/04/2023']","['Boise St.', 'Tulsa', 'California', 'Arizona', 'Oregon', 'Arizona St.', 'Stanford', 'Southern California']","[7.0, 7.0, 5.0, 5.0, 8.0, 5.0, 6.0, 5.0]"
1469.0,235.0,Germie Bernard,Washington,756,2023-24,1,[9],['11/11/2023'],['Utah'],[6.0]
699.0,107.0,Jack Westover,Washington,756,2023-24,2,"[14, 15]","['01/08/2024', '01/01/2024']","['Michigan', 'Texas']","[5.0, 6.0]"
61.0,12.0,Ja'Lynn Polk,Washington,756,2023-24,7,"[2, 3, 4, 5, 6, 7, 8]","['09/09/2023', '09/23/2023', '09/30/2023', '10/14/2023', '10/21/2023', '10/28/2023', '11/04/2023']","['Tulsa', 'California', 'Arizona', 'Oregon', 'Arizona St.', 'Stanford', 'Southern California']","[5.0, 8.0, 5.0, 6.0, 9.0, 5.0, 5.0]"
1469.0,235.0,Dillon Johnson,Washington,756,2023-24,1,[4],['09/30/2023'],['Arizona'],[5.0]
1469.0,235.0,Hudson Clement,West Virginia,768,2023-24,1,[13],['12/27/2023'],['North Carolina'],[5.0]
1469.0,235.0,Kole Taylor,West Virginia,768,2023-24,1,[5],['10/12/2023'],['Houston'],[5.0]
1469.0,235.0,Devin Carter,West Virginia,768,2023-24,1,[12],['09/02/2023'],['Penn St.'],[6.0]
142.0,24.0,Malachi Corley,Western Ky.,772,2023-24,5,"[4, 5, 6, 7, 8]","['09/23/2023', '09/28/2023', '10/05/2023', '10/17/2023', '10/24/2023']","['Troy', 'Middle Tenn.', 'Louisiana Tech', 'Jacksonville St.', 'Liberty']","[9.0, 8.0, 8.0, 6.0, 6.0]"
1469.0,235.0,Dalvin Smith,Western Ky.,772,2023-24,1,[13],['12/18/2023'],['Old Dominion'],[9.0]
1469.0,235.0,River Helms,Western Ky.,772,2023-24,1,[13],['12/18/2023'],['Old Dominion'],[5.0]
1469.0,235.0,"Craig Burt, Jr.",Western Ky.,772,2023-24,1,[13],['12/18/2023'],['Old Dominion'],[7.0]
1469.0,235.0,Blue Smith,Western Ky.,772,2023-24,1,[2],['09/02/2023'],['South Fla.'],[5.0]
699.0,107.0,Easton Messer,Western Ky.,772,2023-24,2,"[3, 4]","['09/09/2023', '09/23/2023']","['Houston Christian', 'Troy']","[9.0, 6.0]"
1469.0,235.0,Anthony Sambucci,Western Mich.,774,2023-24,1,[5],['09/30/2023'],['Ball St.'],[5.0]
1469.0,235.0,Jehlani Galloway,Western Mich.,774,2023-24,1,[3],['09/09/2023'],['Syracuse'],[6.0]
1469.0,235.0,Austin Hence,Western Mich.,774,2023-24,1,[6],['10/07/2023'],['Mississippi St.'],[5.0]
