Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Receptions
1469.0,235.0,Jayden Harrison,Marshall,388,2023-24,1,[13],['12/19/2023'],['UTSA'],[6.0]
381.0,60.0,Jeshaun Jones,Maryland,392,2023-24,3,"[1, 2, 3]","['10/07/2023', '11/11/2023', '09/30/2023']","['Ohio St.', 'Nebraska', 'Indiana']","[5.0, 5.0, 6.0]"
381.0,60.0,Tai Felton,Maryland,392,2023-24,3,"[2, 3, 4]","['11/11/2023', '09/30/2023', '11/25/2023']","['Nebraska', 'Indiana', 'Rutgers']","[5.0, 7.0, 5.0]"
699.0,107.0,Corey Dyches,Maryland,392,2023-24,2,"[11, 12]","['11/04/2023', '11/18/2023']","['Penn St.', 'Michigan']","[8.0, 5.0]"
1469.0,235.0,Octavian Smith Jr.,Maryland,392,2023-24,1,[11],['11/04/2023'],['Penn St.'],[5.0]
699.0,107.0,Roman Hemby,Maryland,392,2023-24,2,"[4, 5]","['11/25/2023', '10/14/2023']","['Rutgers', 'Illinois']","[5.0, 5.0]"
1469.0,235.0,Kaden Prather,Maryland,392,2023-24,1,[10],['09/23/2023'],['Michigan St.'],[6.0]
1469.0,235.0,George Johnson,Massachusetts,400,2023-24,1,[4],['09/09/2023'],['Miami (OH)'],[7.0]
1469.0,235.0,Gino Campiotti,Massachusetts,400,2023-24,1,[11],['11/18/2023'],['Liberty'],[5.0]
1469.0,235.0,Mark Pope,Massachusetts,400,2023-24,1,[11],['11/18/2023'],['Liberty'],[6.0]
216.0,32.0,Anthony Simpson,Massachusetts,400,2023-24,4,"[6, 7, 8, 9]","['09/23/2023', '09/30/2023', '10/07/2023', '10/28/2023']","['New Mexico', 'Arkansas St.', 'Toledo', 'Army West Point']","[5.0, 7.0, 7.0, 7.0]"
1469.0,235.0,Shawn Harris Jr.,Massachusetts,400,2023-24,1,[5],['09/16/2023'],['Eastern Mich.'],[6.0]
1469.0,235.0,Tauskie Dove,Memphis,404,2023-24,1,[11],['11/18/2023'],['SMU'],[5.0]
1469.0,235.0,Anthony Landphere,Memphis,404,2023-24,1,[10],['11/11/2023'],['Charlotte'],[7.0]
216.0,32.0,Roc Taylor,Memphis,404,2023-24,4,"[3, 4, 5, 6]","['09/14/2023', '09/23/2023', '09/30/2023', '10/13/2023']","['Navy', 'Missouri', 'Boise St.', 'Tulane']","[6.0, 7.0, 5.0, 7.0]"
1469.0,235.0,Koby Drake,Memphis,404,2023-24,1,[7],['10/21/2023'],['UAB'],[6.0]
699.0,107.0,Blake Watson,Memphis,404,2023-24,2,"[3, 4]","['09/14/2023', '09/23/2023']","['Navy', 'Missouri']","[6.0, 9.0]"
1469.0,235.0,Joe Scates,Memphis,404,2023-24,1,[11],['11/18/2023'],['SMU'],[5.0]
1469.0,235.0,DeMeer Blankumsee,Memphis,404,2023-24,1,[11],['11/18/2023'],['SMU'],[9.0]
699.0,107.0,Gage Larvadain,Miami (OH),414,2023-24,2,"[7, 8]","['10/14/2023', '10/21/2023']","['Western Mich.', 'Toledo']","[5.0, 7.0]"
1469.0,235.0,Joe Wilkins Jr.,Miami (OH),414,2023-24,1,[6],['10/07/2023'],['Bowling Green'],[6.0]
699.0,107.0,Javon Tracy,Miami (OH),414,2023-24,2,"[11, 12]","['11/15/2023', '11/25/2023']","['Buffalo', 'Ball St.']","[5.0, 6.0]"
1469.0,235.0,Cade McDonald,Miami (OH),414,2023-24,1,[12],['11/25/2023'],['Ball St.'],[5.0]
216.0,32.0,Jacolby George,Miami (FL),415,2023-24,4,"[1, 2, 3, 4]","['09/01/2023', '09/09/2023', '09/14/2023', '09/23/2023']","['Miami (OH)', 'Texas A&M', 'Bethune-Cookman', 'Temple']","[6.0, 5.0, 5.0, 5.0]"
61.0,12.0,Xavier Restrepo,Miami (FL),415,2023-24,7,"[1, 2, 3, 4, 5, 6, 7]","['09/01/2023', '09/09/2023', '09/14/2023', '09/23/2023', '10/07/2023', '10/14/2023', '10/21/2023']","['Miami (OH)', 'Texas A&M', 'Bethune-Cookman', 'Temple', 'Georgia Tech', 'North Carolina', 'Clemson']","[5.0, 6.0, 6.0, 7.0, 12.0, 11.0, 7.0]"
1469.0,235.0,Isaiah Horton,Miami (FL),415,2023-24,1,[13],['12/28/2023'],['Rutgers'],[5.0]
699.0,107.0,Colbie Young,Miami (FL),415,2023-24,2,"[2, 3]","['09/09/2023', '09/14/2023']","['Texas A&M', 'Bethune-Cookman']","[6.0, 5.0]"
1469.0,235.0,Brashard Smith,Miami (FL),415,2023-24,1,[7],['10/21/2023'],['Clemson'],[5.0]
699.0,107.0,Maliq Carr,Michigan St.,416,2023-24,2,"[1, 5]","['09/30/2023', '11/18/2023']","['Iowa', 'Indiana']","[6.0, 7.0]"
1469.0,235.0,Jaren Mangham,Michigan St.,416,2023-24,1,[5],['11/18/2023'],['Indiana'],[5.0]
699.0,107.0,Montorie Foster Jr.,Michigan St.,416,2023-24,2,"[5, 6]","['11/18/2023', '10/14/2023']","['Indiana', 'Rutgers']","[7.0, 5.0]"
1469.0,235.0,Nate Carter,Michigan St.,416,2023-24,1,[8],['09/23/2023'],['Maryland'],[5.0]
699.0,107.0,Tre Mosley,Michigan St.,416,2023-24,2,"[6, 7]","['10/14/2023', '09/09/2023']","['Rutgers', 'Richmond']","[6.0, 5.0]"
1469.0,235.0,Donovan Edwards,Michigan,418,2023-24,1,[11],['09/09/2023'],['UNLV'],[5.0]
699.0,107.0,Cornelius Johnson,Michigan,418,2023-24,2,"[10, 11]","['09/02/2023', '09/09/2023']","['East Carolina', 'UNLV']","[5.0, 5.0]"
1469.0,235.0,Roman Wilson,Michigan,418,2023-24,1,[10],['09/02/2023'],['East Carolina'],[6.0]
1469.0,235.0,Colston Loveland,Michigan,418,2023-24,1,[6],['09/23/2023'],['Rutgers'],[5.0]
1469.0,235.0,AJ Barner,Michigan,418,2023-24,1,[9],['10/21/2023'],['Michigan St.'],[8.0]
1469.0,235.0,Jaiden Credle,Middle Tenn.,419,2023-24,1,[5],['09/28/2023'],['Western Ky.'],[5.0]
699.0,107.0,Holden Willis,Middle Tenn.,419,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['UTEP', 'Sam Houston']","[6.0, 5.0]"
1469.0,235.0,DJ England-Chisolm,Middle Tenn.,419,2023-24,1,[12],['11/25/2023'],['Sam Houston'],[5.0]
1469.0,235.0,Javonte Sherman,Middle Tenn.,419,2023-24,1,[12],['11/25/2023'],['Sam Houston'],[7.0]
699.0,107.0,Justin Olson,Middle Tenn.,419,2023-24,2,"[8, 9]","['10/17/2023', '11/04/2023']","['Liberty', 'New Mexico St.']","[6.0, 6.0]"
699.0,107.0,Elijah Metcalf,Middle Tenn.,419,2023-24,2,"[8, 9]","['10/17/2023', '11/04/2023']","['Liberty', 'New Mexico St.']","[5.0, 5.0]"
1469.0,235.0,Zack Dobson,Middle Tenn.,419,2023-24,1,[12],['11/25/2023'],['Sam Houston'],[5.0]
1469.0,235.0,Corey Crooms,Minnesota,428,2023-24,1,[5],['08/31/2023'],['Nebraska'],[7.0]
699.0,107.0,Daniel Jackson,Minnesota,428,2023-24,2,"[1, 2]","['11/25/2023', '10/21/2023']","['Wisconsin', 'Iowa']","[9.0, 7.0]"
1469.0,235.0,Brevyn Spann-Ford,Minnesota,428,2023-24,1,[12],['11/11/2023'],['Purdue'],[5.0]
699.0,107.0,Zavion Thomas,Mississippi St.,430,2023-24,2,"[8, 9]","['10/28/2023', '11/04/2023']","['Auburn', 'Kentucky']","[9.0, 6.0]"
699.0,107.0,Lideatrick Griffin,Mississippi St.,430,2023-24,2,"[4, 5]","['09/23/2023', '09/30/2023']","['South Carolina', 'Alabama']","[7.0, 5.0]"
1469.0,235.0,Freddie Roberson,Mississippi St.,430,2023-24,1,[6],['10/07/2023'],['Western Mich.'],[5.0]
1469.0,235.0,Justin Robinson,Mississippi St.,430,2023-24,1,[4],['09/23/2023'],['South Carolina'],[6.0]
1469.0,235.0,Jo'quavious Marks,Mississippi St.,430,2023-24,1,[4],['09/23/2023'],['South Carolina'],[5.0]
699.0,107.0,Dayton Wade,Ole Miss,433,2023-24,2,"[4, 5]","['09/23/2023', '09/30/2023']","['Alabama', 'LSU']","[5.0, 7.0]"
381.0,60.0,Jordan Watkins,Ole Miss,433,2023-24,3,"[4, 5, 6]","['09/23/2023', '09/30/2023', '10/07/2023']","['Alabama', 'LSU', 'Arkansas']","[9.0, 5.0, 7.0]"
1469.0,235.0,Caden Prieskorn,Ole Miss,433,2023-24,1,[13],['12/30/2023'],['Penn St.'],[10.0]
699.0,107.0,Tre Harris,Ole Miss,433,2023-24,2,"[8, 9]","['10/28/2023', '11/04/2023']","['Vanderbilt', 'Texas A&M']","[6.0, 11.0]"
89.0,17.0,Luther Burden,Missouri,434,2023-24,6,"[1, 2, 3, 4, 5, 6]","['08/31/2023', '09/09/2023', '09/16/2023', '09/23/2023', '09/30/2023', '10/07/2023']","['South Dakota', 'Middle Tenn.', 'Kansas St.', 'Memphis', 'Vanderbilt', 'LSU']","[7.0, 8.0, 7.0, 10.0, 11.0, 11.0]"
1469.0,235.0,Theo Wease,Missouri,434,2023-24,1,[9],['11/04/2023'],['Georgia'],[5.0]
1469.0,235.0,Cody Schrader,Missouri,434,2023-24,1,[10],['11/11/2023'],['Tennessee'],[5.0]
699.0,107.0,Mookie Cooper,Missouri,434,2023-24,2,"[5, 6]","['09/30/2023', '10/07/2023']","['Vanderbilt', 'LSU']","[5.0, 7.0]"
1469.0,235.0,John Copenhaver,North Carolina,457,2023-24,1,[12],['11/25/2023'],['NC State'],[5.0]
699.0,107.0,Kobe Paysour,North Carolina,457,2023-24,2,"[2, 3]","['09/02/2023', '09/09/2023']","['South Carolina', 'App State']","[7.0, 8.0]"
1469.0,235.0,British Brooks,North Carolina,457,2023-24,1,[12],['11/25/2023'],['NC State'],[6.0]
381.0,60.0,Devontez Walker,North Carolina,457,2023-24,3,"[5, 6, 7]","['10/07/2023', '10/14/2023', '10/21/2023']","['Syracuse', 'Miami (FL)', 'Virginia']","[6.0, 6.0, 11.0]"
1469.0,235.0,Omarion Hampton,North Carolina,457,2023-24,1,[10],['11/11/2023'],['Duke'],[8.0]
699.0,107.0,Bryson Nesbit,North Carolina,457,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Campbell', 'Duke']","[6.0, 7.0]"
699.0,107.0,J.J. Jones,North Carolina,457,2023-24,2,"[3, 4]","['09/09/2023', '09/23/2023']","['App State', 'Pittsburgh']","[5.0, 6.0]"
699.0,107.0,Nate McCollum,North Carolina,457,2023-24,2,"[4, 5]","['09/23/2023', '10/07/2023']","['Pittsburgh', 'Syracuse']","[5.0, 7.0]"
1469.0,235.0,Jairus Mack,Charlotte,458,2023-24,1,[9],['11/04/2023'],['Tulsa'],[7.0]
1469.0,235.0,Jack Hestera,Charlotte,458,2023-24,1,[5],['09/30/2023'],['SMU'],[7.0]
1469.0,235.0,Colin Weber,Charlotte,458,2023-24,1,[10],['11/11/2023'],['Memphis'],[5.0]
699.0,107.0,Billy Kemp,Nebraska,463,2023-24,2,"[2, 4]","['11/18/2023', '09/09/2023']","['Wisconsin', 'Colorado']","[8.0, 5.0]"
216.0,32.0,Jacob De Jesus,UNLV,465,2023-24,4,"[11, 12, 13, 14]","['11/25/2023', '09/09/2023', '12/02/2023', '12/26/2023']","['San Jose St.', 'Michigan', 'Boise St.', 'Kansas']","[5.0, 5.0, 6.0, 8.0]"
38.0,7.0,Ricky White,UNLV,465,2023-24,8,"[4, 5, 6, 7, 8, 9, 10, 11]","['09/30/2023', '10/14/2023', '10/21/2023', '10/28/2023', '11/04/2023', '11/10/2023', '11/18/2023', '11/25/2023']","['Hawaii', 'Nevada', 'Colorado St.', 'Fresno St.', 'New Mexico', 'Wyoming', 'Air Force', 'San Jose St.']","[5.0, 7.0, 9.0, 7.0, 8.0, 8.0, 8.0, 5.0]"
1469.0,235.0,Kaleo Ballungay,UNLV,465,2023-24,1,[7],['10/28/2023'],['Fresno St.'],[5.0]
1469.0,235.0,John Jackson III,Nevada,466,2023-24,1,[11],['11/18/2023'],['Colorado St.'],[6.0]
699.0,107.0,Dalevon Campbell,Nevada,466,2023-24,2,"[10, 11]","['11/11/2023', '11/18/2023']","['Utah St.', 'Colorado St.']","[5.0, 5.0]"
1469.0,235.0,Spencer Curtis,Nevada,466,2023-24,1,[12],['11/25/2023'],['Wyoming'],[5.0]
1469.0,235.0,Keleki Latu,Nevada,466,2023-24,1,[4],['09/23/2023'],['Texas St.'],[6.0]
1469.0,235.0,Cameron Zeidler,Nevada,466,2023-24,1,[11],['11/18/2023'],['Colorado St.'],[5.0]
381.0,60.0,Jamaal Bell,Nevada,466,2023-24,3,"[1, 2, 3]","['09/02/2023', '09/09/2023', '09/16/2023']","['Southern California', 'Idaho', 'Kansas']","[8.0, 8.0, 5.0]"
699.0,107.0,Trent Hudson,New Mexico St.,472,2023-24,2,"[13, 14]","['11/25/2023', '12/01/2023']","['Jacksonville St.', 'Liberty']","[5.0, 7.0]"
699.0,107.0,Eli Stowers,New Mexico St.,472,2023-24,2,"[7, 8]","['10/11/2023', '10/18/2023']","['Sam Houston', 'UTEP']","[6.0, 5.0]"
1469.0,235.0,Jonathan Brady,New Mexico St.,472,2023-24,1,[7],['10/11/2023'],['Sam Houston'],[5.0]
1469.0,235.0,Caleb Medford,New Mexico,473,2023-24,1,[11],['11/18/2023'],['Fresno St.'],[6.0]
381.0,60.0,Jeremiah Hixon,New Mexico,473,2023-24,3,"[1, 3, 5]","['09/02/2023', '09/16/2023', '09/30/2023']","['Texas A&M', 'New Mexico St.', 'Wyoming']","[6.0, 5.0, 6.0]"
1469.0,235.0,DJ Washington,New Mexico,473,2023-24,1,[9],['11/04/2023'],['UNLV'],[5.0]
1469.0,235.0,Keyon Lesane,NC State,490,2023-24,1,[12],['11/25/2023'],['North Carolina'],[5.0]
216.0,32.0,"Kevin ""KC"" Concepcion",NC State,490,2023-24,4,"[6, 7, 8, 9]","['10/07/2023', '10/14/2023', '10/28/2023', '11/04/2023']","['Marshall', 'Duke', 'Clemson', 'Miami (FL)']","[8.0, 6.0, 5.0, 5.0]"
1469.0,235.0,Roderic Burns,North Texas,497,2023-24,1,[8],['10/28/2023'],['Memphis'],[5.0]
1469.0,235.0,Landon Sides,North Texas,497,2023-24,1,[12],['11/25/2023'],['UAB'],[6.0]
1469.0,235.0,Blair Conwright,North Texas,497,2023-24,1,[9],['11/04/2023'],['UTSA'],[5.0]
699.0,107.0,Damon Ward,North Texas,497,2023-24,2,"[7, 8]","['10/21/2023', '10/28/2023']","['Tulane', 'Memphis']","[6.0, 8.0]"
142.0,24.0,Ja'Mori Maclin,North Texas,497,2023-24,5,"[5, 6, 7, 8, 9]","['10/07/2023', '10/14/2023', '10/21/2023', '10/28/2023', '11/04/2023']","['Navy', 'Temple', 'Tulane', 'Memphis', 'UTSA']","[6.0, 6.0, 8.0, 6.0, 5.0]"
699.0,107.0,Bugs Mortimer,ULM,498,2023-24,2,"[7, 8]","['10/21/2023', '10/28/2023']","['Ga. Southern', 'Arkansas St.']","[6.0, 5.0]"
1469.0,235.0,Tyrone Howell,ULM,498,2023-24,1,[8],['10/28/2023'],['Arkansas St.'],[5.0]
1469.0,235.0,Alred Luke,ULM,498,2023-24,1,[7],['10/21/2023'],['Ga. Southern'],[7.0]
1469.0,235.0,NyNy Davis,ULM,498,2023-24,1,[1],['09/02/2023'],['Army West Point'],[5.0]
216.0,32.0,Trayvon Rudolph,NIU,503,2023-24,4,"[8, 9, 10, 11]","['10/21/2023', '10/31/2023', '11/07/2023', '11/14/2023']","['Eastern Mich.', 'Central Mich.', 'Ball St.', 'Western Mich.']","[7.0, 8.0, 6.0, 5.0]"
699.0,107.0,Kacper Rutkiewicz,NIU,503,2023-24,2,"[2, 3]","['09/02/2023', '09/09/2023']","['Boston College', 'Southern Ill.']","[5.0, 6.0]"
1469.0,235.0,Antario Brown,NIU,503,2023-24,1,[7],['10/14/2023'],['Ohio'],[5.0]
1469.0,235.0,Gavin Williams,NIU,503,2023-24,1,[3],['09/09/2023'],['Southern Ill.'],[5.0]
1469.0,235.0,Grayson Barnes,NIU,503,2023-24,1,[13],['12/23/2023'],['Arkansas St.'],[5.0]
381.0,60.0,A.J. Henning,Northwestern,509,2023-24,3,"[11, 12, 13]","['09/16/2023', '10/28/2023', '12/23/2023']","['Duke', 'Maryland', 'Utah']","[5.0, 5.0, 6.0]"
1469.0,235.0,Cam Johnson,Northwestern,509,2023-24,1,[11],['09/16/2023'],['Duke'],[5.0]
1469.0,235.0,Bryce Kirtz,Northwestern,509,2023-24,1,[13],['12/23/2023'],['Utah'],[5.0]
1469.0,235.0,Mitchell Evans,Notre Dame,513,2023-24,1,[9],['10/28/2023'],['Pittsburgh'],[5.0]
1469.0,235.0,Rico Flores Jr.,Notre Dame,513,2023-24,1,[11],['11/18/2023'],['Wake Forest'],[8.0]
1469.0,235.0,Jordan Faison,Notre Dame,513,2023-24,1,[13],['12/29/2023'],['Oregon St.'],[5.0]
699.0,107.0,Cade Stover,Ohio St.,518,2023-24,2,"[2, 3]","['09/16/2023', '09/23/2023']","['Western Ky.', 'Notre Dame']","[5.0, 7.0]"
1469.0,235.0,Julian Fleming,Ohio St.,518,2023-24,1,[6],['09/02/2023'],['Indiana'],[6.0]
381.0,60.0,Marvin Harrison Jr.,Ohio St.,518,2023-24,3,"[7, 8, 9]","['10/07/2023', '10/21/2023', '10/28/2023']","['Maryland', 'Penn St.', 'Wisconsin']","[8.0, 11.0, 6.0]"
1469.0,235.0,TreVeyon Henderson,Ohio St.,518,2023-24,1,[10],['11/04/2023'],['Rutgers'],[5.0]
699.0,107.0,Emeka Egbuka,Ohio St.,518,2023-24,2,"[12, 13]","['11/18/2023', '12/29/2023']","['Minnesota', 'Missouri']","[5.0, 6.0]"
381.0,60.0,Miles Cross,Ohio,519,2023-24,3,"[8, 9, 10]","['10/21/2023', '10/28/2023', '11/07/2023']","['Western Mich.', 'Miami (OH)', 'Buffalo']","[6.0, 6.0, 5.0]"
699.0,107.0,Sam Wiglusz,Ohio,519,2023-24,2,"[8, 9]","['10/21/2023', '10/28/2023']","['Western Mich.', 'Miami (OH)']","[10.0, 5.0]"
1469.0,235.0,Tyler Walton,Ohio,519,2023-24,1,[10],['11/07/2023'],['Buffalo'],[6.0]
89.0,17.0,Brennan Presley,Oklahoma St.,521,2023-24,6,"[9, 10, 11, 12, 13, 14]","['11/04/2023', '11/11/2023', '11/18/2023', '11/25/2023', '12/02/2023', '12/27/2023']","['Oklahoma', 'UCF', 'Houston', 'BYU', 'Texas', 'Texas A&M']","[8.0, 5.0, 15.0, 9.0, 9.0, 16.0]"
1469.0,235.0,Blaine Green,Oklahoma St.,521,2023-24,1,[4],['09/23/2023'],['Iowa St.'],[6.0]
1469.0,235.0,Jaden Nixon,Oklahoma St.,521,2023-24,1,[1],['09/02/2023'],['Central Ark.'],[5.0]
1469.0,235.0,Jaden Bray,Oklahoma St.,521,2023-24,1,[3],['09/16/2023'],['South Alabama'],[5.0]
381.0,60.0,Leon Johnson III,Oklahoma St.,521,2023-24,3,"[8, 9, 10]","['10/28/2023', '11/04/2023', '11/11/2023']","['Cincinnati', 'Oklahoma', 'UCF']","[5.0, 5.0, 6.0]"
1469.0,235.0,De'Zhaun Stribling,Oklahoma St.,521,2023-24,1,[2],['09/09/2023'],['Arizona St.'],[7.0]
381.0,60.0,Rashod Owens,Oklahoma St.,521,2023-24,3,"[5, 6, 7]","['10/06/2023', '10/14/2023', '10/21/2023']","['Kansas St.', 'Kansas', 'West Virginia']","[5.0, 9.0, 6.0]"
1469.0,235.0,Ollie Gordon,Oklahoma St.,521,2023-24,1,[11],['11/18/2023'],['Houston'],[5.0]
699.0,107.0,Jalil Farooq,Oklahoma,522,2023-24,2,"[5, 6]","['09/30/2023', '10/07/2023']","['Iowa St.', 'Texas']","[5.0, 5.0]"
381.0,60.0,Drake Stoops,Oklahoma,522,2023-24,3,"[3, 4, 5]","['09/16/2023', '09/23/2023', '09/30/2023']","['Tulsa', 'Cincinnati', 'Iowa St.']","[8.0, 6.0, 5.0]"
1469.0,235.0,Jaquaize Pettaway,Oklahoma,522,2023-24,1,[1],['09/02/2023'],['Arkansas St.'],[9.0]
1469.0,235.0,Andrel Anthony,Oklahoma,522,2023-24,1,[6],['10/07/2023'],['Texas'],[5.0]
1469.0,235.0,Nic Anderson,Oklahoma,522,2023-24,1,[13],['12/28/2023'],['Arizona'],[7.0]
699.0,107.0,Isiah Paige,Old Dominion,523,2023-24,2,"[7, 8]","['10/21/2023', '10/28/2023']","['App State', 'James Madison']","[7.0, 10.0]"
1469.0,235.0,Javon Harvey,Old Dominion,523,2023-24,1,[10],['11/11/2023'],['Liberty'],[12.0]
1469.0,235.0,Reymello Murphy,Old Dominion,523,2023-24,1,[8],['10/28/2023'],['James Madison'],[5.0]
1469.0,235.0,Kelby Williams,Old Dominion,523,2023-24,1,[4],['09/23/2023'],['Tex. A&M-Commerce'],[8.0]
1469.0,235.0,Jordan Bly,Old Dominion,523,2023-24,1,[5],['09/30/2023'],['Marshall'],[5.0]
1469.0,235.0,Jack Velling,Oregon St.,528,2023-24,1,[8],['10/28/2023'],['Arizona'],[5.0]
699.0,107.0,Anthony Gould,Oregon St.,528,2023-24,2,"[11, 12]","['11/18/2023', '11/24/2023']","['Washington', 'Oregon']","[5.0, 6.0]"
699.0,107.0,Silas Bolden,Oregon St.,528,2023-24,2,"[7, 8]","['10/14/2023', '10/28/2023']","['UCLA', 'Arizona']","[5.0, 5.0]"
24.0,4.0,Tez Johnson,Oregon,529,2023-24,9,"[6, 7, 8, 9, 10, 11, 12, 13, 14]","['10/14/2023', '10/21/2023', '10/28/2023', '11/04/2023', '11/11/2023', '11/18/2023', '11/24/2023', '12/01/2023', '01/01/2024']","['Washington', 'Washington St.', 'Utah', 'California', 'Southern California', 'Arizona St.', 'Oregon St.', 'Washington', 'Liberty']","[7.0, 6.0, 6.0, 12.0, 7.0, 6.0, 11.0, 5.0, 11.0]"
1469.0,235.0,Noah Whittington,Oregon,529,2023-24,1,[2],['09/09/2023'],['Texas Tech'],[6.0]
381.0,60.0,Troy Franklin,Oregon,529,2023-24,3,"[4, 5, 6]","['09/23/2023', '09/30/2023', '10/14/2023']","['Colorado', 'Stanford', 'Washington']","[8.0, 7.0, 8.0]"
699.0,107.0,Bucky Irving,Oregon,529,2023-24,2,"[12, 13]","['11/24/2023', '12/01/2023']","['Oregon St.', 'Washington']","[5.0, 5.0]"
1469.0,235.0,Terrance Ferguson,Oregon,529,2023-24,1,[10],['11/11/2023'],['Southern California'],[6.0]
1469.0,235.0,Traeshon Holden,Oregon,529,2023-24,1,[14],['01/01/2024'],['Liberty'],[5.0]
1469.0,235.0,Gary Bryant Jr.,Oregon,529,2023-24,1,[5],['09/30/2023'],['Stanford'],[5.0]
1469.0,235.0,Tyler Warren,Penn St.,539,2023-24,1,[13],['12/30/2023'],['Ole Miss'],[5.0]
1469.0,235.0,Dante Cephas,Penn St.,539,2023-24,1,[8],['11/04/2023'],['Maryland'],[6.0]
1469.0,235.0,Nicholas Singleton,Penn St.,539,2023-24,1,[5],['09/30/2023'],['Northwestern'],[6.0]
1469.0,235.0,Harrison Wallace III,Penn St.,539,2023-24,1,[9],['09/02/2023'],['West Virginia'],[7.0]
381.0,60.0,KeAndre Lambert-Smith,Penn St.,539,2023-24,3,"[1, 2, 3]","['09/23/2023', '10/21/2023', '10/28/2023']","['Iowa', 'Ohio St.', 'Indiana']","[8.0, 6.0, 6.0]"
1469.0,235.0,Theo Johnson,Penn St.,539,2023-24,1,[1],['09/23/2023'],['Iowa'],[6.0]
1469.0,235.0,Bub Means,Pittsburgh,545,2023-24,1,[12],['11/25/2023'],['Duke'],[6.0]
1469.0,235.0,Daejon Reynolds,Pittsburgh,545,2023-24,1,[8],['10/28/2023'],['Notre Dame'],[6.0]
1469.0,235.0,Karter Johnson,Pittsburgh,545,2023-24,1,[12],['11/25/2023'],['Duke'],[6.0]
1469.0,235.0,Konata Mumpfield,Pittsburgh,545,2023-24,1,[7],['10/21/2023'],['Wake Forest'],[7.0]
1469.0,235.0,George Burhenn,Purdue,559,2023-24,1,[9],['11/25/2023'],['Indiana'],[5.0]
699.0,107.0,Deion Burks,Purdue,559,2023-24,2,"[8, 9]","['09/30/2023', '11/25/2023']","['Illinois', 'Indiana']","[5.0, 7.0]"
1469.0,235.0,Abdur-Rahmaan Yaseen,Purdue,559,2023-24,1,[7],['09/16/2023'],['Syracuse'],[10.0]
699.0,107.0,Max Klare,Purdue,559,2023-24,2,"[6, 7]","['09/09/2023', '09/16/2023']","['Virginia Tech', 'Syracuse']","[8.0, 5.0]"
699.0,107.0,Garrett Miller,Purdue,559,2023-24,2,"[3, 4]","['10/07/2023', '11/11/2023']","['Iowa', 'Minnesota']","[8.0, 6.0]"
1469.0,235.0,TJ Sheffield,Purdue,559,2023-24,1,[7],['09/16/2023'],['Syracuse'],[6.0]
1469.0,235.0,Landon Ransom-Goelz,Rice,574,2023-24,1,[7],['10/19/2023'],['Tulsa'],[5.0]
381.0,60.0,Luke McCaffrey,Rice,574,2023-24,3,"[10, 11, 12]","['11/11/2023', '11/18/2023', '11/25/2023']","['UTSA', 'Charlotte', 'Fla. Atlantic']","[6.0, 5.0, 12.0]"
1469.0,235.0,Dean Connors,Rice,574,2023-24,1,[9],['11/04/2023'],['SMU'],[7.0]
1469.0,235.0,Rawson MacNeill,Rice,574,2023-24,1,[6],['10/07/2023'],['UConn'],[6.0]
1469.0,235.0,Boden Groen,Rice,574,2023-24,1,[12],['11/25/2023'],['Fla. Atlantic'],[6.0]
1469.0,235.0,Christian Dremel,Rutgers,587,2023-24,1,[10],['10/14/2023'],['Michigan St.'],[6.0]
1469.0,235.0,Isaiah Washington,Rutgers,587,2023-24,1,[12],['11/18/2023'],['Penn St.'],[5.0]
699.0,107.0,Brionne Penny,San Diego St.,626,2023-24,2,"[4, 5]","['09/16/2023', '09/22/2023']","['Oregon St.', 'Boise St.']","[6.0, 5.0]"
699.0,107.0,Mekhi Shaw,San Diego St.,626,2023-24,2,"[3, 7]","['09/09/2023', '10/14/2023']","['UCLA', 'Hawaii']","[5.0, 7.0]"
1469.0,235.0,Kenan Christon,San Diego St.,626,2023-24,1,[9],['11/04/2023'],['Utah St.'],[8.0]
1469.0,235.0,Baylin Brooks,San Diego St.,626,2023-24,1,[5],['09/22/2023'],['Boise St.'],[5.0]
1469.0,235.0,Mark Redman,San Diego St.,626,2023-24,1,[9],['11/04/2023'],['Utah St.'],[5.0]
1469.0,235.0,Zach Horton,James Madison,317,2023-24,1,[11],['11/18/2023'],['App State'],[5.0]
1469.0,235.0,Kaelon Black,James Madison,317,2023-24,1,[4],['09/23/2023'],['Utah St.'],[5.0]
699.0,107.0,Phoenix Sproles,James Madison,317,2023-24,2,"[12, 13]","['11/25/2023', '12/23/2023']","['Coastal Carolina', 'Air Force']","[11.0, 5.0]"
1469.0,235.0,Ty Son Lawton,James Madison,317,2023-24,1,[11],['11/18/2023'],['App State'],[5.0]
699.0,107.0,Reggie Brown,James Madison,317,2023-24,2,"[7, 8]","['10/19/2023', '10/28/2023']","['Marshall', 'Old Dominion']","[6.0, 9.0]"
