Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Total Tackles
Makyle Sanders,North Texas,497,2020-21,2,"[5, 6]","['10/17/2020', '12/11/2020']","['Middle Tenn.', 'UTEP']","[11.0, 10.0]"
KD Davis,North Texas,497,2020-21,4,"[3, 5, 6, 7]","['10/03/2020', '10/17/2020', '12/11/2020', '12/03/2020']","['Southern Miss.', 'Middle Tenn.', 'UTEP', 'Louisiana Tech']","[14.0, 11.0, 11.0, 11.0]"
Upton Stout,North Texas,497,2020-21,1,[3],['10/03/2020'],['Southern Miss.'],[11.0]
Larry Nixon III,North Texas,497,2020-21,1,[5],['10/17/2020'],['Middle Tenn.'],[10.0]
Kyleb Howell,North Texas,497,2020-21,2,"[2, 4]","['09/19/2020', '10/10/2020']","['SMU', 'Charlotte']","[11.0, 10.0]"
Austin Hawley,ULM,498,2020-21,2,"[9, 10]","['12/05/2020', '11/28/2020']","['Arkansas St.', 'Louisiana']","[11.0, 12.0]"
Hunter Smith,ULM,498,2020-21,1,[8],['11/07/2020'],['Georgia St.'],[11.0]
Traveion Webster,ULM,498,2020-21,1,[8],['11/07/2020'],['Georgia St.'],[11.0]
Tyler Glass,ULM,498,2020-21,1,[4],['10/03/2020'],['Ga. Southern'],[10.0]
Jabari Johnson,ULM,498,2020-21,1,[10],['11/28/2020'],['Louisiana'],[12.0]
Jordan Gandy,NIU,503,2020-21,1,[6],['11/18/2020'],['Ball St.'],[11.0]
Devin Lafayette,NIU,503,2020-21,1,[6],['11/18/2020'],['Ball St.'],[10.0]
Kyle Pugh,NIU,503,2020-21,1,[5],['11/11/2020'],['Central Mich.'],[14.0]
Nick Rattin,NIU,503,2020-21,1,[4],['11/04/2020'],['Buffalo'],[10.0]
Brandon Joseph,Northwestern,509,2020-21,1,[5],['11/28/2020'],['Michigan St.'],[10.0]
Paddy Fisher,Northwestern,509,2020-21,2,"[5, 6]","['11/28/2020', '11/07/2020']","['Michigan St.', 'Nebraska']","[12.0, 13.0]"
Chris Bergin,Northwestern,509,2020-21,2,"[5, 6]","['11/28/2020', '11/07/2020']","['Michigan St.', 'Nebraska']","[11.0, 11.0]"
Blake Gallagher,Northwestern,509,2020-21,2,"[5, 6]","['11/28/2020', '11/07/2020']","['Michigan St.', 'Nebraska']","[11.0, 14.0]"
Clarence Lewis,Notre Dame,513,2020-21,1,[6],['12/05/2020'],['Syracuse'],[12.0]
Kyle Hamilton,Notre Dame,513,2020-21,1,[12],['12/19/2020'],['Clemson'],[10.0]
Tuf Borland,Ohio St.,518,2020-21,1,[7],['01/11/2021'],['Alabama'],[14.0]
Amen Ogbongbemiga,Oklahoma St.,521,2020-21,3,"[9, 10, 11]","['11/28/2020', '12/05/2020', '09/26/2020']","['Texas Tech', 'TCU', 'West Virginia']","[11.0, 12.0, 13.0]"
Malcolm Rodriguez,Oklahoma St.,521,2020-21,1,[12],['09/19/2020'],['Tulsa'],[10.0]
Tre Sterling,Oklahoma St.,521,2020-21,1,[14],['12/29/2020'],['Miami (FL)'],[13.0]
Patrick Fields,Oklahoma,522,2020-21,1,[4],['10/10/2020'],['Texas'],[12.0]
Omar Speights,Oregon St.,528,2020-21,1,[7],['12/19/2020'],['Arizona St.'],[12.0]
Avery Roberts,Oregon St.,528,2020-21,3,"[1, 2, 3]","['11/21/2020', '11/27/2020', '12/05/2020']","['California', 'Oregon', 'Utah']","[10.0, 12.0, 21.0]"
Jordan Happle,Oregon,529,2020-21,1,[6],['11/21/2020'],['UCLA'],[11.0]
Noah Sewell,Oregon,529,2020-21,1,[2],['11/27/2020'],['Oregon St.'],[10.0]
Nick Pickett,Oregon,529,2020-21,1,[4],['11/14/2020'],['Washington St.'],[10.0]
Isaac Slade-Matautia,Oregon,529,2020-21,1,[6],['11/21/2020'],['UCLA'],[10.0]
Ellis Brooks,Penn St.,539,2020-21,1,[6],['12/05/2020'],['Rutgers'],[10.0]
Lamont Wade,Penn St.,539,2020-21,1,[2],['11/21/2020'],['Iowa'],[10.0]
Jesse Luketa,Penn St.,539,2020-21,1,[6],['12/05/2020'],['Rutgers'],[10.0]
Jayson Oweh,Penn St.,539,2020-21,1,[5],['11/07/2020'],['Maryland'],[10.0]
Phil Campbell,Pittsburgh,545,2020-21,1,[5],['10/10/2020'],['Boston College'],[10.0]
Cam Bright,Pittsburgh,545,2020-21,1,[2],['09/19/2020'],['Syracuse'],[10.0]
SirVocea Dennis,Pittsburgh,545,2020-21,1,[5],['10/10/2020'],['Boston College'],[11.0]
Damar Hamlin,Pittsburgh,545,2020-21,2,"[9, 10]","['11/21/2020', '11/28/2020']","['Virginia Tech', 'Clemson']","[11.0, 10.0]"
Derrick Barnes,Purdue,559,2020-21,1,[3],['11/14/2020'],['Northwestern'],[14.0]
Jaylan Alexander,Purdue,559,2020-21,2,"[4, 5]","['11/20/2020', '11/28/2020']","['Minnesota', 'Rutgers']","[12.0, 10.0]"
Tyler Coyle,Purdue,559,2020-21,1,[2],['12/05/2020'],['Nebraska'],[11.0]
DaMarcus Mitchell,Purdue,559,2020-21,1,[6],['10/31/2020'],['Illinois'],[11.0]
Antonio Montero,Rice,574,2020-21,1,[3],['10/31/2020'],['Southern Miss.'],[10.0]
Blaze Alldredge,Rice,574,2020-21,2,"[4, 5]","['11/21/2020', '12/05/2020']","['North Texas', 'Marshall']","[11.0, 10.0]"
Kirk Lockhart,Rice,574,2020-21,1,[2],['10/24/2020'],['Middle Tenn.'],[12.0]
Mike Tverdov,Rutgers,587,2020-21,1,[3],['12/05/2020'],['Penn St.'],[10.0]
Naijee Jones,Rutgers,587,2020-21,1,[10],['12/18/2020'],['Nebraska'],[12.0]
Tyreek Maddox-Williams,Rutgers,587,2020-21,1,[10],['12/18/2020'],['Nebraska'],[12.0]
Olakunle Fatukasi,Rutgers,587,2020-21,5,"[3, 5, 6, 7, 8]","['12/05/2020', '11/22/2020', '10/31/2020', '11/14/2020', '11/21/2020']","['Penn St.', 'Michigan', 'Indiana', 'Illinois', 'Michigan']","[17.0, 17.0, 14.0, 13.0, 17.0]"
Tyshon Fogg,Rutgers,587,2020-21,1,[10],['12/18/2020'],['Nebraska'],[12.0]
Avery Young,Rutgers,587,2020-21,1,[10],['12/18/2020'],['Nebraska'],[12.0]
Brendon White,Rutgers,587,2020-21,3,"[5, 6, 8]","['11/22/2020', '10/31/2020', '11/21/2020']","['Michigan', 'Indiana', 'Michigan']","[15.0, 12.0, 15.0]"
Christian Izien,Rutgers,587,2020-21,1,[7],['11/14/2020'],['Illinois'],[10.0]
Deion Jennings,Rutgers,587,2020-21,1,[10],['12/18/2020'],['Nebraska'],[10.0]
Trenton Thompson,San Diego St.,626,2020-21,1,[8],['11/28/2020'],['Colorado'],[10.0]
Dwayne Johnson Jr.,San Diego St.,626,2020-21,1,[3],['10/24/2020'],['UNLV'],[10.0]
Andrew Aleki,San Diego St.,626,2020-21,1,[8],['11/28/2020'],['Colorado'],[10.0]
Darren Hall,San Diego St.,626,2020-21,1,[2],['11/21/2020'],['Nevada'],[11.0]
Cameron Thomas,San Diego St.,626,2020-21,1,[8],['11/28/2020'],['Colorado'],[14.0]
Jay Lenard,San Jose St.,630,2020-21,1,[8],['12/31/2020'],['Ball St.'],[12.0]
Tre Webb,San Jose St.,630,2020-21,1,[6],['10/24/2020'],['Air Force'],[11.0]
Kyle Harmon,San Jose St.,630,2020-21,3,"[4, 5, 6]","['11/14/2020', '11/06/2020', '10/24/2020']","['UNLV', 'San Diego St.', 'Air Force']","[10.0, 14.0, 14.0]"
Keith Gallmon Jr.,South Alabama,646,2020-21,1,[11],['11/28/2020'],['Arkansas St.'],[11.0]
Nick Mobley,South Alabama,646,2020-21,2,"[9, 10]","['11/14/2020', '11/21/2020']","['Louisiana', 'Georgia St.']","[11.0, 16.0]"
Riley Cole,South Alabama,646,2020-21,2,"[4, 5]","['12/05/2020', '10/17/2020']","['Troy', 'Texas St.']","[10.0, 15.0]"
A.J. DeShazor Jr.,South Alabama,646,2020-21,1,[4],['12/05/2020'],['Troy'],[10.0]
Jabari Ellis,South Carolina,648,2020-21,1,[7],['11/14/2020'],['Ole Miss'],[10.0]
Shilo Sanders,South Carolina,648,2020-21,1,[4],['10/17/2020'],['Auburn'],[10.0]
Jammie Robinson,South Carolina,648,2020-21,1,[9],['11/28/2020'],['Georgia'],[10.0]
Damani Staley,South Carolina,648,2020-21,1,[8],['11/21/2020'],['Missouri'],[12.0]
Ernest Jones,South Carolina,648,2020-21,1,[7],['11/14/2020'],['Ole Miss'],[18.0]
Christopher Townsel,South Fla.,651,2020-21,1,[7],['11/14/2020'],['Houston'],[11.0]
Drew Mims,South Fla.,651,2020-21,1,[8],['11/27/2020'],['UCF'],[11.0]
Antonio Grier,South Fla.,651,2020-21,2,"[1, 3]","['09/12/2020', '10/10/2020']","['The Citadel', 'East Carolina']","[10.0, 10.0]"
Dwayne Boyles,South Fla.,651,2020-21,1,[8],['11/27/2020'],['UCF'],[13.0]
Chris Steele,Southern California,657,2020-21,1,[5],['12/12/2020'],['UCLA'],[10.0]
Ralen Goforth,Southern California,657,2020-21,1,[2],['11/21/2020'],['Utah'],[12.0]
Isaiah Pola-Mao,Southern California,657,2020-21,1,[6],['12/18/2020'],['Oregon'],[10.0]
Talanoa Hufanga,Southern California,657,2020-21,2,"[5, 6]","['12/12/2020', '12/18/2020']","['UCLA', 'Oregon']","[17.0, 12.0]"
Kana'i Mauga,Southern California,657,2020-21,1,[6],['12/18/2020'],['Oregon'],[14.0]
Delano Robinson,SMU,663,2020-21,1,[4],['10/03/2020'],['Memphis'],[11.0]
Malik Shorts,Southern Miss.,664,2020-21,2,"[1, 2]","['09/03/2020', '09/19/2020']","['South Alabama', 'Louisiana Tech']","[11.0, 14.0]"
Ky'el Hemby,Southern Miss.,664,2020-21,1,[3],['09/26/2020'],['Tulane'],[13.0]
Hayes Maples,Southern Miss.,664,2020-21,2,"[7, 8]","['10/31/2020', '11/07/2020']","['Rice', 'North Ala.']","[11.0, 10.0]"
Averie Habas,Southern Miss.,664,2020-21,1,[5],['12/10/2020'],['Fla. Atlantic'],[12.0]
Swayze Bozeman,Southern Miss.,664,2020-21,1,[1],['09/03/2020'],['South Alabama'],[10.0]
Santrell Latham,Southern Miss.,664,2020-21,2,"[7, 8]","['10/31/2020', '11/07/2020']","['Rice', 'North Ala.']","[13.0, 10.0]"
DeJordan Mask,Texas St.,670,2020-21,1,[4],['10/10/2020'],['Troy'],[12.0]
Tory Spears,Texas St.,670,2020-21,1,[12],['09/26/2020'],['Boston College'],[10.0]
Jarron Morris,Texas St.,670,2020-21,1,[8],['11/14/2020'],['Ga. Southern'],[15.0]
Brendon Luper,Texas St.,670,2020-21,1,[9],['11/21/2020'],['Arkansas St.'],[16.0]
Sione Tupou,Texas St.,670,2020-21,1,[11],['10/24/2020'],['BYU'],[12.0]
Bralen Trahan,Louisiana,671,2020-21,1,[3],['09/26/2020'],['Ga. Southern'],[11.0]
Ferrod Gardner,Louisiana,671,2020-21,1,[8],['11/07/2020'],['Arkansas St.'],[13.0]
Lorenzo McCaskill,Louisiana,671,2020-21,3,"[1, 2, 3]","['09/12/2020', '09/19/2020', '09/26/2020']","['Iowa St.', 'Georgia St.', 'Ga. Southern']","[10.0, 12.0, 14.0]"
Levani Damuni,Stanford,674,2020-21,1,[6],['12/19/2020'],['UCLA'],[12.0]
Malik Antoine,Stanford,674,2020-21,1,[6],['12/19/2020'],['UCLA'],[14.0]
Geoffrey Cantin-Arku,Syracuse,688,2020-21,1,[4],['10/10/2020'],['Duke'],[10.0]
Mikel Jones,Syracuse,688,2020-21,1,[4],['10/10/2020'],['Duke'],[13.0]
Ja'Had Carter,Syracuse,688,2020-21,1,[10],['11/28/2020'],['NC State'],[13.0]
Rob Hanna,Syracuse,688,2020-21,1,[4],['10/10/2020'],['Duke'],[12.0]
M.J. Griffin,Temple,690,2020-21,1,[7],['11/21/2020'],['East Carolina'],[11.0]
Yvandy Rigby,Temple,690,2020-21,1,[2],['10/17/2020'],['South Fla.'],[11.0]
William Kwenkeu,Temple,690,2020-21,1,[5],['11/07/2020'],['SMU'],[10.0]
Isaiah Graham-Mobley,Temple,690,2020-21,1,[1],['10/10/2020'],['Navy'],[14.0]
Arnold Ebiketie,Temple,690,2020-21,1,[1],['10/10/2020'],['Navy'],[10.0]
Quavaris Crouch,Tennessee,694,2020-21,1,[7],['12/19/2020'],['Texas A&M'],[11.0]
Theo Jackson,Tennessee,694,2020-21,1,[6],['11/07/2020'],['Arkansas'],[10.0]
Trevon Flowers,Tennessee,694,2020-21,1,[5],['10/24/2020'],['Alabama'],[10.0]
Henry To'oTo'o,Tennessee,694,2020-21,1,[9],['12/12/2020'],['Vanderbilt'],[10.0]
Jaylen McCollough,Tennessee,694,2020-21,1,[7],['12/19/2020'],['Texas A&M'],[11.0]
Buddy Johnson,Texas A&M,697,2020-21,3,"[3, 4, 5]","['10/10/2020', '10/17/2020', '10/31/2020']","['Florida', 'Mississippi St.', 'Arkansas']","[11.0, 12.0, 12.0]"
Aaron Hansford,Texas A&M,697,2020-21,1,[1],['09/26/2020'],['Vanderbilt'],[11.0]
Garret Wallow,TCU,698,2020-21,3,"[9, 10, 11]","['10/10/2020', '10/24/2020', '12/12/2020']","['Kansas St.', 'Oklahoma', 'Louisiana Tech']","[10.0, 11.0, 13.0]"
Trevon Moehrig,TCU,698,2020-21,1,[5],['11/14/2020'],['West Virginia'],[10.0]
Dee Winters,TCU,698,2020-21,1,[7],['12/05/2020'],['Oklahoma St.'],[10.0]
Krishon Merriweather,Texas Tech,700,2020-21,1,[10],['12/05/2020'],['Kansas'],[12.0]
Eric Monroe,Texas Tech,700,2020-21,1,[8],['11/14/2020'],['Baylor'],[11.0]
Riko Jeffers,Texas Tech,700,2020-21,1,[2],['09/26/2020'],['Texas'],[10.0]
Zech McPhearson,Texas Tech,700,2020-21,1,[4],['10/10/2020'],['Iowa St.'],[10.0]
Colin Schooler,Texas Tech,700,2020-21,1,[8],['11/14/2020'],['Baylor'],[11.0]
Joseph Ossai,Texas,703,2020-21,1,[6],['10/31/2020'],['Oklahoma St.'],[12.0]
DeMarvion Overshown,Texas,703,2020-21,1,[4],['10/10/2020'],['Oklahoma'],[11.0]
Caden Sterns,Texas,703,2020-21,1,[8],['11/27/2020'],['Iowa St.'],[13.0]
Juwan Mitchell,Texas,703,2020-21,2,"[4, 5]","['10/10/2020', '10/24/2020']","['Oklahoma', 'Baylor']","[10.0, 12.0]"
Chris Brown,Texas,703,2020-21,1,[9],['12/05/2020'],['Kansas St.'],[12.0]
BJ Foster,Texas,703,2020-21,1,[4],['10/10/2020'],['Oklahoma'],[13.0]
Keondre Coburn,Texas,703,2020-21,1,[3],['10/03/2020'],['TCU'],[11.0]
Stephen Forester,UTEP,704,2020-21,1,[8],['11/14/2020'],['UTSA'],[12.0]
Tyrice Knight,UTEP,704,2020-21,2,"[7, 8]","['12/11/2020', '11/14/2020']","['North Texas', 'UTSA']","[11.0, 14.0]"
Breon Hayward,UTEP,704,2020-21,1,[7],['12/11/2020'],['North Texas'],[16.0]
Keenan Stewart,UTEP,704,2020-21,1,[5],['10/10/2020'],['Louisiana Tech'],[12.0]
Jamal Ligon,UTSA,706,2020-21,1,[3],['09/25/2020'],['Middle Tenn.'],[19.0]
Kelechi Nwachuku,UTSA,706,2020-21,1,[5],['10/17/2020'],['Army West Point'],[16.0]
Ken Robinson,UTSA,706,2020-21,1,[5],['10/17/2020'],['Army West Point'],[10.0]
Rashad Wisdom,UTSA,706,2020-21,2,"[6, 7]","['10/24/2020', '10/31/2020']","['Louisiana Tech', 'Fla. Atlantic']","[10.0, 13.0]"
Tycen Anderson,Toledo,709,2020-21,1,[4],['11/28/2020'],['Ball St.'],[11.0]
Dyontae Johnson,Toledo,709,2020-21,1,[5],['12/12/2020'],['Central Mich.'],[10.0]
Terrance Taylor,Toledo,709,2020-21,1,[4],['11/28/2020'],['Ball St.'],[10.0]
Jamal Hines,Toledo,709,2020-21,1,[4],['11/28/2020'],['Ball St.'],[11.0]
Carlton Martial,Troy,716,2020-21,2,"[9, 10]","['11/21/2020', '11/28/2020']","['Middle Tenn.', 'App State']","[10.0, 13.0]"
KJ Robertson,Troy,716,2020-21,1,[10],['11/28/2020'],['App State'],[10.0]
Jayden McDonald,Troy,716,2020-21,1,[6],['10/24/2020'],['Georgia St.'],[16.0]
Dell Pettus,Troy,716,2020-21,1,[6],['10/24/2020'],['Georgia St.'],[10.0]
TJ Harris,Troy,716,2020-21,1,[12],['12/12/2020'],['Coastal Carolina'],[10.0]
Dorian Williams,Tulane,718,2020-21,2,"[3, 4]","['09/26/2020', '10/08/2020']","['Southern Miss.', 'Houston']","[10.0, 12.0]"
Nick Anderson,Tulane,718,2020-21,1,[10],['11/19/2020'],['Tulsa'],[11.0]
Marvin Moody,Tulane,718,2020-21,1,[2],['09/19/2020'],['Navy'],[11.0]
Chase Kuerschen,Tulane,718,2020-21,1,[6],['10/24/2020'],['UCF'],[11.0]
Larry Brooks,Tulane,718,2020-21,1,[5],['10/16/2020'],['SMU'],[11.0]
Zaven Collins,Tulsa,719,2020-21,1,[7],['11/19/2020'],['Tulane'],[15.0]
Jaxon Player,Tulsa,719,2020-21,1,[5],['12/05/2020'],['Navy'],[12.0]
Kendarin Ray,Tulsa,719,2020-21,2,"[7, 8]","['11/19/2020', '09/19/2020']","['Tulane', 'Oklahoma St.']","[10.0, 11.0]"
Demani Hansford,Air Force,721,2020-21,1,[2],['12/19/2020'],['Army West Point'],[10.0]
George Silvanic,Air Force,721,2020-21,1,[2],['12/19/2020'],['Army West Point'],[11.0]
Corvan Taylor,Air Force,721,2020-21,1,[2],['12/19/2020'],['Army West Point'],[12.0]
Will Trawick,Air Force,721,2020-21,1,[2],['12/19/2020'],['Army West Point'],[14.0]
McKenly O'Neal,Air Force,721,2020-21,1,[2],['12/19/2020'],['Army West Point'],[12.0]
Parker Noren,Air Force,721,2020-21,1,[2],['12/19/2020'],['Army West Point'],[11.0]
Marquel Broughton,Army West Point,725,2020-21,1,[9],['11/21/2020'],['Ga. Southern'],[12.0]
Jon Rhattigan,Army West Point,725,2020-21,1,[5],['10/17/2020'],['UTSA'],[11.0]
Cedrick Cunningham Jr.,Army West Point,725,2020-21,1,[9],['11/21/2020'],['Ga. Southern'],[12.0]
Arik Smith,Army West Point,725,2020-21,1,[4],['10/10/2020'],['The Citadel'],[11.0]
Nicholas Straw,Navy,726,2020-21,1,[10],['12/12/2020'],['Army West Point'],[10.0]
John Marshall,Navy,726,2020-21,1,[10],['12/12/2020'],['Army West Point'],[10.0]
Kevin Brennan,Navy,726,2020-21,1,[6],['10/24/2020'],['Houston'],[11.0]
Tama Tutele,Navy,726,2020-21,1,[2],['09/19/2020'],['Tulane'],[11.0]
J'arius Warren,Navy,726,2020-21,1,[10],['12/12/2020'],['Army West Point'],[14.0]
Mitchell West,Navy,726,2020-21,1,[7],['10/31/2020'],['SMU'],[10.0]
Diego Fagot,Navy,726,2020-21,2,"[5, 6]","['10/17/2020', '10/24/2020']","['East Carolina', 'Houston']","[12.0, 10.0]"
Kevin Meitzenheimer,Utah St.,731,2020-21,1,[6],['12/03/2020'],['Air Force'],[10.0]
Shaq Bond,Utah St.,731,2020-21,3,"[3, 4, 5]","['11/26/2020', '11/05/2020', '10/31/2020']","['New Mexico', 'Nevada', 'San Diego St.']","[10.0, 10.0, 12.0]"
Cash Gilliam,Utah St.,731,2020-21,1,[5],['10/31/2020'],['San Diego St.'],[11.0]
AJ Vongphachanh,Utah St.,731,2020-21,1,[4],['11/05/2020'],['Nevada'],[17.0]
Nick Heninger,Utah St.,731,2020-21,1,[6],['12/03/2020'],['Air Force'],[14.0]
Devin Lloyd,Utah,732,2020-21,2,"[4, 5]","['11/28/2020', '12/19/2020']","['Washington', 'Washington St.']","[11.0, 10.0]"
Nephi Sewell,Utah,732,2020-21,1,[3],['12/12/2020'],['Colorado'],[11.0]
Jaylen Mahoney,Vanderbilt,736,2020-21,1,[6],['11/07/2020'],['Mississippi St.'],[10.0]
Ethan Barr,Vanderbilt,736,2020-21,1,[4],['11/28/2020'],['Missouri'],[10.0]
Donovan Kaufman,Vanderbilt,736,2020-21,1,[2],['10/03/2020'],['LSU'],[10.0]
Anfernee Orji,Vanderbilt,736,2020-21,1,[9],['12/12/2020'],['Tennessee'],[13.0]
Brendon Harris,Vanderbilt,736,2020-21,1,[9],['12/12/2020'],['Tennessee'],[10.0]
Dashaun Jerkins,Vanderbilt,736,2020-21,1,[5],['10/31/2020'],['Ole Miss'],[11.0]
Devin Taylor,Virginia Tech,742,2020-21,1,[9],['11/14/2020'],['Miami (FL)'],[11.0]
Divine Deablo,Virginia Tech,742,2020-21,1,[8],['11/07/2020'],['Liberty'],[10.0]
Rayshard Ashby,Virginia Tech,742,2020-21,1,[9],['11/14/2020'],['Miami (FL)'],[11.0]
Dax Hollifield,Virginia Tech,742,2020-21,1,[9],['11/14/2020'],['Miami (FL)'],[13.0]
Chamarri Conner,Virginia Tech,742,2020-21,2,"[5, 6]","['10/17/2020', '10/24/2020']","['Boston College', 'Wake Forest']","[11.0, 10.0]"
Tyler Matheny,Virginia Tech,742,2020-21,1,[4],['10/10/2020'],['North Carolina'],[10.0]
Zane Zandier,Virginia,746,2020-21,1,[8],['09/26/2020'],['Duke'],[15.0]
Charles Snowden,Virginia,746,2020-21,1,[6],['10/31/2020'],['North Carolina'],[10.0]
Coen King,Virginia,746,2020-21,1,[1],['12/12/2020'],['Virginia Tech'],[10.0]
Nick Jackson,Virginia,746,2020-21,6,"[5, 6, 7, 8, 9, 10]","['10/24/2020', '10/31/2020', '11/14/2020', '09/26/2020', '12/05/2020', '11/21/2020']","['Miami (FL)', 'North Carolina', 'Louisville', 'Duke', 'Boston College', 'Abilene Christian']","[16.0, 13.0, 10.0, 12.0, 11.0, 11.0]"
D'Angelo Amos,Virginia,746,2020-21,1,[3],['10/10/2020'],['NC State'],[10.0]
Luke Masterson,Wake Forest,749,2020-21,1,[1],['09/12/2020'],['Clemson'],[11.0]
Traveon Redd,Wake Forest,749,2020-21,1,[2],['09/19/2020'],['NC State'],[10.0]
Ja'Cquez Williams,Wake Forest,749,2020-21,1,[9],['12/30/2020'],['Wisconsin'],[11.0]
Nick Andersen,Wake Forest,749,2020-21,1,[7],['12/12/2020'],['Louisville'],[10.0]
Zion KEITH,Wake Forest,749,2020-21,1,[1],['09/12/2020'],['Clemson'],[12.0]
"Ryan Smenda, Jr.",Wake Forest,749,2020-21,1,[9],['12/30/2020'],['Wisconsin'],[16.0]
Daniel Isom,Washington St.,754,2020-21,1,[3],['11/14/2020'],['Oregon'],[10.0]
Jahad Woods,Washington St.,754,2020-21,1,[3],['11/14/2020'],['Oregon'],[11.0]
Edefuan Ulofoshio,Washington,756,2020-21,3,"[2, 3, 4]","['11/14/2020', '12/05/2020', '11/28/2020']","['Oregon St.', 'Stanford', 'Utah']","[10.0, 18.0, 14.0]"
Tony Fields II,West Virginia,768,2020-21,3,"[6, 7, 8]","['10/31/2020', '11/07/2020', '11/14/2020']","['Kansas St.', 'Texas', 'TCU']","[15.0, 12.0, 14.0]"
Dylan Tonkery,West Virginia,768,2020-21,1,[11],['12/31/2020'],['Army West Point'],[13.0]
Exree Loe,West Virginia,768,2020-21,1,[8],['11/14/2020'],['TCU'],[12.0]
Dante Bonamico,West Virginia,768,2020-21,1,[11],['12/31/2020'],['Army West Point'],[10.0]
Josh Chandler-Semedo,West Virginia,768,2020-21,1,[11],['12/31/2020'],['Army West Point'],[13.0]
Nick Days,Western Ky.,772,2020-21,1,[12],['12/26/2020'],['Georgia St.'],[12.0]
Ricky Barber,Western Ky.,772,2020-21,1,[12],['12/26/2020'],['Georgia St.'],[10.0]
Devon Key,Western Ky.,772,2020-21,1,[10],['11/21/2020'],['FIU'],[10.0]
Kyle Bailey,Western Ky.,772,2020-21,1,[3],['10/03/2020'],['Middle Tenn.'],[10.0]
Antwon Kincade,Western Ky.,772,2020-21,1,[10],['11/21/2020'],['FIU'],[10.0]
DeAngelo Malone,Western Ky.,772,2020-21,1,[8],['11/07/2020'],['Fla. Atlantic'],[12.0]
Marshawn Kneeland,Western Mich.,774,2020-21,1,[4],['11/11/2020'],['Toledo'],[12.0]
Treshaun Hayward,Western Mich.,774,2020-21,2,"[3, 4]","['11/28/2020', '11/11/2020']","['NIU', 'Toledo']","[12.0, 13.0]"
Corvin Moment,Western Mich.,774,2020-21,1,[4],['11/11/2020'],['Toledo'],[12.0]
AJ Thomas,Western Mich.,774,2020-21,1,[3],['11/28/2020'],['NIU'],[12.0]
Bricen Garner,Western Mich.,774,2020-21,2,"[3, 4]","['11/28/2020', '11/11/2020']","['NIU', 'Toledo']","[10.0, 14.0]"
Jack Sanborn,Wisconsin,796,2020-21,1,[7],['12/30/2020'],['Wake Forest'],[11.0]
Leo Chenal,Wisconsin,796,2020-21,1,[6],['12/19/2020'],['Minnesota'],[13.0]
Garrett Crall,Wyoming,811,2020-21,1,[3],['12/05/2020'],['New Mexico'],[12.0]
Esaias Gandy,Wyoming,811,2020-21,1,[3],['12/05/2020'],['New Mexico'],[14.0]
Chad Muma,Wyoming,811,2020-21,5,"[2, 3, 4, 5, 6]","['12/12/2020', '12/05/2020', '10/24/2020', '11/27/2020', '11/05/2020']","['Boise St.', 'New Mexico', 'Nevada', 'UNLV', 'Colorado St.']","[13.0, 10.0, 14.0, 10.0, 17.0]"
Easton Gibbs,Wyoming,811,2020-21,2,"[2, 3]","['12/12/2020', '12/05/2020']","['Boise St.', 'New Mexico']","[13.0, 10.0]"
Anthony Butler,Liberty,355,2020-21,1,[6],['10/24/2020'],['Southern Miss.'],[11.0]
Javon Scruggs,Liberty,355,2020-21,1,[9],['11/21/2020'],['NC State'],[10.0]
Kristopher Moll,UAB,9,2019-20,1,[7],['10/19/2019'],['Old Dominion'],[12.0]
Will Boler,UAB,9,2019-20,1,[13],['12/07/2019'],['Fla. Atlantic'],[10.0]
Noah Wilder,UAB,9,2019-20,1,[9],['11/09/2019'],['Southern Miss.'],[12.0]
"Randy Cochran, Jr.",Akron,5,2019-20,1,[10],['11/12/2019'],['Eastern Mich.'],[10.0]
Adetutu Daranijo,Akron,5,2019-20,1,[12],['11/26/2019'],['Ohio'],[10.0]
John Lako,Akron,5,2019-20,8,"[2, 3, 4, 5, 6, 7, 8, 9]","['09/07/2019', '09/14/2019', '09/21/2019', '09/28/2019', '10/12/2019', '10/19/2019', '10/26/2019', '11/02/2019']","['UAB', 'Central Mich.', 'Troy', 'Massachusetts', 'Kent St.', 'Buffalo', 'NIU', 'Bowling Green']","[14.0, 11.0, 12.0, 13.0, 10.0, 14.0, 15.0, 11.0]"
Davon'Te Jest,Akron,5,2019-20,1,[2],['09/07/2019'],['UAB'],[11.0]
Alvin Davis,Akron,5,2019-20,1,[11],['11/20/2019'],['Miami (OH)'],[10.0]
Bubba Arslanian,Akron,5,2019-20,5,"[8, 9, 10, 11, 12]","['10/26/2019', '11/02/2019', '11/12/2019', '11/20/2019', '11/26/2019']","['NIU', 'Bowling Green', 'Eastern Mich.', 'Miami (OH)', 'Ohio']","[12.0, 19.0, 10.0, 12.0, 10.0]"
Anfernee Jennings,Alabama,8,2019-20,1,[13],['01/01/2020'],['Michigan'],[10.0]
Jared Mayden,Alabama,8,2019-20,1,[9],['11/09/2019'],['LSU'],[11.0]
Trevon Diggs,Alabama,8,2019-20,1,[9],['11/09/2019'],['LSU'],[10.0]
Shane Lee,Alabama,8,2019-20,1,[10],['11/16/2019'],['Mississippi St.'],[10.0]
Xavier McKinney,Alabama,8,2019-20,1,[13],['01/01/2020'],['Michigan'],[10.0]
