Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Total Tackles
Tre Jenkins,San Jose St.,630,2023-24,1,[5],['09/22/2023'],['Air Force'],[13.0]
Bryun Parham,San Jose St.,630,2023-24,3,"[4, 5, 6]","['09/16/2023', '09/22/2023', '10/07/2023']","['Toledo', 'Air Force', 'Boise St.']","[11.0, 11.0, 12.0]"
Noah Lavulo,San Jose St.,630,2023-24,1,[5],['09/22/2023'],['Air Force'],[11.0]
Tre Smith,San Jose St.,630,2023-24,1,[12],['11/25/2023'],['UNLV'],[10.0]
Jordan Pollard,San Jose St.,630,2023-24,1,[12],['11/25/2023'],['UNLV'],[11.0]
Taniela Latu,San Jose St.,630,2023-24,1,[5],['09/22/2023'],['Air Force'],[13.0]
Quentin Wilfawn,South Alabama,646,2023-24,3,"[8, 9, 10]","['10/28/2023', '11/02/2023', '11/11/2023']","['Louisiana', 'Troy', 'Arkansas St.']","[15.0, 11.0, 10.0]"
Debo Williams,South Carolina,648,2023-24,4,"[7, 8, 9, 10]","['10/21/2023', '10/28/2023', '11/04/2023', '11/11/2023']","['Missouri', 'Texas A&M', 'Jacksonville St.', 'Vanderbilt']","[14.0, 11.0, 13.0, 11.0]"
DQ Smith,South Carolina,648,2023-24,1,[5],['09/30/2023'],['Tennessee'],[12.0]
Jalon Kilgore,South Carolina,648,2023-24,2,"[5, 6]","['09/30/2023', '10/14/2023']","['Tennessee', 'Florida']","[15.0, 11.0]"
Nick Emmanwori,South Carolina,648,2023-24,1,[9],['11/04/2023'],['Jacksonville St.'],[10.0]
Stone Blanton,South Carolina,648,2023-24,1,[1],['09/02/2023'],['North Carolina'],[10.0]
Bam Martin-Scott,South Carolina,648,2023-24,1,[12],['11/25/2023'],['Clemson'],[10.0]
Jhalyn Shuler,South Fla.,651,2023-24,1,[13],['12/21/2023'],['Syracuse'],[12.0]
DJ Gordon IV,South Fla.,651,2023-24,1,[7],['10/14/2023'],['Fla. Atlantic'],[10.0]
Jaelen Stokes,South Fla.,651,2023-24,1,[5],['09/30/2023'],['Navy'],[10.0]
Andrew Mata'afa,South Fla.,651,2023-24,1,[5],['09/30/2023'],['Navy'],[10.0]
Logan Berryhill,South Fla.,651,2023-24,1,[6],['10/07/2023'],['UAB'],[10.0]
Mason Cobb,Southern California,657,2023-24,1,[9],['10/28/2023'],['California'],[15.0]
Jaylin Smith,Southern California,657,2023-24,1,[13],['12/27/2023'],['Louisville'],[12.0]
Bryson Shaw,Southern California,657,2023-24,1,[9],['10/28/2023'],['California'],[10.0]
Shane Lee,Southern California,657,2023-24,1,[2],['09/02/2023'],['Nevada'],[10.0]
Ahmad Walker,SMU,663,2023-24,1,[2],['09/09/2023'],['Oklahoma'],[10.0]
Kobe Wilson,SMU,663,2023-24,1,[13],['12/02/2023'],['Tulane'],[11.0]
Swayze Bozeman,Southern Miss.,664,2023-24,1,[7],['10/17/2023'],['South Alabama'],[12.0]
Jay Stanley,Southern Miss.,664,2023-24,1,[3],['09/16/2023'],['Tulane'],[10.0]
Dylan Lawrence,Southern Miss.,664,2023-24,1,[11],['11/18/2023'],['Mississippi St.'],[10.0]
Hayes Maples,Southern Miss.,664,2023-24,1,[11],['11/18/2023'],['Mississippi St.'],[11.0]
Brian Holloway,Texas St.,670,2023-24,1,[12],['11/25/2023'],['South Alabama'],[15.0]
Tory Spears,Texas St.,670,2023-24,1,[2],['09/09/2023'],['UTSA'],[12.0]
Shawn Holton,Texas St.,670,2023-24,1,[12],['11/25/2023'],['South Alabama'],[10.0]
"Dan Foster, Jr.",Texas St.,670,2023-24,1,[2],['09/09/2023'],['UTSA'],[10.0]
Tyrone Lewis,Louisiana,671,2023-24,1,[11],['11/18/2023'],['Troy'],[11.0]
Jasper Williams,Louisiana,671,2023-24,1,[13],['12/16/2023'],['Jacksonville St.'],[12.0]
Jalen Clark,Louisiana,671,2023-24,1,[8],['10/28/2023'],['South Alabama'],[10.0]
K.C. Ossai,Louisiana,671,2023-24,1,[13],['12/16/2023'],['Jacksonville St.'],[18.0]
Collin Wright,Stanford,674,2023-24,1,[2],['09/09/2023'],['Southern California'],[10.0]
Tristan Sinclair,Stanford,674,2023-24,1,[11],['11/18/2023'],['California'],[10.0]
Gaethan Bernadel,Stanford,674,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['California', 'Notre Dame']","[10.0, 11.0]"
Derek McDonald,Syracuse,688,2023-24,1,[7],['10/14/2023'],['Florida St.'],[10.0]
Jeremiah Wilson,Syracuse,688,2023-24,1,[1],['09/16/2023'],['Purdue'],[10.0]
Justin Barron,Syracuse,688,2023-24,2,"[6, 7]","['10/07/2023', '10/14/2023']","['North Carolina', 'Florida St.']","[13.0, 11.0]"
Marlowe Wax,Syracuse,688,2023-24,1,[8],['10/26/2023'],['Virginia Tech'],[14.0]
Jayden Bellamy,Syracuse,688,2023-24,1,[6],['10/07/2023'],['North Carolina'],[11.0]
Jacob Hollins,Temple,690,2023-24,1,[5],['09/28/2023'],['Tulsa'],[15.0]
Yvandy Rigby,Temple,690,2023-24,1,[10],['11/11/2023'],['South Fla.'],[16.0]
D.J. Woodbury,Temple,690,2023-24,1,[4],['09/23/2023'],['Miami (FL)'],[10.0]
Jordan Magee,Temple,690,2023-24,2,"[5, 6]","['09/28/2023', '10/07/2023']","['Tulsa', 'UTSA']","[10.0, 10.0]"
Dominick Hill,Temple,690,2023-24,1,[7],['10/14/2023'],['North Texas'],[12.0]
Alex Odom,Temple,690,2023-24,1,[10],['11/11/2023'],['South Fla.'],[12.0]
Elijah Deravil,Temple,690,2023-24,1,[12],['11/24/2023'],['Memphis'],[12.0]
Tywan Francis,Temple,690,2023-24,1,[6],['10/07/2023'],['UTSA'],[10.0]
Doneiko Slaughter,Tennessee,694,2023-24,1,[11],['11/18/2023'],['Georgia'],[11.0]
Tamarion McDonald,Tennessee,694,2023-24,1,[7],['10/21/2023'],['Alabama'],[10.0]
Edgerrin Cooper,Texas A&M,697,2023-24,1,[10],['11/11/2023'],['Mississippi St.'],[11.0]
Sam Mathews,Texas A&M,697,2023-24,1,[13],['12/27/2023'],['Oklahoma St.'],[14.0]
Taurean York,Texas A&M,697,2023-24,1,[4],['09/23/2023'],['Auburn'],[11.0]
Josh DeBerry,Texas A&M,697,2023-24,1,[1],['09/02/2023'],['New Mexico'],[10.0]
Shad Banks Jr.,TCU,698,2023-24,1,[12],['11/24/2023'],['Oklahoma'],[11.0]
Namdi Obiazor,TCU,698,2023-24,1,[8],['10/21/2023'],['Kansas St.'],[13.0]
Jamoi Hodge,TCU,698,2023-24,1,[12],['11/24/2023'],['Oklahoma'],[14.0]
Jesiah Pierre,Texas Tech,700,2023-24,1,[11],['11/24/2023'],['Texas'],[13.0]
Dadrion Taylor-Demerson,Texas Tech,700,2023-24,1,[2],['09/09/2023'],['Oregon'],[12.0]
Jacob Rodriguez,Texas Tech,700,2023-24,1,[10],['11/18/2023'],['UCF'],[12.0]
Ben Roberts,Texas Tech,700,2023-24,2,"[11, 12]","['11/24/2023', '09/30/2023']","['Texas', 'Houston']","[13.0, 10.0]"
Tyler Owens,Texas Tech,700,2023-24,1,[12],['09/30/2023'],['Houston'],[10.0]
CJ Baskerville,Texas Tech,700,2023-24,1,[9],['11/11/2023'],['Kansas'],[11.0]
Jaylan Ford,Texas,703,2023-24,1,[14],['01/01/2024'],['Washington'],[10.0]
Jahdae Barron,Texas,703,2023-24,1,[6],['10/07/2023'],['Oklahoma'],[11.0]
Tyrice Knight,UTEP,704,2023-24,3,"[1, 2, 3]","['09/09/2023', '08/26/2023', '09/02/2023']","['Northwestern', 'Jacksonville St.', 'UIW']","[14.0, 13.0, 16.0]"
James Neal,UTEP,704,2023-24,1,[12],['11/25/2023'],['Liberty'],[10.0]
McKel Broussard,UTEP,704,2023-24,1,[4],['09/16/2023'],['Arizona'],[10.0]
Donyai Taylor,UTSA,706,2023-24,1,[6],['10/14/2023'],['UAB'],[10.0]
Martavius French,UTSA,706,2023-24,1,[5],['10/07/2023'],['Temple'],[10.0]
Maxen Hook,Toledo,709,2023-24,1,[11],['11/14/2023'],['Bowling Green'],[11.0]
Nate Bauer,Toledo,709,2023-24,1,[14],['12/30/2023'],['Wyoming'],[10.0]
Emmanuel McNeil-Warren,Toledo,709,2023-24,1,[4],['09/23/2023'],['Western Mich.'],[13.0]
Daniel Bolden,Toledo,709,2023-24,1,[12],['11/24/2023'],['Central Mich.'],[10.0]
Dallas Gant,Toledo,709,2023-24,2,"[12, 13]","['11/24/2023', '12/02/2023']","['Central Mich.', 'Miami (OH)']","[12.0, 12.0]"
Jayden McDonald,Troy,716,2023-24,1,[7],['10/14/2023'],['Army West Point'],[13.0]
Dell Pettus,Troy,716,2023-24,1,[13],['12/02/2023'],['App State'],[11.0]
Jordan Stringer,Troy,716,2023-24,1,[12],['11/25/2023'],['Southern Miss.'],[10.0]
Irshaad Davis,Troy,716,2023-24,1,[9],['11/02/2023'],['South Alabama'],[11.0]
Corey Platt Jr.,Tulane,718,2023-24,1,[1],['09/02/2023'],['South Alabama'],[15.0]
Tyler Grubbs,Tulane,718,2023-24,2,"[13, 14]","['12/02/2023', '12/27/2023']","['SMU', 'Virginia Tech']","[13.0, 10.0]"
Jesus Machado,Tulane,718,2023-24,1,[12],['11/24/2023'],['UTSA'],[10.0]
Ben Kopenski,Tulsa,719,2023-24,1,[1],['08/31/2023'],['Ark.-Pine Bluff'],[10.0]
Kendarin Ray,Tulsa,719,2023-24,3,"[10, 11, 12]","['11/11/2023', '11/18/2023', '11/25/2023']","['Tulane', 'North Texas', 'East Carolina']","[11.0, 16.0, 15.0]"
Jaise Oliver,Tulsa,719,2023-24,1,[6],['10/07/2023'],['Fla. Atlantic'],[11.0]
Julien Simon,Tulsa,719,2023-24,1,[6],['10/07/2023'],['Fla. Atlantic'],[10.0]
Bo Richter,Air Force,721,2023-24,1,[9],['11/04/2023'],['Army West Point'],[10.0]
Trey Taylor,Air Force,721,2023-24,1,[8],['10/28/2023'],['Colorado St.'],[10.0]
Jalen Mergerson,Air Force,721,2023-24,1,[8],['10/28/2023'],['Colorado St.'],[13.0]
Jayden Goodwin,Air Force,721,2023-24,1,[9],['11/04/2023'],['Army West Point'],[12.0]
Johnathan Youngblood,Air Force,721,2023-24,1,[12],['11/24/2023'],['Boise St.'],[11.0]
Alec Mock,Air Force,721,2023-24,2,"[2, 3]","['09/09/2023', '09/15/2023']","['Sam Houston', 'Utah St.']","[11.0, 11.0]"
Quindrelin Hammonds,Army West Point,725,2023-24,1,[5],['10/07/2023'],['Boston College'],[11.0]
Kalib Fortner,Army West Point,725,2023-24,1,[12],['12/09/2023'],['Navy'],[10.0]
Leo Lowin,Army West Point,725,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Air Force', 'Holy Cross']","[12.0, 12.0]"
Will HARBOUR,Navy,726,2023-24,1,[6],['10/14/2023'],['Charlotte'],[11.0]
Colin Ramos,Navy,726,2023-24,4,"[7, 8, 9, 10]","['10/21/2023', '11/04/2023', '11/11/2023', '11/18/2023']","['Air Force', 'Temple', 'UAB', 'East Carolina']","[11.0, 12.0, 12.0, 10.0]"
Donald BERNIARDJr,Navy,726,2023-24,1,[7],['10/21/2023'],['Air Force'],[10.0]
Cole Joyce,Utah St.,731,2023-24,1,[2],['09/15/2023'],['Air Force'],[11.0]
MJ Tafisi,Utah St.,731,2023-24,10,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['09/30/2023', '10/07/2023', '10/13/2023', '10/21/2023', '11/04/2023', '11/11/2023', '11/18/2023', '11/24/2023', '09/02/2023', '12/23/2023']","['UConn', 'Colorado St.', 'Fresno St.', 'San Jose St.', 'San Diego St.', 'Nevada', 'Boise St.', 'New Mexico', 'Iowa', 'Georgia St.']","[13.0, 10.0, 17.0, 14.0, 13.0, 12.0, 12.0, 11.0, 11.0, 11.0]"
Anthony Switzer,Utah St.,731,2023-24,1,[6],['10/13/2023'],['Fresno St.'],[10.0]
Ike Larsen,Utah St.,731,2023-24,2,"[2, 3]","['09/15/2023', '09/23/2023']","['Air Force', 'James Madison']","[11.0, 10.0]"
Simeon Harris,Utah St.,731,2023-24,1,[13],['12/23/2023'],['Georgia St.'],[11.0]
Devin Dye,Utah St.,731,2023-24,1,[10],['11/18/2023'],['Boise St.'],[14.0]
Jonah Elliss,Utah,732,2023-24,1,[4],['09/23/2023'],['UCLA'],[10.0]
Cole Bishop,Utah,732,2023-24,1,[1],['08/31/2023'],['Florida'],[11.0]
Levani Damuni,Utah,732,2023-24,3,"[8, 9, 10]","['10/28/2023', '11/04/2023', '11/11/2023']","['Oregon', 'Arizona St.', 'Washington']","[11.0, 10.0, 12.0]"
CJ Taylor,Vanderbilt,736,2023-24,1,[3],['09/09/2023'],['Wake Forest'],[10.0]
De'Rickey Wright,Vanderbilt,736,2023-24,1,[3],['09/09/2023'],['Wake Forest'],[10.0]
Langston Patterson,Vanderbilt,736,2023-24,1,[10],['11/04/2023'],['Auburn'],[12.0]
Jaylen Mahoney,Vanderbilt,736,2023-24,1,[8],['10/14/2023'],['Georgia'],[16.0]
Savion Riley,Vanderbilt,736,2023-24,1,[7],['10/07/2023'],['Florida'],[12.0]
Keli Lawson,Virginia Tech,742,2023-24,2,"[1, 2]","['09/09/2023', '09/16/2023']","['Purdue', 'Rutgers']","[14.0, 11.0]"
Keonta Jenkins,Virginia Tech,742,2023-24,1,[7],['10/14/2023'],['Wake Forest'],[12.0]
Jalen Stroman,Virginia Tech,742,2023-24,1,[6],['10/07/2023'],['Florida St.'],[10.0]
Jonas Sanker,Virginia,746,2023-24,2,"[9, 10]","['11/04/2023', '11/09/2023']","['Georgia Tech', 'Louisville']","[10.0, 11.0]"
Stevie Bracey,Virginia,746,2023-24,1,[2],['09/02/2023'],['Tennessee'],[10.0]
Kam Robinson,Virginia,746,2023-24,1,[11],['11/18/2023'],['Duke'],[11.0]
Dylan Hazen,Wake Forest,749,2023-24,3,"[10, 11, 12]","['11/11/2023', '11/18/2023', '11/25/2023']","['NC State', 'Notre Dame', 'Syracuse']","[14.0, 11.0, 10.0]"
Caelen Carson,Wake Forest,749,2023-24,1,[2],['09/09/2023'],['Vanderbilt'],[10.0]
Malik Mustapha,Wake Forest,749,2023-24,1,[12],['11/25/2023'],['Syracuse'],[13.0]
Jacob Roberts,Wake Forest,749,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['Vanderbilt', 'Old Dominion']","[11.0, 13.0]"
DaShawn Jones,Wake Forest,749,2023-24,1,[7],['10/21/2023'],['Pittsburgh'],[10.0]
Jaden Hicks,Washington St.,754,2023-24,1,[10],['11/11/2023'],['California'],[10.0]
Devin Richardson,Washington St.,754,2023-24,1,[2],['09/02/2023'],['Colorado St.'],[11.0]
Kyle Thornton,Washington St.,754,2023-24,1,[5],['10/07/2023'],['UCLA'],[11.0]
Sam Lockett III,Washington St.,754,2023-24,1,[1],['09/09/2023'],['Wisconsin'],[13.0]
Carson Bruener,Washington,756,2023-24,2,"[10, 11]","['11/18/2023', '11/25/2023']","['Oregon St.', 'Washington St.']","[14.0, 14.0]"
Edefuan Ulofoshio,Washington,756,2023-24,1,[7],['10/28/2023'],['Stanford'],[12.0]
Dominique Hampton,Washington,756,2023-24,1,[14],['01/08/2024'],['Michigan'],[10.0]
Anthony Wilson,West Virginia,768,2023-24,1,[9],['11/11/2023'],['Oklahoma'],[11.0]
Lee Kpogba,West Virginia,768,2023-24,2,"[12, 13]","['09/02/2023', '12/27/2023']","['Penn St.', 'North Carolina']","[13.0, 12.0]"
Ben  Cutter,West Virginia,768,2023-24,1,[11],['11/25/2023'],['Baylor'],[10.0]
Takulve Williams,Western Ky.,772,2023-24,1,[9],['11/04/2023'],['UTEP'],[12.0]
Deante McCray,Western Ky.,772,2023-24,1,[4],['09/23/2023'],['Troy'],[10.0]
Tate Hallock,Western Mich.,774,2023-24,1,[3],['09/09/2023'],['Syracuse'],[10.0]
Jacob Wahlberg,Western Mich.,774,2023-24,1,[12],['11/21/2023'],['Bowling Green'],[10.0]
Aaron Wofford,Western Mich.,774,2023-24,1,[6],['10/07/2023'],['Mississippi St.'],[13.0]
Marshawn Kneeland,Western Mich.,774,2023-24,1,[9],['10/28/2023'],['Eastern Mich.'],[11.0]
Nate Norris,Western Mich.,774,2023-24,2,"[10, 11]","['11/07/2023', '11/14/2023']","['Central Mich.', 'NIU']","[10.0, 11.0]"
C.J. Goetz,Wisconsin,796,2023-24,2,"[5, 6]","['10/21/2023', '11/04/2023']","['Illinois', 'Indiana']","[10.0, 12.0]"
Hunter Wohler,Wisconsin,796,2023-24,2,"[7, 8]","['11/11/2023', '11/25/2023']","['Northwestern', 'Minnesota']","[10.0, 12.0]"
Maema Njongmeta,Wisconsin,796,2023-24,2,"[10, 11]","['10/28/2023', '09/09/2023']","['Ohio St.', 'Washington St.']","[10.0, 10.0]"
Jake Chaney,Wisconsin,796,2023-24,1,[9],['10/14/2023'],['Iowa'],[11.0]
Easton Gibbs,Wyoming,811,2023-24,2,"[7, 8]","['10/14/2023', '10/28/2023']","['Air Force', 'Boise St.']","[12.0, 11.0]"
Shae Suiaunoa,Wyoming,811,2023-24,1,[8],['10/28/2023'],['Boise St.'],[11.0]
Cole Godbout,Wyoming,811,2023-24,1,[4],['09/23/2023'],['App State'],[10.0]
Tyren Dupree,Liberty,355,2023-24,2,"[6, 7]","['10/10/2023', '10/17/2023']","['Jacksonville St.', 'Middle Tenn.']","[12.0, 12.0]"
Joseph Carter,Liberty,355,2023-24,1,[13],['12/01/2023'],['New Mexico St.'],[10.0]
Brandon Bishop,Liberty,355,2023-24,1,[13],['12/01/2023'],['New Mexico St.'],[11.0]
Michael Moore,UAB,9,2023-24,1,[8],['10/21/2023'],['Memphis'],[12.0]
Ike Rowell,UAB,9,2023-24,2,"[7, 8]","['10/14/2023', '10/21/2023']","['UTSA', 'Memphis']","[10.0, 10.0]"
Everett Roussaw Jr.,UAB,9,2023-24,1,[12],['11/25/2023'],['North Texas'],[10.0]
Colby Dempsey,UAB,9,2023-24,1,[7],['10/14/2023'],['UTSA'],[10.0]
Jackson Bratton,UAB,9,2023-24,1,[10],['11/11/2023'],['Navy'],[11.0]
Keondre Swoopes,UAB,9,2023-24,1,[3],['09/16/2023'],['Louisiana'],[10.0]
Bryan McCoy,Akron,5,2023-24,1,[10],['11/08/2023'],['Miami (OH)'],[11.0]
Antavious Fish,Akron,5,2023-24,2,"[9, 10]","['11/01/2023', '11/08/2023']","['Kent St.', 'Miami (OH)']","[10.0, 11.0]"
CJ Nunnally,Akron,5,2023-24,1,[10],['11/08/2023'],['Miami (OH)'],[10.0]
Darrian Lewis,Akron,5,2023-24,1,[7],['10/14/2023'],['Central Mich.'],[14.0]
Jihaad Campbell,Alabama,8,2023-24,1,[11],['11/18/2023'],['Chattanooga'],[10.0]
Trezmen Marshall,Alabama,8,2023-24,1,[2],['09/09/2023'],['Texas'],[10.0]
Deontae Lawson,Alabama,8,2023-24,1,[8],['10/21/2023'],['Tennessee'],[12.0]
Caleb Downs,Alabama,8,2023-24,1,[9],['11/04/2023'],['LSU'],[13.0]
EJ Jackson,App State,27,2023-24,1,[8],['10/28/2023'],['Southern Miss.'],[11.0]
Nick Ross,App State,27,2023-24,1,[14],['12/16/2023'],['Miami (OH)'],[10.0]
Andrew Parker Jr.,App State,27,2023-24,2,"[1, 2]","['09/02/2023', '09/09/2023']","['Gardner-Webb', 'North Carolina']","[10.0, 12.0]"
Caden Sullivan,App State,27,2023-24,1,[14],['12/16/2023'],['Miami (OH)'],[10.0]
Chris Edmonds,Arizona St.,28,2023-24,1,[5],['09/30/2023'],['California'],[10.0]
Tre Brown,Arizona St.,28,2023-24,1,[9],['11/04/2023'],['Utah'],[11.0]
Shamari Simmons,Arizona St.,28,2023-24,1,[9],['11/04/2023'],['Utah'],[10.0]
Justin Flowe,Arizona,29,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['Mississippi St.', 'UTEP']","[12.0, 10.0]"
Dalton Johnson,Arizona,29,2023-24,1,[13],['12/28/2023'],['Oklahoma'],[13.0]
Jacob Manu,Arizona,29,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['UCLA', 'Colorado']","[12.0, 12.0]"
Gunner Maldonado,Arizona,29,2023-24,1,[12],['11/25/2023'],['Arizona St.'],[10.0]
Samy Johnson,Arkansas St.,30,2023-24,1,[13],['12/23/2023'],['NIU'],[11.0]
Dane Motley,Arkansas St.,30,2023-24,1,[13],['12/23/2023'],['NIU'],[11.0]
Charles Willekes,Arkansas St.,30,2023-24,2,"[7, 8]","['10/21/2023', '10/28/2023']","['Coastal Carolina', 'ULM']","[10.0, 12.0]"
Melique Straker,Arkansas St.,30,2023-24,1,[11],['11/18/2023'],['Texas St.'],[13.0]
Trevian Thomas,Arkansas St.,30,2023-24,1,[10],['11/11/2023'],['South Alabama'],[11.0]
Javante Mackey,Arkansas St.,30,2023-24,1,[8],['10/28/2023'],['ULM'],[11.0]
Justin Parks,Arkansas St.,30,2023-24,1,[7],['10/21/2023'],['Coastal Carolina'],[10.0]
Jayden Johnson,Arkansas,31,2023-24,1,[6],['10/07/2023'],['Ole Miss'],[11.0]
Chris Paul Jr.,Arkansas,31,2023-24,1,[8],['10/21/2023'],['Mississippi St.'],[12.0]
Jaheim Thomas,Arkansas,31,2023-24,3,"[2, 3, 4]","['09/09/2023', '09/16/2023', '09/23/2023']","['Kent St.', 'BYU', 'LSU']","[12.0, 10.0, 13.0]"
Landon Jackson,Arkansas,31,2023-24,1,[7],['10/14/2023'],['Alabama'],[11.0]
Eugene Asante,Auburn,37,2023-24,1,[8],['10/28/2023'],['Mississippi St.'],[10.0]
Keionte Newson,Ball St.,47,2023-24,2,"[8, 9]","['10/21/2023', '11/01/2023']","['Central Mich.', 'Bowling Green']","[10.0, 10.0]"
Sidney Houston,Ball St.,47,2023-24,1,[5],['09/30/2023'],['Western Mich.'],[10.0]
Cole Pearce,Ball St.,47,2023-24,2,"[5, 6]","['09/30/2023', '10/07/2023']","['Western Mich.', 'Eastern Mich.']","[10.0, 10.0]"
Matt Jones,Baylor,51,2023-24,1,[11],['11/18/2023'],['TCU'],[11.0]
Marco Notarainni,Boise St.,66,2023-24,1,[7],['10/14/2023'],['Colorado St.'],[10.0]
Alexander Teubner,Boise St.,66,2023-24,3,"[12, 13, 14]","['11/24/2023', '12/02/2023', '12/16/2023']","['Air Force', 'UNLV', 'UCLA']","[14.0, 10.0, 12.0]"
Andrew Simpson,Boise St.,66,2023-24,1,[9],['11/04/2023'],['Fresno St.'],[12.0]
Seyi Oladipo,Boise St.,66,2023-24,1,[2],['09/09/2023'],['UCF'],[10.0]
Vinny DePalma,Boston College,67,2023-24,1,[9],['11/03/2023'],['Syracuse'],[10.0]
Jalen Huskey,Bowling Green,71,2023-24,1,[1],['09/02/2023'],['Liberty'],[10.0]
Patrick Day,Bowling Green,71,2023-24,1,[13],['12/26/2023'],['Minnesota'],[10.0]
Darren Anders,Bowling Green,71,2023-24,1,[10],['11/14/2023'],['Toledo'],[11.0]
Joseph Sipp Jr.,Bowling Green,71,2023-24,1,[1],['09/02/2023'],['Liberty'],[12.0]
Max Tooley,BYU,77,2023-24,1,[12],['11/25/2023'],['Oklahoma St.'],[11.0]
Jakob Robinson,BYU,77,2023-24,1,[7],['10/21/2023'],['Texas Tech'],[10.0]
Harrison Taggart,BYU,77,2023-24,1,[5],['09/29/2023'],['Cincinnati'],[10.0]
Ben Bywater,BYU,77,2023-24,1,[4],['09/23/2023'],['Kansas'],[10.0]
AJ Vongphachanh,BYU,77,2023-24,1,[12],['11/25/2023'],['Oklahoma St.'],[15.0]
Crew Wakley,BYU,77,2023-24,1,[7],['10/21/2023'],['Texas Tech'],[11.0]
Talan Alfrey,BYU,77,2023-24,1,[11],['11/18/2023'],['Oklahoma'],[10.0]
Eddie Heckard,BYU,77,2023-24,1,[9],['11/04/2023'],['West Virginia'],[10.0]
Red Murdock,Buffalo,86,2023-24,1,[12],['11/21/2023'],['Eastern Mich.'],[10.0]
Marcus Fuqua,Buffalo,86,2023-24,1,[1],['09/02/2023'],['Wisconsin'],[12.0]
Devin Grant,Buffalo,86,2023-24,1,[12],['11/21/2023'],['Eastern Mich.'],[11.0]
Joe Andreessen,Buffalo,86,2023-24,1,[12],['11/21/2023'],['Eastern Mich.'],[11.0]
Shaun Dolac,Buffalo,86,2023-24,1,[4],['09/23/2023'],['Louisiana'],[11.0]
Phoenix Jackson,Fresno St.,96,2023-24,1,[7],['10/13/2023'],['Utah St.'],[10.0]
Malachi Langley,Fresno St.,96,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['New Mexico', 'San Diego St.']","[13.0, 13.0]"
Kosi Agina,Fresno St.,96,2023-24,1,[10],['11/11/2023'],['San Jose St.'],[10.0]
Dean Clark,Fresno St.,96,2023-24,1,[7],['10/13/2023'],['Utah St.'],[10.0]
Levelle Bailey,Fresno St.,96,2023-24,1,[5],['09/30/2023'],['Nevada'],[11.0]
Jackson Sirmon,California,107,2023-24,1,[5],['09/30/2023'],['Arizona St.'],[12.0]
Patrick McMorris,California,107,2023-24,1,[13],['12/16/2023'],['Texas Tech'],[13.0]
Matthew Littlejohn,California,107,2023-24,1,[7],['10/14/2023'],['Utah'],[10.0]
Cade Uluave,California,107,2023-24,1,[12],['11/25/2023'],['UCLA'],[12.0]
Kaleb Elarms-Orr,California,107,2023-24,2,"[5, 6]","['09/30/2023', '10/07/2023']","['Arizona St.', 'Oregon St.']","[16.0, 10.0]"
Craig Woodson,California,107,2023-24,2,"[8, 9]","['10/28/2023', '11/04/2023']","['Southern California', 'Oregon']","[12.0, 15.0]"
Darius Muasau,UCLA,110,2023-24,1,[13],['12/16/2023'],['Boise St.'],[11.0]
Kain Medrano,UCLA,110,2023-24,1,[4],['09/23/2023'],['Utah'],[10.0]
Oluwafemi Oladejo,UCLA,110,2023-24,1,[2],['09/09/2023'],['San Diego St.'],[10.0]
Jason Johnson,UCF,128,2023-24,2,"[4, 5]","['09/23/2023', '09/30/2023']","['Kansas St.', 'Baylor']","[12.0, 15.0]"
Walter Yates,UCF,128,2023-24,1,[12],['11/25/2023'],['Houston'],[12.0]
Kyle Moretti,Central Mich.,129,2023-24,2,"[3, 4]","['09/23/2023', '09/30/2023']","['South Alabama', 'Eastern Mich.']","[11.0, 10.0]"
Donte Kent,Central Mich.,129,2023-24,1,[12],['09/01/2023'],['Michigan St.'],[10.0]
Dakota Cochran,Central Mich.,129,2023-24,1,[6],['10/14/2023'],['Akron'],[10.0]
Jordan Kwiatkowski,Central Mich.,129,2023-24,1,[9],['11/07/2023'],['Western Mich.'],[10.0]
Deshawn Pace,Cincinnati,140,2023-24,2,"[6, 7]","['10/14/2023', '10/21/2023']","['Iowa St.', 'Baylor']","[10.0, 11.0]"
Justin Harris,Cincinnati,140,2023-24,1,[4],['09/23/2023'],['Oklahoma'],[10.0]
Dorian Jones,Cincinnati,140,2023-24,1,[4],['09/23/2023'],['Oklahoma'],[13.0]
Jeremiah Trotter Jr.,Clemson,147,2023-24,1,[11],['11/18/2023'],['North Carolina'],[11.0]
Micheal Mason,Coastal Carolina,149,2023-24,1,[9],['11/04/2023'],['Old Dominion'],[12.0]
Emmanuel Johnson,Coastal Carolina,149,2023-24,1,[11],['11/18/2023'],['Army West Point'],[10.0]
JT Killen,Coastal Carolina,149,2023-24,1,[11],['11/18/2023'],['Army West Point'],[15.0]
Shane Bruce,Coastal Carolina,149,2023-24,1,[2],['09/09/2023'],['Jacksonville St.'],[11.0]
