Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Receptions
2185.0,380.0,Quali Conley,San Jose St.,630,2023-24,1,[5],['09/22/2023'],['Air Force'],[5.0]
2185.0,380.0,Charles Ross,San Jose St.,630,2023-24,1,[1],['08/26/2023'],['Southern California'],[5.0]
2185.0,380.0,Dominick Mazotti,San Jose St.,630,2023-24,1,[5],['09/22/2023'],['Air Force'],[5.0]
1528.0,263.0,Sam Olson,San Jose St.,630,2023-24,2,"[2, 12]","['09/03/2023', '11/25/2023']","['Oregon St.', 'UNLV']","[6.0, 6.0]"
565.0,88.0,Nick Nash,San Jose St.,630,2023-24,5,"[1, 2, 4, 5, 9]","['08/26/2023', '09/03/2023', '09/16/2023', '09/22/2023', '10/28/2023']","['Southern California', 'Oregon St.', 'Toledo', 'Air Force', 'Hawaii']","[6.0, 7.0, 6.0, 5.0, 6.0]"
1528.0,263.0,Braylon McReynolds,South Alabama,646,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['Marshall', 'Texas St.']","[5.0, 6.0]"
2185.0,380.0,Javon Ivory,South Alabama,646,2023-24,1,[5],['09/30/2023'],['James Madison'],[6.0]
8.0,2.0,Caullin Lacy,South Alabama,646,2023-24,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['09/02/2023', '09/09/2023', '09/16/2023', '09/23/2023', '09/30/2023', '10/07/2023', '10/17/2023', '10/28/2023', '11/02/2023', '11/11/2023', '11/18/2023', '11/25/2023']","['Tulane', 'Southeastern La.', 'Oklahoma St.', 'Central Mich.', 'James Madison', 'ULM', 'Southern Miss.', 'Louisiana', 'Troy', 'Arkansas St.', 'Marshall', 'Texas St.']","[7.0, 8.0, 5.0, 6.0, 6.0, 7.0, 9.0, 7.0, 9.0, 7.0, 9.0, 11.0]"
391.0,62.0,Jamaal Pritchett,South Alabama,646,2023-24,6,"[1, 4, 7, 8, 9, 13]","['09/02/2023', '09/23/2023', '10/17/2023', '10/28/2023', '11/02/2023', '12/23/2023']","['Tulane', 'Central Mich.', 'Southern Miss.', 'Louisiana', 'Troy', 'Eastern Mich.']","[5.0, 6.0, 5.0, 11.0, 6.0, 8.0]"
2185.0,380.0,DJ Thomas-Jones,South Alabama,646,2023-24,1,[12],['11/25/2023'],['Texas St.'],[9.0]
2185.0,380.0,La'Damian Webb,South Alabama,646,2023-24,1,[5],['09/30/2023'],['James Madison'],[7.0]
1528.0,263.0,Joshua Simon,South Carolina,648,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Jacksonville St.', 'Vanderbilt']","[7.0, 6.0]"
1107.0,183.0,Trey Knox,South Carolina,648,2023-24,3,"[5, 6, 7]","['09/30/2023', '10/14/2023', '10/21/2023']","['Tennessee', 'Florida', 'Missouri']","[7.0, 8.0, 5.0]"
2185.0,380.0,Nyck Harbor,South Carolina,648,2023-24,1,[8],['10/28/2023'],['Texas A&M'],[6.0]
48.0,10.0,Xavier Legette,South Carolina,648,2023-24,10,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12]","['09/02/2023', '09/09/2023', '09/16/2023', '09/23/2023', '09/30/2023', '10/14/2023', '11/04/2023', '11/11/2023', '11/18/2023', '11/25/2023']","['North Carolina', 'Furman', 'Georgia', 'Mississippi St.', 'Tennessee', 'Florida', 'Jacksonville St.', 'Vanderbilt', 'Kentucky', 'Clemson']","[9.0, 6.0, 7.0, 5.0, 5.0, 5.0, 9.0, 9.0, 6.0, 6.0]"
2185.0,380.0,Eddie Lewis,South Carolina,648,2023-24,1,[2],['09/09/2023'],['Furman'],[6.0]
2185.0,380.0,Ahmarean Brown,South Carolina,648,2023-24,1,[2],['09/09/2023'],['Furman'],[6.0]
2185.0,380.0,Dakereon Joyner,South Carolina,648,2023-24,1,[1],['09/02/2023'],['North Carolina'],[5.0]
2185.0,380.0,O'Mega Blake,South Carolina,648,2023-24,1,[3],['09/16/2023'],['Georgia'],[5.0]
2185.0,380.0,Khafre Brown,South Fla.,651,2023-24,1,[5],['09/30/2023'],['Navy'],[7.0]
1528.0,263.0,Michael Brown-Stephens,South Fla.,651,2023-24,2,"[8, 9]","['10/21/2023', '11/04/2023']","['UConn', 'Memphis']","[9.0, 5.0]"
8.0,2.0,Sean Atkins,South Fla.,651,2023-24,12,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13]","['09/02/2023', '09/09/2023', '09/16/2023', '09/23/2023', '10/07/2023', '10/14/2023', '10/21/2023', '11/04/2023', '11/11/2023', '11/17/2023', '11/25/2023', '12/21/2023']","['Western Ky.', 'Florida A&M', 'Alabama', 'Rice', 'UAB', 'Fla. Atlantic', 'UConn', 'Memphis', 'Temple', 'UTSA', 'Charlotte', 'Syracuse']","[5.0, 5.0, 6.0, 8.0, 8.0, 7.0, 8.0, 9.0, 9.0, 10.0, 7.0, 6.0]"
1528.0,263.0,Naiem Simmons,South Fla.,651,2023-24,2,"[4, 5]","['09/23/2023', '09/30/2023']","['Rice', 'Navy']","[8.0, 5.0]"
2185.0,380.0,Zachariah Branch,Southern California,657,2023-24,1,[12],['11/18/2023'],['UCLA'],[5.0]
565.0,88.0,Brenden Rice,Southern California,657,2023-24,5,"[4, 5, 8, 11, 12]","['09/23/2023', '09/30/2023', '10/21/2023', '11/11/2023', '11/18/2023']","['Arizona St.', 'Colorado', 'Utah', 'Oregon', 'UCLA']","[7.0, 5.0, 5.0, 5.0, 8.0]"
2185.0,380.0,Mario Williams,Southern California,657,2023-24,1,[7],['10/14/2023'],['Notre Dame'],[5.0]
391.0,62.0,Tahj Washington,Southern California,657,2023-24,6,"[5, 8, 9, 10, 12, 13]","['09/30/2023', '10/21/2023', '10/28/2023', '11/04/2023', '11/18/2023', '12/27/2023']","['Colorado', 'Utah', 'California', 'Washington', 'UCLA', 'Louisville']","[8.0, 5.0, 5.0, 8.0, 5.0, 7.0]"
2185.0,380.0,Michael Jackson III,Southern California,657,2023-24,1,[7],['10/14/2023'],['Notre Dame'],[6.0]
2185.0,380.0,Jordan  Hudson,SMU,663,2023-24,1,[7],['10/20/2023'],['Temple'],[6.0]
2185.0,380.0,Romello Brinson,SMU,663,2023-24,1,[7],['10/20/2023'],['Temple'],[5.0]
1107.0,183.0,Jake Bailey,SMU,663,2023-24,3,"[2, 7, 14]","['09/09/2023', '10/20/2023', '12/28/2023']","['Oklahoma', 'Temple', 'Boston College']","[7.0, 6.0, 6.0]"
1528.0,263.0,RJ Maryland,SMU,663,2023-24,2,"[1, 13]","['09/02/2023', '12/02/2023']","['Louisiana Tech', 'Tulane']","[5.0, 5.0]"
1528.0,263.0,Jakarius Caston,Southern Miss.,664,2023-24,2,"[1, 6]","['09/02/2023', '10/07/2023']","['Alcorn', 'Old Dominion']","[5.0, 5.0]"
1528.0,263.0,Frank Gore,Southern Miss.,664,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['Mississippi St.', 'Troy']","[5.0, 5.0]"
2185.0,380.0,Chandler Pittman,Southern Miss.,664,2023-24,1,[3],['09/16/2023'],['Tulane'],[5.0]
2185.0,380.0,Tiaquelin Mims,Southern Miss.,664,2023-24,1,[8],['10/28/2023'],['App State'],[10.0]
783.0,126.0,Latreal Jones,Southern Miss.,664,2023-24,4,"[3, 4, 5, 8]","['09/16/2023', '09/23/2023', '09/30/2023', '10/28/2023']","['Tulane', 'Arkansas St.', 'Texas St.', 'App State']","[7.0, 5.0, 6.0, 6.0]"
2185.0,380.0,Ismail Mahdi,Texas St.,670,2023-24,1,[11],['11/18/2023'],['Arkansas St.'],[5.0]
2185.0,380.0,"Chris Dawn, Jr.",Texas St.,670,2023-24,1,[11],['11/18/2023'],['Arkansas St.'],[5.0]
166.0,31.0,Joey Hobert,Texas St.,670,2023-24,8,"[1, 4, 5, 6, 7, 9, 11, 13]","['09/02/2023', '09/23/2023', '09/30/2023', '10/07/2023', '10/14/2023', '11/04/2023', '11/18/2023', '12/26/2023']","['Baylor', 'Nevada', 'Southern Miss.', 'Louisiana', 'ULM', 'Ga. Southern', 'Arkansas St.', 'Rice']","[6.0, 9.0, 10.0, 8.0, 10.0, 13.0, 7.0, 5.0]"
391.0,62.0,Ashtyn Hawkins,Texas St.,670,2023-24,6,"[1, 4, 5, 6, 11, 12]","['09/02/2023', '09/23/2023', '09/30/2023', '10/07/2023', '11/18/2023', '11/25/2023']","['Baylor', 'Nevada', 'Southern Miss.', 'Louisiana', 'Arkansas St.', 'South Alabama']","[5.0, 6.0, 5.0, 8.0, 8.0, 5.0]"
2185.0,380.0,Drew Donley,Texas St.,670,2023-24,1,[2],['09/09/2023'],['UTSA'],[5.0]
391.0,62.0,Kole Wilson,Texas St.,670,2023-24,6,"[1, 6, 8, 11, 12, 13]","['09/02/2023', '10/07/2023', '10/28/2023', '11/18/2023', '11/25/2023', '12/26/2023']","['Baylor', 'Louisiana', 'Troy', 'Arkansas St.', 'South Alabama', 'Rice']","[5.0, 9.0, 8.0, 10.0, 6.0, 5.0]"
2185.0,380.0,Terrance Carter,Louisiana,671,2023-24,1,[9],['11/04/2023'],['Arkansas St.'],[5.0]
1107.0,183.0,Robert Williams,Louisiana,671,2023-24,3,"[3, 6, 11]","['09/09/2023', '10/07/2023', '11/18/2023']","['Old Dominion', 'Texas St.', 'Troy']","[6.0, 5.0, 5.0]"
1528.0,263.0,Jacob Bernard,Louisiana,671,2023-24,2,"[4, 10]","['09/16/2023', '11/09/2023']","['UAB', 'Southern Miss.']","[5.0, 6.0]"
2185.0,380.0,Peter LeBlanc,Louisiana,671,2023-24,1,[9],['11/04/2023'],['Arkansas St.'],[6.0]
2185.0,380.0,Harvey Broussard,Louisiana,671,2023-24,1,[10],['11/09/2023'],['Southern Miss.'],[5.0]
783.0,126.0,Elic Ayomanor,Stanford,674,2023-24,4,"[6, 7, 8, 12]","['10/13/2023', '10/21/2023', '10/28/2023', '11/25/2023']","['Colorado', 'UCLA', 'Washington', 'Notre Dame']","[13.0, 8.0, 9.0, 7.0]"
1528.0,263.0,E.J. Smith,Stanford,674,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['California', 'Notre Dame']","[8.0, 7.0]"
2185.0,380.0,Sam Roush,Stanford,674,2023-24,1,[9],['11/04/2023'],['Washington St.'],[7.0]
1528.0,263.0,Tiger Bachmeier,Stanford,674,2023-24,2,"[7, 8]","['10/21/2023', '10/28/2023']","['UCLA', 'Washington']","[8.0, 10.0]"
2185.0,380.0,Benjamin Yurosek,Stanford,674,2023-24,1,[1],['09/01/2023'],['Hawaii'],[9.0]
2185.0,380.0,Damien Alford,Syracuse,688,2023-24,1,[4],['09/23/2023'],['Army West Point'],[9.0]
2185.0,380.0,Oronde Gadsden II,Syracuse,688,2023-24,1,[2],['09/02/2023'],['Colgate'],[6.0]
2185.0,380.0,Donovan Brown,Syracuse,688,2023-24,1,[2],['09/02/2023'],['Colgate'],[5.0]
1107.0,183.0,LeQuint Allen,Syracuse,688,2023-24,3,"[1, 5, 11]","['09/16/2023', '09/30/2023', '11/18/2023']","['Purdue', 'Clemson', 'Georgia Tech']","[6.0, 6.0, 8.0]"
2185.0,380.0,Isaiah Jones,Syracuse,688,2023-24,1,[3],['09/09/2023'],['Western Mich.'],[5.0]
1107.0,183.0,Umari Hatcher,Syracuse,688,2023-24,3,"[3, 6, 12]","['09/09/2023', '10/07/2023', '11/25/2023']","['Western Mich.', 'North Carolina', 'Wake Forest']","[5.0, 6.0, 5.0]"
1528.0,263.0,Jordan Smith,Temple,690,2023-24,2,"[5, 11]","['09/28/2023', '11/18/2023']","['Tulsa', 'UAB']","[5.0, 5.0]"
1107.0,183.0,David Martin-Robinson,Temple,690,2023-24,3,"[5, 6, 10]","['09/28/2023', '10/07/2023', '11/11/2023']","['Tulsa', 'UTSA', 'South Fla.']","[6.0, 8.0, 7.0]"
1107.0,183.0,Amad Anderson Jr.,Temple,690,2023-24,3,"[3, 4, 12]","['09/16/2023', '09/23/2023', '11/24/2023']","['Norfolk St.', 'Miami (FL)', 'Memphis']","[5.0, 10.0, 7.0]"
2185.0,380.0,John Adams,Temple,690,2023-24,1,[6],['10/07/2023'],['UTSA'],[10.0]
2185.0,380.0,Darvon Hubbard,Temple,690,2023-24,1,[6],['10/07/2023'],['UTSA'],[8.0]
783.0,126.0,Dante Wright,Temple,690,2023-24,4,"[1, 2, 11, 12]","['09/09/2023', '09/02/2023', '11/18/2023', '11/24/2023']","['Rutgers', 'Akron', 'UAB', 'Memphis']","[6.0, 7.0, 6.0, 6.0]"
2185.0,380.0,Edward Saydee,Temple,690,2023-24,1,[2],['09/02/2023'],['Akron'],[5.0]
1528.0,263.0,Zae Baines,Temple,690,2023-24,2,"[4, 9]","['09/23/2023', '11/04/2023']","['Miami (FL)', 'Navy']","[5.0, 7.0]"
1528.0,263.0,Bru McCoy,Tennessee,694,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['Austin Peay', 'Florida']","[5.0, 5.0]"
565.0,88.0,Squirrel White,Tennessee,694,2023-24,5,"[1, 5, 7, 11, 12]","['09/02/2023', '09/30/2023', '10/21/2023', '11/18/2023', '11/25/2023']","['Virginia', 'South Carolina', 'Alabama', 'Georgia', 'Vanderbilt']","[6.0, 9.0, 10.0, 5.0, 10.0]"
2185.0,380.0,Chas Nimrod,Tennessee,694,2023-24,1,[11],['11/18/2023'],['Georgia'],[5.0]
2185.0,380.0,Jaylen Wright,Tennessee,694,2023-24,1,[7],['10/21/2023'],['Alabama'],[7.0]
1528.0,263.0,Ramel Keyton,Tennessee,694,2023-24,2,"[2, 7]","['09/09/2023', '10/21/2023']","['Austin Peay', 'Alabama']","[5.0, 5.0]"
1107.0,183.0,Evan Stewart,Texas A&M,697,2023-24,3,"[1, 2, 8]","['09/02/2023', '09/09/2023', '10/28/2023']","['New Mexico', 'Miami (FL)', 'South Carolina']","[8.0, 11.0, 6.0]"
1107.0,183.0,Jahdae Walker,Texas A&M,697,2023-24,3,"[3, 9, 13]","['09/16/2023', '11/04/2023', '12/27/2023']","['ULM', 'Ole Miss', 'Oklahoma St.']","[5.0, 8.0, 8.0]"
2185.0,380.0,Jake Johnson,Texas A&M,697,2023-24,1,[3],['09/16/2023'],['ULM'],[6.0]
565.0,88.0,Ainias Smith,Texas A&M,697,2023-24,5,"[3, 4, 8, 9, 12]","['09/16/2023', '09/23/2023', '10/28/2023', '11/04/2023', '11/25/2023']","['ULM', 'Auburn', 'South Carolina', 'Ole Miss', 'LSU']","[7.0, 5.0, 6.0, 6.0, 8.0]"
2185.0,380.0,Noah Thomas,Texas A&M,697,2023-24,1,[1],['09/02/2023'],['New Mexico'],[6.0]
2185.0,380.0,Emani Bailey,TCU,698,2023-24,1,[9],['11/02/2023'],['Texas Tech'],[5.0]
1528.0,263.0,Savion Williams,TCU,698,2023-24,2,"[7, 10]","['10/14/2023', '11/11/2023']","['BYU', 'Texas']","[6.0, 11.0]"
565.0,88.0,Jared Wiley,TCU,698,2023-24,5,"[1, 4, 10, 11, 12]","['09/02/2023', '09/23/2023', '11/11/2023', '11/18/2023', '11/24/2023']","['Colorado', 'SMU', 'Texas', 'Baylor', 'Oklahoma']","[5.0, 5.0, 6.0, 7.0, 8.0]"
2185.0,380.0,Warren Thompson,TCU,698,2023-24,1,[2],['09/09/2023'],['Nicholls'],[8.0]
783.0,126.0,JP Richardson,TCU,698,2023-24,4,"[1, 3, 7, 11]","['09/02/2023', '09/16/2023', '10/14/2023', '11/18/2023']","['Colorado', 'Houston', 'BYU', 'Baylor']","[6.0, 6.0, 6.0, 6.0]"
1107.0,183.0,Jaylon Robinson,TCU,698,2023-24,3,"[2, 7, 9]","['09/09/2023', '10/14/2023', '11/02/2023']","['Nicholls', 'BYU', 'Texas Tech']","[5.0, 7.0, 5.0]"
1528.0,263.0,Xavier White,Texas Tech,700,2023-24,2,"[8, 13]","['11/02/2023', '12/16/2023']","['TCU', 'California']","[5.0, 5.0]"
565.0,88.0,Myles Price,Texas Tech,700,2023-24,5,"[1, 5, 8, 9, 12]","['09/02/2023', '10/07/2023', '11/02/2023', '11/11/2023', '09/30/2023']","['Wyoming', 'Baylor', 'TCU', 'Kansas', 'Houston']","[6.0, 10.0, 5.0, 5.0, 5.0]"
2185.0,380.0,Drae McCray,Texas Tech,700,2023-24,1,[1],['09/02/2023'],['Wyoming'],[5.0]
2185.0,380.0,Jordan Brown,Texas Tech,700,2023-24,1,[3],['09/16/2023'],['Tarleton St.'],[6.0]
1107.0,183.0,Jerand Bradley,Texas Tech,700,2023-24,3,"[1, 2, 6]","['09/02/2023', '09/09/2023', '10/14/2023']","['Wyoming', 'Oregon', 'Kansas St.']","[8.0, 5.0, 5.0]"
1107.0,183.0,Coy Eakin,Texas Tech,700,2023-24,3,"[6, 8, 13]","['10/14/2023', '11/02/2023', '12/16/2023']","['Kansas St.', 'TCU', 'California']","[5.0, 8.0, 7.0]"
2185.0,380.0,Tahj Brooks,Texas Tech,700,2023-24,1,[13],['12/16/2023'],['California'],[5.0]
2185.0,380.0,CJ Baxter,Texas,703,2023-24,1,[11],['11/18/2023'],['Iowa St.'],[5.0]
783.0,126.0,Ja'Tavion Sanders,Texas,703,2023-24,4,"[2, 4, 13, 14]","['09/09/2023', '09/23/2023', '12/02/2023', '01/01/2024']","['Alabama', 'Baylor', 'Oklahoma St.', 'Washington']","[5.0, 5.0, 8.0, 6.0]"
1107.0,183.0,Adonai Mitchell,Texas,703,2023-24,3,"[5, 9, 13]","['09/30/2023', '11/04/2023', '12/02/2023']","['Kansas', 'Kansas St.', 'Oklahoma St.']","[10.0, 8.0, 6.0]"
1528.0,263.0,Jonathon Brooks,Texas,703,2023-24,2,"[6, 7]","['10/07/2023', '10/21/2023']","['Oklahoma', 'Houston']","[5.0, 8.0]"
166.0,31.0,Xavier Worthy,Texas,703,2023-24,8,"[1, 2, 5, 6, 7, 9, 10, 13]","['09/02/2023', '09/09/2023', '09/30/2023', '10/07/2023', '10/21/2023', '11/04/2023', '11/11/2023', '12/02/2023']","['Rice', 'Alabama', 'Kansas', 'Oklahoma', 'Houston', 'Kansas St.', 'TCU', 'Oklahoma St.']","[7.0, 5.0, 7.0, 8.0, 6.0, 5.0, 10.0, 6.0]"
2185.0,380.0,Jordan Whittington,Texas,703,2023-24,1,[6],['10/07/2023'],['Oklahoma'],[10.0]
1107.0,183.0,Tyrin Smith,UTEP,704,2023-24,3,"[1, 2, 4]","['09/09/2023', '08/26/2023', '09/16/2023']","['Northwestern', 'Jacksonville St.', 'Arizona']","[5.0, 5.0, 5.0]"
2185.0,380.0,Jeremiah Ballard,UTEP,704,2023-24,1,[8],['10/18/2023'],['New Mexico St.'],[5.0]
2185.0,380.0,Emari White,UTEP,704,2023-24,1,[11],['11/18/2023'],['Middle Tenn.'],[5.0]
391.0,62.0,Kelly Akharaiyi,UTEP,704,2023-24,6,"[1, 7, 9, 10, 11, 12]","['09/09/2023', '10/11/2023', '10/25/2023', '11/04/2023', '11/18/2023', '11/25/2023']","['Northwestern', 'FIU', 'Sam Houston', 'Western Ky.', 'Middle Tenn.', 'Liberty']","[5.0, 8.0, 6.0, 5.0, 6.0, 5.0]"
1107.0,183.0,Devin McCuin,UTSA,706,2023-24,3,"[5, 7, 11]","['10/07/2023', '10/21/2023', '11/17/2023']","['Temple', 'Fla. Atlantic', 'South Fla.']","[6.0, 5.0, 7.0]"
1528.0,263.0,Tykee Ogle-Kellogg,UTSA,706,2023-24,2,"[2, 8]","['09/09/2023', '10/28/2023']","['Texas St.', 'East Carolina']","[6.0, 5.0]"
8.0,2.0,Joshua Cephus,UTSA,706,2023-24,12,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]","['09/02/2023', '09/09/2023', '09/15/2023', '09/23/2023', '10/07/2023', '10/14/2023', '10/21/2023', '11/04/2023', '11/11/2023', '11/17/2023', '11/24/2023', '12/19/2023']","['Houston', 'Texas St.', 'Army West Point', 'Tennessee', 'Temple', 'UAB', 'Fla. Atlantic', 'North Texas', 'Rice', 'South Fla.', 'Tulane', 'Marshall']","[9.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 6.0, 5.0, 9.0, 6.0, 7.0]"
2185.0,380.0,Oscar Cardenas,UTSA,706,2023-24,1,[5],['10/07/2023'],['Temple'],[5.0]
783.0,126.0,Jerjuan Newton,Toledo,709,2023-24,4,"[1, 10, 11, 14]","['09/02/2023', '11/08/2023', '11/14/2023', '12/30/2023']","['Illinois', 'Eastern Mich.', 'Bowling Green', 'Wyoming']","[5.0, 6.0, 6.0, 5.0]"
2185.0,380.0,Cooper Rusk,Toledo,709,2023-24,1,[2],['09/09/2023'],['Texas Southern'],[5.0]
2185.0,380.0,Devin Maddox,Toledo,709,2023-24,1,[10],['11/08/2023'],['Eastern Mich.'],[5.0]
783.0,126.0,Junior Vandeross III,Toledo,709,2023-24,4,"[1, 6, 7, 13]","['09/02/2023', '10/07/2023', '10/14/2023', '12/02/2023']","['Illinois', 'Massachusetts', 'Ball St.', 'Miami (OH)']","[6.0, 5.0, 5.0, 6.0]"
2185.0,380.0,Larry Stephens,Toledo,709,2023-24,1,[2],['09/09/2023'],['Texas Southern'],[5.0]
783.0,126.0,Deshon Stoudemire,Troy,716,2023-24,4,"[3, 4, 5, 9]","['09/16/2023', '09/23/2023', '09/30/2023', '11/02/2023']","['James Madison', 'Western Ky.', 'Georgia St.', 'South Alabama']","[6.0, 6.0, 5.0, 6.0]"
268.0,48.0,Jabre Barber,Troy,716,2023-24,7,"[3, 5, 8, 10, 12, 13, 14]","['09/16/2023', '09/30/2023', '10/28/2023', '11/11/2023', '11/25/2023', '12/02/2023', '12/23/2023']","['James Madison', 'Georgia St.', 'Texas St.', 'ULM', 'Southern Miss.', 'App State', 'Duke']","[6.0, 7.0, 10.0, 8.0, 6.0, 5.0, 10.0]"
2185.0,380.0,Chris Lewis,Troy,716,2023-24,1,[2],['09/09/2023'],['Kansas St.'],[5.0]
1528.0,263.0,Devonte Ross,Troy,716,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['Kansas St.', 'James Madison']","[5.0, 6.0]"
1107.0,183.0,Chris Brazzell II,Tulane,718,2023-24,3,"[8, 11, 12]","['10/28/2023', '11/18/2023', '11/24/2023']","['Rice', 'Fla. Atlantic', 'UTSA']","[5.0, 7.0, 5.0]"
1528.0,263.0,Lawrence Keys III,Tulane,718,2023-24,2,"[2, 7]","['09/09/2023', '10/21/2023']","['Ole Miss', 'North Texas']","[5.0, 5.0]"
2185.0,380.0,Alex Bauman,Tulane,718,2023-24,1,[8],['10/28/2023'],['Rice'],[5.0]
2185.0,380.0,Jha'Quan Jackson,Tulane,718,2023-24,1,[6],['10/13/2023'],['Memphis'],[6.0]
1107.0,183.0,Yulkeith Brown,Tulane,718,2023-24,3,"[8, 13, 14]","['10/28/2023', '12/02/2023', '12/27/2023']","['Rice', 'SMU', 'Virginia Tech']","[5.0, 5.0, 5.0]"
783.0,126.0,Kamdyn Benjamin,Tulsa,719,2023-24,4,"[9, 10, 11, 12]","['11/04/2023', '11/11/2023', '11/18/2023', '11/25/2023']","['Charlotte', 'Tulane', 'North Texas', 'East Carolina']","[5.0, 8.0, 8.0, 6.0]"
2185.0,380.0,Devan  Williams,Tulsa,719,2023-24,1,[3],['09/16/2023'],['Oklahoma'],[6.0]
1528.0,263.0,Marquis Shoulders,Tulsa,719,2023-24,2,"[1, 5]","['08/31/2023', '09/28/2023']","['Ark.-Pine Bluff', 'Temple']","[5.0, 5.0]"
1528.0,263.0,Carl Chester,Tulsa,719,2023-24,2,"[10, 12]","['11/11/2023', '11/25/2023']","['Tulane', 'East Carolina']","[5.0, 5.0]"
2185.0,380.0,Noah Short,Army West Point,725,2023-24,1,[4],['09/23/2023'],['Syracuse'],[6.0]
2185.0,380.0,Jayden Umbarger,Navy,726,2023-24,1,[12],['12/09/2023'],['Army West Point'],[6.0]
22.0,6.0,Terrell Vaughn,Utah St.,731,2023-24,11,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13]","['09/09/2023', '09/15/2023', '09/23/2023', '10/07/2023', '10/13/2023', '11/04/2023', '11/11/2023', '11/18/2023', '11/24/2023', '09/02/2023', '12/23/2023']","['Idaho St.', 'Air Force', 'James Madison', 'Colorado St.', 'Fresno St.', 'San Diego St.', 'Nevada', 'Boise St.', 'New Mexico', 'Iowa', 'Georgia St.']","[11.0, 5.0, 10.0, 8.0, 7.0, 8.0, 6.0, 5.0, 6.0, 12.0, 8.0]"
166.0,31.0,Jalen Royals,Utah St.,731,2023-24,8,"[3, 4, 5, 6, 8, 10, 11, 12]","['09/23/2023', '09/30/2023', '10/07/2023', '10/13/2023', '11/04/2023', '11/18/2023', '11/24/2023', '09/02/2023']","['James Madison', 'UConn', 'Colorado St.', 'Fresno St.', 'San Diego St.', 'Boise St.', 'New Mexico', 'Iowa']","[7.0, 7.0, 6.0, 7.0, 8.0, 7.0, 7.0, 5.0]"
1107.0,183.0,Micah Davis,Utah St.,731,2023-24,3,"[5, 6, 9]","['10/07/2023', '10/13/2023', '11/11/2023']","['Colorado St.', 'Fresno St.', 'Nevada']","[5.0, 5.0, 6.0]"
2185.0,380.0,Broc Lane,Utah St.,731,2023-24,1,[2],['09/15/2023'],['Air Force'],[5.0]
2185.0,380.0,Money Parks,Utah,732,2023-24,1,[8],['10/28/2023'],['Oregon'],[5.0]
2185.0,380.0,Mikey Matthews,Utah,732,2023-24,1,[6],['10/14/2023'],['California'],[7.0]
2185.0,380.0,Sione Vaki,Utah,732,2023-24,1,[7],['10/21/2023'],['Southern California'],[5.0]
783.0,126.0,Devaughn Vele,Utah,732,2023-24,4,"[8, 9, 10, 11]","['10/28/2023', '11/04/2023', '11/11/2023', '11/18/2023']","['Oregon', 'Arizona St.', 'Washington', 'Arizona']","[7.0, 7.0, 5.0, 9.0]"
2185.0,380.0,Munir McClain,Utah,732,2023-24,1,[11],['11/18/2023'],['Arizona'],[6.0]
2185.0,380.0,Sedrick Alexander,Vanderbilt,736,2023-24,1,[6],['09/30/2023'],['Missouri'],[7.0]
2185.0,380.0,Quincy Skinner Jr.,Vanderbilt,736,2023-24,1,[12],['11/25/2023'],['Tennessee'],[5.0]
565.0,88.0,Will Sheppard,Vanderbilt,736,2023-24,5,"[1, 2, 3, 4, 6]","['08/26/2023', '09/02/2023', '09/09/2023', '09/16/2023', '09/30/2023']","['Hawaii', 'Alabama A&M', 'Wake Forest', 'UNLV', 'Missouri']","[6.0, 6.0, 8.0, 5.0, 5.0]"
565.0,88.0,Jayden McGowan,Vanderbilt,736,2023-24,5,"[1, 2, 3, 4, 8]","['08/26/2023', '09/02/2023', '09/09/2023', '09/16/2023', '10/14/2023']","['Hawaii', 'Alabama A&M', 'Wake Forest', 'UNLV', 'Georgia']","[6.0, 6.0, 6.0, 5.0, 5.0]"
2185.0,380.0,Bhayshul Tuten,Virginia Tech,742,2023-24,1,[4],['09/23/2023'],['Marshall'],[5.0]
1528.0,263.0,Da'Quan Felton,Virginia Tech,742,2023-24,2,"[2, 11]","['09/16/2023', '11/18/2023']","['Rutgers', 'NC State']","[6.0, 7.0]"
1107.0,183.0,Jaylin Lane,Virginia Tech,742,2023-24,3,"[1, 6, 8]","['09/09/2023', '10/07/2023', '10/26/2023']","['Purdue', 'Florida St.', 'Syracuse']","[5.0, 6.0, 6.0]"
2185.0,380.0,Stephen Gosnell,Virginia Tech,742,2023-24,1,[7],['10/14/2023'],['Wake Forest'],[6.0]
2185.0,380.0,Ali Jennings,Virginia Tech,742,2023-24,1,[3],['09/02/2023'],['Old Dominion'],[5.0]
