Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Interceptions
Makell Esteen,Washington,756,2023-24,1,[11],['11/25/2023'],['Washington St.'],[1.0]
Dominique Hampton,Washington,756,2023-24,2,"[3, 9]","['09/23/2023', '11/11/2023']","['California', 'Utah']","[1.0, 1.0]"
Beanie Bishop Jr.,West Virginia,768,2023-24,3,"[1, 2, 7]","['09/09/2023', '09/16/2023', '10/28/2023']","['Duquesne', 'Pittsburgh', 'UCF']","[1.0, 1.0, 2.0]"
Marcis Floyd,West Virginia,768,2023-24,1,[7],['10/28/2023'],['UCF'],[1.0]
Avery Wilcox,West Virginia,768,2023-24,1,[1],['09/09/2023'],['Duquesne'],[1.0]
Tyrin Bradley,West Virginia,768,2023-24,1,[13],['12/27/2023'],['North Carolina'],[1.0]
Anthony Wilson,West Virginia,768,2023-24,1,[6],['10/21/2023'],['Oklahoma St.'],[1.0]
Malachi Ruffin,West Virginia,768,2023-24,1,[2],['09/16/2023'],['Pittsburgh'],[1.0]
Aubrey Burks,West Virginia,768,2023-24,2,"[2, 13]","['09/16/2023', '12/27/2023']","['Pittsburgh', 'North Carolina']","[1.0, 1.0]"
Alex Ford,Western Ky.,772,2023-24,1,[12],['11/25/2023'],['FIU'],[1.0]
Aaron Key,Western Ky.,772,2023-24,1,[2],['09/02/2023'],['South Fla.'],[1.0]
Virgil Marshall,Western Ky.,772,2023-24,1,[6],['10/05/2023'],['Louisiana Tech'],[1.0]
Hosea Wheeler,Western Ky.,772,2023-24,1,[1],['09/16/2023'],['Ohio St.'],[1.0]
Upton Stout,Western Ky.,772,2023-24,1,[3],['09/09/2023'],['Houston Christian'],[1.0]
Anthony Johnson Jr.,Western Ky.,772,2023-24,4,"[6, 7, 11, 13]","['10/05/2023', '10/17/2023', '11/18/2023', '12/18/2023']","['Louisiana Tech', 'Jacksonville St.', 'Sam Houston', 'Old Dominion']","[1.0, 1.0, 1.0, 1.0]"
Takulve Williams,Western Ky.,772,2023-24,1,[5],['09/28/2023'],['Middle Tenn.'],[1.0]
Desmyn Baker,Western Ky.,772,2023-24,2,"[2, 11]","['09/02/2023', '11/18/2023']","['South Fla.', 'Sam Houston']","[1.0, 1.0]"
Davion Williams,Western Ky.,772,2023-24,1,[9],['11/04/2023'],['UTEP'],[1.0]
Bryson Washington,Western Ky.,772,2023-24,1,[5],['09/28/2023'],['Middle Tenn.'],[1.0]
Talique Allen,Western Ky.,772,2023-24,1,[12],['11/25/2023'],['FIU'],[1.0]
Damari Roberson,Western Mich.,774,2023-24,1,[1],['09/16/2023'],['Iowa'],[1.0]
Aaron Wofford,Western Mich.,774,2023-24,1,[9],['10/28/2023'],['Eastern Mich.'],[2.0]
Bilhal Kone,Western Mich.,774,2023-24,1,[10],['11/07/2023'],['Central Mich.'],[1.0]
Anthony Romphf,Western Mich.,774,2023-24,1,[12],['11/21/2023'],['Bowling Green'],[1.0]
Keni-H Lovely,Western Mich.,774,2023-24,2,"[1, 7]","['09/16/2023', '10/14/2023']","['Iowa', 'Miami (OH)']","[1.0, 1.0]"
Tate Hallock,Western Mich.,774,2023-24,1,[4],['09/23/2023'],['Toledo'],[2.0]
C.J. Goetz,Wisconsin,796,2023-24,1,[2],['09/16/2023'],['Ga. Southern'],[1.0]
Ricardo Hallman,Wisconsin,796,2023-24,6,"[2, 3, 4, 8, 10, 13]","['09/16/2023', '09/22/2023', '10/07/2023', '11/25/2023', '10/28/2023', '01/01/2024']","['Ga. Southern', 'Purdue', 'Rutgers', 'Minnesota', 'Ohio St.', 'LSU']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]"
Jason Maitre,Wisconsin,796,2023-24,1,[2],['09/16/2023'],['Ga. Southern'],[1.0]
Hunter Wohler,Wisconsin,796,2023-24,1,[2],['09/16/2023'],['Ga. Southern'],[2.0]
Preston Zachman,Wisconsin,796,2023-24,2,"[10, 12]","['10/28/2023', '11/18/2023']","['Ohio St.', 'Nebraska']","[1.0, 1.0]"
Shae Suiaunoa,Wyoming,811,2023-24,1,[9],['11/03/2023'],['Colorado St.'],[1.0]
Jakorey Hawkins,Wyoming,811,2023-24,1,[11],['11/18/2023'],['Hawaii'],[1.0]
Wrook Brown,Wyoming,811,2023-24,3,"[1, 4, 5]","['09/02/2023', '09/23/2023', '09/30/2023']","['Texas Tech', 'App State', 'New Mexico']","[1.0, 1.0, 1.0]"
Cole Godbout,Wyoming,811,2023-24,1,[6],['10/07/2023'],['Fresno St.'],[1.0]
Easton Gibbs,Wyoming,811,2023-24,1,[9],['11/03/2023'],['Colorado St.'],[1.0]
Isaac White,Wyoming,811,2023-24,1,[13],['12/30/2023'],['Toledo'],[1.0]
Tyrecus  Davis,Wyoming,811,2023-24,1,[11],['11/18/2023'],['Hawaii'],[1.0]
Wyett Ekeler,Wyoming,811,2023-24,2,"[2, 12]","['09/09/2023', '11/25/2023']","['Portland St.', 'Nevada']","[1.0, 1.0]"
Brylan Green,Liberty,355,2023-24,5,"[1, 2, 5, 6, 7]","['09/02/2023', '09/09/2023', '10/05/2023', '10/10/2023', '10/17/2023']","['Bowling Green', 'New Mexico St.', 'Sam Houston', 'Jacksonville St.', 'Middle Tenn.']","[1.0, 1.0, 1.0, 1.0, 1.0]"
Brandon Bishop,Liberty,355,2023-24,3,"[2, 12, 13]","['09/09/2023', '11/25/2023', '12/01/2023']","['New Mexico St.', 'UTEP', 'New Mexico St.']","[1.0, 1.0, 1.0]"
Tyren Dupree,Liberty,355,2023-24,1,[3],['09/16/2023'],['Buffalo'],[2.0]
Quinton Reese,Liberty,355,2023-24,2,"[1, 10]","['09/02/2023', '11/11/2023']","['Bowling Green', 'Old Dominion']","[1.0, 1.0]"
Joseph Carter,Liberty,355,2023-24,1,[11],['11/18/2023'],['Massachusetts'],[1.0]
"Jerome Jolly, Jr.",Liberty,355,2023-24,1,[1],['09/02/2023'],['Bowling Green'],[2.0]
Preston Hodge,Liberty,355,2023-24,2,"[7, 11]","['10/17/2023', '11/18/2023']","['Middle Tenn.', 'Massachusetts']","[1.0, 1.0]"
Kobe Singleton,Liberty,355,2023-24,4,"[1, 4, 6, 8]","['09/02/2023', '09/23/2023', '10/10/2023', '10/24/2023']","['Bowling Green', 'FIU', 'Jacksonville St.', 'Western Ky.']","[1.0, 1.0, 1.0, 1.0]"
Chris Bracy,UAB,9,2023-24,1,[3],['09/16/2023'],['Louisiana'],[1.0]
Kendall Johnson,UAB,9,2023-24,1,[9],['11/04/2023'],['Fla. Atlantic'],[1.0]
Keondre Swoopes,UAB,9,2023-24,2,"[6, 10]","['10/07/2023', '11/11/2023']","['South Fla.', 'Navy']","[1.0, 1.0]"
Colby Dempsey,UAB,9,2023-24,1,[12],['11/25/2023'],['North Texas'],[1.0]
BJ Mayes,UAB,9,2023-24,2,"[2, 7]","['09/09/2023', '10/14/2023']","['Ga. Southern', 'UTSA']","[1.0, 1.0]"
Ricky Lee III,UAB,9,2023-24,2,"[4, 11]","['09/23/2023', '11/18/2023']","['Georgia', 'Temple']","[1.0, 1.0]"
A.D. Diamond,UAB,9,2023-24,1,[6],['10/07/2023'],['South Fla.'],[1.0]
Andrew Behm,Akron,5,2023-24,1,[1],['09/23/2023'],['Indiana'],[1.0]
Tyson Durant,Akron,5,2023-24,1,[4],['09/16/2023'],['Kentucky'],[1.0]
Devonte Golden-Nelson,Akron,5,2023-24,2,"[3, 7]","['09/09/2023', '10/14/2023']","['Morgan St.', 'Central Mich.']","[1.0, 1.0]"
KJ Martin,Akron,5,2023-24,2,"[3, 7]","['09/09/2023', '10/14/2023']","['Morgan St.', 'Central Mich.']","[1.0, 1.0]"
Terrion Arnold,Alabama,8,2023-24,4,"[4, 9, 10, 12]","['09/23/2023', '11/04/2023', '11/11/2023', '11/25/2023']","['Ole Miss', 'LSU', 'Kentucky', 'Auburn']","[1.0, 1.0, 1.0, 2.0]"
Jaylen Key,Alabama,8,2023-24,1,[1],['09/02/2023'],['Middle Tenn.'],[1.0]
Kristian Story,Alabama,8,2023-24,1,[11],['11/18/2023'],['Chattanooga'],[1.0]
Malachi Moore,Alabama,8,2023-24,1,[3],['09/16/2023'],['South Fla.'],[1.0]
Jihaad Campbell,Alabama,8,2023-24,1,[5],['09/30/2023'],['Mississippi St.'],[1.0]
Chris Braswell,Alabama,8,2023-24,1,[5],['09/30/2023'],['Mississippi St.'],[1.0]
Caleb Downs,Alabama,8,2023-24,2,"[5, 6]","['09/30/2023', '10/07/2023']","['Mississippi St.', 'Texas A&M']","[1.0, 1.0]"
Jackson Greene,App State,27,2023-24,1,[1],['09/02/2023'],['Gardner-Webb'],[1.0]
Tyrek Funderburk,App State,27,2023-24,3,"[4, 5, 12]","['09/23/2023', '09/30/2023', '11/25/2023']","['Wyoming', 'ULM', 'Ga. Southern']","[1.0, 1.0, 2.0]"
Omari Philyaw,App State,27,2023-24,1,[3],['09/16/2023'],['East Carolina'],[1.0]
Jordan Favors,App State,27,2023-24,3,"[3, 9, 12]","['09/16/2023', '11/04/2023', '11/25/2023']","['East Carolina', 'Marshall', 'Ga. Southern']","[1.0, 2.0, 1.0]"
Jack Scroggs,App State,27,2023-24,1,[1],['09/02/2023'],['Gardner-Webb'],[1.0]
Donovan Spellman,App State,27,2023-24,1,[9],['11/04/2023'],['Marshall'],[1.0]
Trenton Alan Yowe,App State,27,2023-24,1,[10],['11/11/2023'],['Georgia St.'],[1.0]
Nick Ross,App State,27,2023-24,1,[3],['09/16/2023'],['East Carolina'],[1.0]
Ethan Johnson,App State,27,2023-24,1,[11],['11/18/2023'],['James Madison'],[1.0]
Shamari Simmons,Arizona St.,28,2023-24,1,[7],['10/21/2023'],['Washington'],[1.0]
Keith Abney II,Arizona St.,28,2023-24,1,[11],['11/18/2023'],['Oregon'],[1.0]
Ed Woods,Arizona St.,28,2023-24,1,[11],['11/18/2023'],['Oregon'],[1.0]
Ro Torrence,Arizona St.,28,2023-24,1,[7],['10/21/2023'],['Washington'],[1.0]
Tre Brown,Arizona St.,28,2023-24,1,[12],['11/25/2023'],['Arizona'],[1.0]
Martell Irby,Arizona,29,2023-24,1,[13],['12/28/2023'],['Oklahoma'],[1.0]
Tacario Davis,Arizona,29,2023-24,1,[7],['10/14/2023'],['Washington St.'],[1.0]
Genesis Smith,Arizona,29,2023-24,1,[13],['12/28/2023'],['Oklahoma'],[1.0]
Jacob Manu,Arizona,29,2023-24,1,[11],['11/18/2023'],['Utah'],[1.0]
Ephesians Prysock,Arizona,29,2023-24,1,[7],['10/14/2023'],['Washington St.'],[1.0]
Treydan Stukes,Arizona,29,2023-24,1,[11],['11/18/2023'],['Utah'],[1.0]
Dalton Johnson,Arizona,29,2023-24,1,[12],['11/25/2023'],['Arizona St.'],[1.0]
Gunner Maldonado,Arizona,29,2023-24,2,"[12, 13]","['11/25/2023', '12/28/2023']","['Arizona St.', 'Oklahoma']","[1.0, 1.0]"
Samy Johnson,Arkansas St.,30,2023-24,1,[13],['12/23/2023'],['NIU'],[1.0]
Dane Motley,Arkansas St.,30,2023-24,1,[11],['11/18/2023'],['Texas St.'],[1.0]
Eddie Smith,Arkansas St.,30,2023-24,2,"[5, 9]","['09/30/2023', '11/04/2023']","['Massachusetts', 'Louisiana']","[1.0, 1.0]"
Trevian Thomas,Arkansas St.,30,2023-24,2,"[4, 13]","['09/23/2023', '12/23/2023']","['Southern Miss.', 'NIU']","[1.0, 1.0]"
Melique Straker,Arkansas St.,30,2023-24,2,"[4, 11]","['09/23/2023', '11/18/2023']","['Southern Miss.', 'Texas St.']","[1.0, 1.0]"
Brad Spence,Arkansas,31,2023-24,1,[1],['09/02/2023'],['Western Caro.'],[1.0]
Jaylon Braxton,Arkansas,31,2023-24,1,[10],['11/11/2023'],['Auburn'],[1.0]
Alfahiym Walcott,Arkansas,31,2023-24,2,"[8, 11]","['10/21/2023', '11/18/2023']","['Mississippi St.', 'FIU']","[1.0, 2.0]"
Dwight McGlothern,Arkansas,31,2023-24,3,"[1, 4, 10]","['09/02/2023', '09/23/2023', '11/11/2023']","['Western Caro.', 'LSU', 'Auburn']","[1.0, 1.0, 1.0]"
Jayden Johnson,Arkansas,31,2023-24,1,[1],['09/02/2023'],['Western Caro.'],[1.0]
Antonio Grier,Arkansas,31,2023-24,1,[2],['09/09/2023'],['Kent St.'],[1.0]
Lorando Johnson,Arkansas,31,2023-24,1,[5],['09/30/2023'],['Texas A&M'],[1.0]
Hudson Clark,Arkansas,31,2023-24,1,[1],['09/02/2023'],['Western Caro.'],[1.0]
DJ James,Auburn,37,2023-24,2,"[2, 6]","['09/09/2023', '10/14/2023']","['California', 'LSU']","[1.0, 1.0]"
Caleb Wooden,Auburn,37,2023-24,1,[13],['12/30/2023'],['Maryland'],[1.0]
Jaylin Simpson,Auburn,37,2023-24,4,"[1, 2, 3, 5]","['09/02/2023', '09/09/2023', '09/16/2023', '09/30/2023']","['Massachusetts', 'California', 'Samford', 'Georgia']","[1.0, 1.0, 1.0, 1.0]"
Donovan Kaufman,Auburn,37,2023-24,1,[7],['10/21/2023'],['Ole Miss'],[1.0]
Nehemiah Pritchett,Auburn,37,2023-24,1,[9],['11/04/2023'],['Vanderbilt'],[1.0]
Zion Puckett,Auburn,37,2023-24,2,"[7, 8]","['10/21/2023', '10/28/2023']","['Ole Miss', 'Mississippi St.']","[1.0, 1.0]"
J.D. Rhym,Auburn,37,2023-24,1,[3],['09/16/2023'],['Samford'],[1.0]
Aljareek Malry,Ball St.,47,2023-24,1,[2],['09/09/2023'],['Georgia'],[1.0]
Jordan Coleman,Ball St.,47,2023-24,1,[12],['11/25/2023'],['Miami (OH)'],[1.0]
Tyler Potts,Ball St.,47,2023-24,2,"[1, 3]","['09/02/2023', '09/16/2023']","['Kentucky', 'Indiana St.']","[1.0, 1.0]"
Cole Pearce,Ball St.,47,2023-24,1,[12],['11/25/2023'],['Miami (OH)'],[1.0]
Caden Jenkins,Baylor,51,2023-24,3,"[5, 6, 9]","['09/30/2023', '10/07/2023', '11/04/2023']","['UCF', 'Texas Tech', 'Houston']","[1.0, 1.0, 1.0]"
Carl Williams IV,Baylor,51,2023-24,1,[3],['09/16/2023'],['LIU'],[1.0]
Devyn Bobby,Baylor,51,2023-24,1,[8],['10/28/2023'],['Iowa St.'],[1.0]
Kyler Jordan,Baylor,51,2023-24,1,[2],['09/09/2023'],['Utah'],[1.0]
Chateau Reed,Baylor,51,2023-24,1,[9],['11/04/2023'],['Houston'],[1.0]
Andrew Simpson,Boise St.,66,2023-24,2,"[7, 13]","['10/14/2023', '12/02/2023']","['Colorado St.', 'UNLV']","[1.0, 1.0]"
A'Marion McCoy,Boise St.,66,2023-24,3,"[6, 11, 13]","['10/07/2023', '11/18/2023', '12/02/2023']","['San Jose St.', 'Utah St.', 'UNLV']","[1.0, 1.0, 1.0]"
Seyi Oladipo,Boise St.,66,2023-24,1,[9],['11/04/2023'],['Fresno St.'],[1.0]
Kaonohi Kaniho,Boise St.,66,2023-24,1,[12],['11/24/2023'],['Air Force'],[1.0]
Alexander Teubner,Boise St.,66,2023-24,1,[2],['09/09/2023'],['UCF'],[1.0]
Ty Benefield,Boise St.,66,2023-24,1,[8],['10/28/2023'],['Wyoming'],[1.0]
Rodney Robinson,Boise St.,66,2023-24,1,[11],['11/18/2023'],['Utah St.'],[1.0]
Jaylen Clark,Boise St.,66,2023-24,1,[2],['09/09/2023'],['UCF'],[1.0]
CJ Clinkscales,Boston College,67,2023-24,1,[9],['11/03/2023'],['Syracuse'],[1.0]
Cole Batson,Boston College,67,2023-24,1,[9],['11/03/2023'],['Syracuse'],[1.0]
Amari Jackson,Boston College,67,2023-24,1,[7],['10/21/2023'],['Georgia Tech'],[1.0]
Elijah Jones,Boston College,67,2023-24,3,"[5, 7, 9]","['09/30/2023', '10/21/2023', '11/03/2023']","['Virginia', 'Georgia Tech', 'Syracuse']","[1.0, 2.0, 2.0]"
Jordan Oladokun,Bowling Green,71,2023-24,4,"[4, 10, 11, 12]","['09/30/2023', '11/14/2023', '11/21/2023', '09/16/2023']","['Georgia Tech', 'Toledo', 'Western Mich.', 'Michigan']","[1.0, 1.0, 1.0, 1.0]"
Avi McGary,Bowling Green,71,2023-24,2,"[6, 12]","['10/14/2023', '09/16/2023']","['Buffalo', 'Michigan']","[1.0, 1.0]"
Jalen Huskey,Bowling Green,71,2023-24,4,"[2, 6, 7, 12]","['09/09/2023', '10/14/2023', '10/21/2023', '09/16/2023']","['Eastern Ill.', 'Buffalo', 'Akron', 'Michigan']","[1.0, 1.0, 1.0, 1.0]"
Davon Ferguson,Bowling Green,71,2023-24,1,[6],['10/14/2023'],['Buffalo'],[2.0]
Deshawn Jones Jr.,Bowling Green,71,2023-24,2,"[4, 9]","['09/30/2023', '11/08/2023']","['Georgia Tech', 'Kent St.']","[1.0, 1.0]"
Trent Simms,Bowling Green,71,2023-24,1,[7],['10/21/2023'],['Akron'],[1.0]
Darius Lorfils,Bowling Green,71,2023-24,2,"[11, 13]","['11/21/2023', '12/26/2023']","['Western Mich.', 'Minnesota']","[1.0, 1.0]"
Max Tooley,BYU,77,2023-24,1,[3],['09/16/2023'],['Arkansas'],[1.0]
Siale Esera,BYU,77,2023-24,1,[6],['10/14/2023'],['TCU'],[1.0]
Crew Wakley,BYU,77,2023-24,1,[8],['10/28/2023'],['Texas'],[1.0]
Jakob Robinson,BYU,77,2023-24,3,"[1, 5, 7]","['09/02/2023', '09/29/2023', '10/21/2023']","['Sam Houston', 'Cincinnati', 'Texas Tech']","[2.0, 1.0, 1.0]"
Eddie Heckard,BYU,77,2023-24,4,"[1, 6, 7, 12]","['09/02/2023', '10/14/2023', '10/21/2023', '11/25/2023']","['Sam Houston', 'TCU', 'Texas Tech', 'Oklahoma St.']","[1.0, 1.0, 1.0, 2.0]"
Kamden Garrett,BYU,77,2023-24,1,[2],['09/09/2023'],['Southern Utah'],[1.0]
Ethan Slade,BYU,77,2023-24,1,[7],['10/21/2023'],['Texas Tech'],[1.0]
Devin Grant,Buffalo,86,2023-24,3,"[1, 6, 9]","['09/02/2023', '10/07/2023', '10/31/2023']","['Wisconsin', 'Central Mich.', 'Toledo']","[1.0, 3.0, 1.0]"
Charles McCartherens,Buffalo,86,2023-24,2,"[4, 7]","['09/23/2023', '10/14/2023']","['Louisiana', 'Bowling Green']","[2.0, 1.0]"
Shaun Dolac,Buffalo,86,2023-24,1,[1],['09/02/2023'],['Wisconsin'],[1.0]
Jaylon Bass,Buffalo,86,2023-24,1,[8],['10/21/2023'],['Kent St.'],[1.0]
Jayden Oliver,Buffalo,86,2023-24,1,[7],['10/14/2023'],['Bowling Green'],[1.0]
Al'zillion Hamilton,Fresno St.,96,2023-24,2,"[3, 9]","['09/16/2023', '11/04/2023']","['Arizona St.', 'Boise St.']","[1.0, 1.0]"
Dean Clark,Fresno St.,96,2023-24,3,"[8, 11, 13]","['10/28/2023', '11/18/2023', '12/16/2023']","['UNLV', 'New Mexico', 'New Mexico St.']","[1.0, 1.0, 1.0]"
Levelle Bailey,Fresno St.,96,2023-24,3,"[2, 8, 11]","['09/09/2023', '10/28/2023', '11/18/2023']","['Eastern Wash.', 'UNLV', 'New Mexico']","[1.0, 1.0, 1.0]"
Morice Norris Jr.,Fresno St.,96,2023-24,2,"[5, 7]","['09/30/2023', '10/13/2023']","['Nevada', 'Utah St.']","[1.0, 1.0]"
Devo Bridges,Fresno St.,96,2023-24,1,[7],['10/13/2023'],['Utah St.'],[1.0]
Carlton Johnson,Fresno St.,96,2023-24,2,"[3, 5]","['09/16/2023', '09/30/2023']","['Arizona St.', 'Nevada']","[3.0, 1.0]"
Phoenix Jackson,Fresno St.,96,2023-24,1,[9],['11/04/2023'],['Boise St.'],[1.0]
Cameron Lockridge,Fresno St.,96,2023-24,1,[3],['09/16/2023'],['Arizona St.'],[1.0]
Lu-Magia Hearns III,California,107,2023-24,2,"[4, 13]","['09/23/2023', '12/16/2023']","['Washington', 'Texas Tech']","[1.0, 1.0]"
Nohl Williams,California,107,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['Auburn', 'Idaho']","[1.0, 1.0]"
Craig Woodson,California,107,2023-24,1,[12],['11/25/2023'],['UCLA'],[1.0]
Patrick McMorris,California,107,2023-24,1,[9],['11/04/2023'],['Oregon'],[1.0]
Matthew Littlejohn,California,107,2023-24,1,[5],['09/30/2023'],['Arizona St.'],[1.0]
Kaleb Elarms-Orr,California,107,2023-24,1,[1],['09/02/2023'],['North Texas'],[1.0]
Cade Uluave,California,107,2023-24,2,"[10, 12]","['11/11/2023', '11/25/2023']","['Washington St.', 'UCLA']","[1.0, 1.0]"
Jeremiah Earby,California,107,2023-24,1,[1],['09/02/2023'],['North Texas'],[1.0]
Blake Antzoulatos,California,107,2023-24,1,[1],['09/02/2023'],['North Texas'],[1.0]
Darius Muasau,UCLA,110,2023-24,1,[2],['09/09/2023'],['San Diego St.'],[1.0]
Oluwafemi Oladejo,UCLA,110,2023-24,1,[5],['10/07/2023'],['Washington St.'],[1.0]
Kenny Churchwell III,UCLA,110,2023-24,1,[10],['11/11/2023'],['Arizona St.'],[1.0]
John Humphrey,UCLA,110,2023-24,2,"[1, 7]","['09/02/2023', '10/21/2023']","['Coastal Carolina', 'Stanford']","[1.0, 1.0]"
Jaylin Davies,UCLA,110,2023-24,1,[1],['09/02/2023'],['Coastal Carolina'],[1.0]
Alex Johnson,UCLA,110,2023-24,4,"[2, 5, 9, 13]","['09/09/2023', '10/07/2023', '11/04/2023', '12/16/2023']","['San Diego St.', 'Washington St.', 'Arizona', 'Boise St.']","[2.0, 1.0, 1.0, 1.0]"
Devin Kirkwood,UCLA,110,2023-24,1,[11],['11/18/2023'],['Southern California'],[1.0]
Kamari Ramsey,UCLA,110,2023-24,1,[12],['11/25/2023'],['California'],[1.0]
Laiatu Latu,UCLA,110,2023-24,2,"[3, 12]","['09/16/2023', '11/25/2023']","['N.C. Central', 'California']","[1.0, 1.0]"
Nikai Martinez,UCF,128,2023-24,3,"[3, 9, 11]","['09/16/2023', '11/04/2023', '11/18/2023']","['Villanova', 'Cincinnati', 'Texas Tech']","[1.0, 1.0, 1.0]"
Demari Henderson,UCF,128,2023-24,2,"[10, 13]","['11/11/2023', '12/22/2023']","['Oklahoma St.', 'Georgia Tech']","[2.0, 1.0]"
Braeden Marshall,UCF,128,2023-24,1,[10],['11/11/2023'],['Oklahoma St.'],[1.0]
Quadric Bullard,UCF,128,2023-24,1,[7],['10/21/2023'],['Oklahoma'],[1.0]
DeJordan Mask,UCF,128,2023-24,1,[1],['08/31/2023'],['Kent St.'],[1.0]
Corey Thornton,UCF,128,2023-24,3,"[2, 4, 12]","['09/09/2023', '09/23/2023', '11/25/2023']","['Boise St.', 'Kansas St.', 'Houston']","[1.0, 1.0, 1.0]"
Trey Jones,Central Mich.,129,2023-24,1,[6],['10/14/2023'],['Akron'],[1.0]
Dakota Cochran,Central Mich.,129,2023-24,1,[9],['11/07/2023'],['Western Mich.'],[1.0]
Elijah Rikard,Central Mich.,129,2023-24,1,[1],['09/09/2023'],['New Hampshire'],[1.0]
Marcus Badgett,Central Mich.,129,2023-24,1,[6],['10/14/2023'],['Akron'],[1.0]
Nahree Biggins,Central Mich.,129,2023-24,1,[8],['10/31/2023'],['NIU'],[1.0]
Jordan Young,Cincinnati,140,2023-24,1,[8],['10/28/2023'],['Oklahoma St.'],[1.0]
Ken Willis,Cincinnati,140,2023-24,2,"[10, 11]","['11/11/2023', '11/18/2023']","['Houston', 'West Virginia']","[1.0, 1.0]"
Dorian Jones,Cincinnati,140,2023-24,1,[10],['11/11/2023'],['Houston'],[1.0]
Justin Harris,Cincinnati,140,2023-24,1,[1],['09/02/2023'],['Eastern Ky.'],[1.0]
Deshawn Pace,Cincinnati,140,2023-24,1,[10],['11/11/2023'],['Houston'],[1.0]
Bryon Threats,Cincinnati,140,2023-24,2,"[1, 3]","['09/02/2023', '09/16/2023']","['Eastern Ky.', 'Miami (OH)']","[1.0, 1.0]"
Jeremiah Trotter Jr.,Clemson,147,2023-24,2,"[5, 9]","['09/30/2023', '11/04/2023']","['Syracuse', 'Notre Dame']","[1.0, 1.0]"
Nate Wiggins,Clemson,147,2023-24,2,"[3, 11]","['09/16/2023', '11/18/2023']","['Fla. Atlantic', 'North Carolina']","[1.0, 1.0]"
Avieon Terrell,Clemson,147,2023-24,1,[10],['11/11/2023'],['Georgia Tech'],[1.0]
Sheridan Jones,Clemson,147,2023-24,1,[7],['10/21/2023'],['Miami (FL)'],[1.0]
Shelton Lewis,Clemson,147,2023-24,2,"[10, 13]","['11/11/2023', '12/29/2023']","['Georgia Tech', 'Kentucky']","[1.0, 1.0]"
Wade Woodaz,Clemson,147,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['Charleston So.', 'Fla. Atlantic']","[1.0, 1.0]"
Kylon Griffin,Clemson,147,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Notre Dame', 'Georgia Tech']","[1.0, 1.0]"
Khalil Barnes,Clemson,147,2023-24,3,"[3, 10, 12]","['09/16/2023', '11/11/2023', '11/25/2023']","['Fla. Atlantic', 'Georgia Tech', 'South Carolina']","[1.0, 1.0, 1.0]"
Barrett Carter,Clemson,147,2023-24,1,[13],['12/29/2023'],['Kentucky'],[1.0]
Dre Pinckney,Coastal Carolina,149,2023-24,1,[8],['10/28/2023'],['Marshall'],[1.0]
Tobias Fletcher,Coastal Carolina,149,2023-24,2,"[3, 7]","['09/16/2023', '10/21/2023']","['Duquesne', 'Arkansas St.']","[1.0, 1.0]"
Shane Bruce,Coastal Carolina,149,2023-24,1,[7],['10/21/2023'],['Arkansas St.'],[1.0]
Tray Brown,Coastal Carolina,149,2023-24,1,[8],['10/28/2023'],['Marshall'],[1.0]
Courtney Eubanks,Coastal Carolina,149,2023-24,2,"[8, 12]","['10/28/2023', '11/25/2023']","['Marshall', 'James Madison']","[1.0, 1.0]"
Clayton Isbell,Coastal Carolina,149,2023-24,1,[1],['09/02/2023'],['UCLA'],[3.0]
Keonte Lusk,Coastal Carolina,149,2023-24,3,"[3, 8, 11]","['09/16/2023', '10/28/2023', '11/18/2023']","['Duquesne', 'Marshall', 'Army West Point']","[1.0, 1.0, 1.0]"
JT Killen,Coastal Carolina,149,2023-24,1,[3],['09/16/2023'],['Duquesne'],[1.0]
Jack Howell,Colorado St.,156,2023-24,1,[4],['09/30/2023'],['Utah Tech'],[1.0]
Chigozie Anusiem,Colorado St.,156,2023-24,1,[6],['10/14/2023'],['Boise St.'],[1.0]
Nuer Gatkuoth,Colorado St.,156,2023-24,1,[11],['11/18/2023'],['Nevada'],[1.0]
TJ Crandall,Colorado St.,156,2023-24,1,[5],['10/07/2023'],['Utah St.'],[1.0]
Henry Blackburn,Colorado St.,156,2023-24,3,"[2, 6, 11]","['09/16/2023', '10/14/2023', '11/18/2023']","['Colorado', 'Boise St.', 'Nevada']","[1.0, 1.0, 1.0]"
Dom Jones,Colorado St.,156,2023-24,2,"[5, 9]","['10/07/2023', '11/03/2023']","['Utah St.', 'Wyoming']","[1.0, 1.0]"
Trevor Woods,Colorado,157,2023-24,2,"[2, 3]","['09/02/2023', '09/16/2023']","['TCU', 'Colorado St.']","[1.0, 1.0]"
Jahquez Robinson,Colorado,157,2023-24,1,[4],['09/23/2023'],['Oregon'],[1.0]
Travis Hunter,Colorado,157,2023-24,2,"[2, 8]","['09/02/2023', '10/28/2023']","['TCU', 'UCLA']","[1.0, 2.0]"
Shilo Sanders,Colorado,157,2023-24,1,[3],['09/16/2023'],['Colorado St.'],[1.0]
