Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Pass Yards
85.0,17.0,Blake Shapen,Baylor,51,2023-24,2,"[6, 7]","['10/07/2023', '10/21/2023']","['Texas Tech', 'Cincinnati']","[324.0, 316.0]"
263.0,41.0,Thomas Castellanos,Boston College,67,2023-24,1,[3],['09/16/2023'],['Florida St.'],[305.0]
263.0,41.0,Connor Bazelak,Bowling Green,71,2023-24,1,[2],['09/09/2023'],['Eastern Ill.'],[319.0]
263.0,41.0,Kedon Slovis,BYU,77,2023-24,1,[4],['09/23/2023'],['Kansas'],[357.0]
263.0,41.0,Mikey Keene,Fresno St.,96,2023-24,1,[13],['12/16/2023'],['New Mexico St.'],[380.0]
263.0,41.0,Timmy McClain,UCF,128,2023-24,1,[3],['09/16/2023'],['Villanova'],[321.0]
263.0,41.0,Emory Jones,Cincinnati,140,2023-24,1,[1],['09/02/2023'],['Eastern Ky.'],[345.0]
263.0,41.0,Cade Klubnik,Clemson,147,2023-24,1,[7],['10/21/2023'],['Miami (FL)'],[314.0]
263.0,41.0,Grayson McCall,Coastal Carolina,149,2023-24,1,[6],['10/10/2023'],['App State'],[373.0]
42.0,6.0,Brayden Fowler-Nicolosi,Colorado St.,156,2023-24,3,"[2, 3, 4]","['09/16/2023', '09/23/2023', '09/30/2023']","['Colorado', 'Middle Tenn.', 'Utah Tech']","[367.0, 321.0, 462.0]"
42.0,6.0,Shedeur Sanders,Colorado,157,2023-24,3,"[1, 2, 3]","['09/09/2023', '09/02/2023', '09/16/2023']","['Nebraska', 'TCU', 'Colorado St.']","[393.0, 510.0, 348.0]"
263.0,41.0,Daniel Richardson,Fla. Atlantic,229,2023-24,1,[6],['10/14/2023'],['South Fla.'],[382.0]
85.0,17.0,Jordan Travis,Florida St.,234,2023-24,2,"[8, 9]","['10/28/2023', '11/04/2023']","['Wake Forest', 'Pittsburgh']","[359.0, 360.0]"
263.0,41.0,Graham Mertz,Florida,235,2023-24,1,[10],['11/11/2023'],['LSU'],[311.0]
42.0,6.0,Davis Brin,Ga. Southern,253,2023-24,3,"[3, 4, 5]","['09/09/2023', '09/23/2023', '09/30/2023']","['UAB', 'Ball St.', 'Coastal Carolina']","[318.0, 344.0, 322.0]"
263.0,41.0,Darren Grainger,Georgia St.,254,2023-24,1,[3],['09/16/2023'],['Charlotte'],[466.0]
263.0,41.0,Haynes King,Georgia Tech,255,2023-24,1,[5],['09/30/2023'],['Bowling Green'],[348.0]
42.0,6.0,Carson Beck,Georgia,257,2023-24,3,"[4, 5, 6]","['09/23/2023', '09/30/2023', '10/07/2023']","['UAB', 'Auburn', 'Kentucky']","[338.0, 313.0, 389.0]"
42.0,6.0,Brayden Schager,Hawaii,277,2023-24,3,"[6, 7, 8]","['09/30/2023', '10/14/2023', '10/21/2023']","['UNLV', 'San Diego St.', 'New Mexico']","[313.0, 427.0, 345.0]"
263.0,41.0,Donovan Smith,Houston,288,2023-24,1,[12],['09/30/2023'],['Texas Tech'],[336.0]
85.0,17.0,John Paddock,Illinois,301,2023-24,2,"[6, 9]","['11/11/2023', '11/25/2023']","['Indiana', 'Northwestern']","[507.0, 334.0]"
263.0,41.0,Luke Altmyer,Illinois,301,2023-24,1,[8],['09/23/2023'],['Fla. Atlantic'],[303.0]
263.0,41.0,Rocco Becht,Iowa St.,311,2023-24,1,[13],['12/29/2023'],['Memphis'],[446.0]
263.0,41.0,Will Howard,Kansas St.,327,2023-24,1,[9],['11/04/2023'],['Texas'],[327.0]
263.0,41.0,Jason Bean,Kansas,328,2023-24,1,[13],['12/26/2023'],['UNLV'],[449.0]
263.0,41.0,Devin Leary,Kentucky,334,2023-24,1,[13],['12/29/2023'],['Clemson'],[306.0]
263.0,41.0,Garrett Nussmeier,LSU,365,2023-24,1,[13],['01/01/2024'],['Wisconsin'],[395.0]
42.0,6.0,Jayden Daniels,LSU,365,2023-24,3,"[3, 4, 5]","['09/16/2023', '09/23/2023', '09/30/2023']","['Mississippi St.', 'Arkansas', 'Ole Miss']","[361.0, 320.0, 414.0]"
85.0,17.0,Hank Bachmeier,Louisiana Tech,366,2023-24,2,"[10, 11]","['11/04/2023', '11/11/2023']","['Liberty', 'Sam Houston']","[304.0, 384.0]"
263.0,41.0,Jack Plummer,Louisville,367,2023-24,1,[11],['11/18/2023'],['Miami (FL)'],[308.0]
85.0,17.0,Cam Fancher,Marshall,388,2023-24,2,"[5, 6]","['10/07/2023', '10/14/2023']","['NC State', 'Georgia St.']","[315.0, 301.0]"
85.0,17.0,Taulia Tagovailoa,Maryland,392,2023-24,2,"[3, 4]","['09/30/2023', '11/25/2023']","['Indiana', 'Rutgers']","[352.0, 361.0]"
263.0,41.0,Carlos Davis,Massachusetts,400,2023-24,1,[5],['09/16/2023'],['Eastern Mich.'],[340.0]
22.0,2.0,Seth Henigan,Memphis,404,2023-24,4,"[8, 9, 10, 11]","['10/28/2023', '11/04/2023', '11/11/2023', '11/18/2023']","['North Texas', 'South Fla.', 'Charlotte', 'SMU']","[330.0, 349.0, 329.0, 402.0]"
263.0,41.0,Brett Gabbert,Miami (OH),414,2023-24,1,[2],['09/09/2023'],['Massachusetts'],[302.0]
263.0,41.0,Tyler Van Dyke,Miami (FL),415,2023-24,1,[11],['11/18/2023'],['Louisville'],[327.0]
263.0,41.0,J.J. McCarthy,Michigan,418,2023-24,1,[3],['11/04/2023'],['Purdue'],[335.0]
263.0,41.0,Nicholas Vattiato,Middle Tenn.,419,2023-24,1,[8],['10/17/2023'],['Liberty'],[332.0]
263.0,41.0,Will Rogers,Mississippi St.,430,2023-24,1,[4],['09/23/2023'],['South Carolina'],[487.0]
263.0,41.0,Jaxson Dart,Ole Miss,433,2023-24,1,[13],['12/30/2023'],['Penn St.'],[379.0]
22.0,2.0,Brady Cook,Missouri,434,2023-24,4,"[3, 4, 5, 6]","['09/16/2023', '09/23/2023', '09/30/2023', '10/07/2023']","['Kansas St.', 'Memphis', 'Vanderbilt', 'LSU']","[356.0, 341.0, 395.0, 411.0]"
85.0,17.0,Drake Maye,North Carolina,457,2023-24,2,"[7, 8]","['10/21/2023', '10/28/2023']","['Virginia', 'Georgia Tech']","[347.0, 310.0]"
263.0,41.0,Jayden Maiava,UNLV,465,2023-24,1,[10],['11/18/2023'],['Air Force'],[339.0]
263.0,41.0,Diego Pavia,New Mexico St.,472,2023-24,1,[2],['09/02/2023'],['Western Ill.'],[317.0]
263.0,41.0,Brennan Armstrong,NC State,490,2023-24,1,[12],['11/25/2023'],['North Carolina'],[334.0]
42.0,6.0,Chandler Rogers,North Texas,497,2023-24,3,"[6, 7, 8]","['10/14/2023', '10/21/2023', '10/28/2023']","['Temple', 'Tulane', 'Memphis']","[307.0, 343.0, 411.0]"
85.0,17.0,Blake Murphy,ULM,498,2023-24,2,"[7, 8]","['10/21/2023', '10/28/2023']","['Ga. Southern', 'Arkansas St.']","[320.0, 300.0]"
263.0,41.0,Ben Bryant,Northwestern,509,2023-24,1,[3],['09/23/2023'],['Minnesota'],[396.0]
263.0,41.0,Sam Hartman,Notre Dame,513,2023-24,1,[5],['09/16/2023'],['Central Mich.'],[330.0]
263.0,41.0,Kyle McCord,Ohio St.,518,2023-24,1,[11],['11/11/2023'],['Michigan St.'],[335.0]
263.0,41.0,Kurtis Rourke,Ohio,519,2023-24,1,[9],['10/28/2023'],['Miami (OH)'],[313.0]
85.0,17.0,Alan Bowman,Oklahoma St.,521,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['Houston', 'BYU']","[348.0, 321.0]"
42.0,6.0,Dillon Gabriel,Oklahoma,522,2023-24,3,"[3, 4, 5]","['09/16/2023', '09/23/2023', '09/30/2023']","['Tulsa', 'Cincinnati', 'Iowa St.']","[421.0, 322.0, 366.0]"
263.0,41.0,Jackson Arnold,Oklahoma,522,2023-24,1,[13],['12/28/2023'],['Arizona'],[361.0]
22.0,2.0,Bo Nix,Oregon,529,2023-24,4,"[9, 10, 11, 12]","['11/04/2023', '11/11/2023', '11/18/2023', '11/24/2023']","['California', 'Southern California', 'Arizona St.', 'Oregon St.']","[386.0, 412.0, 404.0, 367.0]"
263.0,41.0,Drew Allar,Penn St.,539,2023-24,1,[9],['09/02/2023'],['West Virginia'],[325.0]
263.0,41.0,Christian Veilleux,Pittsburgh,545,2023-24,1,[7],['10/21/2023'],['Wake Forest'],[302.0]
263.0,41.0,Hudson Card,Purdue,559,2023-24,1,[7],['09/16/2023'],['Syracuse'],[323.0]
85.0,17.0,JT Daniels,Rice,574,2023-24,2,"[6, 7]","['10/07/2023', '10/19/2023']","['UConn', 'Tulsa']","[362.0, 342.0]"
42.0,6.0,Jordan McCloud,James Madison,317,2023-24,3,"[8, 9, 10]","['10/28/2023', '11/04/2023', '11/11/2023']","['Old Dominion', 'Georgia St.', 'UConn']","[340.0, 307.0, 457.0]"
263.0,41.0,Keegan Shoemaker,Sam Houston,624,2023-24,1,[7],['10/18/2023'],['FIU'],[306.0]
85.0,12.0,Chevan Cordeiro,San Jose St.,630,2022-23,2,"[6, 7]","['10/15/2022', '10/29/2022']","['Fresno St.', 'Nevada']","[302.0, 340.0]"
263.0,52.0,Carter Bradley,South Alabama,646,2022-23,1,[13],['12/21/2022'],['Western Ky.'],[360.0]
85.0,12.0,Spencer Rattler,South Carolina,648,2022-23,2,"[11, 12]","['11/19/2022', '11/26/2022']","['Tennessee', 'Clemson']","[438.0, 360.0]"
42.0,6.0,Caleb Williams,Southern California,657,2022-23,3,"[7, 8, 9]","['10/15/2022', '10/29/2022', '11/05/2022']","['Utah', 'Arizona', 'California']","[381.0, 411.0, 360.0]"
85.0,12.0,Tanner Mordecai,SMU,663,2022-23,2,"[3, 4]","['09/17/2022', '09/24/2022']","['Maryland', 'TCU']","[369.0, 372.0]"
263.0,52.0,Layne Hatcher,Texas St.,670,2022-23,1,[4],['09/24/2022'],['Houston Christian'],[362.0]
85.0,12.0,Ben Wooldridge,Louisiana,671,2022-23,2,"[6, 7]","['10/22/2022', '10/27/2022']","['Arkansas St.', 'Southern Miss.']","[316.0, 370.0]"
263.0,52.0,Tanner McKee,Stanford,674,2022-23,1,[12],['11/26/2022'],['BYU'],[313.0]
263.0,52.0,Garrett Shrader,Syracuse,688,2022-23,1,[13],['12/29/2022'],['Minnesota'],[330.0]
85.0,12.0,E.J. Warner,Temple,690,2022-23,2,"[9, 10]","['11/05/2022', '11/12/2022']","['South Fla.', 'Houston']","[344.0, 486.0]"
263.0,52.0,Hendon Hooker,Tennessee,694,2022-23,1,[10],['11/12/2022'],['Missouri'],[355.0]
263.0,52.0,Haynes King,Texas A&M,697,2022-23,1,[1],['09/03/2022'],['Sam Houston'],[364.0]
263.0,52.0,Conner Weigman,Texas A&M,697,2022-23,1,[8],['10/29/2022'],['Ole Miss'],[338.0]
85.0,12.0,Max Duggan,TCU,698,2022-23,2,"[4, 5]","['10/01/2022', '10/08/2022']","['Oklahoma', 'Kansas']","[302.0, 308.0]"
85.0,12.0,Donovan Smith,Texas Tech,700,2022-23,2,"[4, 5]","['09/24/2022', '10/01/2022']","['Texas', 'Kansas St.']","[331.0, 359.0]"
85.0,12.0,Behren Morton,Texas Tech,700,2022-23,2,"[6, 7]","['10/08/2022', '10/22/2022']","['Oklahoma St.', 'West Virginia']","[379.0, 325.0]"
263.0,52.0,Tyler Shough,Texas Tech,700,2022-23,1,[12],['11/26/2022'],['Oklahoma'],[436.0]
263.0,52.0,Hudson Card,Texas,703,2022-23,1,[5],['10/01/2022'],['West Virginia'],[303.0]
263.0,52.0,Quinn Ewers,Texas,703,2022-23,1,[13],['12/29/2022'],['Washington'],[369.0]
263.0,52.0,Gavin Hardison,UTEP,704,2022-23,1,[7],['10/08/2022'],['Louisiana Tech'],[320.0]
85.0,12.0,Frank Harris,UTSA,706,2022-23,2,"[12, 13]","['11/26/2022', '12/02/2022']","['UTEP', 'North Texas']","[382.0, 341.0]"
263.0,52.0,Tucker Gleason,Toledo,709,2022-23,1,[11],['11/15/2022'],['Bowling Green'],[329.0]
263.0,52.0,Dequan Finn,Toledo,709,2022-23,1,[10],['11/08/2022'],['Ball St.'],[301.0]
85.0,12.0,Gunnar Watson,Troy,716,2022-23,2,"[12, 13]","['09/10/2022', '12/03/2022']","['Alabama A&M', 'Coastal Carolina']","[351.0, 318.0]"
85.0,12.0,Michael Pratt,Tulane,718,2022-23,2,"[12, 13]","['10/15/2022', '12/03/2022']","['South Fla.', 'UCF']","[329.0, 394.0]"
42.0,6.0,Davis Brin,Tulsa,719,2022-23,3,"[1, 2, 3]","['09/03/2022', '09/10/2022', '09/17/2022']","['Wyoming', 'NIU', 'Jacksonville St.']","[460.0, 322.0, 424.0]"
85.0,12.0,Braylon Braxton,Tulsa,719,2022-23,2,"[11, 12]","['11/18/2022', '11/26/2022']","['South Fla.', 'Houston']","[302.0, 316.0]"
263.0,52.0,Logan Bonner,Utah St.,731,2022-23,1,[4],['09/24/2022'],['UNLV'],[313.0]
263.0,52.0,Cooper Legas,Utah St.,731,2022-23,1,[12],['11/25/2022'],['Boise St.'],[306.0]
263.0,52.0,Cameron Rising,Utah,732,2022-23,1,[13],['12/02/2022'],['Southern California'],[310.0]
263.0,52.0,Grant Wells,Virginia Tech,742,2022-23,1,[3],['09/17/2022'],['Wofford'],[314.0]
263.0,52.0,Brennan Armstrong,Virginia,746,2022-23,1,[6],['10/08/2022'],['Louisville'],[313.0]
22.0,3.0,Sam Hartman,Wake Forest,749,2022-23,4,"[9, 10, 11, 12]","['11/05/2022', '11/12/2022', '11/19/2022', '11/26/2022']","['NC State', 'North Carolina', 'Syracuse', 'Duke']","[397.0, 320.0, 331.0, 347.0]"
85.0,12.0,Cameron Ward,Washington St.,754,2022-23,2,"[4, 5]","['09/24/2022', '10/01/2022']","['Oregon', 'California']","[375.0, 343.0]"
5.0,1.0,Michael Penix Jr.,Washington,756,2022-23,8,"[1, 2, 3, 4, 5, 6, 7, 8]","['09/03/2022', '09/10/2022', '09/17/2022', '09/24/2022', '09/30/2022', '10/08/2022', '10/15/2022', '10/22/2022']","['Kent St.', 'Portland St.', 'Michigan St.', 'Stanford', 'UCLA', 'Arizona St.', 'Arizona', 'California']","[345.0, 337.0, 397.0, 309.0, 345.0, 311.0, 516.0, 374.0]"
263.0,52.0,JT Daniels,West Virginia,768,2022-23,1,[2],['09/10/2022'],['Kansas'],[365.0]
22.0,3.0,Austin Reed,Western Ky.,772,2022-23,4,"[3, 4, 5, 6]","['09/17/2022', '09/24/2022', '10/01/2022', '10/08/2022']","['Indiana', 'FIU', 'Troy', 'UTSA']","[329.0, 383.0, 406.0, 373.0]"
263.0,52.0,Jacob Zeno,UAB,9,2022-23,1,[9],['11/05/2022'],['UTSA'],[332.0]
263.0,52.0,Jeff Undercuffler,Akron,5,2022-23,1,[12],['11/26/2022'],['NIU'],[312.0]
85.0,12.0,DJ Irons,Akron,5,2022-23,2,"[8, 9]","['10/22/2022', '10/29/2022']","['Kent St.', 'Miami (OH)']","[384.0, 316.0]"
85.0,12.0,Bryce Young,Alabama,8,2022-23,2,"[12, 13]","['11/26/2022', '12/31/2022']","['Auburn', 'Kansas St.']","[343.0, 321.0]"
263.0,52.0,Chase Brice,App State,27,2022-23,1,[6],['10/08/2022'],['Texas St.'],[395.0]
85.0,12.0,Trenton Bourguet,Arizona St.,28,2022-23,2,"[8, 9]","['10/29/2022', '11/05/2022']","['Colorado', 'UCLA']","[435.0, 349.0]"
85.0,12.0,Jayden de Laura,Arizona,29,2022-23,2,"[10, 11]","['11/12/2022', '11/19/2022']","['UCLA', 'Washington St.']","[315.0, 357.0]"
263.0,52.0,KJ Jefferson,Arkansas,31,2022-23,1,[7],['10/15/2022'],['BYU'],[367.0]
263.0,52.0,Robby Ashford,Auburn,37,2022-23,1,[5],['10/01/2022'],['LSU'],[337.0]
85.0,12.0,John Paddock,Ball St.,47,2022-23,2,"[4, 5]","['09/24/2022', '10/01/2022']","['Ga. Southern', 'NIU']","[338.0, 403.0]"
85.0,12.0,Blake Shapen,Baylor,51,2022-23,2,"[5, 6]","['10/01/2022', '10/13/2022']","['Oklahoma St.', 'West Virginia']","[345.0, 326.0]"
263.0,52.0,Taylen Green,Boise St.,66,2022-23,1,[8],['10/29/2022'],['Colorado St.'],[305.0]
85.0,12.0,Emmett Morehead,Boston College,67,2022-23,2,"[9, 10]","['11/04/2022', '11/12/2022']","['Duke', 'NC State']","[330.0, 330.0]"
263.0,52.0,Phil Jurkovec,Boston College,67,2022-23,1,[5],['10/01/2022'],['Louisville'],[304.0]
263.0,52.0,Matt McDonald,Bowling Green,71,2022-23,1,[11],['11/15/2022'],['Toledo'],[395.0]
85.0,12.0,Jaren Hall,BYU,77,2022-23,2,"[10, 11]","['11/05/2022', '11/19/2022']","['Boise St.', 'Utah Tech']","[377.0, 456.0]"
263.0,52.0,Cole Snyder,Buffalo,86,2022-23,1,[2],['09/10/2022'],['Holy Cross'],[305.0]
22.0,3.0,Jake Haener,Fresno St.,96,2022-23,4,"[8, 9, 10, 11]","['10/29/2022', '11/05/2022', '11/11/2022', '11/19/2022']","['San Diego St.', 'Hawaii', 'UNLV', 'Nevada']","[394.0, 327.0, 313.0, 361.0]"
263.0,52.0,Jack Plummer,California,107,2022-23,1,[12],['11/25/2022'],['UCLA'],[318.0]
263.0,52.0,Dorian Thompson-Robinson,UCLA,110,2022-23,1,[11],['11/19/2022'],['Southern California'],[309.0]
85.0,12.0,John Rhys Plumlee,UCF,128,2022-23,2,"[5, 6]","['10/05/2022', '10/13/2022']","['SMU', 'Temple']","[316.0, 373.0]"
263.0,52.0,Daniel Richardson,Central Mich.,129,2022-23,1,[1],['09/01/2022'],['Oklahoma St.'],[424.0]
85.0,12.0,Ben Bryant,Cincinnati,140,2022-23,2,"[3, 4]","['09/17/2022', '09/24/2022']","['Miami (OH)', 'Indiana']","[337.0, 354.0]"
263.0,52.0,DJ Uiagalelei,Clemson,147,2022-23,1,[4],['09/24/2022'],['Wake Forest'],[371.0]
263.0,52.0,Cade Klubnik,Clemson,147,2022-23,1,[14],['12/30/2022'],['Tennessee'],[320.0]
263.0,52.0,Grayson McCall,Coastal Carolina,149,2022-23,1,[12],['12/03/2022'],['Troy'],[319.0]
263.0,52.0,Riley Leonard,Duke,193,2022-23,1,[12],['11/26/2022'],['Wake Forest'],[391.0]
85.0,12.0,Holton Ahlers,East Carolina,196,2022-23,2,"[12, 13]","['11/26/2022', '12/27/2022']","['Temple', 'Coastal Carolina']","[314.0, 300.0]"
263.0,52.0,Taylor Powell,Eastern Mich.,204,2022-23,1,[12],['09/10/2022'],['Louisiana'],[317.0]
263.0,52.0,N'Kosi Perry,Fla. Atlantic,229,2022-23,1,[11],['11/19/2022'],['Middle Tenn.'],[325.0]
263.0,52.0,Haden Carlson,FIU,231,2022-23,1,[12],['11/26/2022'],['Middle Tenn.'],[414.0]
85.0,12.0,Grayson James,FIU,231,2022-23,2,"[7, 8]","['10/22/2022', '10/28/2022']","['Charlotte', 'Louisiana Tech']","[306.0, 321.0]"
263.0,52.0,Jordan Travis,Florida St.,234,2022-23,1,[13],['12/29/2022'],['Oklahoma'],[418.0]
263.0,52.0,Anthony Richardson,Florida,235,2022-23,1,[11],['11/19/2022'],['Vanderbilt'],[400.0]
85.0,12.0,Kyle Vantrease,Ga. Southern,253,2022-23,2,"[12, 13]","['11/26/2022', '12/27/2022']","['App State', 'Buffalo']","[389.0, 352.0]"
263.0,52.0,Darren Grainger,Georgia St.,254,2022-23,1,[12],['11/26/2022'],['Marshall'],[303.0]
263.0,52.0,Jeff Sims,Georgia Tech,255,2022-23,1,[4],['09/24/2022'],['UCF'],[314.0]
85.0,12.0,Stetson Bennett,Georgia,257,2022-23,2,"[14, 15]","['01/09/2023', '12/31/2022']","['TCU', 'Ohio St.']","[304.0, 398.0]"
263.0,52.0,Brayden Schager,Hawaii,277,2022-23,1,[11],['11/12/2022'],['Utah St.'],[306.0]
85.0,12.0,Clayton Tune,Houston,288,2022-23,2,"[11, 12]","['11/19/2022', '11/26/2022']","['East Carolina', 'Tulsa']","[435.0, 386.0]"
263.0,52.0,Tommy Devito,Illinois,301,2022-23,1,[4],['09/22/2022'],['Chattanooga'],[332.0]
263.0,52.0,Connor Bazelak,Indiana,306,2022-23,1,[3],['09/17/2022'],['Western Ky.'],[364.0]
85.0,12.0,Hunter Dekkers,Iowa St.,311,2022-23,2,"[7, 8]","['10/15/2022', '10/29/2022']","['Texas', 'Oklahoma']","[329.0, 308.0]"
263.0,52.0,Adrian Martinez,Kansas St.,327,2022-23,1,[9],['11/05/2022'],['Texas'],[329.0]
263.0,52.0,Jalon Daniels,Kansas,328,2022-23,1,[13],['12/28/2022'],['Arkansas'],[544.0]
85.0,12.0,Collin Schlee,Kent St.,331,2022-23,2,"[5, 6]","['10/01/2022', '10/08/2022']","['Ohio', 'Miami (OH)']","[398.0, 306.0]"
85.0,12.0,Will Levis,Kentucky,334,2022-23,2,"[3, 4]","['09/17/2022', '09/24/2022']","['Youngstown St.', 'NIU']","[377.0, 303.0]"
85.0,12.0,Jayden Daniels,LSU,365,2022-23,2,"[6, 7]","['10/08/2022', '10/15/2022']","['Tennessee', 'Florida']","[300.0, 349.0]"
263.0,52.0,Parker McNeil,Louisiana Tech,366,2022-23,1,[6],['10/15/2022'],['North Texas'],[424.0]
263.0,52.0,Cam Fancher,Marshall,388,2022-23,1,[8],['10/29/2022'],['Coastal Carolina'],[320.0]
263.0,52.0,Henry Colombi,Marshall,388,2022-23,1,[3],['09/17/2022'],['Bowling Green'],[338.0]
85.0,12.0,Taulia Tagovailoa,Maryland,392,2022-23,2,"[5, 6]","['10/01/2022', '10/08/2022']","['Michigan St.', 'Purdue']","[314.0, 315.0]"
85.0,12.0,Seth Henigan,Memphis,404,2022-23,2,"[7, 8]","['10/15/2022', '10/22/2022']","['East Carolina', 'Tulane']","[395.0, 312.0]"
85.0,12.0,Tyler Van Dyke,Miami (FL),415,2022-23,2,"[5, 6]","['10/08/2022', '10/15/2022']","['North Carolina', 'Virginia Tech']","[496.0, 342.0]"
263.0,52.0,Payton Thorne,Michigan St.,416,2022-23,1,[3],['09/17/2022'],['Washington'],[323.0]
263.0,52.0,J.J. McCarthy,Michigan,418,2022-23,1,[14],['12/31/2022'],['TCU'],[343.0]
85.0,12.0,Chase Cunningham,Middle Tenn.,419,2022-23,2,"[4, 5]","['09/24/2022', '09/30/2022']","['Miami (FL)', 'UTSA']","[408.0, 368.0]"
263.0,52.0,Athan Kaliakmanis,Minnesota,428,2022-23,1,[12],['11/26/2022'],['Wisconsin'],[319.0]
42.0,6.0,Will Rogers,Mississippi St.,430,2022-23,3,"[4, 5, 6]","['09/24/2022', '10/01/2022', '10/08/2022']","['Bowling Green', 'Texas A&M', 'Arkansas']","[409.0, 329.0, 406.0]"
263.0,52.0,Jaxson Dart,Ole Miss,433,2022-23,1,[13],['12/28/2022'],['Texas Tech'],[361.0]
14.0,2.0,Drake Maye,North Carolina,457,2022-23,5,"[4, 5, 6, 7, 8]","['09/24/2022', '10/01/2022', '10/08/2022', '10/15/2022', '10/29/2022']","['Notre Dame', 'Virginia Tech', 'Miami (FL)', 'Duke', 'Pittsburgh']","[301.0, 363.0, 309.0, 380.0, 388.0]"
263.0,52.0,Chris Reynolds,Charlotte,458,2022-23,1,[6],['10/01/2022'],['UTEP'],[347.0]
263.0,52.0,Casey Thompson,Nebraska,463,2022-23,1,[7],['10/15/2022'],['Purdue'],[354.0]
263.0,52.0,Doug Brumfield,UNLV,465,2022-23,1,[1],['08/27/2022'],['Idaho St.'],[356.0]
263.0,52.0,Nate Cox,Nevada,466,2022-23,1,[3],['09/10/2022'],['UIW'],[302.0]
263.0,52.0,Diego Pavia,New Mexico St.,472,2022-23,1,[12],['12/03/2022'],['Valparaiso'],[323.0]
263.0,52.0,Devin Leary,NC State,490,2022-23,1,[4],['09/24/2022'],['UConn'],[320.0]
42.0,6.0,Austin Aune,North Texas,497,2022-23,3,"[8, 9, 10]","['10/22/2022', '10/29/2022', '11/05/2022']","['UTSA', 'Western Ky.', 'FIU']","[325.0, 322.0, 414.0]"
263.0,52.0,Chandler Rogers,ULM,498,2022-23,1,[9],['11/05/2022'],['Texas St.'],[310.0]
85.0,12.0,Ryan Hilinski,Northwestern,509,2022-23,2,"[1, 2]","['08/27/2022', '09/10/2022']","['Nebraska', 'Duke']","[314.0, 435.0]"
263.0,52.0,Drew Pyne,Notre Dame,513,2022-23,1,[12],['11/26/2022'],['Southern California'],[318.0]
85.0,12.0,C.J. Stroud,Ohio St.,518,2022-23,2,"[12, 13]","['11/26/2022', '12/31/2022']","['Michigan', 'Georgia']","[349.0, 348.0]"
42.0,6.0,Kurtis Rourke,Ohio,519,2022-23,3,"[4, 5, 6]","['09/24/2022', '10/01/2022', '10/08/2022']","['Fordham', 'Kent St.', 'Akron']","[537.0, 322.0, 427.0]"
263.0,52.0,Garret Rangel,Oklahoma St.,521,2022-23,1,[9],['11/05/2022'],['Kansas'],[304.0]
263.0,52.0,Spencer Sanders,Oklahoma St.,521,2022-23,1,[11],['11/19/2022'],['Oklahoma'],[381.0]
263.0,52.0,Dillon Gabriel,Oklahoma,522,2022-23,1,[12],['11/26/2022'],['Texas Tech'],[449.0]
263.0,52.0,Hayden Wolff,Old Dominion,523,2022-23,1,[11],['11/19/2022'],['App State'],[308.0]
263.0,52.0,Bo Nix,Oregon,529,2022-23,1,[12],['11/26/2022'],['Oregon St.'],[327.0]
263.0,52.0,Sean Clifford,Penn St.,539,2022-23,1,[8],['10/29/2022'],['Ohio St.'],[371.0]
263.0,52.0,Kedon Slovis,Pittsburgh,545,2022-23,1,[5],['10/01/2022'],['Georgia Tech'],[305.0]
42.0,6.0,Aidan O'Connell,Purdue,559,2022-23,3,"[6, 7, 8]","['10/08/2022', '10/15/2022', '10/22/2022']","['Maryland', 'Nebraska', 'Wisconsin']","[360.0, 391.0, 320.0]"
85.0,12.0,TJ McMahon,Rice,574,2022-23,2,"[3, 4]","['09/17/2022', '09/24/2022']","['Louisiana', 'Houston']","[303.0, 334.0]"
263.0,52.0,Evan Simon,Rutgers,587,2022-23,1,[4],['09/24/2022'],['Iowa'],[300.0]
263.0,52.0,Jalen Mayden,San Diego St.,626,2022-23,1,[13],['12/24/2022'],['Middle Tenn.'],[309.0]
85.0,12.0,Todd Centeio,James Madison,317,2022-23,2,"[5, 6]","['10/08/2022', '10/15/2022']","['Arkansas St.', 'Ga. Southern']","[394.0, 468.0]"
85.0,19.0,Nick Starkel,San Jose St.,630,2021-22,2,"[1, 2]","['08/28/2021', '09/04/2021']","['Southern Utah', 'Southern California']","[394.0, 308.0]"
85.0,19.0,Jake Bentley,South Alabama,646,2021-22,2,"[5, 6]","['10/14/2021', '10/23/2021']","['Ga. Southern', 'ULM']","[389.0, 320.0]"
263.0,42.0,Jaxson Dart,Southern California,657,2021-22,1,[11],['11/20/2021'],['UCLA'],[325.0]
263.0,42.0,Kedon Slovis,Southern California,657,2021-22,1,[6],['10/09/2021'],['Utah'],[401.0]
22.0,10.0,Tanner Mordecai,SMU,663,2021-22,4,"[5, 6, 7, 8]","['10/02/2021', '10/09/2021', '10/21/2021', '10/30/2021']","['South Fla.', 'Navy', 'Tulane', 'Houston']","[301.0, 324.0, 427.0, 305.0]"
263.0,42.0,Jake Lange,Southern Miss.,664,2021-22,1,[5],['10/02/2021'],['Rice'],[304.0]
263.0,42.0,Levi Lewis,Louisiana,671,2021-22,1,[2],['09/11/2021'],['Nicholls'],[304.0]
263.0,42.0,Tanner McKee,Stanford,674,2021-22,1,[5],['10/08/2021'],['Arizona St.'],[356.0]
