Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Rushing Yards
95.0,14.0,Kairee Robinson,San Jose St.,630,2023-24,6,"[3, 7, 8, 9, 10, 12]","['09/09/2023', '10/14/2023', '10/21/2023', '10/28/2023', '11/11/2023', '11/25/2023']","['Cal Poly', 'New Mexico', 'Utah St.', 'Hawaii', 'Fresno St.', 'UNLV']","[124.0, 126.0, 102.0, 146.0, 200.0, 168.0]"
336.0,58.0,Quali Conley,San Jose St.,630,2023-24,3,"[1, 7, 11]","['08/26/2023', '10/14/2023', '11/18/2023']","['Southern California', 'New Mexico', 'San Diego St.']","[108.0, 123.0, 155.0]"
141.0,25.0,La'Damian Webb,South Alabama,646,2023-24,5,"[3, 6, 7, 10, 11]","['09/16/2023', '10/07/2023', '10/17/2023', '11/11/2023', '11/18/2023']","['Oklahoma St.', 'ULM', 'Southern Miss.', 'Arkansas St.', 'Marshall']","[151.0, 100.0, 102.0, 163.0, 117.0]"
548.0,87.0,Mario Anderson,South Carolina,648,2023-24,2,"[5, 10]","['09/30/2023', '11/11/2023']","['Tennessee', 'Vanderbilt']","[101.0, 102.0]"
336.0,58.0,Nay'Quan Wright,South Fla.,651,2023-24,3,"[1, 7, 8]","['09/02/2023', '10/14/2023', '10/21/2023']","['Western Ky.', 'Fla. Atlantic', 'UConn']","[111.0, 106.0, 186.0]"
336.0,58.0,Byrum Brown,South Fla.,651,2023-24,3,"[1, 6, 9]","['09/02/2023', '10/07/2023', '11/04/2023']","['Western Ky.', 'UAB', 'Memphis']","[160.0, 136.0, 100.0]"
860.0,131.0,Michel Dukes,South Fla.,651,2023-24,1,[12],['11/25/2023'],['Charlotte'],[104.0]
548.0,87.0,MarShawn Lloyd,Southern California,657,2023-24,2,"[4, 9]","['09/23/2023', '10/28/2023']","['Arizona St.', 'California']","[154.0, 115.0]"
860.0,131.0,Austin Jones,Southern California,657,2023-24,1,[10],['11/04/2023'],['Washington'],[127.0]
548.0,87.0,Jaylan Knighton,SMU,663,2023-24,2,"[5, 10]","['09/30/2023', '11/10/2023']","['Charlotte', 'North Texas']","[150.0, 129.0]"
336.0,58.0,LJ Johnson Jr.,SMU,663,2023-24,3,"[1, 10, 11]","['09/02/2023', '11/10/2023', '11/18/2023']","['Louisiana Tech', 'North Texas', 'Memphis']","[128.0, 106.0, 115.0]"
141.0,25.0,Frank Gore,Southern Miss.,664,2023-24,5,"[4, 5, 8, 9, 10]","['09/23/2023', '09/30/2023', '10/28/2023', '11/04/2023', '11/09/2023']","['Arkansas St.', 'Texas St.', 'App State', 'ULM', 'Louisiana']","[132.0, 123.0, 247.0, 131.0, 158.0]"
860.0,131.0,Malik Hornsby,Texas St.,670,2023-24,1,[3],['09/16/2023'],['Jackson St.'],[133.0]
860.0,131.0,Damarius Good,Texas St.,670,2023-24,1,[3],['09/16/2023'],['Jackson St.'],[105.0]
222.0,35.0,Ismail Mahdi,Texas St.,670,2023-24,4,"[4, 6, 8, 13]","['09/23/2023', '10/07/2023', '10/28/2023', '12/26/2023']","['Nevada', 'Louisiana', 'Troy', 'Rice']","[216.0, 188.0, 128.0, 122.0]"
336.0,58.0,Jacob Kibodi,Louisiana,671,2023-24,3,"[4, 5, 8]","['09/16/2023', '09/23/2023', '10/28/2023']","['UAB', 'Buffalo', 'South Alabama']","[108.0, 100.0, 119.0]"
860.0,131.0,Elijah Davis,Louisiana,671,2023-24,1,[12],['11/25/2023'],['ULM'],[109.0]
548.0,87.0,Zeon Chriss,Louisiana,671,2023-24,2,"[4, 7]","['09/16/2023', '10/21/2023']","['UAB', 'Georgia St.']","[103.0, 119.0]"
860.0,131.0,Dre'lyn Washington,Louisiana,671,2023-24,1,[5],['09/23/2023'],['Buffalo'],[103.0]
48.0,5.0,LeQuint Allen,Syracuse,688,2023-24,7,"[2, 4, 7, 9, 10, 11, 12]","['09/02/2023', '09/23/2023', '10/14/2023', '11/03/2023', '11/11/2023', '11/18/2023', '11/25/2023']","['Colgate', 'Army West Point', 'Florida St.', 'Boston College', 'Pittsburgh', 'Georgia Tech', 'Wake Forest']","[107.0, 104.0, 110.0, 142.0, 103.0, 120.0, 144.0]"
860.0,131.0,Dan Villari,Syracuse,688,2023-24,1,[10],['11/11/2023'],['Pittsburgh'],[154.0]
548.0,87.0,Garrett Shrader,Syracuse,688,2023-24,2,"[1, 10]","['09/16/2023', '11/11/2023']","['Purdue', 'Pittsburgh']","[195.0, 105.0]"
860.0,131.0,Quincy Patterson,Temple,690,2023-24,1,[7],['10/14/2023'],['North Texas'],[113.0]
860.0,131.0,Joquez Smith,Temple,690,2023-24,1,[3],['09/16/2023'],['Norfolk St.'],[142.0]
548.0,87.0,Dylan Sampson,Tennessee,694,2023-24,2,"[4, 13]","['09/23/2023', '01/01/2024']","['UTSA', 'Iowa']","[139.0, 133.0]"
95.0,14.0,Jaylen Wright,Tennessee,694,2023-24,6,"[1, 2, 5, 6, 8, 9]","['09/02/2023', '09/09/2023', '09/30/2023', '10/14/2023', '10/28/2023', '11/04/2023']","['Virginia', 'Austin Peay', 'South Carolina', 'Texas A&M', 'Kentucky', 'UConn']","[115.0, 118.0, 123.0, 136.0, 120.0, 113.0]"
860.0,131.0,Rueben Owens,Texas A&M,697,2023-24,1,[11],['11/18/2023'],['Abilene Christian'],[106.0]
860.0,131.0,Le'Veon Moss,Texas A&M,697,2023-24,1,[5],['09/30/2023'],['Arkansas'],[107.0]
95.0,14.0,Emani Bailey,TCU,698,2023-24,6,"[1, 3, 4, 6, 8, 12]","['09/02/2023', '09/16/2023', '09/23/2023', '10/07/2023', '10/21/2023', '11/24/2023']","['Colorado', 'Houston', 'SMU', 'Iowa St.', 'Kansas St.', 'Oklahoma']","[164.0, 126.0, 126.0, 152.0, 100.0, 150.0]"
860.0,131.0,Cam'Ron Valdez,Texas Tech,700,2023-24,1,[12],['09/30/2023'],['Houston'],[111.0]
860.0,131.0,Tyler Shough,Texas Tech,700,2023-24,1,[2],['09/09/2023'],['Oregon'],[101.0]
28.0,3.0,Tahj Brooks,Texas Tech,700,2023-24,8,"[3, 4, 5, 7, 8, 9, 10, 12]","['09/16/2023', '09/23/2023', '10/07/2023', '10/21/2023', '11/02/2023', '11/11/2023', '11/18/2023', '09/30/2023']","['Tarleton St.', 'West Virginia', 'Baylor', 'BYU', 'TCU', 'Kansas', 'UCF', 'Houston']","[158.0, 149.0, 170.0, 101.0, 146.0, 133.0, 182.0, 101.0]"
95.0,14.0,Jonathon Brooks,Texas,703,2023-24,6,"[3, 4, 5, 6, 9, 10]","['09/16/2023', '09/23/2023', '09/30/2023', '10/07/2023', '11/04/2023', '11/11/2023']","['Wyoming', 'Baylor', 'Kansas', 'Oklahoma', 'Kansas St.', 'TCU']","[164.0, 106.0, 218.0, 129.0, 112.0, 104.0]"
860.0,131.0,Jaydon Blue,Texas,703,2023-24,1,[12],['11/24/2023'],['Texas Tech'],[121.0]
860.0,131.0,CJ Baxter,Texas,703,2023-24,1,[11],['11/18/2023'],['Iowa St.'],[117.0]
336.0,58.0,Deion Hankins,UTEP,704,2023-24,3,"[3, 8, 9]","['09/02/2023', '10/18/2023', '10/25/2023']","['UIW', 'New Mexico St.', 'Sam Houston']","[174.0, 120.0, 117.0]"
336.0,58.0,Kevorian Barnes,UTSA,706,2023-24,3,"[1, 2, 9]","['09/02/2023', '09/09/2023', '11/04/2023']","['Houston', 'Texas St.', 'North Texas']","[103.0, 103.0, 129.0]"
860.0,131.0,Frank Harris,UTSA,706,2023-24,1,[11],['11/17/2023'],['South Fla.'],[112.0]
28.0,3.0,Peny Boone,Toledo,709,2023-24,8,"[3, 4, 5, 6, 7, 9, 11, 12]","['09/16/2023', '09/23/2023', '09/30/2023', '10/07/2023', '10/14/2023', '10/31/2023', '11/14/2023', '11/24/2023']","['San Jose St.', 'Western Mich.', 'NIU', 'Massachusetts', 'Ball St.', 'Buffalo', 'Bowling Green', 'Central Mich.']","[123.0, 211.0, 113.0, 129.0, 148.0, 125.0, 131.0, 186.0]"
860.0,131.0,Dequan Finn,Toledo,709,2023-24,1,[6],['10/07/2023'],['Massachusetts'],[172.0]
48.0,5.0,Kimani Vidal,Troy,716,2023-24,7,"[1, 4, 6, 7, 9, 11, 13]","['09/02/2023', '09/23/2023', '10/07/2023', '10/14/2023', '11/02/2023', '11/18/2023', '12/02/2023']","['SFA', 'Western Ky.', 'Arkansas St.', 'Army West Point', 'South Alabama', 'Louisiana', 'App State']","[248.0, 156.0, 245.0, 116.0, 124.0, 112.0, 233.0]"
48.0,5.0,Makhi Hughes,Tulane,718,2023-24,7,"[5, 6, 7, 8, 9, 10, 12]","['09/30/2023', '10/13/2023', '10/21/2023', '10/28/2023', '11/04/2023', '11/11/2023', '11/24/2023']","['UAB', 'Memphis', 'North Texas', 'Rice', 'East Carolina', 'Tulsa', 'UTSA']","[123.0, 130.0, 121.0, 153.0, 105.0, 131.0, 166.0]"
336.0,58.0,Anthony Watkins,Tulsa,719,2023-24,3,"[9, 11, 12]","['11/04/2023', '11/18/2023', '11/25/2023']","['Charlotte', 'North Texas', 'East Carolina']","[146.0, 115.0, 106.0]"
860.0,131.0,Jordan Ford,Tulsa,719,2023-24,1,[1],['08/31/2023'],['Ark.-Pine Bluff'],[110.0]
860.0,131.0,John Lee Eldridge III,Air Force,721,2023-24,1,[4],['09/22/2023'],['San Jose St.'],[102.0]
222.0,35.0,Emmanuel Michel,Air Force,721,2023-24,4,"[3, 4, 8, 13]","['09/15/2023', '09/22/2023', '10/28/2023', '12/23/2023']","['Utah St.', 'San Jose St.', 'Colorado St.', 'James Madison']","[106.0, 148.0, 130.0, 203.0]"
860.0,131.0,Owen Burk,Air Force,721,2023-24,1,[3],['09/15/2023'],['Utah St.'],[110.0]
548.0,87.0,Zac Larrier,Air Force,721,2023-24,2,"[5, 6]","['09/30/2023', '10/14/2023']","['San Diego St.', 'Wyoming']","[103.0, 111.0]"
548.0,87.0,Dylan Carson,Air Force,721,2023-24,2,"[11, 12]","['11/18/2023', '11/24/2023']","['UNLV', 'Boise St.']","[104.0, 132.0]"
860.0,131.0,Hayden Reed,Army West Point,725,2023-24,1,[3],['09/15/2023'],['UTSA'],[107.0]
548.0,87.0,Bryson Daily,Army West Point,725,2023-24,2,"[3, 9]","['09/15/2023', '11/04/2023']","['UTSA', 'Air Force']","[100.0, 170.0]"
860.0,131.0,Tyson Riley,Army West Point,725,2023-24,1,[11],['11/18/2023'],['Coastal Carolina'],[112.0]
548.0,87.0,Kanye Udoh,Army West Point,725,2023-24,2,"[6, 7]","['10/14/2023', '10/21/2023']","['Troy', 'LSU']","[124.0, 108.0]"
860.0,131.0,Braxton Woodson,Navy,726,2023-24,1,[11],['11/25/2023'],['SMU'],[104.0]
548.0,87.0,Alex Tecza,Navy,726,2023-24,2,"[3, 5]","['09/14/2023', '10/07/2023']","['Memphis', 'North Texas']","[163.0, 137.0]"
860.0,131.0,Xavier Arline,Navy,726,2023-24,1,[9],['11/11/2023'],['UAB'],[109.0]
336.0,58.0,Davon Booth,Utah St.,731,2023-24,3,"[3, 5, 10]","['09/23/2023', '10/07/2023', '11/18/2023']","['James Madison', 'Colorado St.', 'Boise St.']","[103.0, 141.0, 125.0]"
860.0,131.0,Levi Williams,Utah St.,731,2023-24,1,[11],['11/24/2023'],['New Mexico'],[153.0]
548.0,87.0,Rahsul Faison,Utah St.,731,2023-24,2,"[9, 11]","['11/11/2023', '11/24/2023']","['Nevada', 'New Mexico']","[181.0, 106.0]"
860.0,131.0,Robert Briggs,Utah St.,731,2023-24,1,[1],['09/09/2023'],['Idaho St.'],[101.0]
860.0,131.0,Sione Vaki,Utah,732,2023-24,1,[6],['10/14/2023'],['California'],[158.0]
860.0,131.0,Jaylon Glover,Utah,732,2023-24,1,[12],['11/25/2023'],['Colorado'],[107.0]
336.0,58.0,Ja'Quinden Jackson,Utah,732,2023-24,3,"[2, 7, 9]","['09/09/2023', '10/21/2023', '11/04/2023']","['Baylor', 'Southern California', 'Arizona St.']","[129.0, 117.0, 111.0]"
222.0,35.0,Bhayshul Tuten,Virginia Tech,742,2023-24,4,"[5, 8, 12, 13]","['09/30/2023', '10/26/2023', '11/25/2023', '12/27/2023']","['Pittsburgh', 'Syracuse', 'Virginia', 'Tulane']","[109.0, 118.0, 117.0, 136.0]"
548.0,87.0,Kyron Drones,Virginia Tech,742,2023-24,2,"[10, 13]","['11/11/2023', '12/27/2023']","['Boston College', 'Tulane']","[135.0, 176.0]"
860.0,131.0,Perris Jones,Virginia,746,2023-24,1,[6],['10/07/2023'],['William & Mary'],[134.0]
860.0,131.0,Tate Carney,Wake Forest,749,2023-24,1,[2],['09/09/2023'],['Vanderbilt'],[117.0]
860.0,131.0,Demond Claiborne,Wake Forest,749,2023-24,1,[2],['09/09/2023'],['Vanderbilt'],[165.0]
860.0,131.0,Justice Ellison,Wake Forest,749,2023-24,1,[4],['09/23/2023'],['Georgia Tech'],[137.0]
222.0,35.0,Dillon Johnson,Washington,756,2023-24,4,"[5, 8, 9, 13]","['10/14/2023', '11/04/2023', '11/11/2023', '12/01/2023']","['Oregon', 'Southern California', 'Utah', 'Oregon']","[100.0, 256.0, 104.0, 152.0]"
336.0,58.0,Garrett Greene,West Virginia,768,2023-24,3,"[6, 10, 11]","['10/21/2023', '11/18/2023', '11/25/2023']","['Oklahoma St.', 'Cincinnati', 'Baylor']","[117.0, 154.0, 103.0]"
336.0,58.0,CJ Donaldson,West Virginia,768,2023-24,3,"[2, 7, 8]","['09/16/2023', '10/28/2023', '11/04/2023']","['Pittsburgh', 'UCF', 'BYU']","[102.0, 121.0, 102.0]"
222.0,35.0,Jahiem White,West Virginia,768,2023-24,4,"[1, 8, 10, 11]","['09/09/2023', '11/04/2023', '11/18/2023', '11/25/2023']","['Duquesne', 'BYU', 'Cincinnati', 'Baylor']","[110.0, 146.0, 204.0, 133.0]"
860.0,131.0,Elijah Young,Western Ky.,772,2023-24,1,[9],['11/04/2023'],['UTEP'],[139.0]
222.0,35.0,Jalen Buckley,Western Mich.,774,2023-24,4,"[2, 4, 9, 10]","['08/31/2023', '09/23/2023', '10/28/2023', '11/07/2023']","['Saint Francis (PA)', 'Toledo', 'Eastern Mich.', 'Central Mich.']","[194.0, 196.0, 138.0, 117.0]"
860.0,131.0,Chez Mellusi,Wisconsin,796,2023-24,1,[1],['09/02/2023'],['Buffalo'],[157.0]
141.0,25.0,Braelon Allen,Wisconsin,796,2023-24,5,"[1, 3, 4, 5, 8]","['09/02/2023', '09/22/2023', '10/07/2023', '10/21/2023', '11/25/2023']","['Buffalo', 'Purdue', 'Rutgers', 'Illinois', 'Minnesota']","[141.0, 116.0, 101.0, 145.0, 165.0]"
222.0,35.0,Harrison Waylee,Wyoming,811,2023-24,4,"[3, 4, 5, 9]","['09/16/2023', '09/23/2023', '09/30/2023', '11/03/2023']","['Texas', 'App State', 'New Mexico', 'Colorado St.']","[110.0, 156.0, 191.0, 128.0]"
860.0,131.0,Billy Lucas,Liberty,355,2023-24,1,[4],['09/23/2023'],['FIU'],[102.0]
48.0,5.0,Quinton Cooley,Liberty,355,2023-24,7,"[2, 4, 5, 6, 7, 9, 11]","['09/09/2023', '09/23/2023', '10/05/2023', '10/10/2023', '10/17/2023', '11/04/2023', '11/18/2023']","['New Mexico St.', 'FIU', 'Sam Houston', 'Jacksonville St.', 'Middle Tenn.', 'Louisiana Tech', 'Massachusetts']","[106.0, 102.0, 106.0, 163.0, 134.0, 179.0, 102.0]"
222.0,35.0,Kaidon Salter,Liberty,355,2023-24,4,"[7, 8, 11, 13]","['10/17/2023', '10/24/2023', '11/18/2023', '12/01/2023']","['Middle Tenn.', 'Western Ky.', 'Massachusetts', 'New Mexico St.']","[160.0, 117.0, 118.0, 165.0]"
336.0,58.0,Jermaine Brown Jr.,UAB,9,2023-24,3,"[6, 11, 12]","['10/07/2023', '11/18/2023', '11/25/2023']","['South Fla.', 'Temple', 'North Texas']","[116.0, 153.0, 116.0]"
860.0,131.0,Lee Beebe,UAB,9,2023-24,1,[12],['11/25/2023'],['North Texas'],[101.0]
860.0,131.0,DJ Irons,Akron,5,2023-24,1,[1],['09/23/2023'],['Indiana'],[141.0]
548.0,87.0,Lorenzo Lingard,Akron,5,2023-24,2,"[1, 9]","['09/23/2023', '11/01/2023']","['Indiana', 'Kent St.']","[113.0, 106.0]"
860.0,131.0,Roydell Williams,Alabama,8,2023-24,1,[3],['09/16/2023'],['South Fla.'],[129.0]
548.0,87.0,Jase McClellan,Alabama,8,2023-24,2,"[4, 8]","['09/23/2023', '10/21/2023']","['Ole Miss', 'Tennessee']","[105.0, 115.0]"
548.0,87.0,Jalen Milroe,Alabama,8,2023-24,2,"[9, 12]","['11/04/2023', '11/25/2023']","['LSU', 'Auburn']","[155.0, 107.0]"
860.0,131.0,Anderson Castle,App State,27,2023-24,1,[14],['12/16/2023'],['Miami (OH)'],[119.0]
141.0,25.0,Nate Noel,App State,27,2023-24,5,"[1, 2, 3, 4, 5]","['09/02/2023', '09/09/2023', '09/16/2023', '09/23/2023', '09/30/2023']","['Gardner-Webb', 'North Carolina', 'East Carolina', 'Wyoming', 'ULM']","[115.0, 127.0, 193.0, 107.0, 109.0]"
336.0,58.0,Kanye Roberts,App State,27,2023-24,3,"[7, 8, 12]","['10/21/2023', '10/28/2023', '11/25/2023']","['Old Dominion', 'Southern Miss.', 'Ga. Southern']","[109.0, 109.0, 109.0]"
336.0,58.0,Cam Skattebo,Arizona St.,28,2023-24,3,"[4, 8, 12]","['09/23/2023', '10/28/2023', '11/25/2023']","['Southern California', 'Washington St.', 'Arizona']","[111.0, 121.0, 108.0]"
548.0,87.0,Jonah Coleman,Arizona,29,2023-24,2,"[6, 10]","['10/07/2023', '11/11/2023']","['Southern California', 'Colorado']","[143.0, 179.0]"
860.0,131.0,Zak Wallace,Arkansas St.,30,2023-24,1,[8],['10/28/2023'],['ULM'],[118.0]
548.0,87.0,Ja'Quez Cross,Arkansas St.,30,2023-24,2,"[3, 11]","['09/16/2023', '11/18/2023']","['Stony Brook', 'Texas St.']","[164.0, 139.0]"
860.0,131.0,Isaiah Augustave,Arkansas,31,2023-24,1,[11],['11/18/2023'],['FIU'],[101.0]
860.0,131.0,Raheim Sanders,Arkansas,31,2023-24,1,[9],['11/04/2023'],['Florida'],[103.0]
860.0,131.0,Payton Thorne,Auburn,37,2023-24,1,[3],['09/16/2023'],['Samford'],[123.0]
336.0,58.0,Jarquez Hunter,Auburn,37,2023-24,3,"[8, 9, 10]","['10/28/2023', '11/04/2023', '11/11/2023']","['Mississippi St.', 'Vanderbilt', 'Arkansas']","[144.0, 183.0, 109.0]"
860.0,131.0,Kiael Kelly,Ball St.,47,2023-24,1,[12],['11/25/2023'],['Miami (OH)'],[136.0]
222.0,35.0,Marquez Cooper,Ball St.,47,2023-24,4,"[3, 8, 11, 12]","['09/16/2023', '10/21/2023', '11/18/2023', '11/25/2023']","['Indiana St.', 'Central Mich.', 'Kent St.', 'Miami (OH)']","[177.0, 162.0, 140.0, 136.0]"
860.0,131.0,Richard Reese,Baylor,51,2023-24,1,[5],['09/30/2023'],['UCF'],[100.0]
860.0,131.0,Dawson Pendergrass,Baylor,51,2023-24,1,[3],['09/16/2023'],['LIU'],[111.0]
95.0,14.0,Ashton Jeanty,Boise St.,66,2023-24,6,"[2, 4, 6, 7, 12, 13]","['09/09/2023', '09/22/2023', '10/07/2023', '10/14/2023', '11/24/2023', '12/02/2023']","['UCF', 'San Diego St.', 'San Jose St.', 'Colorado St.', 'Air Force', 'UNLV']","[115.0, 205.0, 167.0, 212.0, 107.0, 153.0]"
548.0,87.0,George Holani,Boise St.,66,2023-24,2,"[11, 14]","['11/18/2023', '12/16/2023']","['Utah St.', 'UCLA']","[182.0, 138.0]"
860.0,131.0,Patrick Garwo,Boston College,67,2023-24,1,[6],['10/07/2023'],['Army West Point'],[111.0]
336.0,58.0,Kye Robichaux,Boston College,67,2023-24,3,"[7, 8, 11]","['10/21/2023', '10/28/2023', '11/16/2023']","['Georgia Tech', 'UConn', 'Pittsburgh']","[165.0, 112.0, 118.0]"
222.0,35.0,Thomas Castellanos,Boston College,67,2023-24,4,"[6, 7, 12, 13]","['10/07/2023', '10/21/2023', '11/24/2023', '12/28/2023']","['Army West Point', 'Georgia Tech', 'Miami (FL)', 'SMU']","[142.0, 128.0, 130.0, 156.0]"
222.0,35.0,Terion Stewart,Bowling Green,71,2023-24,4,"[3, 4, 6, 7]","['09/23/2023', '09/30/2023', '10/14/2023', '10/21/2023']","['Ohio', 'Georgia Tech', 'Buffalo', 'Akron']","[107.0, 138.0, 123.0, 131.0]"
860.0,131.0,Ta'ron Keith,Bowling Green,71,2023-24,1,[9],['11/08/2023'],['Kent St.'],[103.0]
860.0,131.0,Aidan Robbins,BYU,77,2023-24,1,[11],['11/18/2023'],['Oklahoma'],[182.0]
222.0,35.0,Malik Sherrod,Fresno St.,96,2023-24,4,"[5, 7, 9, 12]","['09/30/2023', '10/13/2023', '11/04/2023', '11/25/2023']","['Nevada', 'Utah St.', 'Boise St.', 'San Diego St.']","[123.0, 131.0, 132.0, 138.0]"
860.0,131.0,Isaiah Ifanse,California,107,2023-24,1,[3],['09/16/2023'],['Idaho'],[137.0]
141.0,25.0,Jaydn Ott,California,107,2023-24,5,"[1, 5, 8, 10, 11]","['09/02/2023', '09/30/2023', '10/28/2023', '11/11/2023', '11/18/2023']","['North Texas', 'Arizona St.', 'Southern California', 'Washington St.', 'Stanford']","[188.0, 165.0, 153.0, 167.0, 166.0]"
860.0,131.0,Collin Schlee,UCLA,110,2023-24,1,[13],['12/16/2023'],['Boise St.'],[127.0]
548.0,87.0,T.J. Harden,UCLA,110,2023-24,2,"[11, 13]","['11/18/2023', '12/16/2023']","['Southern California', 'Boise St.']","[142.0, 105.0]"
548.0,87.0,Carson Steele,UCLA,110,2023-24,2,"[5, 6]","['10/07/2023', '10/14/2023']","['Washington St.', 'Oregon St.']","[141.0, 110.0]"
548.0,87.0,Johnny Richardson,UCF,128,2023-24,2,"[1, 5]","['08/31/2023', '09/30/2023']","['Kent St.', 'Baylor']","[100.0, 105.0]"
48.0,5.0,RJ Harvey,UCF,128,2023-24,7,"[6, 7, 8, 9, 10, 12, 13]","['10/07/2023', '10/21/2023', '10/28/2023', '11/04/2023', '11/11/2023', '11/25/2023', '12/22/2023']","['Kansas', 'Oklahoma', 'West Virginia', 'Cincinnati', 'Oklahoma St.', 'Houston', 'Georgia Tech']","[133.0, 101.0, 100.0, 164.0, 206.0, 136.0, 120.0]"
860.0,131.0,Myles Bailey,Central Mich.,129,2023-24,1,[1],['09/09/2023'],['New Hampshire'],[108.0]
860.0,131.0,Jase Bauer,Central Mich.,129,2023-24,1,[8],['10/31/2023'],['NIU'],[106.0]
548.0,87.0,Marion Lukes,Central Mich.,129,2023-24,2,"[8, 9]","['10/31/2023', '11/07/2023']","['NIU', 'Western Mich.']","[202.0, 147.0]"
860.0,131.0,"Bert Emanuel, Jr.",Central Mich.,129,2023-24,1,[1],['09/09/2023'],['New Hampshire'],[101.0]
95.0,14.0,Corey Kiner,Cincinnati,140,2023-24,6,"[1, 2, 7, 9, 10, 12]","['09/02/2023', '09/09/2023', '10/21/2023', '11/04/2023', '11/11/2023', '11/25/2023']","['Eastern Ky.', 'Pittsburgh', 'Baylor', 'UCF', 'Houston', 'Kansas']","[105.0, 153.0, 129.0, 114.0, 129.0, 106.0]"
860.0,131.0,Emory Jones,Cincinnati,140,2023-24,1,[3],['09/16/2023'],['Miami (OH)'],[101.0]
860.0,131.0,Myles Montgomery,Cincinnati,140,2023-24,1,[7],['10/21/2023'],['Baylor'],[103.0]
548.0,87.0,Ryan Montgomery,Cincinnati,140,2023-24,2,"[3, 9]","['09/16/2023', '11/04/2023']","['Miami (OH)', 'UCF']","[104.0, 113.0]"
860.0,131.0,Phil Mafah,Clemson,147,2023-24,1,[9],['11/04/2023'],['Notre Dame'],[186.0]
548.0,87.0,Will Shipley,Clemson,147,2023-24,2,"[1, 11]","['09/04/2023', '11/18/2023']","['Duke', 'North Carolina']","[114.0, 126.0]"
860.0,131.0,Braydon Bennett,Coastal Carolina,149,2023-24,1,[5],['09/30/2023'],['Ga. Southern'],[114.0]
860.0,131.0,Ethan Vasko,Coastal Carolina,149,2023-24,1,[9],['11/04/2023'],['Old Dominion'],[170.0]
860.0,131.0,Justin Marshall,Colorado St.,156,2023-24,1,[10],['11/11/2023'],['San Diego St.'],[119.0]
548.0,87.0,Cam Edwards,UConn,164,2023-24,2,"[7, 12]","['10/21/2023', '11/25/2023']","['South Fla.', 'Massachusetts']","[149.0, 102.0]"
860.0,131.0,Devontae Houston,UConn,164,2023-24,1,[3],['09/16/2023'],['FIU'],[126.0]
336.0,58.0,Jordan Waters,Duke,193,2023-24,3,"[2, 5, 9]","['09/09/2023', '10/14/2023', '11/11/2023']","['Lafayette', 'NC State', 'North Carolina']","[112.0, 123.0, 113.0]"
548.0,87.0,Jaquez Moore,Duke,193,2023-24,2,"[6, 10]","['10/21/2023', '11/18/2023']","['Florida St.', 'Virginia']","[110.0, 100.0]"
860.0,131.0,Mason Garcia,East Carolina,196,2023-24,1,[1],['09/09/2023'],['Marshall'],[118.0]
860.0,131.0,Rahjai Harris,East Carolina,196,2023-24,1,[11],['11/25/2023'],['Tulsa'],[145.0]
860.0,131.0,Samson Evans,Eastern Mich.,204,2023-24,1,[12],['11/21/2023'],['Buffalo'],[127.0]
548.0,87.0,Larry McCammon,Fla. Atlantic,229,2023-24,2,"[2, 5]","['09/02/2023', '10/07/2023']","['Monmouth', 'Tulsa']","[125.0, 130.0]"
860.0,131.0,Kejon Owens,FIU,231,2023-24,1,[3],['09/09/2023'],['North Texas'],[101.0]
860.0,131.0,Shomari Lawrence,FIU,231,2023-24,1,[1],['08/26/2023'],['Louisiana Tech'],[139.0]
860.0,131.0,Trey Benson,Florida St.,234,2023-24,1,[5],['10/07/2023'],['Virginia Tech'],[200.0]
860.0,131.0,Lawrance Toafili,Florida St.,234,2023-24,1,[13],['12/02/2023'],['Louisville'],[118.0]
860.0,131.0,Trevor Etienne,Florida,235,2023-24,1,[3],['09/16/2023'],['Tennessee'],[172.0]
336.0,58.0,Montrell Johnson Jr.,Florida,235,2023-24,3,"[2, 6, 12]","['09/09/2023', '10/07/2023', '11/25/2023']","['McNeese', 'Vanderbilt', 'Florida St.']","[119.0, 135.0, 107.0]"
222.0,35.0,Jalen White,Ga. Southern,253,2023-24,4,"[2, 7, 8, 9]","['09/02/2023', '10/21/2023', '10/26/2023', '11/04/2023']","['The Citadel', 'ULM', 'Georgia St.', 'Texas St.']","[125.0, 164.0, 116.0, 159.0]"
48.0,5.0,Marcus Carroll,Georgia St.,254,2023-24,7,"[1, 2, 4, 6, 7, 8, 10]","['08/31/2023', '09/09/2023', '09/21/2023', '10/14/2023', '10/21/2023', '10/26/2023', '11/11/2023']","['Rhode Island', 'UConn', 'Coastal Carolina', 'Marshall', 'Louisiana', 'Ga. Southern', 'App State']","[184.0, 107.0, 150.0, 159.0, 110.0, 208.0, 113.0]"
860.0,131.0,Freddie Brock,Georgia St.,254,2023-24,1,[13],['12/23/2023'],['Utah St.'],[276.0]
336.0,58.0,Darren Grainger,Georgia St.,254,2023-24,3,"[2, 9, 13]","['09/09/2023', '11/04/2023', '12/23/2023']","['UConn', 'James Madison', 'Utah St.']","[142.0, 103.0, 111.0]"
860.0,131.0,Haynes King,Georgia Tech,255,2023-24,1,[7],['10/21/2023'],['Boston College'],[150.0]
860.0,131.0,Dontae Smith,Georgia Tech,255,2023-24,1,[8],['10/28/2023'],['North Carolina'],[178.0]
