Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Rushing Yards
141.0,25.0,Trey Benson,Florida St.,234,2022-23,5,"[7, 8, 9, 11, 12]","['10/29/2022', '11/05/2022', '11/12/2022', '11/25/2022', '08/27/2022']","['Georgia Tech', 'Miami (FL)', 'Syracuse', 'Florida', 'Duquesne']","[111.0, 128.0, 163.0, 111.0, 105.0]"
860.0,141.0,Lawrance Toafili,Florida St.,234,2022-23,1,[12],['08/27/2022'],['Duquesne'],[101.0]
860.0,141.0,Jordan Travis,Florida St.,234,2022-23,1,[5],['10/08/2022'],['NC State'],[108.0]
548.0,92.0,Anthony Richardson,Florida,235,2022-23,2,"[1, 7]","['09/03/2022', '10/15/2022']","['Utah', 'LSU']","[106.0, 109.0]"
548.0,92.0,Trevor Etienne,Florida,235,2022-23,2,"[10, 12]","['11/12/2022', '11/25/2022']","['South Carolina', 'Florida St.']","[100.0, 129.0]"
336.0,57.0,Montrell Johnson Jr.,Florida,235,2022-23,3,"[3, 9, 10]","['09/17/2022', '11/05/2022', '11/12/2022']","['South Fla.', 'Texas A&M', 'South Carolina']","[103.0, 100.0, 161.0]"
860.0,141.0,Gerald Green,Ga. Southern,253,2022-23,1,[2],['09/10/2022'],['Nebraska'],[132.0]
222.0,40.0,Jalen White,Ga. Southern,253,2022-23,4,"[3, 5, 8, 11]","['09/17/2022', '10/01/2022', '10/22/2022', '11/19/2022']","['UAB', 'Coastal Carolina', 'Old Dominion', 'Marshall']","[116.0, 145.0, 138.0, 143.0]"
548.0,92.0,Jamyest Williams,Georgia St.,254,2022-23,2,"[5, 6]","['10/01/2022', '10/08/2022']","['Army West Point', 'Ga. Southern']","[106.0, 129.0]"
548.0,92.0,Darren Grainger,Georgia St.,254,2022-23,2,"[8, 9]","['10/29/2022', '11/05/2022']","['Old Dominion', 'Southern Miss.']","[104.0, 143.0]"
548.0,92.0,Marcus Carroll,Georgia St.,254,2022-23,2,"[9, 10]","['11/05/2022', '11/12/2022']","['Southern Miss.', 'ULM']","[163.0, 100.0]"
336.0,57.0,Tucker Gregg,Georgia St.,254,2022-23,3,"[3, 5, 6]","['09/17/2022', '10/01/2022', '10/08/2022']","['Charlotte', 'Army West Point', 'Ga. Southern']","[100.0, 124.0, 111.0]"
860.0,141.0,Dontae Smith,Georgia Tech,255,2022-23,1,[2],['09/10/2022'],['Western Caro.'],[102.0]
860.0,141.0,Hassan Hall,Georgia Tech,255,2022-23,1,[5],['10/01/2022'],['Pittsburgh'],[157.0]
860.0,141.0,Kendall Milton,Georgia,257,2022-23,1,[13],['12/03/2022'],['LSU'],[113.0]
860.0,141.0,Kenny McIntosh,Georgia,257,2022-23,1,[11],['11/19/2022'],['Kentucky'],[143.0]
860.0,141.0,Daijun Edwards,Georgia,257,2022-23,1,[8],['10/29/2022'],['Florida'],[106.0]
336.0,57.0,Dedrick Parson,Hawaii,277,2022-23,3,"[7, 11, 12]","['10/15/2022', '11/12/2022', '11/19/2022']","['Nevada', 'Utah St.', 'UNLV']","[136.0, 101.0, 115.0]"
860.0,141.0,Tylan Hines,Hawaii,277,2022-23,1,[9],['10/29/2022'],['Wyoming'],[103.0]
860.0,141.0,Clayton Tune,Houston,288,2022-23,1,[9],['11/05/2022'],['SMU'],[111.0]
548.0,92.0,Stacy Sneed,Houston,288,2022-23,2,"[7, 10]","['10/22/2022', '11/12/2022']","['Navy', 'Temple']","[100.0, 143.0]"
860.0,141.0,Ta'Zhawn Henry,Houston,288,2022-23,1,[4],['09/24/2022'],['Rice'],[112.0]
5.0,2.0,Chase Brown,Illinois,301,2022-23,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11]","['08/27/2022', '09/02/2022', '09/10/2022', '09/22/2022', '10/01/2022', '10/08/2022', '10/15/2022', '10/29/2022', '11/05/2022', '11/19/2022']","['Wyoming', 'Indiana', 'Virginia', 'Chattanooga', 'Wisconsin', 'Iowa', 'Minnesota', 'Nebraska', 'Michigan St.', 'Michigan']","[151.0, 199.0, 146.0, 108.0, 129.0, 146.0, 180.0, 149.0, 136.0, 140.0]"
860.0,141.0,Jaylin Lucas,Indiana,306,2022-23,1,[12],['11/26/2022'],['Purdue'],[100.0]
548.0,92.0,Shaun Shivers,Indiana,306,2022-23,2,"[2, 11]","['09/10/2022', '11/19/2022']","['Idaho', 'Michigan St.']","[155.0, 115.0]"
548.0,92.0,Jirehl Brock,Iowa St.,311,2022-23,2,"[1, 2]","['09/03/2022', '09/10/2022']","['Southeast Mo. St.', 'Iowa']","[104.0, 100.0]"
336.0,57.0,Kaleb Johnson,Iowa,312,2022-23,3,"[3, 9, 12]","['09/17/2022', '11/05/2022', '11/25/2022']","['Nevada', 'Purdue', 'Nebraska']","[103.0, 200.0, 109.0]"
548.0,92.0,Adrian Martinez,Kansas St.,327,2022-23,2,"[4, 5]","['09/24/2022', '10/01/2022']","['Oklahoma', 'Texas Tech']","[148.0, 171.0]"
12.0,5.0,Deuce Vaughn,Kansas St.,327,2022-23,9,"[1, 2, 4, 5, 8, 10, 12, 13, 14]","['09/03/2022', '09/10/2022', '09/24/2022', '10/01/2022', '10/29/2022', '11/12/2022', '11/26/2022', '12/03/2022', '12/31/2022']","['South Dakota', 'Missouri', 'Oklahoma', 'Texas Tech', 'Oklahoma St.', 'Baylor', 'Kansas', 'TCU', 'Alabama']","[126.0, 145.0, 116.0, 170.0, 158.0, 106.0, 147.0, 130.0, 133.0]"
860.0,141.0,Jalon Daniels,Kansas,328,2022-23,1,[3],['09/17/2022'],['Houston'],[123.0]
336.0,57.0,Devin Neal,Kansas,328,2022-23,3,"[1, 9, 10]","['09/02/2022', '11/05/2022', '11/12/2022']","['Tennessee Tech', 'Oklahoma St.', 'Texas Tech']","[108.0, 224.0, 190.0]"
141.0,25.0,Marquez Cooper,Kent St.,331,2022-23,5,"[5, 7, 8, 9, 12]","['10/01/2022', '10/15/2022', '10/22/2022', '11/01/2022', '11/26/2022']","['Ohio', 'Toledo', 'Akron', 'Ball St.', 'Buffalo']","[240.0, 166.0, 137.0, 168.0, 140.0]"
141.0,25.0,Christopher Rodriguez Jr.,Kentucky,334,2022-23,5,"[6, 7, 9, 10, 12]","['10/08/2022', '10/15/2022', '11/05/2022', '11/12/2022', '11/26/2022']","['South Carolina', 'Mississippi St.', 'Missouri', 'Vanderbilt', 'Louisville']","[126.0, 197.0, 112.0, 162.0, 120.0]"
336.0,57.0,Jayden Daniels,LSU,365,2022-23,3,"[1, 8, 11]","['09/04/2022', '10/22/2022', '11/19/2022']","['Florida St.', 'Ole Miss', 'UAB']","[114.0, 121.0, 111.0]"
548.0,92.0,Josh Williams,LSU,365,2022-23,2,"[7, 10]","['10/15/2022', '11/12/2022']","['Florida', 'Arkansas']","[106.0, 118.0]"
222.0,40.0,Marquis Crosby,Louisiana Tech,366,2022-23,4,"[2, 8, 9, 11]","['09/10/2022', '10/28/2022', '11/05/2022', '11/19/2022']","['SFA', 'FIU', 'Middle Tenn.', 'Charlotte']","[197.0, 115.0, 123.0, 105.0]"
860.0,141.0,Charvis Thornton,Louisiana Tech,366,2022-23,1,[12],['11/26/2022'],['UAB'],[132.0]
336.0,57.0,Malik Cunningham,Louisville,367,2022-23,3,"[2, 3, 4]","['09/09/2022', '09/16/2022', '09/24/2022']","['UCF', 'Florida St.', 'South Fla.']","[121.0, 127.0, 113.0]"
548.0,92.0,Tiyon Evans,Louisville,367,2022-23,2,"[8, 9]","['10/29/2022', '11/05/2022']","['Wake Forest', 'James Madison']","[106.0, 126.0]"
860.0,141.0,Maurice Turner,Louisville,367,2022-23,1,[13],['12/17/2022'],['Cincinnati'],[160.0]
222.0,40.0,Jawhar Jordan,Louisville,367,2022-23,4,"[9, 11, 12, 13]","['11/05/2022', '11/19/2022', '11/26/2022', '12/17/2022']","['James Madison', 'NC State', 'Kentucky', 'Cincinnati']","[117.0, 105.0, 145.0, 115.0]"
860.0,141.0,Ethan Payne,Marshall,388,2022-23,1,[1],['09/03/2022'],['Norfolk St.'],[110.0]
860.0,141.0,Rasheen Ali,Marshall,388,2022-23,1,[12],['11/26/2022'],['Georgia St.'],[102.0]
12.0,5.0,Khalan Laborn,Marshall,388,2022-23,9,"[1, 2, 3, 4, 5, 6, 7, 9, 12]","['09/03/2022', '09/10/2022', '09/17/2022', '09/24/2022', '10/01/2022', '10/12/2022', '10/22/2022', '11/05/2022', '11/26/2022']","['Norfolk St.', 'Notre Dame', 'Bowling Green', 'Troy', 'Gardner-Webb', 'Louisiana', 'James Madison', 'Old Dominion', 'Georgia St.']","[102.0, 163.0, 157.0, 118.0, 191.0, 120.0, 151.0, 139.0, 100.0]"
860.0,141.0,Cam Fancher,Marshall,388,2022-23,1,[9],['11/05/2022'],['Old Dominion'],[136.0]
222.0,40.0,Roman Hemby,Maryland,392,2022-23,4,"[1, 3, 7, 8]","['09/03/2022', '09/17/2022', '10/15/2022', '10/22/2022']","['Buffalo', 'SMU', 'Indiana', 'Northwestern']","[114.0, 151.0, 107.0, 179.0]"
860.0,141.0,Antwain Littleton II,Maryland,392,2022-23,1,[5],['10/01/2022'],['Michigan St.'],[120.0]
860.0,141.0,Gregory Desrosiers,Massachusetts,400,2022-23,1,[6],['10/08/2022'],['Liberty'],[110.0]
860.0,141.0,Gino Campiotti,Massachusetts,400,2022-23,1,[5],['10/01/2022'],['Eastern Mich.'],[118.0]
860.0,141.0,Ellis Merriweather,Massachusetts,400,2022-23,1,[10],['11/12/2022'],['Arkansas St.'],[122.0]
548.0,92.0,Aveon Smith,Miami (OH),414,2022-23,2,"[5, 11]","['10/01/2022', '11/16/2022']","['Buffalo', 'NIU']","[142.0, 105.0]"
860.0,141.0,Keyon Mozee,Miami (OH),414,2022-23,1,[4],['09/24/2022'],['Northwestern'],[171.0]
336.0,57.0,Henry Parrish Jr.,Miami (FL),415,2022-23,3,"[1, 2, 8]","['09/03/2022', '09/10/2022', '10/29/2022']","['Bethune-Cookman', 'Southern Miss.', 'Virginia']","[108.0, 109.0, 113.0]"
860.0,141.0,Jaylan Knighton,Miami (FL),415,2022-23,1,[10],['11/12/2022'],['Georgia Tech'],[118.0]
336.0,57.0,Jalen Berger,Michigan St.,416,2022-23,3,"[1, 2, 11]","['09/02/2022', '09/10/2022', '11/19/2022']","['Western Mich.', 'Akron', 'Indiana']","[120.0, 107.0, 119.0]"
860.0,141.0,Elijah Collins,Michigan St.,416,2022-23,1,[11],['11/19/2022'],['Indiana'],[107.0]
28.0,12.0,Blake Corum,Michigan,418,2022-23,8,"[4, 5, 6, 7, 8, 9, 10, 11]","['09/24/2022', '10/01/2022', '10/08/2022', '10/15/2022', '10/29/2022', '11/05/2022', '11/12/2022', '11/19/2022']","['Maryland', 'Iowa', 'Indiana', 'Penn St.', 'Michigan St.', 'Rutgers', 'Nebraska', 'Illinois']","[243.0, 133.0, 124.0, 166.0, 177.0, 109.0, 162.0, 108.0]"
141.0,25.0,Donovan Edwards,Michigan,418,2022-23,5,"[7, 9, 12, 13, 14]","['10/15/2022', '11/05/2022', '11/26/2022', '12/03/2022', '12/31/2022']","['Penn St.', 'Rutgers', 'Ohio St.', 'Purdue', 'TCU']","[173.0, 109.0, 216.0, 185.0, 119.0]"
860.0,141.0,Frank Peasant,Middle Tenn.,419,2022-23,1,[3],['09/17/2022'],['Tennessee St.'],[125.0]
5.0,2.0,Mohamed Ibrahim,Minnesota,428,2022-23,10,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11]","['09/01/2022', '09/10/2022', '09/17/2022', '09/24/2022', '10/15/2022', '10/22/2022', '10/29/2022', '11/05/2022', '11/12/2022', '11/19/2022']","['New Mexico St.', 'Western Ill.', 'Colorado', 'Michigan St.', 'Illinois', 'Penn St.', 'Rutgers', 'Nebraska', 'Northwestern', 'Iowa']","[132.0, 130.0, 202.0, 103.0, 127.0, 102.0, 159.0, 128.0, 178.0, 263.0]"
548.0,92.0,Jaxson Dart,Ole Miss,433,2022-23,2,"[3, 6]","['09/24/2022', '10/15/2022']","['Tulsa', 'Auburn']","[116.0, 115.0]"
28.0,12.0,Quinshon Judkins,Ole Miss,433,2022-23,8,"[3, 4, 6, 7, 8, 9, 10, 12]","['09/24/2022', '10/01/2022', '10/15/2022', '10/22/2022', '10/29/2022', '11/12/2022', '11/19/2022', '09/10/2022']","['Tulsa', 'Kentucky', 'Auburn', 'LSU', 'Texas A&M', 'Alabama', 'Arkansas', 'Central Ark.']","[140.0, 106.0, 139.0, 111.0, 205.0, 135.0, 214.0, 104.0]"
222.0,40.0,Zach Evans,Ole Miss,433,2022-23,4,"[1, 2, 6, 10]","['09/03/2022', '09/17/2022', '10/15/2022', '11/19/2022']","['Troy', 'Georgia Tech', 'Auburn', 'Arkansas']","[130.0, 134.0, 136.0, 207.0]"
548.0,92.0,Nathaniel Peat,Missouri,434,2022-23,2,"[4, 6]","['09/24/2022', '10/08/2022']","['Auburn', 'Florida']","[110.0, 117.0]"
548.0,92.0,Brady Cook,Missouri,434,2022-23,2,"[10, 12]","['11/12/2022', '11/25/2022']","['Tennessee', 'Arkansas']","[106.0, 138.0]"
548.0,92.0,Omarion Hampton,North Carolina,457,2022-23,2,"[1, 3]","['08/27/2022', '09/10/2022']","['Florida A&M', 'Georgia St.']","[101.0, 110.0]"
860.0,141.0,Calvin Camp,Charlotte,458,2022-23,1,[12],['11/19/2022'],['Louisiana Tech'],[111.0]
141.0,25.0,Anthony Grant,Nebraska,463,2022-23,5,"[1, 2, 3, 5, 9]","['08/27/2022', '09/03/2022', '09/10/2022', '10/01/2022', '11/05/2022']","['Northwestern', 'North Dakota', 'Ga. Southern', 'Indiana', 'Minnesota']","[101.0, 189.0, 138.0, 136.0, 115.0]"
860.0,141.0,Doug Brumfield,UNLV,465,2022-23,1,[3],['09/17/2022'],['North Texas'],[100.0]
860.0,141.0,Courtney Reese,UNLV,465,2022-23,1,[8],['10/22/2022'],['Notre Dame'],[142.0]
336.0,57.0,Aidan Robbins,UNLV,465,2022-23,3,"[3, 9, 10]","['09/17/2022', '11/05/2022', '11/11/2022']","['North Texas', 'San Diego St.', 'Fresno St.']","[227.0, 115.0, 144.0]"
222.0,40.0,Toa Taua,Nevada,466,2022-23,4,"[1, 3, 10, 12]","['08/27/2022', '09/10/2022', '11/12/2022', '11/26/2022']","['New Mexico St.', 'UIW', 'Boise St.', 'UNLV']","[109.0, 101.0, 103.0, 144.0]"
860.0,141.0,Diego Pavia,New Mexico St.,472,2022-23,1,[11],['11/26/2022'],['Liberty'],[125.0]
860.0,141.0,Star Thomas,New Mexico St.,472,2022-23,1,[5],['09/24/2022'],['Hawaii'],[144.0]
860.0,141.0,Nate Jones,New Mexico,473,2022-23,1,[9],['11/05/2022'],['Utah St.'],[146.0]
336.0,57.0,Ikaika Ragsdale,North Texas,497,2022-23,3,"[6, 12, 13]","['10/01/2022', '11/26/2022', '12/02/2022']","['Fla. Atlantic', 'Rice', 'UTSA']","[119.0, 122.0, 108.0]"
548.0,92.0,Oscar Adaway III,North Texas,497,2022-23,2,"[2, 7]","['09/03/2022', '10/15/2022']","['SMU', 'Louisiana Tech']","[117.0, 113.0]"
548.0,92.0,Ayo Adeyi,North Texas,497,2022-23,2,"[3, 7]","['09/10/2022', '10/15/2022']","['Texas Southern', 'Louisiana Tech']","[135.0, 122.0]"
860.0,141.0,Andrew Henry,ULM,498,2022-23,1,[4],['09/24/2022'],['Louisiana'],[123.0]
336.0,57.0,Harrison Waylee,NIU,503,2022-23,3,"[5, 7, 9]","['10/01/2022', '10/15/2022', '11/02/2022']","['Ball St.', 'Eastern Mich.', 'Central Mich.']","[230.0, 158.0, 136.0]"
860.0,141.0,Antario Brown,NIU,503,2022-23,1,[8],['10/22/2022'],['Ohio'],[160.0]
860.0,141.0,Jaiden Credle,NIU,503,2022-23,1,[10],['11/09/2022'],['Western Mich.'],[136.0]
141.0,25.0,Evan Hull,Northwestern,509,2022-23,5,"[1, 3, 7, 9, 11]","['08/27/2022', '09/17/2022', '10/22/2022', '11/05/2022', '11/19/2022']","['Nebraska', 'Southern Ill.', 'Maryland', 'Ohio St.', 'Purdue']","[119.0, 124.0, 119.0, 122.0, 105.0]"
336.0,57.0,Audric Estime,Notre Dame,513,2022-23,3,"[4, 8, 9]","['09/24/2022', '10/29/2022', '11/05/2022']","['North Carolina', 'Syracuse', 'Clemson']","[134.0, 123.0, 104.0]"
336.0,57.0,Logan Diggs,Notre Dame,513,2022-23,3,"[7, 9, 11]","['10/22/2022', '11/05/2022', '11/19/2022']","['UNLV', 'Clemson', 'Boston College']","[130.0, 114.0, 122.0]"
548.0,92.0,TreVeyon Henderson,Ohio St.,518,2022-23,2,"[4, 6]","['09/24/2022', '10/08/2022']","['Wisconsin', 'Michigan St.']","[121.0, 118.0]"
222.0,40.0,Miyan Williams,Ohio St.,518,2022-23,4,"[4, 5, 9, 10]","['09/24/2022', '10/01/2022', '11/05/2022', '11/12/2022']","['Wisconsin', 'Rutgers', 'Northwestern', 'Indiana']","[101.0, 189.0, 111.0, 147.0]"
336.0,57.0,Dallan Hayden,Ohio St.,518,2022-23,3,"[3, 10, 11]","['09/17/2022', '11/12/2022', '11/19/2022']","['Toledo', 'Indiana', 'Maryland']","[108.0, 102.0, 146.0]"
222.0,40.0,Sieh Bangura,Ohio,519,2022-23,4,"[1, 10, 11, 14]","['09/03/2022', '11/08/2022', '11/15/2022', '12/30/2022']","['Fla. Atlantic', 'Miami (OH)', 'Ball St.', 'Wyoming']","[114.0, 145.0, 148.0, 138.0]"
860.0,141.0,Dominic Richardson,Oklahoma St.,521,2022-23,1,[2],['09/10/2022'],['Arizona St.'],[131.0]
860.0,141.0,Ollie Gordon,Oklahoma St.,521,2022-23,1,[12],['11/26/2022'],['West Virginia'],[136.0]
548.0,92.0,Jovantae Barnes,Oklahoma,522,2022-23,2,"[5, 13]","['10/01/2022', '12/29/2022']","['TCU', 'Florida St.']","[100.0, 108.0]"
28.0,12.0,Eric Gray,Oklahoma,522,2022-23,8,"[1, 3, 4, 7, 8, 9, 10, 12]","['09/03/2022', '09/17/2022', '09/24/2022', '10/15/2022', '10/29/2022', '11/05/2022', '11/12/2022', '11/26/2022']","['UTEP', 'Nebraska', 'Kansas St.', 'Kansas', 'Iowa St.', 'Baylor', 'West Virginia', 'Texas Tech']","[102.0, 113.0, 114.0, 176.0, 101.0, 106.0, 211.0, 163.0]"
860.0,141.0,Gavin Sawchuk,Oklahoma,522,2022-23,1,[13],['12/29/2022'],['Florida St.'],[100.0]
336.0,57.0,Blake Watson,Old Dominion,523,2022-23,3,"[6, 7, 12]","['10/15/2022', '10/22/2022', '11/26/2022']","['Coastal Carolina', 'Ga. Southern', 'South Alabama']","[256.0, 108.0, 110.0]"
95.0,21.0,Damien Martinez,Oregon St.,528,2022-23,6,"[7, 8, 9, 10, 11, 12]","['10/15/2022', '10/22/2022', '11/04/2022', '11/12/2022', '11/19/2022', '11/26/2022']","['Washington St.', 'Colorado', 'Washington', 'California', 'Arizona St.', 'Oregon']","[111.0, 178.0, 107.0, 105.0, 138.0, 103.0]"
548.0,92.0,Deshaun Fenwick,Oregon St.,528,2022-23,2,"[2, 13]","['09/10/2022', '12/17/2022']","['Fresno St.', 'Florida']","[102.0, 107.0]"
222.0,40.0,Bucky Irving,Oregon,529,2022-23,4,"[7, 9, 10, 13]","['10/22/2022', '11/05/2022', '11/12/2022', '12/28/2022']","['UCLA', 'Colorado', 'Washington', 'North Carolina']","[107.0, 120.0, 149.0, 149.0]"
860.0,141.0,Noah Whittington,Oregon,529,2022-23,1,[10],['11/12/2022'],['Washington'],[106.0]
860.0,141.0,Bo Nix,Oregon,529,2022-23,1,[5],['10/01/2022'],['Stanford'],[141.0]
548.0,92.0,Kaytron Allen,Penn St.,539,2022-23,2,"[4, 11]","['09/24/2022', '11/19/2022']","['Central Mich.', 'Rutgers']","[111.0, 117.0]"
222.0,40.0,Nicholas Singleton,Penn St.,539,2022-23,4,"[2, 3, 10, 13]","['09/10/2022', '09/17/2022', '11/12/2022', '01/02/2023']","['Ohio', 'Auburn', 'Maryland', 'Utah']","[179.0, 124.0, 122.0, 120.0]"
12.0,5.0,Israel Abanikanda,Pittsburgh,545,2022-23,9,"[2, 3, 4, 6, 7, 8, 10, 11, 12]","['09/10/2022', '09/17/2022', '09/24/2022', '10/08/2022', '10/22/2022', '10/29/2022', '11/12/2022', '11/19/2022', '11/26/2022']","['Tennessee', 'Western Mich.', 'Rhode Island', 'Virginia Tech', 'Louisville', 'North Carolina', 'Virginia', 'Duke', 'Miami (FL)']","[154.0, 133.0, 177.0, 320.0, 129.0, 127.0, 121.0, 113.0, 111.0]"
860.0,141.0,Rodney Hammond Jr.,Pittsburgh,545,2022-23,1,[9],['11/05/2022'],['Syracuse'],[124.0]
860.0,141.0,Dylan Downing,Purdue,559,2022-23,1,[4],['09/24/2022'],['Fla. Atlantic'],[113.0]
222.0,40.0,Devin Mockobee,Purdue,559,2022-23,4,"[5, 7, 8, 10]","['10/01/2022', '10/15/2022', '10/22/2022', '11/12/2022']","['Minnesota', 'Nebraska', 'Wisconsin', 'Illinois']","[112.0, 178.0, 108.0, 106.0]"
860.0,141.0,Samuel Brown V,Rutgers,587,2022-23,1,[7],['10/22/2022'],['Indiana'],[101.0]
860.0,141.0,Kyle Monangai,Rutgers,587,2022-23,1,[10],['11/12/2022'],['Michigan St.'],[162.0]
860.0,141.0,Jordan Byrd,San Diego St.,626,2022-23,1,[4],['09/24/2022'],['Toledo'],[115.0]
860.0,141.0,Kenan Christon,San Diego St.,626,2022-23,1,[11],['11/18/2022'],['New Mexico'],[102.0]
860.0,141.0,Todd Centeio,James Madison,317,2022-23,1,[1],['09/03/2022'],['Middle Tenn.'],[110.0]
336.0,57.0,Percy Agyei-Obese,James Madison,317,2022-23,3,"[5, 6, 8]","['10/08/2022', '10/15/2022', '11/05/2022']","['Arkansas St.', 'Ga. Southern', 'Louisville']","[158.0, 106.0, 102.0]"
860.0,141.0,Latrele Palmer,James Madison,317,2022-23,1,[4],['10/01/2022'],['Texas St.'],[106.0]
548.0,89.0,Nick Nash,San Jose St.,630,2021-22,2,"[8, 9]","['10/21/2021', '10/30/2021']","['UNLV', 'Wyoming']","[121.0, 111.0]"
548.0,89.0,Tyler Nevens,San Jose St.,630,2021-22,2,"[5, 10]","['10/02/2021', '11/06/2021']","['New Mexico St.', 'Nevada']","[125.0, 116.0]"
860.0,147.0,Kareem Walker,South Alabama,646,2021-22,1,[12],['09/18/2021'],['Alcorn'],[150.0]
860.0,147.0,Terrion Avery,South Alabama,646,2021-22,1,[7],['10/30/2021'],['Arkansas St.'],[113.0]
548.0,89.0,Zaquandre White,South Carolina,648,2021-22,2,"[1, 9]","['09/04/2021', '11/06/2021']","['Eastern Ill.', 'Florida']","[128.0, 111.0]"
548.0,89.0,Kevin Harris,South Carolina,648,2021-22,2,"[9, 13]","['11/06/2021', '12/30/2021']","['Florida', 'North Carolina']","[128.0, 182.0]"
860.0,147.0,Brian Battie,South Fla.,651,2021-22,1,[3],['09/18/2021'],['Florida A&M'],[110.0]
548.0,89.0,Kelley Joiner,South Fla.,651,2021-22,2,"[7, 8]","['10/23/2021', '10/28/2021']","['Temple', 'East Carolina']","[126.0, 103.0]"
860.0,147.0,Jaren Mangham,South Fla.,651,2021-22,1,[7],['10/23/2021'],['Temple'],[152.0]
860.0,147.0,Vavae Malepeai,Southern California,657,2021-22,1,[10],['12/04/2021'],['California'],[107.0]
336.0,58.0,Keaontay Ingram,Southern California,657,2021-22,3,"[5, 7, 8]","['10/02/2021', '10/23/2021', '10/30/2021']","['Colorado', 'Notre Dame', 'Arizona']","[124.0, 138.0, 204.0]"
548.0,89.0,Ulysses Bentley IV,SMU,663,2021-22,2,"[2, 4]","['09/11/2021', '09/25/2021']","['North Texas', 'TCU']","[141.0, 153.0]"
860.0,147.0,Tre Siggers,SMU,663,2021-22,1,[4],['09/25/2021'],['TCU'],[110.0]
548.0,89.0,Frank Gore,Southern Miss.,664,2021-22,2,"[2, 10]","['09/11/2021', '11/13/2021']","['Grambling', 'UTSA']","[162.0, 123.0]"
548.0,89.0,Dajon Richard,Southern Miss.,664,2021-22,2,"[11, 12]","['11/19/2021', '11/27/2021']","['Louisiana Tech', 'FIU']","[120.0, 107.0]"
548.0,89.0,Calvin Hill,Texas St.,670,2021-22,2,"[11, 12]","['11/20/2021', '11/27/2021']","['Coastal Carolina', 'Arkansas St.']","[100.0, 123.0]"
548.0,89.0,Chris Smith,Louisiana,671,2021-22,2,"[7, 10]","['10/21/2021', '11/13/2021']","['Arkansas St.', 'Troy']","[238.0, 102.0]"
860.0,147.0,Emani Bailey,Louisiana,671,2021-22,1,[13],['12/04/2021'],['App State'],[117.0]
548.0,89.0,Montrell Johnson Jr.,Louisiana,671,2021-22,2,"[6, 7]","['10/12/2021', '10/21/2021']","['App State', 'Arkansas St.']","[103.0, 150.0]"
860.0,147.0,Nathaniel Peat,Stanford,674,2021-22,1,[2],['09/11/2021'],['Southern California'],[115.0]
336.0,58.0,Garrett Shrader,Syracuse,688,2021-22,3,"[5, 6, 8]","['10/02/2021', '10/09/2021', '10/23/2021']","['Florida St.', 'Wake Forest', 'Virginia Tech']","[137.0, 178.0, 174.0]"
12.0,2.0,Sean Tucker,Syracuse,688,2021-22,9,"[1, 3, 4, 5, 6, 7, 8, 9, 11]","['09/04/2021', '09/18/2021', '09/24/2021', '10/02/2021', '10/09/2021', '10/15/2021', '10/23/2021', '10/30/2021', '11/20/2021']","['Ohio', 'UAlbany', 'Liberty', 'Florida St.', 'Wake Forest', 'Clemson', 'Virginia Tech', 'Boston College', 'NC State']","[181.0, 132.0, 169.0, 102.0, 153.0, 157.0, 112.0, 207.0, 105.0]"
860.0,147.0,Jaylen Wright,Tennessee,694,2021-22,1,[12],['11/27/2021'],['Vanderbilt'],[112.0]
336.0,58.0,Tiyon Evans,Tennessee,694,2021-22,3,"[1, 5, 6]","['09/02/2021', '10/02/2021', '10/09/2021']","['Bowling Green', 'Missouri', 'South Carolina']","[120.0, 156.0, 119.0]"
336.0,58.0,Jabari Small,Tennessee,694,2021-22,3,"[1, 12, 13]","['09/02/2021', '11/27/2021', '12/30/2021']","['Bowling Green', 'Vanderbilt', 'Purdue']","[117.0, 103.0, 180.0]"
860.0,147.0,Hendon Hooker,Tennessee,694,2021-22,1,[7],['10/16/2021'],['Ole Miss'],[108.0]
222.0,40.0,Devon Achane,Texas A&M,697,2021-22,4,"[1, 7, 8, 10]","['09/04/2021', '10/16/2021', '10/23/2021', '11/13/2021']","['Kent St.', 'Missouri', 'South Carolina', 'Ole Miss']","[124.0, 124.0, 154.0, 110.0]"
95.0,17.0,Isaiah Spiller,Texas A&M,697,2021-22,6,"[1, 3, 5, 7, 8, 9]","['09/04/2021', '09/18/2021', '10/02/2021', '10/16/2021', '10/23/2021', '11/06/2021']","['Kent St.', 'New Mexico', 'Mississippi St.', 'Missouri', 'South Carolina', 'Auburn']","[113.0, 117.0, 100.0, 168.0, 102.0, 112.0]"
860.0,147.0,Emari Demercado,TCU,698,2021-22,1,[13],['11/13/2021'],['Oklahoma St.'],[115.0]
336.0,58.0,Kendre Miller,TCU,698,2021-22,3,"[5, 8, 11]","['10/09/2021', '10/30/2021', '11/20/2021']","['Texas Tech', 'Kansas St.', 'Kansas']","[185.0, 102.0, 112.0]"
222.0,40.0,Zach Evans,TCU,698,2021-22,4,"[2, 3, 4, 5]","['09/11/2021', '09/25/2021', '10/02/2021', '10/09/2021']","['California', 'SMU', 'Texas', 'Texas Tech']","[190.0, 113.0, 113.0, 143.0]"
