Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Total Tackles For Loss
1570.0,237.0,Kenyon Reed,San Jose St.,630,2023-24,1,[9],['10/28/2023'],['Hawaii'],[2.0]
1570.0,237.0,Soane Toia,San Jose St.,630,2023-24,1,[11],['11/18/2023'],['San Diego St.'],[2.0]
1570.0,237.0,Bryun Parham,San Jose St.,630,2023-24,1,[12],['11/25/2023'],['UNLV'],[2.0]
1570.0,237.0,Noah Lavulo,San Jose St.,630,2023-24,1,[10],['11/11/2023'],['Fresno St.'],[2.0]
622.0,93.0,Tre Smith,San Jose St.,630,2023-24,2,"[1, 8]","['08/26/2023', '10/21/2023']","['Southern California', 'Utah St.']","[2.5, 2.5]"
622.0,93.0,Trey Kiser,South Alabama,646,2023-24,2,"[5, 9]","['09/30/2023', '11/02/2023']","['James Madison', 'Troy']","[3.5, 2.0]"
1570.0,237.0,Khalil Jacobs,South Alabama,646,2023-24,1,[7],['10/17/2023'],['Southern Miss.'],[3.5]
1570.0,237.0,Brock Higdon,South Alabama,646,2023-24,1,[3],['09/16/2023'],['Oklahoma St.'],[2.0]
251.0,41.0,Quentin Wilfawn,South Alabama,646,2023-24,3,"[8, 9, 10]","['10/28/2023', '11/02/2023', '11/11/2023']","['Louisiana', 'Troy', 'Arkansas St.']","[4.5, 2.0, 3.0]"
622.0,93.0,Jamie Sheriff,South Alabama,646,2023-24,2,"[10, 13]","['11/11/2023', '12/23/2023']","['Arkansas St.', 'Eastern Mich.']","[2.0, 2.0]"
622.0,93.0,T.J. Sanders,South Carolina,648,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['Furman', 'Georgia']","[2.0, 2.0]"
1570.0,237.0,Alex Huntley,South Carolina,648,2023-24,1,[4],['09/23/2023'],['Mississippi St.'],[2.0]
1570.0,237.0,Debo Williams,South Carolina,648,2023-24,1,[6],['10/14/2023'],['Florida'],[3.5]
622.0,93.0,Jordan Strachan,South Carolina,648,2023-24,2,"[4, 11]","['09/23/2023', '11/18/2023']","['Mississippi St.', 'Kentucky']","[2.0, 2.0]"
98.0,21.0,Daquan Evans,South Fla.,651,2023-24,4,"[1, 2, 3, 13]","['09/02/2023', '09/09/2023', '09/16/2023', '12/21/2023']","['Western Ky.', 'Florida A&M', 'Alabama', 'Syracuse']","[2.0, 2.0, 4.0, 2.0]"
622.0,93.0,Jhalyn Shuler,South Fla.,651,2023-24,2,"[6, 11]","['10/07/2023', '11/17/2023']","['UAB', 'UTSA']","[2.0, 2.0]"
1570.0,237.0,Tramel Logan,South Fla.,651,2023-24,1,[10],['11/11/2023'],['Temple'],[2.0]
251.0,41.0,DJ Gordon IV,South Fla.,651,2023-24,3,"[2, 4, 11]","['09/09/2023', '09/23/2023', '11/17/2023']","['Florida A&M', 'Rice', 'UTSA']","[2.5, 2.0, 2.0]"
1570.0,237.0,Jaelen Stokes,South Fla.,651,2023-24,1,[8],['10/21/2023'],['UConn'],[2.5]
1570.0,237.0,Rashad Cheney,South Fla.,651,2023-24,1,[6],['10/07/2023'],['UAB'],[2.5]
1570.0,237.0,Jonathan Ross,South Fla.,651,2023-24,1,[2],['09/09/2023'],['Florida A&M'],[2.5]
622.0,93.0,Solomon Byrd,Southern California,657,2023-24,2,"[3, 4]","['09/09/2023', '09/23/2023']","['Stanford', 'Arizona St.']","[3.0, 3.0]"
251.0,41.0,Mason Cobb,Southern California,657,2023-24,3,"[1, 5, 9]","['08/26/2023', '09/30/2023', '10/28/2023']","['San Jose St.', 'Colorado', 'California']","[2.0, 2.0, 2.0]"
1570.0,237.0,Tackett Curtis,Southern California,657,2023-24,1,[4],['09/23/2023'],['Arizona St.'],[2.0]
1570.0,237.0,Jaylin Smith,Southern California,657,2023-24,1,[2],['09/02/2023'],['Nevada'],[2.5]
251.0,41.0,Jamil Muhammad,Southern California,657,2023-24,3,"[4, 5, 6]","['09/23/2023', '09/30/2023', '10/07/2023']","['Arizona St.', 'Colorado', 'Arizona']","[3.0, 2.0, 3.0]"
1570.0,237.0,Anthony Lucas,Southern California,657,2023-24,1,[1],['08/26/2023'],['San Jose St.'],[2.0]
1570.0,237.0,Romello Height,Southern California,657,2023-24,1,[4],['09/23/2023'],['Arizona St.'],[2.0]
1570.0,237.0,Braylan Shelby,Southern California,657,2023-24,1,[2],['09/02/2023'],['Nevada'],[2.0]
1570.0,237.0,Ahmaad Moses,SMU,663,2023-24,1,[12],['11/25/2023'],['Navy'],[2.0]
1570.0,237.0,Jonathan McGill,SMU,663,2023-24,1,[9],['11/04/2023'],['Rice'],[2.0]
622.0,93.0,Elijah Roberts,SMU,663,2023-24,2,"[1, 9]","['09/02/2023', '11/04/2023']","['Louisiana Tech', 'Rice']","[2.0, 2.5]"
1570.0,237.0,Nelson Paul,SMU,663,2023-24,1,[5],['09/30/2023'],['Charlotte'],[2.5]
1570.0,237.0,Cale Sanders Jr.,SMU,663,2023-24,1,[14],['12/28/2023'],['Boston College'],[2.0]
1570.0,237.0,Isaiah Smith,SMU,663,2023-24,1,[13],['12/02/2023'],['Tulane'],[2.5]
1570.0,237.0,Ahmad Walker,SMU,663,2023-24,1,[9],['11/04/2023'],['Rice'],[2.0]
1570.0,237.0,Elijah Chatman,SMU,663,2023-24,1,[7],['10/20/2023'],['Temple'],[2.5]
1570.0,237.0,Alexander Kilgore,SMU,663,2023-24,1,[1],['09/02/2023'],['Louisiana Tech'],[2.0]
1570.0,237.0,Kori Roberson Jr.,SMU,663,2023-24,1,[3],['09/16/2023'],['Prairie View'],[2.0]
622.0,93.0,Cameron Robertson,SMU,663,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['Memphis', 'Navy']","[2.0, 2.0]"
622.0,93.0,Jalil Clemons,Southern Miss.,664,2023-24,2,"[4, 8]","['09/23/2023', '10/28/2023']","['Arkansas St.', 'App State']","[2.0, 3.5]"
1570.0,237.0,Averie Habas,Southern Miss.,664,2023-24,1,[6],['10/07/2023'],['Old Dominion'],[2.0]
98.0,21.0,Brian Holloway,Texas St.,670,2023-24,4,"[4, 7, 10, 12]","['09/23/2023', '10/14/2023', '11/11/2023', '11/25/2023']","['Nevada', 'ULM', 'Coastal Carolina', 'South Alabama']","[2.0, 2.5, 2.5, 3.5]"
622.0,93.0,Jordan Revels,Texas St.,670,2023-24,2,"[7, 12]","['10/14/2023', '11/25/2023']","['ULM', 'South Alabama']","[2.5, 2.0]"
622.0,93.0,Sam Latham,Texas St.,670,2023-24,2,"[1, 6]","['09/02/2023', '10/07/2023']","['Baylor', 'Louisiana']","[2.5, 2.0]"
1570.0,237.0,Deven Wright,Texas St.,670,2023-24,1,[3],['09/16/2023'],['Jackson St.'],[2.0]
1570.0,237.0,Tavian Coleman,Texas St.,670,2023-24,1,[1],['09/02/2023'],['Baylor'],[2.0]
1570.0,237.0,Caleb Coleman,Texas St.,670,2023-24,1,[1],['09/02/2023'],['Baylor'],[2.0]
1570.0,237.0,"Derick Mourning, Jr.",Texas St.,670,2023-24,1,[3],['09/16/2023'],['Jackson St.'],[3.0]
1570.0,237.0,Dominique Ratcliff,Texas St.,670,2023-24,1,[11],['11/18/2023'],['Arkansas St.'],[2.0]
1570.0,237.0,Kalil Alexander,Texas St.,670,2023-24,1,[12],['11/25/2023'],['South Alabama'],[2.0]
39.0,8.0,Ben Bell,Texas St.,670,2023-24,5,"[2, 4, 8, 9, 13]","['09/09/2023', '09/23/2023', '10/28/2023', '11/04/2023', '12/26/2023']","['UTSA', 'Nevada', 'Troy', 'Ga. Southern', 'Rice']","[2.0, 2.0, 3.5, 2.0, 3.0]"
251.0,41.0,Kendre' Gant,Louisiana,671,2023-24,3,"[4, 7, 10]","['09/16/2023', '10/21/2023', '11/09/2023']","['UAB', 'Georgia St.', 'Southern Miss.']","[3.0, 2.0, 3.5]"
1570.0,237.0,Antoine Baylis,Louisiana,671,2023-24,1,[8],['10/28/2023'],['South Alabama'],[2.0]
622.0,93.0,Cameron Whitfield,Louisiana,671,2023-24,2,"[4, 8]","['09/16/2023', '10/28/2023']","['UAB', 'South Alabama']","[2.5, 3.5]"
1570.0,237.0,Tyler Guidry,Louisiana,671,2023-24,1,[12],['11/25/2023'],['ULM'],[2.0]
622.0,93.0,Jordan Lawson,Louisiana,671,2023-24,2,"[2, 12]","['09/02/2023', '11/25/2023']","['Northwestern St.', 'ULM']","[2.5, 3.0]"
622.0,93.0,K.C. Ossai,Louisiana,671,2023-24,2,"[2, 13]","['09/02/2023', '12/16/2023']","['Northwestern St.', 'Jacksonville St.']","[2.0, 2.5]"
1570.0,237.0,Wilfredo Aybar,Stanford,674,2023-24,1,[8],['10/28/2023'],['Washington'],[2.0]
1570.0,237.0,Collin Wright,Stanford,674,2023-24,1,[7],['10/21/2023'],['UCLA'],[2.0]
1570.0,237.0,David Bailey,Stanford,674,2023-24,1,[1],['09/01/2023'],['Hawaii'],[4.0]
1570.0,237.0,Anthony Franklin,Stanford,674,2023-24,1,[9],['11/04/2023'],['Washington St.'],[2.0]
1570.0,237.0,Caleb Okechukwu,Syracuse,688,2023-24,1,[5],['09/30/2023'],['Clemson'],[3.0]
1570.0,237.0,Stefon Thompson,Syracuse,688,2023-24,1,[9],['11/03/2023'],['Boston College'],[2.0]
1570.0,237.0,Kevin Jobity Jr.,Syracuse,688,2023-24,1,[13],['12/21/2023'],['South Fla.'],[2.0]
622.0,93.0,Leon Lowery,Syracuse,688,2023-24,2,"[5, 8]","['09/30/2023', '10/26/2023']","['Clemson', 'Virginia Tech']","[2.5, 2.0]"
251.0,41.0,Marlowe Wax,Syracuse,688,2023-24,3,"[5, 8, 9]","['09/30/2023', '10/26/2023', '11/03/2023']","['Clemson', 'Virginia Tech', 'Boston College']","[2.0, 2.0, 2.0]"
1570.0,237.0,Kevon Darton,Syracuse,688,2023-24,1,[12],['11/25/2023'],['Wake Forest'],[2.0]
1570.0,237.0,Tra Thomas,Temple,690,2023-24,1,[10],['11/11/2023'],['South Fla.'],[2.0]
622.0,93.0,Jordan Magee,Temple,690,2023-24,2,"[5, 9]","['09/28/2023', '11/04/2023']","['Tulsa', 'Navy']","[2.5, 4.5]"
251.0,41.0,Diwun Black,Temple,690,2023-24,3,"[3, 7, 10]","['09/16/2023', '10/14/2023', '11/11/2023']","['Norfolk St.', 'North Texas', 'South Fla.']","[3.0, 2.0, 2.0]"
1570.0,237.0,Tywan Francis,Temple,690,2023-24,1,[11],['11/18/2023'],['UAB'],[2.0]
98.0,21.0,James Pearce Jr.,Tennessee,694,2023-24,4,"[1, 3, 5, 6]","['09/02/2023', '09/16/2023', '09/30/2023', '10/14/2023']","['Virginia', 'Florida', 'South Carolina', 'Texas A&M']","[2.0, 2.0, 2.0, 2.0]"
1570.0,237.0,Tamarion McDonald,Tennessee,694,2023-24,1,[4],['09/23/2023'],['UTSA'],[2.0]
622.0,93.0,Tyler Baron,Tennessee,694,2023-24,2,"[1, 9]","['09/02/2023', '11/04/2023']","['Virginia', 'UConn']","[2.5, 2.0]"
622.0,93.0,Aaron Beasley,Tennessee,694,2023-24,2,"[2, 11]","['09/09/2023', '11/18/2023']","['Austin Peay', 'Georgia']","[5.0, 2.0]"
1570.0,237.0,Omarr Norman-Lott,Tennessee,694,2023-24,1,[10],['11/11/2023'],['Missouri'],[2.0]
1570.0,237.0,Shemar Turner,Texas A&M,697,2023-24,1,[5],['09/30/2023'],['Arkansas'],[2.5]
1570.0,237.0,McKinnley Jackson,Texas A&M,697,2023-24,1,[5],['09/30/2023'],['Arkansas'],[2.5]
98.0,21.0,Edgerrin Cooper,Texas A&M,697,2023-24,4,"[1, 4, 5, 6]","['09/02/2023', '09/23/2023', '09/30/2023', '10/07/2023']","['New Mexico', 'Auburn', 'Arkansas', 'Alabama']","[3.0, 3.0, 2.0, 3.0]"
622.0,93.0,Walter Nolen,Texas A&M,697,2023-24,2,"[4, 5]","['09/23/2023', '09/30/2023']","['Auburn', 'Arkansas']","[2.0, 3.5]"
251.0,41.0,Fadil Diggs,Texas A&M,697,2023-24,3,"[2, 6, 8]","['09/09/2023', '10/07/2023', '10/28/2023']","['Miami (FL)', 'Alabama', 'South Carolina']","[2.0, 2.0, 2.5]"
622.0,93.0,Taurean York,Texas A&M,697,2023-24,2,"[4, 7]","['09/23/2023', '10/14/2023']","['Auburn', 'Tennessee']","[2.0, 2.5]"
1570.0,237.0,Bryce Anderson,Texas A&M,697,2023-24,1,[4],['09/23/2023'],['Auburn'],[2.0]
1570.0,237.0,Josh DeBerry,Texas A&M,697,2023-24,1,[6],['10/07/2023'],['Alabama'],[2.0]
1570.0,237.0,Paul Oyewale,TCU,698,2023-24,1,[3],['09/16/2023'],['Houston'],[2.0]
1570.0,237.0,Johnny Hodges,TCU,698,2023-24,1,[3],['09/16/2023'],['Houston'],[2.0]
1570.0,237.0,Shad Banks Jr.,TCU,698,2023-24,1,[11],['11/18/2023'],['Baylor'],[2.0]
1570.0,237.0,Rick D'Abreu,TCU,698,2023-24,1,[6],['10/07/2023'],['Iowa St.'],[2.0]
1570.0,237.0,Jamoi Hodge,TCU,698,2023-24,1,[1],['09/02/2023'],['Colorado'],[2.0]
1570.0,237.0,Joseph Adedire,Texas Tech,700,2023-24,1,[6],['10/14/2023'],['Kansas St.'],[2.0]
1570.0,237.0,E'Maurion Banks,Texas Tech,700,2023-24,1,[13],['12/16/2023'],['California'],[2.0]
1570.0,237.0,Charles Esters III,Texas Tech,700,2023-24,1,[5],['10/07/2023'],['Baylor'],[2.0]
1570.0,237.0,Steve Linton,Texas Tech,700,2023-24,1,[5],['10/07/2023'],['Baylor'],[3.0]
1570.0,237.0,Amier Washington,Texas Tech,700,2023-24,1,[13],['12/16/2023'],['California'],[4.0]
1570.0,237.0,Ben Roberts,Texas Tech,700,2023-24,1,[5],['10/07/2023'],['Baylor'],[2.0]
622.0,93.0,Myles Cole,Texas Tech,700,2023-24,2,"[3, 7]","['09/16/2023', '10/21/2023']","['Tarleton St.', 'BYU']","[2.0, 3.0]"
1570.0,237.0,Jaylon Hutchings,Texas Tech,700,2023-24,1,[4],['09/23/2023'],['West Virginia'],[2.5]
1570.0,237.0,Bralyn Lux,Texas Tech,700,2023-24,1,[9],['11/11/2023'],['Kansas'],[2.0]
1570.0,237.0,Barryn Sorrell,Texas,703,2023-24,1,[9],['11/04/2023'],['Kansas St.'],[2.0]
1570.0,237.0,Anthony Hill Jr.,Texas,703,2023-24,1,[2],['09/09/2023'],['Alabama'],[2.0]
1570.0,237.0,Jaylan Ford,Texas,703,2023-24,1,[7],['10/21/2023'],['Houston'],[2.5]
1570.0,237.0,Byron Murphy II,Texas,703,2023-24,1,[4],['09/23/2023'],['Baylor'],[3.0]
1570.0,237.0,Morice Blackwell Jr.,Texas,703,2023-24,1,[8],['10/28/2023'],['BYU'],[2.0]
622.0,93.0,Ethan Burke,Texas,703,2023-24,2,"[2, 9]","['09/09/2023', '11/04/2023']","['Alabama', 'Kansas St.']","[2.0, 2.0]"
1570.0,237.0,Jahdae Barron,Texas,703,2023-24,1,[8],['10/28/2023'],['BYU'],[2.0]
251.0,41.0,Tyrice Knight,UTEP,704,2023-24,3,"[3, 5, 11]","['09/02/2023', '09/23/2023', '11/18/2023']","['UIW', 'UNLV', 'Middle Tenn.']","[2.5, 2.0, 3.5]"
622.0,93.0,Praise Amaewhule,UTEP,704,2023-24,2,"[7, 8]","['10/11/2023', '10/18/2023']","['FIU', 'New Mexico St.']","[2.0, 2.0]"
622.0,93.0,Kanious Vaughn,UTEP,704,2023-24,2,"[7, 8]","['10/11/2023', '10/18/2023']","['FIU', 'New Mexico St.']","[2.0, 2.0]"
622.0,93.0,Maurice Westmoreland,UTEP,704,2023-24,2,"[7, 9]","['10/11/2023', '10/25/2023']","['FIU', 'Sam Houston']","[3.5, 2.5]"
1570.0,237.0,Trumane Bell II,UTSA,706,2023-24,1,[2],['09/09/2023'],['Texas St.'],[2.0]
1570.0,237.0,Jamal Ligon,UTSA,706,2023-24,1,[12],['11/24/2023'],['Tulane'],[2.5]
1570.0,237.0,Nick Booker-Brown,UTSA,706,2023-24,1,[13],['12/19/2023'],['Marshall'],[2.0]
39.0,8.0,Trey Moore,UTSA,706,2023-24,5,"[1, 2, 6, 8, 10]","['09/02/2023', '09/09/2023', '10/14/2023', '10/28/2023', '11/11/2023']","['Houston', 'Texas St.', 'UAB', 'East Carolina', 'Rice']","[2.0, 3.0, 3.5, 3.0, 2.0]"
1570.0,237.0,Jimmori Robinson,UTSA,706,2023-24,1,[5],['10/07/2023'],['Temple'],[2.0]
622.0,93.0,Donyai Taylor,UTSA,706,2023-24,2,"[1, 6]","['09/02/2023', '10/14/2023']","['Houston', 'UAB']","[3.0, 3.0]"
1570.0,237.0,Owen Pewee,UTSA,706,2023-24,1,[8],['10/28/2023'],['East Carolina'],[2.0]
622.0,93.0,Jeremiah Peters,Toledo,709,2023-24,2,"[4, 5]","['09/23/2023', '09/30/2023']","['Western Mich.', 'NIU']","[3.0, 2.0]"
1570.0,237.0,Deshawn Holt,Toledo,709,2023-24,1,[11],['11/14/2023'],['Bowling Green'],[2.0]
1570.0,237.0,Terrance Taylor,Toledo,709,2023-24,1,[1],['09/02/2023'],['Illinois'],[3.0]
251.0,41.0,Judge Culpepper,Toledo,709,2023-24,3,"[2, 3, 12]","['09/09/2023', '09/16/2023', '11/24/2023']","['Texas Southern', 'San Jose St.', 'Central Mich.']","[2.0, 2.0, 2.5]"
1570.0,237.0,D'Andre Ragin,Toledo,709,2023-24,1,[6],['10/07/2023'],['Massachusetts'],[2.5]
1570.0,237.0,Adrian Woliver,Toledo,709,2023-24,1,[8],['10/21/2023'],['Miami (OH)'],[2.0]
622.0,93.0,Jayden McDonald,Troy,716,2023-24,2,"[3, 7]","['09/16/2023', '10/14/2023']","['James Madison', 'Army West Point']","[2.0, 2.0]"
11.0,3.0,Richard Jibunor,Troy,716,2023-24,6,"[3, 7, 10, 11, 12, 14]","['09/16/2023', '10/14/2023', '11/11/2023', '11/18/2023', '11/25/2023', '12/23/2023']","['James Madison', 'Army West Point', 'ULM', 'Louisiana', 'Southern Miss.', 'Duke']","[2.0, 2.0, 4.0, 3.0, 2.5, 2.0]"
1570.0,237.0,Dell Pettus,Troy,716,2023-24,1,[13],['12/02/2023'],['App State'],[2.0]
98.0,21.0,Javon Solomon,Troy,716,2023-24,4,"[6, 10, 11, 13]","['10/07/2023', '11/11/2023', '11/18/2023', '12/02/2023']","['Arkansas St.', 'ULM', 'Louisiana', 'App State']","[2.5, 4.0, 3.0, 2.5]"
1570.0,237.0,O'shai Fletcher,Troy,716,2023-24,1,[1],['09/02/2023'],['SFA'],[2.0]
622.0,93.0,Darius Hodges,Tulane,718,2023-24,2,"[6, 11]","['10/13/2023', '11/18/2023']","['Memphis', 'Fla. Atlantic']","[2.0, 2.0]"
1570.0,237.0,Kameron Hamilton,Tulane,718,2023-24,1,[1],['09/02/2023'],['South Alabama'],[2.0]
251.0,41.0,Patrick Jenkins,Tulane,718,2023-24,3,"[1, 3, 12]","['09/02/2023', '09/16/2023', '11/24/2023']","['South Alabama', 'Southern Miss.', 'UTSA']","[2.0, 2.0, 2.0]"
622.0,93.0,Devean Deal,Tulane,718,2023-24,2,"[5, 8]","['09/30/2023', '10/28/2023']","['UAB', 'Rice']","[4.0, 2.0]"
1570.0,237.0,Jared Small,Tulane,718,2023-24,1,[14],['12/27/2023'],['Virginia Tech'],[2.0]
251.0,41.0,Keith Cooper Jr.,Tulane,718,2023-24,3,"[3, 11, 12]","['09/16/2023', '11/18/2023', '11/24/2023']","['Southern Miss.', 'Fla. Atlantic', 'UTSA']","[2.0, 2.0, 2.0]"
1570.0,237.0,Tyler Grubbs,Tulane,718,2023-24,1,[7],['10/21/2023'],['North Texas'],[2.0]
1570.0,237.0,Bailey Despanie,Tulane,718,2023-24,1,[3],['09/16/2023'],['Southern Miss.'],[2.0]
622.0,93.0,Owen Ostroski,Tulsa,719,2023-24,2,"[1, 7]","['08/31/2023', '10/19/2023']","['Ark.-Pine Bluff', 'Rice']","[3.0, 2.5]"
98.0,21.0,Ben Kopenski,Tulsa,719,2023-24,4,"[1, 6, 9, 11]","['08/31/2023', '10/07/2023', '11/04/2023', '11/18/2023']","['Ark.-Pine Bluff', 'Fla. Atlantic', 'Charlotte', 'North Texas']","[2.5, 2.0, 3.0, 4.0]"
622.0,93.0,Julien Simon,Tulsa,719,2023-24,2,"[4, 9]","['09/23/2023', '11/04/2023']","['NIU', 'Charlotte']","[2.5, 2.0]"
39.0,8.0,Bo Richter,Air Force,721,2023-24,5,"[2, 5, 6, 7, 13]","['09/09/2023', '09/30/2023', '10/14/2023', '10/21/2023', '12/23/2023']","['Sam Houston', 'San Diego St.', 'Wyoming', 'Navy', 'James Madison']","[2.0, 2.0, 2.0, 4.0, 4.5]"
1570.0,237.0,Payton Zdroik,Air Force,721,2023-24,1,[13],['12/23/2023'],['James Madison'],[2.0]
1570.0,237.0,Trey Taylor,Air Force,721,2023-24,1,[3],['09/15/2023'],['Utah St.'],[2.0]
1570.0,237.0,Johnathan Youngblood,Air Force,721,2023-24,1,[7],['10/21/2023'],['Navy'],[2.0]
622.0,93.0,PJ RAMSEY,Air Force,721,2023-24,2,"[1, 3]","['09/02/2023', '09/15/2023']","['Robert Morris', 'Utah St.']","[2.5, 2.5]"
1570.0,237.0,Alec Mock,Air Force,721,2023-24,1,[3],['09/15/2023'],['Utah St.'],[2.0]
1570.0,237.0,Quindrelin Hammonds,Army West Point,725,2023-24,1,[9],['11/04/2023'],['Air Force'],[2.0]
622.0,93.0,Leo Lowin,Army West Point,725,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Air Force', 'Holy Cross']","[2.0, 2.0]"
1570.0,237.0,Clay Cromwell,Navy,726,2023-24,1,[5],['10/07/2023'],['North Texas'],[2.0]
1570.0,237.0,Luke Pirris,Navy,726,2023-24,1,[4],['09/30/2023'],['South Fla.'],[2.5]
1570.0,237.0,Will HARBOUR,Navy,726,2023-24,1,[5],['10/07/2023'],['North Texas'],[2.0]
1570.0,237.0,Colin Ramos,Navy,726,2023-24,1,[11],['11/25/2023'],['SMU'],[2.0]
622.0,93.0,MJ Tafisi,Utah St.,731,2023-24,2,"[5, 12]","['10/07/2023', '09/02/2023']","['Colorado St.', 'Iowa']","[2.0, 2.0]"
622.0,93.0,Anthony Switzer,Utah St.,731,2023-24,2,"[4, 7]","['09/30/2023', '10/21/2023']","['UConn', 'San Jose St.']","[3.0, 2.0]"
1570.0,237.0,Logan Pili,Utah St.,731,2023-24,1,[8],['11/04/2023'],['San Diego St.'],[2.0]
1570.0,237.0,Bronson Olevao,Utah St.,731,2023-24,1,[12],['09/02/2023'],['Iowa'],[2.0]
1570.0,237.0,Hale Motu'apuaka,Utah St.,731,2023-24,1,[11],['11/24/2023'],['New Mexico'],[2.5]
1570.0,237.0,Jaiden Francois,Utah St.,731,2023-24,1,[13],['12/23/2023'],['Georgia St.'],[2.0]
622.0,93.0,Blaine Spires,Utah St.,731,2023-24,2,"[11, 12]","['11/24/2023', '09/02/2023']","['New Mexico', 'Iowa']","[2.0, 2.0]"
622.0,93.0,Paul Fitzgerald,Utah St.,731,2023-24,2,"[1, 13]","['09/09/2023', '12/23/2023']","['Idaho St.', 'Georgia St.']","[2.5, 3.0]"
1570.0,237.0,Cian Slone,Utah St.,731,2023-24,1,[7],['10/21/2023'],['San Jose St.'],[2.5]
39.0,8.0,Jonah Elliss,Utah,732,2023-24,5,"[1, 4, 5, 6, 9]","['08/31/2023', '09/23/2023', '09/29/2023', '10/14/2023', '11/04/2023']","['Florida', 'UCLA', 'Oregon St.', 'California', 'Arizona St.']","[2.0, 5.0, 2.5, 2.5, 2.0]"
1570.0,237.0,Keanu Tanuvasa,Utah,732,2023-24,1,[5],['09/29/2023'],['Oregon St.'],[2.0]
622.0,93.0,Sione Vaki,Utah,732,2023-24,2,"[4, 5]","['09/23/2023', '09/29/2023']","['UCLA', 'Oregon St.']","[2.0, 3.5]"
1570.0,237.0,Cole Bishop,Utah,732,2023-24,1,[2],['09/09/2023'],['Baylor'],[2.0]
1570.0,237.0,Kane Patterson,Vanderbilt,736,2023-24,1,[12],['11/25/2023'],['Tennessee'],[2.0]
622.0,93.0,CJ Taylor,Vanderbilt,736,2023-24,2,"[1, 3]","['08/26/2023', '09/09/2023']","['Hawaii', 'Wake Forest']","[2.5, 2.0]"
1570.0,237.0,Langston Patterson,Vanderbilt,736,2023-24,1,[9],['10/28/2023'],['Ole Miss'],[3.0]
1570.0,237.0,Jorden McDonald,Virginia Tech,742,2023-24,1,[7],['10/14/2023'],['Wake Forest'],[2.0]
622.0,93.0,Pheldarius Payne,Virginia Tech,742,2023-24,2,"[4, 12]","['09/23/2023', '11/25/2023']","['Marshall', 'Virginia']","[2.0, 3.0]"
1570.0,237.0,Mario Kendricks,Virginia Tech,742,2023-24,1,[8],['10/26/2023'],['Syracuse'],[2.0]
622.0,93.0,Norell Pollard,Virginia Tech,742,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['NC State', 'Virginia']","[2.0, 2.0]"
98.0,21.0,Antwaun Powell-Ryland Jr.,Virginia Tech,742,2023-24,4,"[1, 3, 7, 8]","['09/09/2023', '09/02/2023', '10/14/2023', '10/26/2023']","['Purdue', 'Old Dominion', 'Wake Forest', 'Syracuse']","[2.0, 2.0, 4.5, 2.0]"
251.0,41.0,Keonta Jenkins,Virginia Tech,742,2023-24,3,"[7, 11, 13]","['10/14/2023', '11/18/2023', '12/27/2023']","['Wake Forest', 'NC State', 'Tulane']","[2.0, 2.0, 2.0]"
1570.0,237.0,Cole Nelson,Virginia Tech,742,2023-24,1,[12],['11/25/2023'],['Virginia'],[2.0]
1570.0,237.0,Kameron Butler,Virginia,746,2023-24,1,[1],['09/15/2023'],['Maryland'],[2.0]
1570.0,237.0,Malcolm Greene,Virginia,746,2023-24,1,[12],['11/25/2023'],['Virginia Tech'],[3.0]
1570.0,237.0,Aaron Faumui,Virginia,746,2023-24,1,[9],['11/04/2023'],['Georgia Tech'],[2.5]
1570.0,237.0,Quincy Bryant,Wake Forest,749,2023-24,1,[7],['10/21/2023'],['Pittsburgh'],[2.0]
251.0,41.0,Jasheen Davis,Wake Forest,749,2023-24,3,"[3, 8, 10]","['09/16/2023', '10/28/2023', '11/11/2023']","['Old Dominion', 'Florida St.', 'NC State']","[3.0, 2.5, 3.0]"
1570.0,237.0,Jacob Roberts,Wake Forest,749,2023-24,1,[3],['09/16/2023'],['Old Dominion'],[4.0]
1570.0,237.0,Malik Mustapha,Wake Forest,749,2023-24,1,[1],['08/31/2023'],['Elon'],[2.0]
622.0,93.0,Dylan Hazen,Wake Forest,749,2023-24,2,"[3, 10]","['09/16/2023', '11/11/2023']","['Old Dominion', 'NC State']","[2.0, 2.0]"
1570.0,237.0,Kevin Pointer,Wake Forest,749,2023-24,1,[9],['11/02/2023'],['Duke'],[2.0]
1570.0,237.0,Nusi Malani,Washington St.,754,2023-24,1,[11],['11/17/2023'],['Colorado'],[2.0]
1570.0,237.0,Jaden Hicks,Washington St.,754,2023-24,1,[5],['10/07/2023'],['UCLA'],[2.0]
622.0,93.0,Brennan Jackson,Washington St.,754,2023-24,2,"[6, 10]","['10/14/2023', '11/11/2023']","['Arizona', 'California']","[2.0, 3.0]"
1570.0,237.0,Kyle Thornton,Washington St.,754,2023-24,1,[1],['09/09/2023'],['Wisconsin'],[2.0]
251.0,41.0,Ron Stone Jr.,Washington St.,754,2023-24,3,"[1, 3, 11]","['09/09/2023', '09/16/2023', '11/17/2023']","['Wisconsin', 'Northern Colo.', 'Colorado']","[2.0, 2.0, 3.0]"
