Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Receiving Yards
1176.0,213.0,Ricky Pearsall,Arizona St.,28,2021-22,4,"[5, 8, 12, 13]","['10/02/2021', '10/30/2021', '11/27/2021', '12/30/2021']","['UCLA', 'Washington St.', 'Arizona', 'Wisconsin']","[132.0, 83.0, 52.0, 65.0]"
1176.0,213.0,Rachaad White,Arizona St.,28,2021-22,4,"[3, 4, 10, 11]","['09/18/2021', '09/25/2021', '11/13/2021', '11/20/2021']","['BYU', 'Colorado', 'Washington', 'Oregon St.']","[65.0, 70.0, 53.0, 86.0]"
1593.0,281.0,LV Bunkley-Shelton,Arizona St.,28,2021-22,3,"[4, 7, 8]","['09/25/2021', '10/16/2021', '10/30/2021']","['Colorado', 'Utah', 'Washington St.']","[76.0, 68.0, 52.0]"
1176.0,213.0,Curtis Hodges,Arizona St.,28,2021-22,4,"[1, 5, 6, 7]","['09/02/2021', '10/02/2021', '10/08/2021', '10/16/2021']","['Southern Utah', 'UCLA', 'Stanford', 'Utah']","[56.0, 57.0, 76.0, 74.0]"
3023.0,512.0,Johnny Wilson,Arizona St.,28,2021-22,1,[4],['09/25/2021'],['Colorado'],[70.0]
2169.0,366.0,Andre Johnson,Arizona St.,28,2021-22,2,"[3, 8]","['09/18/2021', '10/30/2021']","['BYU', 'Washington St.']","[58.0, 51.0]"
3023.0,512.0,Bryan Thompson,Arizona St.,28,2021-22,1,[9],['11/06/2021'],['Southern California'],[68.0]
1593.0,281.0,Dorian Singer,Arizona,29,2021-22,3,"[8, 10, 12]","['10/30/2021', '11/13/2021', '11/27/2021']","['Southern California', 'Utah', 'Arizona St.']","[65.0, 84.0, 80.0]"
408.0,77.0,Stanley Berryhill III,Arizona,29,2021-22,7,"[1, 2, 3, 4, 5, 10, 12]","['09/04/2021', '09/11/2021', '09/18/2021', '09/25/2021', '10/09/2021', '11/13/2021', '11/27/2021']","['BYU', 'San Diego St.', 'Northern Ariz.', 'Oregon', 'UCLA', 'Utah', 'Arizona St.']","[102.0, 67.0, 94.0, 75.0, 59.0, 52.0, 104.0]"
1593.0,281.0,Tayvian Cunningham,Arizona,29,2021-22,3,"[1, 2, 8]","['09/04/2021', '09/11/2021', '10/30/2021']","['BYU', 'San Diego St.', 'Southern California']","[59.0, 81.0, 116.0]"
2169.0,366.0,Boobie Curry,Arizona,29,2021-22,2,"[3, 12]","['09/18/2021', '11/27/2021']","['Northern Ariz.', 'Arizona St.']","[55.0, 54.0]"
2169.0,366.0,Michael Wiley,Arizona,29,2021-22,2,"[1, 11]","['09/04/2021', '11/19/2021']","['BYU', 'Washington St.']","[66.0, 87.0]"
3023.0,512.0,Alex Lines,Arizona,29,2021-22,1,[8],['10/30/2021'],['Southern California'],[56.0]
2169.0,366.0,BJ Casteel,Arizona,29,2021-22,2,"[1, 12]","['09/04/2021', '11/27/2021']","['BYU', 'Arizona St.']","[53.0, 51.0]"
2169.0,366.0,Lincoln Pare,Arkansas St.,30,2021-22,2,"[3, 11]","['09/18/2021', '11/20/2021']","['Washington', 'Georgia St.']","[69.0, 118.0]"
2169.0,366.0,Dahu Green,Arkansas St.,30,2021-22,2,"[4, 12]","['09/25/2021', '11/27/2021']","['Tulsa', 'Texas St.']","[82.0, 81.0]"
861.0,158.0,Jeff Foreman,Arkansas St.,30,2021-22,5,"[1, 2, 5, 7, 10]","['09/04/2021', '09/11/2021', '10/02/2021', '10/21/2021', '11/13/2021']","['Central Ark.', 'Memphis', 'Ga. Southern', 'Louisiana', 'ULM']","[55.0, 198.0, 83.0, 64.0, 81.0]"
3023.0,512.0,Reagan Ealy,Arkansas St.,30,2021-22,1,[5],['10/02/2021'],['Ga. Southern'],[60.0]
254.0,47.0,Corey Rucker,Arkansas St.,30,2021-22,8,"[1, 2, 4, 5, 7, 8, 10, 12]","['09/04/2021', '09/11/2021', '09/25/2021', '10/02/2021', '10/21/2021', '10/30/2021', '11/13/2021', '11/27/2021']","['Central Ark.', 'Memphis', 'Tulsa', 'Ga. Southern', 'Louisiana', 'South Alabama', 'ULM', 'Texas St.']","[138.0, 76.0, 115.0, 81.0, 53.0, 67.0, 103.0, 85.0]"
861.0,158.0,Te'Vailance Hunt,Arkansas St.,30,2021-22,5,"[1, 2, 6, 7, 10]","['09/04/2021', '09/11/2021', '10/07/2021', '10/21/2021', '11/13/2021']","['Central Ark.', 'Memphis', 'Coastal Carolina', 'Louisiana', 'ULM']","[96.0, 123.0, 138.0, 83.0, 96.0]"
3023.0,512.0,Tyson Morris,Arkansas,31,2021-22,1,[3],['09/18/2021'],['Ga. Southern'],[61.0]
254.0,47.0,Treylon Burks,Arkansas,31,2021-22,8,"[3, 4, 6, 7, 8, 9, 11, 12]","['09/18/2021', '09/25/2021', '10/09/2021', '10/16/2021', '10/23/2021', '11/06/2021', '11/20/2021', '11/26/2021']","['Ga. Southern', 'Texas A&M', 'Ole Miss', 'Auburn', 'Ark.-Pine Bluff', 'Mississippi St.', 'Alabama', 'Missouri']","[127.0, 167.0, 136.0, 109.0, 89.0, 63.0, 179.0, 129.0]"
1593.0,281.0,De'Vion Warren,Arkansas,31,2021-22,3,"[3, 8, 12]","['09/18/2021', '10/23/2021', '11/26/2021']","['Ga. Southern', 'Ark.-Pine Bluff', 'Missouri']","[67.0, 51.0, 63.0]"
1593.0,281.0,Warren Thompson,Arkansas,31,2021-22,3,"[3, 6, 11]","['09/18/2021', '10/09/2021', '11/20/2021']","['Ga. Southern', 'Ole Miss', 'Alabama']","[60.0, 76.0, 51.0]"
3023.0,512.0,Ketron Jackson Jr.,Arkansas,31,2021-22,1,[12],['11/26/2021'],['Missouri'],[53.0]
1176.0,213.0,John Samuel Shenker,Auburn,37,2021-22,4,"[3, 5, 9, 13]","['09/18/2021', '10/02/2021', '11/06/2021', '12/28/2021']","['Penn St.', 'LSU', 'Texas A&M', 'Houston']","[62.0, 102.0, 50.0, 54.0]"
861.0,158.0,Shedrick Jackson,Auburn,37,2021-22,5,"[1, 4, 7, 10, 11]","['09/04/2021', '09/25/2021', '10/16/2021', '11/13/2021', '11/20/2021']","['Akron', 'Georgia St.', 'Arkansas', 'Mississippi St.', 'South Carolina']","[79.0, 70.0, 61.0, 72.0, 111.0]"
861.0,158.0,Demetris Robertson,Auburn,37,2021-22,5,"[2, 5, 6, 7, 8]","['09/11/2021', '10/02/2021', '10/09/2021', '10/16/2021', '10/30/2021']","['Alabama St.', 'LSU', 'Georgia', 'Arkansas', 'Ole Miss']","[60.0, 60.0, 59.0, 81.0, 55.0]"
2169.0,366.0,Ja'Varrius Johnson,Auburn,37,2021-22,2,"[1, 10]","['09/04/2021', '11/13/2021']","['Akron', 'Mississippi St.']","[51.0, 102.0]"
3023.0,512.0,Tank Bigsby,Auburn,37,2021-22,1,[13],['12/28/2021'],['Houston'],[68.0]
611.0,110.0,Kobe Hudson,Auburn,37,2021-22,6,"[3, 4, 6, 8, 10, 13]","['09/18/2021', '09/25/2021', '10/09/2021', '10/30/2021', '11/13/2021', '12/28/2021']","['Penn St.', 'Georgia St.', 'Georgia', 'Ole Miss', 'Mississippi St.', 'Houston']","[66.0, 76.0, 50.0, 79.0, 107.0, 57.0]"
861.0,158.0,Justin Hall,Ball St.,47,2021-22,5,"[1, 4, 5, 7, 9]","['09/02/2021', '09/25/2021', '10/02/2021', '10/16/2021', '11/02/2021']","['Western Ill.', 'Toledo', 'Army West Point', 'Eastern Mich.', 'Akron']","[137.0, 97.0, 78.0, 58.0, 73.0]"
1593.0,281.0,Yo'Heinz Tyler,Ball St.,47,2021-22,3,"[5, 6, 13]","['10/02/2021', '10/09/2021', '12/25/2021']","['Army West Point', 'Western Mich.', 'Georgia St.']","[85.0, 93.0, 52.0]"
254.0,47.0,Jayshon Jackson,Ball St.,47,2021-22,8,"[3, 5, 6, 7, 8, 11, 12, 13]","['09/18/2021', '10/02/2021', '10/09/2021', '10/16/2021', '10/23/2021', '11/17/2021', '11/23/2021', '12/25/2021']","['Wyoming', 'Army West Point', 'Western Mich.', 'Eastern Mich.', 'Miami (OH)', 'Central Mich.', 'Buffalo', 'Georgia St.']","[92.0, 58.0, 61.0, 57.0, 121.0, 61.0, 103.0, 146.0]"
3023.0,512.0,Jalen McGaughy,Ball St.,47,2021-22,1,[6],['10/09/2021'],['Western Mich.'],[75.0]
2169.0,366.0,Trestan Ebner,Baylor,51,2021-22,2,"[2, 12]","['09/11/2021', '11/27/2021']","['Texas Southern', 'Texas Tech']","[70.0, 118.0]"
861.0,158.0,R.J. Sneed,Baylor,51,2021-22,5,"[1, 3, 4, 7, 8]","['09/04/2021', '09/18/2021', '09/25/2021', '10/16/2021', '10/30/2021']","['Texas St.', 'Kansas', 'Iowa St.', 'BYU', 'Texas']","[92.0, 128.0, 57.0, 72.0, 94.0]"
254.0,47.0,Tyquan Thornton,Baylor,51,2021-22,8,"[2, 5, 6, 7, 8, 9, 11, 13]","['09/11/2021', '10/02/2021', '10/09/2021', '10/16/2021', '10/30/2021', '11/06/2021', '11/20/2021', '12/04/2021']","['Texas Southern', 'Oklahoma St.', 'West Virginia', 'BYU', 'Texas', 'TCU', 'Kansas St.', 'Oklahoma St.']","[103.0, 52.0, 187.0, 84.0, 54.0, 121.0, 75.0, 71.0]"
2169.0,366.0,Drew Estrada,Baylor,51,2021-22,2,"[5, 6]","['10/02/2021', '10/09/2021']","['Oklahoma St.', 'West Virginia']","[88.0, 90.0]"
2169.0,366.0,Ben Sims,Baylor,51,2021-22,2,"[7, 9]","['10/16/2021', '11/06/2021']","['BYU', 'TCU']","[52.0, 53.0]"
3023.0,512.0,Davis Koetter,Boise St.,66,2021-22,1,[3],['09/18/2021'],['Oklahoma St.'],[56.0]
3023.0,512.0,Tyneil Hopper,Boise St.,66,2021-22,1,[8],['10/30/2021'],['Colorado St.'],[51.0]
1176.0,213.0,Octavius Evans,Boise St.,66,2021-22,4,"[2, 5, 7, 9]","['09/10/2021', '10/02/2021', '10/16/2021', '11/06/2021']","['UTEP', 'Nevada', 'Air Force', 'Fresno St.']","[51.0, 85.0, 52.0, 56.0]"
2169.0,366.0,George Holani,Boise St.,66,2021-22,2,"[9, 12]","['11/06/2021', '11/26/2021']","['Fresno St.', 'San Diego St.']","[69.0, 52.0]"
11.0,5.0,Khalil Shakir,Boise St.,66,2021-22,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['09/02/2021', '09/10/2021', '09/18/2021', '09/25/2021', '10/02/2021', '10/09/2021', '10/16/2021', '10/30/2021', '11/06/2021', '11/12/2021', '11/20/2021', '11/26/2021']","['UCF', 'UTEP', 'Oklahoma St.', 'Utah St.', 'Nevada', 'BYU', 'Air Force', 'Colorado St.', 'Fresno St.', 'Wyoming', 'New Mexico', 'San Diego St.']","[91.0, 166.0, 78.0, 113.0, 70.0, 66.0, 75.0, 118.0, 67.0, 83.0, 116.0, 74.0]"
3023.0,512.0,Cyrus Habibi-Likio,Boise St.,66,2021-22,1,[4],['09/25/2021'],['Utah St.'],[55.0]
1176.0,213.0,Stefan Cobbs,Boise St.,66,2021-22,4,"[1, 2, 5, 7]","['09/02/2021', '09/10/2021', '10/02/2021', '10/16/2021']","['UCF', 'UTEP', 'Nevada', 'Air Force']","[63.0, 61.0, 132.0, 83.0]"
254.0,47.0,Zay Flowers,Boston College,67,2021-22,8,"[1, 2, 4, 5, 8, 9, 10, 11]","['09/04/2021', '09/11/2021', '09/25/2021', '10/02/2021', '10/30/2021', '11/05/2021', '11/13/2021', '11/20/2021']","['Colgate', 'Massachusetts', 'Missouri', 'Clemson', 'Syracuse', 'Virginia Tech', 'Georgia Tech', 'Florida St.']","[135.0, 68.0, 62.0, 70.0, 116.0, 55.0, 87.0, 92.0]"
1176.0,213.0,Trae Barry,Boston College,67,2021-22,4,"[1, 2, 5, 10]","['09/04/2021', '09/11/2021', '10/02/2021', '11/13/2021']","['Colgate', 'Massachusetts', 'Clemson', 'Georgia Tech']","[51.0, 98.0, 82.0, 59.0]"
3023.0,512.0,Joey Luchetti,Boston College,67,2021-22,1,[5],['10/02/2021'],['Clemson'],[58.0]
2169.0,366.0,CJ Lewis,Boston College,67,2021-22,2,"[1, 4]","['09/04/2021', '09/25/2021']","['Colgate', 'Missouri']","[67.0, 52.0]"
2169.0,366.0,Jaelen Gill,Boston College,67,2021-22,2,"[6, 10]","['10/16/2021', '11/13/2021']","['NC State', 'Georgia Tech']","[71.0, 57.0]"
3023.0,512.0,Jaden Williams,Boston College,67,2021-22,1,[10],['11/13/2021'],['Georgia Tech'],[62.0]
3023.0,512.0,Ta'ron Keith,Bowling Green,71,2021-22,1,[2],['09/11/2021'],['South Alabama'],[55.0]
3023.0,512.0,Cavon Croom,Bowling Green,71,2021-22,1,[12],['11/26/2021'],['Ohio'],[67.0]
3023.0,512.0,Jhaylin Embry,Bowling Green,71,2021-22,1,[7],['10/16/2021'],['NIU'],[64.0]
861.0,158.0,Christian Sims,Bowling Green,71,2021-22,5,"[2, 3, 4, 5, 9]","['09/11/2021', '09/18/2021', '09/25/2021', '10/02/2021', '10/30/2021']","['South Alabama', 'Murray St.', 'Minnesota', 'Kent St.', 'Buffalo']","[76.0, 50.0, 51.0, 55.0, 103.0]"
408.0,77.0,Tyrone Broden,Bowling Green,71,2021-22,7,"[2, 3, 5, 6, 7, 9, 11]","['09/11/2021', '09/18/2021', '10/02/2021', '10/09/2021', '10/16/2021', '10/30/2021', '11/16/2021']","['South Alabama', 'Murray St.', 'Kent St.', 'Akron', 'NIU', 'Buffalo', 'Miami (OH)']","[76.0, 52.0, 75.0, 111.0, 53.0, 110.0, 53.0]"
861.0,158.0,Austin Osborne,Bowling Green,71,2021-22,5,"[3, 5, 7, 10, 12]","['09/18/2021', '10/02/2021', '10/16/2021', '11/10/2021', '11/26/2021']","['Murray St.', 'Kent St.', 'NIU', 'Toledo', 'Ohio']","[69.0, 52.0, 63.0, 50.0, 79.0]"
3023.0,512.0,Masen Wake,BYU,77,2021-22,1,[13],['12/18/2021'],['UAB'],[55.0]
1593.0,281.0,Neil Pau'u,BYU,77,2021-22,3,"[1, 6, 8]","['09/04/2021', '10/09/2021', '10/23/2021']","['Arizona', 'Boise St.', 'Washington St.']","[126.0, 50.0, 70.0]"
2169.0,366.0,Samson Nacua,BYU,77,2021-22,2,"[9, 11]","['10/30/2021', '11/20/2021']","['Virginia', 'Ga. Southern']","[107.0, 68.0]"
408.0,77.0,Puka Nacua,BYU,77,2021-22,7,"[4, 5, 6, 7, 9, 10, 11]","['09/25/2021', '10/01/2021', '10/09/2021', '10/16/2021', '10/30/2021', '11/06/2021', '11/20/2021']","['South Fla.', 'Utah St.', 'Boise St.', 'Baylor', 'Virginia', 'Idaho St.', 'Ga. Southern']","[102.0, 62.0, 75.0, 168.0, 107.0, 120.0, 83.0]"
3023.0,512.0,Dallin Holker,BYU,77,2021-22,1,[12],['11/27/2021'],['Southern California'],[56.0]
611.0,110.0,Gunner Romney,BYU,77,2021-22,6,"[3, 4, 6, 7, 11, 13]","['09/18/2021', '09/25/2021', '10/09/2021', '10/16/2021', '11/20/2021', '12/18/2021']","['Arizona St.', 'South Fla.', 'Boise St.', 'Baylor', 'Ga. Southern', 'UAB']","[95.0, 119.0, 102.0, 81.0, 87.0, 55.0]"
1593.0,281.0,Keanu Hill,BYU,77,2021-22,3,"[10, 11, 12]","['11/06/2021', '11/20/2021', '11/27/2021']","['Idaho St.', 'Ga. Southern', 'Southern California']","[92.0, 65.0, 72.0]"
3023.0,512.0,Bernard Porter,Buffalo,86,2021-22,1,[12],['11/23/2021'],['Ball St.'],[53.0]
2169.0,366.0,Jamari Gassett,Buffalo,86,2021-22,2,"[8, 11]","['10/23/2021', '11/17/2021']","['Akron', 'NIU']","[95.0, 52.0]"
2169.0,366.0,Ron Cook,Buffalo,86,2021-22,2,"[7, 12]","['10/16/2021', '11/23/2021']","['Ohio', 'Ball St.']","[53.0, 56.0]"
1593.0,281.0,Dominic Johnson,Buffalo,86,2021-22,3,"[3, 9, 10]","['09/18/2021', '10/30/2021', '11/09/2021']","['Coastal Carolina', 'Bowling Green', 'Miami (OH)']","[66.0, 96.0, 58.0]"
3023.0,512.0,Jovany Ruiz-Navarro,Buffalo,86,2021-22,1,[1],['09/02/2021'],['Wagner'],[76.0]
3023.0,512.0,Tyler Stephens,Buffalo,86,2021-22,1,[7],['10/16/2021'],['Ohio'],[52.0]
408.0,77.0,Quian Williams,Buffalo,86,2021-22,7,"[1, 2, 4, 5, 6, 9, 10]","['09/02/2021', '09/11/2021', '09/25/2021', '10/02/2021', '10/09/2021', '10/30/2021', '11/09/2021']","['Wagner', 'Nebraska', 'Old Dominion', 'Western Mich.', 'Kent St.', 'Bowling Green', 'Miami (OH)']","[96.0, 93.0, 134.0, 119.0, 86.0, 87.0, 96.0]"
1176.0,213.0,Zane Pope,Fresno St.,96,2021-22,4,"[3, 6, 8, 10]","['09/11/2021', '10/02/2021', '10/23/2021', '11/06/2021']","['Cal Poly', 'Hawaii', 'Nevada', 'Boise St.']","[95.0, 113.0, 59.0, 58.0]"
2169.0,366.0,Jordan Mims,Fresno St.,96,2021-22,2,"[11, 13]","['11/13/2021', '12/18/2021']","['New Mexico', 'UTEP']","[103.0, 71.0]"
861.0,158.0,Keric Wheatfall,Fresno St.,96,2021-22,5,"[2, 3, 5, 8, 10]","['09/04/2021', '09/11/2021', '09/24/2021', '10/23/2021', '11/06/2021']","['Oregon', 'Cal Poly', 'UNLV', 'Nevada', 'Boise St.']","[76.0, 53.0, 115.0, 84.0, 81.0]"
254.0,47.0,Jalen Moreno-Cropper,Fresno St.,96,2021-22,8,"[1, 3, 4, 5, 6, 9, 12, 13]","['08/28/2021', '09/11/2021', '09/18/2021', '09/24/2021', '10/02/2021', '10/30/2021', '11/25/2021', '12/18/2021']","['UConn', 'Cal Poly', 'UCLA', 'UNLV', 'Hawaii', 'San Diego St.', 'San Jose St.', 'UTEP']","[87.0, 70.0, 141.0, 108.0, 73.0, 84.0, 76.0, 72.0]"
254.0,47.0,Josh Kelly,Fresno St.,96,2021-22,8,"[1, 2, 3, 4, 6, 9, 10, 11]","['08/28/2021', '09/04/2021', '09/11/2021', '09/18/2021', '10/02/2021', '10/30/2021', '11/06/2021', '11/13/2021']","['UConn', 'Oregon', 'Cal Poly', 'UCLA', 'Hawaii', 'San Diego St.', 'Boise St.', 'New Mexico']","[54.0, 72.0, 127.0, 120.0, 60.0, 107.0, 76.0, 76.0]"
1593.0,281.0,Ronnie Rivers,Fresno St.,96,2021-22,3,"[1, 6, 12]","['08/28/2021', '10/02/2021', '11/25/2021']","['UConn', 'Hawaii', 'San Jose St.']","[66.0, 59.0, 91.0]"
3023.0,512.0,Erik Brooks,Fresno St.,96,2021-22,1,[1],['08/28/2021'],['UConn'],[61.0]
3023.0,512.0,Ty Jones,Fresno St.,96,2021-22,1,[4],['09/18/2021'],['UCLA'],[61.0]
1176.0,213.0,Jeremiah Hunter,California,107,2021-22,4,"[3, 4, 6, 8]","['09/18/2021', '09/25/2021', '10/15/2021', '10/30/2021']","['Sacramento St.', 'Washington', 'Oregon', 'Oregon St.']","[78.0, 77.0, 78.0, 57.0]"
2169.0,366.0,Jake Tonges,California,107,2021-22,2,"[2, 3]","['09/11/2021', '09/18/2021']","['TCU', 'Sacramento St.']","[56.0, 59.0]"
1176.0,213.0,Kekoa Crawford,California,107,2021-22,4,"[4, 5, 6, 9]","['09/25/2021', '10/02/2021', '10/15/2021', '11/06/2021']","['Washington', 'Washington St.', 'Oregon', 'Arizona']","[107.0, 67.0, 50.0, 56.0]"
611.0,110.0,Trevon Clark,California,107,2021-22,6,"[2, 3, 5, 8, 10, 11]","['09/11/2021', '09/18/2021', '10/02/2021', '10/30/2021', '12/04/2021', '11/20/2021']","['TCU', 'Sacramento St.', 'Washington St.', 'Oregon St.', 'Southern California', 'Stanford']","[122.0, 70.0, 55.0, 90.0, 54.0, 135.0]"
3023.0,512.0,Kazmeir Allen,UCLA,110,2021-22,1,[10],['11/20/2021'],['Southern California'],[115.0]
3023.0,512.0,Zach Charbonnet,UCLA,110,2021-22,1,[12],['09/25/2021'],['Stanford'],[57.0]
3023.0,512.0,Brittain Brown,UCLA,110,2021-22,1,[8],['10/30/2021'],['Utah'],[53.0]
2169.0,366.0,Chase Cota,UCLA,110,2021-22,2,"[6, 8]","['10/16/2021', '10/30/2021']","['Washington', 'Utah']","[60.0, 62.0]"
408.0,77.0,Greg Dulcich,UCLA,110,2021-22,7,"[2, 4, 7, 8, 9, 10, 11]","['09/04/2021', '10/02/2021', '10/23/2021', '10/30/2021', '11/13/2021', '11/20/2021', '11/27/2021']","['LSU', 'Arizona St.', 'Oregon', 'Utah', 'Colorado', 'Southern California', 'California']","[117.0, 136.0, 51.0, 52.0, 87.0, 75.0, 86.0]"
408.0,77.0,Kyle Philips,UCLA,110,2021-22,7,"[3, 4, 7, 8, 9, 10, 12]","['09/18/2021', '10/02/2021', '10/23/2021', '10/30/2021', '11/13/2021', '11/20/2021', '09/25/2021']","['Fresno St.', 'Arizona St.', 'Oregon', 'Utah', 'Colorado', 'Southern California', 'Stanford']","[113.0, 58.0, 73.0, 86.0, 99.0, 80.0, 120.0]"
3023.0,512.0,Kam Brown,UCLA,110,2021-22,1,[3],['09/18/2021'],['Fresno St.'],[111.0]
254.0,47.0,Ryan O'Keefe,UCF,128,2021-22,8,"[2, 4, 5, 7, 8, 10, 12, 13]","['09/17/2021', '10/09/2021', '10/16/2021', '10/30/2021', '11/06/2021', '11/20/2021', '09/11/2021', '12/23/2021']","['Louisville', 'East Carolina', 'Cincinnati', 'Temple', 'Tulane', 'UConn', 'Bethune-Cookman', 'Florida']","[74.0, 73.0, 60.0, 72.0, 94.0, 56.0, 110.0, 85.0]"
1176.0,213.0,Brandon Johnson,UCF,128,2021-22,4,"[3, 8, 10, 12]","['10/02/2021', '11/06/2021', '11/20/2021', '09/11/2021']","['Navy', 'Tulane', 'UConn', 'Bethune-Cookman']","[79.0, 73.0, 125.0, 81.0]"
2169.0,366.0,Jaylon Robinson,UCF,128,2021-22,2,"[1, 9]","['09/02/2021', '11/13/2021']","['Boise St.', 'SMU']","[140.0, 50.0]"
3023.0,512.0,Johnny Richardson,UCF,128,2021-22,1,[4],['10/09/2021'],['East Carolina'],[51.0]
3023.0,512.0,Alec Holler,UCF,128,2021-22,1,[7],['10/30/2021'],['Temple'],[87.0]
611.0,110.0,Dallas Dixon,Central Mich.,129,2021-22,6,"[1, 2, 4, 5, 6, 10]","['09/04/2021', '09/11/2021', '09/25/2021', '10/02/2021', '10/09/2021', '11/10/2021']","['Missouri', 'Robert Morris', 'FIU', 'Miami (OH)', 'Ohio', 'Kent St.']","[83.0, 73.0, 127.0, 113.0, 91.0, 60.0]"
408.0,77.0,JaCorey Sullivan,Central Mich.,129,2021-22,7,"[1, 3, 5, 8, 10, 11, 13]","['09/04/2021', '09/18/2021', '10/02/2021', '10/23/2021', '11/10/2021', '11/17/2021', '12/31/2021']","['Missouri', 'LSU', 'Miami (OH)', 'NIU', 'Kent St.', 'Ball St.', 'Washington St.']","[102.0, 114.0, 85.0, 63.0, 61.0, 68.0, 83.0]"
408.0,77.0,Kalil Pimpleton,Central Mich.,129,2021-22,7,"[4, 6, 7, 8, 9, 10, 11]","['09/25/2021', '10/09/2021', '10/16/2021', '10/23/2021', '11/03/2021', '11/10/2021', '11/17/2021']","['FIU', 'Ohio', 'Toledo', 'NIU', 'Western Mich.', 'Kent St.', 'Ball St.']","[117.0, 78.0, 103.0, 130.0, 115.0, 56.0, 144.0]"
2169.0,366.0,Joel Wilson,Central Mich.,129,2021-22,2,"[5, 9]","['10/02/2021', '11/03/2021']","['Miami (OH)', 'Western Mich.']","[92.0, 69.0]"
611.0,110.0,Alec Pierce,Cincinnati,140,2021-22,6,"[3, 4, 5, 9, 12, 13]","['09/18/2021', '10/02/2021', '10/08/2021', '11/06/2021', '11/26/2021', '12/04/2021']","['Indiana', 'Notre Dame', 'Temple', 'Tulsa', 'East Carolina', 'Houston']","[86.0, 144.0, 93.0, 113.0, 136.0, 65.0]"
2169.0,366.0,Leonard Taylor,Cincinnati,140,2021-22,2,"[4, 12]","['10/02/2021', '11/26/2021']","['Notre Dame', 'East Carolina']","[70.0, 52.0]"
1593.0,281.0,Josh Whyle,Cincinnati,140,2021-22,3,"[7, 8, 10]","['10/23/2021', '10/30/2021', '11/12/2021']","['Navy', 'Tulane', 'South Fla.']","[60.0, 79.0, 61.0]"
1593.0,281.0,Michael Young,Cincinnati,140,2021-22,3,"[2, 10, 14]","['09/11/2021', '11/12/2021', '12/31/2021']","['Murray St.', 'South Fla.', 'Alabama']","[67.0, 53.0, 55.0]"
3023.0,512.0,Jerome Ford,Cincinnati,140,2021-22,1,[9],['11/06/2021'],['Tulsa'],[67.0]
1593.0,281.0,Tre Tucker,Cincinnati,140,2021-22,3,"[5, 10, 11]","['10/08/2021', '11/12/2021', '11/20/2021']","['Temple', 'South Fla.', 'SMU']","[51.0, 51.0, 114.0]"
1593.0,281.0,Tyler Scott,Cincinnati,140,2021-22,3,"[1, 2, 11]","['09/04/2021', '09/11/2021', '11/20/2021']","['Miami (OH)', 'Murray St.', 'SMU']","[81.0, 74.0, 94.0]"
3023.0,512.0,Jadon Thompson,Cincinnati,140,2021-22,1,[1],['09/04/2021'],['Miami (OH)'],[79.0]
3023.0,512.0,Davis Allen,Clemson,147,2021-22,1,[11],['11/20/2021'],['Wake Forest'],[53.0]
1176.0,213.0,Joseph Ngata,Clemson,147,2021-22,4,"[1, 2, 5, 8]","['09/04/2021', '09/11/2021', '10/02/2021', '10/30/2021']","['Georgia', 'South Carolina St.', 'Boston College', 'Florida St.']","[110.0, 51.0, 111.0, 52.0]"
3023.0,512.0,Jake Briningstool,Clemson,147,2021-22,1,[10],['11/13/2021'],['UConn'],[56.0]
2169.0,366.0,Beaux Collins,Clemson,147,2021-22,2,"[9, 11]","['11/06/2021', '11/20/2021']","['Louisville', 'Wake Forest']","[104.0, 137.0]"
1593.0,281.0,Dacari Collins,Clemson,147,2021-22,3,"[10, 12, 13]","['11/13/2021', '11/27/2021', '12/29/2021']","['UConn', 'South Carolina', 'Iowa St.']","[97.0, 50.0, 56.0]"
3023.0,512.0,Will Shipley,Clemson,147,2021-22,1,[13],['12/29/2021'],['Iowa St.'],[53.0]
408.0,77.0,Justyn Ross,Clemson,147,2021-22,7,"[2, 3, 4, 6, 7, 8, 9]","['09/11/2021', '09/18/2021', '09/25/2021', '10/15/2021', '10/23/2021', '10/30/2021', '11/06/2021']","['South Carolina St.', 'Georgia Tech', 'NC State', 'Syracuse', 'Pittsburgh', 'Florida St.', 'Louisville']","[52.0, 61.0, 77.0, 51.0, 59.0, 75.0, 58.0]"
3023.0,512.0,Braydon Bennett,Coastal Carolina,149,2021-22,1,[8],['10/28/2021'],['Troy'],[84.0]
3023.0,512.0,Xavier Gravette,Coastal Carolina,149,2021-22,1,[1],['09/02/2021'],['The Citadel'],[54.0]
861.0,158.0,Kameron Brown,Coastal Carolina,149,2021-22,5,"[3, 6, 7, 10, 11]","['09/18/2021', '10/07/2021', '10/20/2021', '11/13/2021', '11/20/2021']","['Buffalo', 'Arkansas St.', 'App State', 'Georgia St.', 'Texas St.']","[79.0, 57.0, 98.0, 67.0, 90.0]"
