Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Receiving Yards
3023.0,543.0,Quali Conley,San Jose St.,630,2023-24,1,[7],['10/14/2023'],['New Mexico'],[61.0]
2169.0,377.0,Kairee Robinson,San Jose St.,630,2023-24,2,"[6, 7]","['10/07/2023', '10/14/2023']","['Boise St.', 'New Mexico']","[73.0, 63.0]"
2169.0,377.0,Charles Ross,San Jose St.,630,2023-24,2,"[1, 9]","['08/26/2023', '10/28/2023']","['Southern California', 'Hawaii']","[62.0, 55.0]"
2169.0,377.0,Dominick Mazotti,San Jose St.,630,2023-24,2,"[5, 7]","['09/22/2023', '10/14/2023']","['Air Force', 'New Mexico']","[60.0, 70.0]"
3023.0,543.0,Malikhi Miller,San Jose St.,630,2023-24,1,[4],['09/16/2023'],['Toledo'],[50.0]
1593.0,272.0,Sam Olson,San Jose St.,630,2023-24,3,"[2, 12, 13]","['09/03/2023', '11/25/2023', '12/23/2023']","['Oregon St.', 'UNLV', 'Coastal Carolina']","[60.0, 81.0, 96.0]"
408.0,74.0,Nick Nash,San Jose St.,630,2023-24,7,"[1, 4, 6, 7, 9, 10, 12]","['08/26/2023', '09/16/2023', '10/07/2023', '10/14/2023', '10/28/2023', '11/11/2023', '11/25/2023']","['Southern California', 'Toledo', 'Boise St.', 'New Mexico', 'Hawaii', 'Fresno St.', 'UNLV']","[89.0, 80.0, 99.0, 54.0, 86.0, 66.0, 98.0]"
3023.0,543.0,Isaac Jernagin,San Jose St.,630,2023-24,1,[11],['11/18/2023'],['San Diego St.'],[56.0]
3023.0,543.0,Braylon McReynolds,South Alabama,646,2023-24,1,[12],['11/25/2023'],['Texas St.'],[70.0]
2169.0,377.0,Javon Ivory,South Alabama,646,2023-24,2,"[12, 13]","['11/25/2023', '12/23/2023']","['Texas St.', 'Eastern Mich.']","[85.0, 51.0]"
11.0,2.0,Caullin Lacy,South Alabama,646,2023-24,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['09/02/2023', '09/09/2023', '09/16/2023', '09/23/2023', '09/30/2023', '10/07/2023', '10/17/2023', '10/28/2023', '11/02/2023', '11/11/2023', '11/18/2023', '11/25/2023']","['Tulane', 'Southeastern La.', 'Oklahoma St.', 'Central Mich.', 'James Madison', 'ULM', 'Southern Miss.', 'Louisiana', 'Troy', 'Arkansas St.', 'Marshall', 'Texas St.']","[60.0, 139.0, 104.0, 132.0, 132.0, 156.0, 103.0, 131.0, 89.0, 50.0, 126.0, 94.0]"
3023.0,543.0,Devin Voisin,South Alabama,646,2023-24,1,[2],['09/09/2023'],['Southeastern La.'],[70.0]
151.0,27.0,Jamaal Pritchett,South Alabama,646,2023-24,9,"[1, 4, 5, 7, 8, 9, 10, 12, 13]","['09/02/2023', '09/23/2023', '09/30/2023', '10/17/2023', '10/28/2023', '11/02/2023', '11/11/2023', '11/25/2023', '12/23/2023']","['Tulane', 'Central Mich.', 'James Madison', 'Southern Miss.', 'Louisiana', 'Troy', 'Arkansas St.', 'Texas St.', 'Eastern Mich.']","[63.0, 62.0, 65.0, 122.0, 168.0, 59.0, 50.0, 81.0, 127.0]"
3023.0,543.0,Lincoln Sefcik,South Alabama,646,2023-24,1,[7],['10/17/2023'],['Southern Miss.'],[64.0]
3023.0,543.0,DJ Thomas-Jones,South Alabama,646,2023-24,1,[12],['11/25/2023'],['Texas St.'],[56.0]
2169.0,377.0,Joshua Simon,South Carolina,648,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Jacksonville St.', 'Vanderbilt']","[64.0, 65.0]"
1593.0,272.0,Trey Knox,South Carolina,648,2023-24,3,"[4, 5, 6]","['09/23/2023', '09/30/2023', '10/14/2023']","['Mississippi St.', 'Tennessee', 'Florida']","[53.0, 51.0, 50.0]"
2169.0,377.0,Nyck Harbor,South Carolina,648,2023-24,2,"[7, 8]","['10/21/2023', '10/28/2023']","['Missouri', 'Texas A&M']","[50.0, 59.0]"
3023.0,543.0,Tyshawn Russell,South Carolina,648,2023-24,1,[2],['09/09/2023'],['Furman'],[65.0]
82.0,16.0,Xavier Legette,South Carolina,648,2023-24,10,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12]","['09/02/2023', '09/09/2023', '09/16/2023', '09/23/2023', '09/30/2023', '10/14/2023', '11/04/2023', '11/11/2023', '11/18/2023', '11/25/2023']","['North Carolina', 'Furman', 'Georgia', 'Mississippi St.', 'Tennessee', 'Florida', 'Jacksonville St.', 'Vanderbilt', 'Kentucky', 'Clemson']","[178.0, 118.0, 71.0, 189.0, 50.0, 110.0, 217.0, 120.0, 94.0, 68.0]"
3023.0,543.0,Eddie Lewis,South Carolina,648,2023-24,1,[2],['09/09/2023'],['Furman'],[89.0]
3023.0,543.0,Dakereon Joyner,South Carolina,648,2023-24,1,[2],['09/09/2023'],['Furman'],[53.0]
3023.0,543.0,O'Mega Blake,South Carolina,648,2023-24,1,[3],['09/16/2023'],['Georgia'],[86.0]
1593.0,272.0,Khafre Brown,South Fla.,651,2023-24,3,"[1, 4, 5]","['09/02/2023', '09/23/2023', '09/30/2023']","['Western Ky.', 'Rice', 'Navy']","[95.0, 59.0, 80.0]"
3023.0,543.0,Kelley Joiner,South Fla.,651,2023-24,1,[12],['11/25/2023'],['Charlotte'],[71.0]
1593.0,272.0,Michael Brown-Stephens,South Fla.,651,2023-24,3,"[7, 8, 9]","['10/14/2023', '10/21/2023', '11/04/2023']","['Fla. Atlantic', 'UConn', 'Memphis']","[98.0, 92.0, 73.0]"
35.0,7.0,Sean Atkins,South Fla.,651,2023-24,11,"[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['09/09/2023', '09/23/2023', '09/30/2023', '10/07/2023', '10/14/2023', '10/21/2023', '11/04/2023', '11/11/2023', '11/17/2023', '11/25/2023', '12/21/2023']","['Florida A&M', 'Rice', 'Navy', 'UAB', 'Fla. Atlantic', 'UConn', 'Memphis', 'Temple', 'UTSA', 'Charlotte', 'Syracuse']","[57.0, 73.0, 116.0, 91.0, 71.0, 57.0, 89.0, 169.0, 92.0, 61.0, 93.0]"
2169.0,377.0,Jaden Alexis,South Fla.,651,2023-24,2,"[6, 12]","['10/07/2023', '11/25/2023']","['UAB', 'Charlotte']","[51.0, 65.0]"
2169.0,377.0,Yusuf Terry,South Fla.,651,2023-24,2,"[10, 11]","['11/11/2023', '11/17/2023']","['Temple', 'UTSA']","[57.0, 86.0]"
1176.0,207.0,Naiem Simmons,South Fla.,651,2023-24,4,"[2, 4, 9, 13]","['09/09/2023', '09/23/2023', '11/04/2023', '12/21/2023']","['Florida A&M', 'Rice', 'Memphis', 'Syracuse']","[59.0, 272.0, 73.0, 56.0]"
1593.0,272.0,Zachariah Branch,Southern California,657,2023-24,3,"[1, 4, 12]","['08/26/2023', '09/23/2023', '11/18/2023']","['San Jose St.', 'Arizona St.', 'UCLA']","[58.0, 68.0, 51.0]"
611.0,114.0,Brenden Rice,Southern California,657,2023-24,6,"[3, 4, 5, 6, 11, 12]","['09/09/2023', '09/23/2023', '09/30/2023', '10/07/2023', '11/11/2023', '11/18/2023']","['Stanford', 'Arizona St.', 'Colorado', 'Arizona', 'Oregon', 'UCLA']","[75.0, 133.0, 81.0, 96.0, 81.0, 147.0]"
2169.0,377.0,Mario Williams,Southern California,657,2023-24,2,"[2, 5]","['09/02/2023', '09/30/2023']","['Nevada', 'Colorado']","[66.0, 53.0]"
82.0,16.0,Tahj Washington,Southern California,657,2023-24,10,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 13]","['08/26/2023', '09/02/2023', '09/09/2023', '09/30/2023', '10/07/2023', '10/21/2023', '10/28/2023', '11/04/2023', '11/11/2023', '12/27/2023']","['San Jose St.', 'Nevada', 'Stanford', 'Colorado', 'Arizona', 'Utah', 'California', 'Washington', 'Oregon', 'Louisville']","[85.0, 75.0, 73.0, 117.0, 61.0, 112.0, 102.0, 122.0, 82.0, 99.0]"
3023.0,543.0,Lake McRee,Southern California,657,2023-24,1,[9],['10/28/2023'],['California'],[71.0]
3023.0,543.0,Ja'Kobi Lane,Southern California,657,2023-24,1,[13],['12/27/2023'],['Louisville'],[60.0]
3023.0,543.0,Makai Lemon,Southern California,657,2023-24,1,[13],['12/27/2023'],['Louisville'],[75.0]
2169.0,377.0,Duce Robinson,Southern California,657,2023-24,2,"[2, 3]","['09/02/2023', '09/09/2023']","['Nevada', 'Stanford']","[71.0, 71.0]"
1593.0,272.0,MarShawn Lloyd,Southern California,657,2023-24,3,"[2, 9, 12]","['09/02/2023', '10/28/2023', '11/18/2023']","['Nevada', 'California', 'UCLA']","[59.0, 72.0, 75.0]"
3023.0,543.0,Michael Jackson III,Southern California,657,2023-24,1,[7],['10/14/2023'],['Notre Dame'],[51.0]
1593.0,272.0,Jordan  Hudson,SMU,663,2023-24,3,"[1, 4, 7]","['09/02/2023', '09/23/2023', '10/20/2023']","['Louisiana Tech', 'TCU', 'Temple']","[72.0, 50.0, 82.0]"
1593.0,272.0,Romello Brinson,SMU,663,2023-24,3,"[7, 8, 11]","['10/20/2023', '10/28/2023', '11/18/2023']","['Temple', 'Tulsa', 'Memphis']","[87.0, 74.0, 56.0]"
1593.0,272.0,Key'Shawn Smith,SMU,663,2023-24,3,"[6, 11, 12]","['10/12/2023', '11/18/2023', '11/25/2023']","['East Carolina', 'Memphis', 'Navy']","[60.0, 63.0, 58.0]"
861.0,154.0,Jake Bailey,SMU,663,2023-24,5,"[2, 3, 7, 9, 14]","['09/09/2023', '09/16/2023', '10/20/2023', '11/04/2023', '12/28/2023']","['Oklahoma', 'Prairie View', 'Temple', 'Rice', 'Boston College']","[73.0, 54.0, 74.0, 73.0, 54.0]"
3023.0,543.0,Adam Moore,SMU,663,2023-24,1,[8],['10/28/2023'],['Tulsa'],[66.0]
2169.0,377.0,Kelvontay Dixon,SMU,663,2023-24,2,"[10, 12]","['11/10/2023', '11/25/2023']","['North Texas', 'Navy']","[99.0, 125.0]"
861.0,154.0,RJ Maryland,SMU,663,2023-24,5,"[1, 6, 8, 12, 13]","['09/02/2023', '10/12/2023', '10/28/2023', '11/25/2023', '12/02/2023']","['Louisiana Tech', 'East Carolina', 'Tulsa', 'Navy', 'Tulane']","[58.0, 51.0, 95.0, 64.0, 56.0]"
3023.0,543.0,"Roderick Daniels, Jr.",SMU,663,2023-24,1,[3],['09/16/2023'],['Prairie View'],[96.0]
1593.0,272.0,Jordan Kerley,SMU,663,2023-24,3,"[3, 4, 6]","['09/16/2023', '09/23/2023', '10/12/2023']","['Prairie View', 'TCU', 'East Carolina']","[83.0, 51.0, 69.0]"
408.0,74.0,Jakarius Caston,Southern Miss.,664,2023-24,7,"[1, 3, 4, 6, 9, 10, 11]","['09/02/2023', '09/16/2023', '09/23/2023', '10/07/2023', '11/04/2023', '11/09/2023', '11/18/2023']","['Alcorn', 'Tulane', 'Arkansas St.', 'Old Dominion', 'ULM', 'Louisiana', 'Mississippi St.']","[104.0, 54.0, 65.0, 51.0, 92.0, 58.0, 88.0]"
3023.0,543.0,Frank Gore,Southern Miss.,664,2023-24,1,[12],['11/25/2023'],['Troy'],[59.0]
2169.0,377.0,Tiaquelin Mims,Southern Miss.,664,2023-24,2,"[4, 8]","['09/23/2023', '10/28/2023']","['Arkansas St.', 'App State']","[52.0, 141.0]"
1176.0,207.0,Latreal Jones,Southern Miss.,664,2023-24,4,"[1, 4, 5, 8]","['09/02/2023', '09/23/2023', '09/30/2023', '10/28/2023']","['Alcorn', 'Arkansas St.', 'Texas St.', 'App State']","[68.0, 63.0, 124.0, 81.0]"
3023.0,543.0,Ismail Mahdi,Texas St.,670,2023-24,1,[5],['09/30/2023'],['Southern Miss.'],[89.0]
408.0,74.0,Joey Hobert,Texas St.,670,2023-24,7,"[1, 4, 5, 6, 7, 8, 9]","['09/02/2023', '09/23/2023', '09/30/2023', '10/07/2023', '10/14/2023', '10/28/2023', '11/04/2023']","['Baylor', 'Nevada', 'Southern Miss.', 'Louisiana', 'ULM', 'Troy', 'Ga. Southern']","[105.0, 90.0, 126.0, 132.0, 110.0, 51.0, 141.0]"
254.0,47.0,Ashtyn Hawkins,Texas St.,670,2023-24,8,"[1, 5, 6, 8, 9, 11, 12, 13]","['09/02/2023', '09/30/2023', '10/07/2023', '10/28/2023', '11/04/2023', '11/18/2023', '11/25/2023', '12/26/2023']","['Baylor', 'Southern Miss.', 'Louisiana', 'Troy', 'Ga. Southern', 'Arkansas St.', 'South Alabama', 'Rice']","[58.0, 101.0, 93.0, 57.0, 54.0, 165.0, 131.0, 55.0]"
3023.0,543.0,Konner Fox,Texas St.,670,2023-24,1,[12],['11/25/2023'],['South Alabama'],[54.0]
2169.0,377.0,Drew Donley,Texas St.,670,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['UTSA', 'Jackson St.']","[79.0, 83.0]"
151.0,27.0,Kole Wilson,Texas St.,670,2023-24,9,"[1, 2, 3, 4, 6, 8, 11, 12, 13]","['09/02/2023', '09/09/2023', '09/16/2023', '09/23/2023', '10/07/2023', '10/28/2023', '11/18/2023', '11/25/2023', '12/26/2023']","['Baylor', 'UTSA', 'Jackson St.', 'Nevada', 'Louisiana', 'Troy', 'Arkansas St.', 'South Alabama', 'Rice']","[65.0, 69.0, 50.0, 93.0, 66.0, 71.0, 68.0, 102.0, 50.0]"
2169.0,377.0,Robert Williams,Louisiana,671,2023-24,2,"[3, 6]","['09/09/2023', '10/07/2023']","['Old Dominion', 'Texas St.']","[52.0, 90.0]"
1593.0,272.0,Jacob Bernard,Louisiana,671,2023-24,3,"[3, 10, 12]","['09/09/2023', '11/09/2023', '11/25/2023']","['Old Dominion', 'Southern Miss.', 'ULM']","[70.0, 65.0, 52.0]"
2169.0,377.0,Peter LeBlanc,Louisiana,671,2023-24,2,"[2, 9]","['09/02/2023', '11/04/2023']","['Northwestern St.', 'Arkansas St.']","[58.0, 129.0]"
3023.0,543.0,Neal Johnson,Louisiana,671,2023-24,1,[12],['11/25/2023'],['ULM'],[67.0]
3023.0,543.0,Charles Robertson,Louisiana,671,2023-24,1,[5],['09/23/2023'],['Buffalo'],[58.0]
1593.0,272.0,Harvey Broussard,Louisiana,671,2023-24,3,"[4, 10, 11]","['09/16/2023', '11/09/2023', '11/18/2023']","['UAB', 'Southern Miss.', 'Troy']","[65.0, 77.0, 54.0]"
3023.0,543.0,Mudia Reuben,Stanford,674,2023-24,1,[3],['09/16/2023'],['Sacramento St.'],[79.0]
408.0,74.0,Elic Ayomanor,Stanford,674,2023-24,7,"[3, 6, 7, 8, 9, 10, 12]","['09/16/2023', '10/13/2023', '10/21/2023', '10/28/2023', '11/04/2023', '11/11/2023', '11/25/2023']","['Sacramento St.', 'Colorado', 'UCLA', 'Washington', 'Washington St.', 'Oregon St.', 'Notre Dame']","[89.0, 294.0, 90.0, 146.0, 53.0, 122.0, 58.0]"
3023.0,543.0,E.J. Smith,Stanford,674,2023-24,1,[12],['11/25/2023'],['Notre Dame'],[116.0]
2169.0,377.0,Sam Roush,Stanford,674,2023-24,2,"[9, 11]","['11/04/2023', '11/18/2023']","['Washington St.', 'California']","[61.0, 62.0]"
1593.0,272.0,Tiger Bachmeier,Stanford,674,2023-24,3,"[4, 7, 8]","['09/23/2023', '10/21/2023', '10/28/2023']","['Arizona', 'UCLA', 'Washington']","[93.0, 75.0, 95.0]"
2169.0,377.0,Benjamin Yurosek,Stanford,674,2023-24,2,"[1, 2]","['09/01/2023', '09/09/2023']","['Hawaii', 'Southern California']","[138.0, 54.0]"
861.0,154.0,Damien Alford,Syracuse,688,2023-24,5,"[1, 4, 8, 12, 13]","['09/16/2023', '09/23/2023', '10/26/2023', '11/25/2023', '12/21/2023']","['Purdue', 'Army West Point', 'Virginia Tech', 'Wake Forest', 'South Fla.']","[70.0, 135.0, 70.0, 126.0, 83.0]"
3023.0,543.0,Oronde Gadsden II,Syracuse,688,2023-24,1,[2],['09/02/2023'],['Colgate'],[57.0]
1593.0,272.0,Donovan Brown,Syracuse,688,2023-24,3,"[1, 2, 3]","['09/16/2023', '09/02/2023', '09/09/2023']","['Purdue', 'Colgate', 'Western Mich.']","[52.0, 65.0, 89.0]"
3023.0,543.0,LeQuint Allen,Syracuse,688,2023-24,1,[1],['09/16/2023'],['Purdue'],[62.0]
2169.0,377.0,Isaiah Jones,Syracuse,688,2023-24,2,"[2, 3]","['09/02/2023', '09/09/2023']","['Colgate', 'Western Mich.']","[71.0, 86.0]"
3023.0,543.0,Dan Villari,Syracuse,688,2023-24,1,[5],['09/30/2023'],['Clemson'],[65.0]
1176.0,207.0,Umari Hatcher,Syracuse,688,2023-24,4,"[2, 3, 6, 12]","['09/02/2023', '09/09/2023', '10/07/2023', '11/25/2023']","['Colgate', 'Western Mich.', 'North Carolina', 'Wake Forest']","[105.0, 83.0, 85.0, 76.0]"
3023.0,543.0,Jordan Smith,Temple,690,2023-24,1,[9],['11/04/2023'],['Navy'],[50.0]
861.0,154.0,David Martin-Robinson,Temple,690,2023-24,5,"[1, 2, 6, 9, 10]","['09/09/2023', '09/02/2023', '10/07/2023', '11/04/2023', '11/11/2023']","['Rutgers', 'Akron', 'UTSA', 'Navy', 'South Fla.']","[58.0, 51.0, 112.0, 50.0, 102.0]"
611.0,114.0,Amad Anderson Jr.,Temple,690,2023-24,6,"[2, 3, 4, 5, 9, 12]","['09/02/2023', '09/16/2023', '09/23/2023', '09/28/2023', '11/04/2023', '11/24/2023']","['Akron', 'Norfolk St.', 'Miami (FL)', 'Tulsa', 'Navy', 'Memphis']","[65.0, 79.0, 117.0, 75.0, 81.0, 169.0]"
3023.0,543.0,John Adams,Temple,690,2023-24,1,[6],['10/07/2023'],['UTSA'],[127.0]
3023.0,543.0,Darvon Hubbard,Temple,690,2023-24,1,[6],['10/07/2023'],['UTSA'],[95.0]
1593.0,272.0,Dante Wright,Temple,690,2023-24,3,"[1, 2, 11]","['09/09/2023', '09/02/2023', '11/18/2023']","['Rutgers', 'Akron', 'UAB']","[67.0, 71.0, 146.0]"
3023.0,543.0,Zae Baines,Temple,690,2023-24,1,[9],['11/04/2023'],['Navy'],[132.0]
2169.0,377.0,Dont'e Thornton Jr.,Tennessee,694,2023-24,2,"[3, 8]","['09/16/2023', '10/28/2023']","['Florida', 'Kentucky']","[53.0, 63.0]"
2169.0,377.0,Bru McCoy,Tennessee,694,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['Austin Peay', 'Florida']","[51.0, 94.0]"
3023.0,543.0,McCallan Castles,Tennessee,694,2023-24,1,[9],['11/04/2023'],['UConn'],[56.0]
3023.0,543.0,Jacob Warren,Tennessee,694,2023-24,1,[12],['11/25/2023'],['Vanderbilt'],[82.0]
611.0,114.0,Squirrel White,Tennessee,694,2023-24,6,"[3, 5, 7, 9, 10, 12]","['09/16/2023', '09/30/2023', '10/21/2023', '11/04/2023', '11/11/2023', '11/25/2023']","['Florida', 'South Carolina', 'Alabama', 'UConn', 'Missouri', 'Vanderbilt']","[68.0, 104.0, 111.0, 94.0, 53.0, 110.0]"
408.0,74.0,Ramel Keyton,Tennessee,694,2023-24,7,"[1, 2, 7, 9, 10, 12, 13]","['09/02/2023', '09/09/2023', '10/21/2023', '11/04/2023', '11/11/2023', '11/25/2023', '01/01/2024']","['Virginia', 'Austin Peay', 'Alabama', 'UConn', 'Missouri', 'Vanderbilt', 'Iowa']","[66.0, 52.0, 71.0, 81.0, 57.0, 122.0, 51.0]"
861.0,154.0,Evan Stewart,Texas A&M,697,2023-24,5,"[1, 2, 4, 5, 8]","['09/02/2023', '09/09/2023', '09/23/2023', '09/30/2023', '10/28/2023']","['New Mexico', 'Miami (FL)', 'Auburn', 'Arkansas', 'South Carolina']","[115.0, 142.0, 50.0, 50.0, 55.0]"
861.0,154.0,Jahdae Walker,Texas A&M,697,2023-24,5,"[3, 9, 11, 12, 13]","['09/16/2023', '11/04/2023', '11/18/2023', '11/25/2023', '12/27/2023']","['ULM', 'Ole Miss', 'Abilene Christian', 'LSU', 'Oklahoma St.']","[110.0, 100.0, 88.0, 80.0, 137.0]"
254.0,47.0,Ainias Smith,Texas A&M,697,2023-24,8,"[3, 4, 5, 6, 8, 9, 10, 12]","['09/16/2023', '09/23/2023', '09/30/2023', '10/07/2023', '10/28/2023', '11/04/2023', '11/11/2023', '11/25/2023']","['ULM', 'Auburn', 'Arkansas', 'Alabama', 'South Carolina', 'Ole Miss', 'Mississippi St.', 'LSU']","[127.0, 78.0, 71.0, 88.0, 118.0, 83.0, 64.0, 59.0]"
1593.0,272.0,Noah Thomas,Texas A&M,697,2023-24,3,"[1, 7, 9]","['09/02/2023', '10/14/2023', '11/04/2023']","['New Mexico', 'Tennessee', 'Ole Miss']","[74.0, 75.0, 50.0]"
2169.0,377.0,Max Wright,Texas A&M,697,2023-24,2,"[12, 13]","['11/25/2023', '12/27/2023']","['LSU', 'Oklahoma St.']","[60.0, 62.0]"
2169.0,377.0,Moose Muhammad III,Texas A&M,697,2023-24,2,"[11, 13]","['11/18/2023', '12/27/2023']","['Abilene Christian', 'Oklahoma St.']","[104.0, 68.0]"
3023.0,543.0,Dylan Wright,TCU,698,2023-24,1,[5],['09/30/2023'],['West Virginia'],[60.0]
611.0,114.0,Savion Williams,TCU,698,2023-24,6,"[3, 5, 7, 8, 10, 11]","['09/16/2023', '09/30/2023', '10/14/2023', '10/21/2023', '11/11/2023', '11/18/2023']","['Houston', 'West Virginia', 'BYU', 'Kansas St.', 'Texas', 'Baylor']","[54.0, 59.0, 77.0, 60.0, 164.0, 51.0]"
1176.0,207.0,Jared Wiley,TCU,698,2023-24,4,"[1, 9, 10, 11]","['09/02/2023', '11/02/2023', '11/11/2023', '11/18/2023']","['Colorado', 'Texas Tech', 'Texas', 'Baylor']","[60.0, 64.0, 65.0, 178.0]"
3023.0,543.0,Jordyn Bailey,TCU,698,2023-24,1,[2],['09/09/2023'],['Nicholls'],[61.0]
3023.0,543.0,Chase Curtis,TCU,698,2023-24,1,[4],['09/23/2023'],['SMU'],[55.0]
3023.0,543.0,Warren Thompson,TCU,698,2023-24,1,[2],['09/09/2023'],['Nicholls'],[92.0]
1176.0,207.0,JP Richardson,TCU,698,2023-24,4,"[1, 3, 5, 7]","['09/02/2023', '09/16/2023', '09/30/2023', '10/14/2023']","['Colorado', 'Houston', 'West Virginia', 'BYU']","[63.0, 60.0, 87.0, 104.0]"
1593.0,272.0,Jaylon Robinson,TCU,698,2023-24,3,"[7, 9, 12]","['10/14/2023', '11/02/2023', '11/24/2023']","['BYU', 'Texas Tech', 'Oklahoma']","[68.0, 68.0, 50.0]"
3023.0,543.0,JoJo Earle,TCU,698,2023-24,1,[12],['11/24/2023'],['Oklahoma'],[94.0]
861.0,154.0,Xavier White,Texas Tech,700,2023-24,5,"[7, 8, 10, 12, 13]","['10/21/2023', '11/02/2023', '11/18/2023', '09/30/2023', '12/16/2023']","['BYU', 'TCU', 'UCF', 'Houston', 'California']","[98.0, 71.0, 77.0, 53.0, 61.0]"
1176.0,207.0,Myles Price,Texas Tech,700,2023-24,4,"[1, 5, 8, 12]","['09/02/2023', '10/07/2023', '11/02/2023', '09/30/2023']","['Wyoming', 'Baylor', 'TCU', 'Houston']","[65.0, 90.0, 50.0, 63.0]"
3023.0,543.0,Drae McCray,Texas Tech,700,2023-24,1,[10],['11/18/2023'],['UCF'],[55.0]
2169.0,377.0,Jordan Brown,Texas Tech,700,2023-24,2,"[1, 3]","['09/02/2023', '09/16/2023']","['Wyoming', 'Tarleton St.']","[51.0, 73.0]"
1593.0,272.0,Jerand Bradley,Texas Tech,700,2023-24,3,"[1, 2, 9]","['09/02/2023', '09/09/2023', '11/11/2023']","['Wyoming', 'Oregon', 'Kansas']","[88.0, 83.0, 91.0]"
1593.0,272.0,Coy Eakin,Texas Tech,700,2023-24,3,"[6, 8, 13]","['10/14/2023', '11/02/2023', '12/16/2023']","['Kansas St.', 'TCU', 'California']","[102.0, 78.0, 106.0]"
1176.0,207.0,Ja'Tavion Sanders,Texas,703,2023-24,4,"[2, 4, 13, 14]","['09/09/2023', '09/23/2023', '12/02/2023', '01/01/2024']","['Alabama', 'Baylor', 'Oklahoma St.', 'Washington']","[114.0, 110.0, 105.0, 75.0]"
611.0,114.0,Adonai Mitchell,Texas,703,2023-24,6,"[2, 5, 8, 9, 10, 13]","['09/09/2023', '09/30/2023', '10/28/2023', '11/04/2023', '11/11/2023', '12/02/2023']","['Alabama', 'Kansas', 'BYU', 'Kansas St.', 'TCU', 'Oklahoma St.']","[78.0, 141.0, 59.0, 149.0, 61.0, 109.0]"
2169.0,377.0,Jonathon Brooks,Texas,703,2023-24,2,"[7, 10]","['10/21/2023', '11/11/2023']","['Houston', 'TCU']","[51.0, 74.0]"
3023.0,543.0,Johntay Cook II,Texas,703,2023-24,1,[4],['09/23/2023'],['Baylor'],[51.0]
3023.0,543.0,Gunnar Helm,Texas,703,2023-24,1,[6],['10/07/2023'],['Oklahoma'],[67.0]
151.0,27.0,Xavier Worthy,Texas,703,2023-24,9,"[1, 2, 3, 5, 6, 7, 10, 11, 13]","['09/02/2023', '09/09/2023', '09/16/2023', '09/30/2023', '10/07/2023', '10/21/2023', '11/11/2023', '11/18/2023', '12/02/2023']","['Rice', 'Alabama', 'Wyoming', 'Kansas', 'Oklahoma', 'Houston', 'TCU', 'Iowa St.', 'Oklahoma St.']","[90.0, 75.0, 56.0, 93.0, 108.0, 92.0, 137.0, 77.0, 86.0]"
1593.0,272.0,Jordan Whittington,Texas,703,2023-24,3,"[6, 11, 14]","['10/07/2023', '11/18/2023', '01/01/2024']","['Oklahoma', 'Iowa St.', 'Washington']","[115.0, 56.0, 70.0]"
3023.0,543.0,Tyrin Smith,UTEP,704,2023-24,1,[4],['09/16/2023'],['Arizona'],[64.0]
1176.0,207.0,Jeremiah Ballard,UTEP,704,2023-24,4,"[1, 7, 8, 11]","['09/09/2023', '10/11/2023', '10/18/2023', '11/18/2023']","['Northwestern', 'FIU', 'New Mexico St.', 'Middle Tenn.']","[92.0, 65.0, 75.0, 87.0]"
3023.0,543.0,Marcus Bellon,UTEP,704,2023-24,1,[5],['09/23/2023'],['UNLV'],[50.0]
3023.0,543.0,Emari White,UTEP,704,2023-24,1,[12],['11/25/2023'],['Liberty'],[54.0]
254.0,47.0,Kelly Akharaiyi,UTEP,704,2023-24,8,"[1, 2, 5, 7, 9, 10, 11, 12]","['09/09/2023', '08/26/2023', '09/23/2023', '10/11/2023', '10/25/2023', '11/04/2023', '11/18/2023', '11/25/2023']","['Northwestern', 'Jacksonville St.', 'UNLV', 'FIU', 'Sam Houston', 'Western Ky.', 'Middle Tenn.', 'Liberty']","[53.0, 102.0, 92.0, 223.0, 126.0, 141.0, 138.0, 109.0]"
2169.0,377.0,Torrance Burgess Jr.,UTEP,704,2023-24,2,"[4, 8]","['09/16/2023', '10/18/2023']","['Arizona', 'New Mexico St.']","[78.0, 62.0]"
1176.0,207.0,Devin McCuin,UTSA,706,2023-24,4,"[3, 5, 7, 11]","['09/15/2023', '10/07/2023', '10/21/2023', '11/17/2023']","['Army West Point', 'Temple', 'Fla. Atlantic', 'South Fla.']","[77.0, 94.0, 64.0, 91.0]"
1176.0,207.0,Tykee Ogle-Kellogg,UTSA,706,2023-24,4,"[2, 5, 8, 13]","['09/09/2023', '10/07/2023', '10/28/2023', '12/19/2023']","['Texas St.', 'Temple', 'East Carolina', 'Marshall']","[78.0, 83.0, 85.0, 54.0]"
