Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Total Tackles For Loss
843.0,129.0,Kenyon Reed,San Jose St.,630,2023-24,1,[9],['10/28/2023'],['Hawaii'],[2.0]
843.0,129.0,Soane Toia,San Jose St.,630,2023-24,1,[11],['11/18/2023'],['San Diego St.'],[2.0]
843.0,129.0,Bryun Parham,San Jose St.,630,2023-24,1,[12],['11/25/2023'],['UNLV'],[2.0]
843.0,129.0,Noah Lavulo,San Jose St.,630,2023-24,1,[10],['11/11/2023'],['Fresno St.'],[2.0]
843.0,129.0,Tre Smith,San Jose St.,630,2023-24,1,[8],['10/21/2023'],['Utah St.'],[2.5]
843.0,129.0,Trey Kiser,South Alabama,646,2023-24,1,[9],['11/02/2023'],['Troy'],[2.0]
843.0,129.0,Khalil Jacobs,South Alabama,646,2023-24,1,[7],['10/17/2023'],['Southern Miss.'],[3.5]
843.0,129.0,Brock Higdon,South Alabama,646,2023-24,1,[3],['09/16/2023'],['Oklahoma St.'],[2.0]
29.0,11.0,Quentin Wilfawn,South Alabama,646,2023-24,3,"[8, 9, 10]","['10/28/2023', '11/02/2023', '11/11/2023']","['Louisiana', 'Troy', 'Arkansas St.']","[4.5, 2.0, 3.0]"
843.0,129.0,Jamie Sheriff,South Alabama,646,2023-24,1,[13],['12/23/2023'],['Eastern Mich.'],[2.0]
165.0,32.0,T.J. Sanders,South Carolina,648,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['Furman', 'Georgia']","[2.0, 2.0]"
843.0,129.0,Alex Huntley,South Carolina,648,2023-24,1,[4],['09/23/2023'],['Mississippi St.'],[2.0]
843.0,129.0,Debo Williams,South Carolina,648,2023-24,1,[6],['10/14/2023'],['Florida'],[3.5]
843.0,129.0,Jordan Strachan,South Carolina,648,2023-24,1,[11],['11/18/2023'],['Kentucky'],[2.0]
29.0,11.0,Daquan Evans,South Fla.,651,2023-24,3,"[1, 2, 3]","['09/02/2023', '09/09/2023', '09/16/2023']","['Western Ky.', 'Florida A&M', 'Alabama']","[2.0, 2.0, 4.0]"
843.0,129.0,Jhalyn Shuler,South Fla.,651,2023-24,1,[11],['11/17/2023'],['UTSA'],[2.0]
843.0,129.0,Tramel Logan,South Fla.,651,2023-24,1,[10],['11/11/2023'],['Temple'],[2.0]
165.0,32.0,DJ Gordon IV,South Fla.,651,2023-24,2,"[2, 4]","['09/09/2023', '09/23/2023']","['Florida A&M', 'Rice']","[2.5, 2.0]"
843.0,129.0,Jaelen Stokes,South Fla.,651,2023-24,1,[8],['10/21/2023'],['UConn'],[2.5]
843.0,129.0,Rashad Cheney,South Fla.,651,2023-24,1,[6],['10/07/2023'],['UAB'],[2.5]
843.0,129.0,Jonathan Ross,South Fla.,651,2023-24,1,[2],['09/09/2023'],['Florida A&M'],[2.5]
165.0,32.0,Solomon Byrd,Southern California,657,2023-24,2,"[3, 4]","['09/09/2023', '09/23/2023']","['Stanford', 'Arizona St.']","[3.0, 3.0]"
165.0,32.0,Mason Cobb,Southern California,657,2023-24,2,"[1, 5]","['08/26/2023', '09/30/2023']","['San Jose St.', 'Colorado']","[2.0, 2.0]"
843.0,129.0,Tackett Curtis,Southern California,657,2023-24,1,[4],['09/23/2023'],['Arizona St.'],[2.0]
843.0,129.0,Jaylin Smith,Southern California,657,2023-24,1,[2],['09/02/2023'],['Nevada'],[2.5]
29.0,11.0,Jamil Muhammad,Southern California,657,2023-24,3,"[4, 5, 6]","['09/23/2023', '09/30/2023', '10/07/2023']","['Arizona St.', 'Colorado', 'Arizona']","[3.0, 2.0, 3.0]"
843.0,129.0,Anthony Lucas,Southern California,657,2023-24,1,[1],['08/26/2023'],['San Jose St.'],[2.0]
843.0,129.0,Romello Height,Southern California,657,2023-24,1,[4],['09/23/2023'],['Arizona St.'],[2.0]
843.0,129.0,Braylan Shelby,Southern California,657,2023-24,1,[2],['09/02/2023'],['Nevada'],[2.0]
843.0,129.0,Ahmaad Moses,SMU,663,2023-24,1,[12],['11/25/2023'],['Navy'],[2.0]
843.0,129.0,Jonathan McGill,SMU,663,2023-24,1,[9],['11/04/2023'],['Rice'],[2.0]
843.0,129.0,Elijah Roberts,SMU,663,2023-24,1,[9],['11/04/2023'],['Rice'],[2.5]
843.0,129.0,Nelson Paul,SMU,663,2023-24,1,[5],['09/30/2023'],['Charlotte'],[2.5]
843.0,129.0,Cale Sanders Jr.,SMU,663,2023-24,1,[14],['12/28/2023'],['Boston College'],[2.0]
843.0,129.0,Isaiah Smith,SMU,663,2023-24,1,[13],['12/02/2023'],['Tulane'],[2.5]
843.0,129.0,Ahmad Walker,SMU,663,2023-24,1,[9],['11/04/2023'],['Rice'],[2.0]
843.0,129.0,Elijah Chatman,SMU,663,2023-24,1,[7],['10/20/2023'],['Temple'],[2.5]
843.0,129.0,Alexander Kilgore,SMU,663,2023-24,1,[1],['09/02/2023'],['Louisiana Tech'],[2.0]
843.0,129.0,Kori Roberson Jr.,SMU,663,2023-24,1,[3],['09/16/2023'],['Prairie View'],[2.0]
165.0,32.0,Cameron Robertson,SMU,663,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['Memphis', 'Navy']","[2.0, 2.0]"
843.0,129.0,Jalil Clemons,Southern Miss.,664,2023-24,1,[8],['10/28/2023'],['App State'],[3.5]
843.0,129.0,Averie Habas,Southern Miss.,664,2023-24,1,[6],['10/07/2023'],['Old Dominion'],[2.0]
165.0,32.0,Brian Holloway,Texas St.,670,2023-24,2,"[10, 12]","['11/11/2023', '11/25/2023']","['Coastal Carolina', 'South Alabama']","[2.5, 3.5]"
843.0,129.0,Jordan Revels,Texas St.,670,2023-24,1,[12],['11/25/2023'],['South Alabama'],[2.0]
843.0,129.0,Sam Latham,Texas St.,670,2023-24,1,[6],['10/07/2023'],['Louisiana'],[2.0]
843.0,129.0,Deven Wright,Texas St.,670,2023-24,1,[3],['09/16/2023'],['Jackson St.'],[2.0]
843.0,129.0,Tavian Coleman,Texas St.,670,2023-24,1,[1],['09/02/2023'],['Baylor'],[2.0]
843.0,129.0,Caleb Coleman,Texas St.,670,2023-24,1,[1],['09/02/2023'],['Baylor'],[2.0]
843.0,129.0,"Derick Mourning, Jr.",Texas St.,670,2023-24,1,[3],['09/16/2023'],['Jackson St.'],[3.0]
843.0,129.0,Dominique Ratcliff,Texas St.,670,2023-24,1,[11],['11/18/2023'],['Arkansas St.'],[2.0]
843.0,129.0,Kalil Alexander,Texas St.,670,2023-24,1,[12],['11/25/2023'],['South Alabama'],[2.0]
165.0,32.0,Ben Bell,Texas St.,670,2023-24,2,"[8, 9]","['10/28/2023', '11/04/2023']","['Troy', 'Ga. Southern']","[3.5, 2.0]"
843.0,129.0,Kendre' Gant,Louisiana,671,2023-24,1,[10],['11/09/2023'],['Southern Miss.'],[3.5]
843.0,129.0,Antoine Baylis,Louisiana,671,2023-24,1,[8],['10/28/2023'],['South Alabama'],[2.0]
843.0,129.0,Cameron Whitfield,Louisiana,671,2023-24,1,[8],['10/28/2023'],['South Alabama'],[3.5]
843.0,129.0,Tyler Guidry,Louisiana,671,2023-24,1,[12],['11/25/2023'],['ULM'],[2.0]
843.0,129.0,Jordan Lawson,Louisiana,671,2023-24,1,[12],['11/25/2023'],['ULM'],[3.0]
165.0,32.0,K.C. Ossai,Louisiana,671,2023-24,2,"[2, 13]","['09/02/2023', '12/16/2023']","['Northwestern St.', 'Jacksonville St.']","[2.0, 2.5]"
843.0,129.0,Wilfredo Aybar,Stanford,674,2023-24,1,[8],['10/28/2023'],['Washington'],[2.0]
843.0,129.0,Collin Wright,Stanford,674,2023-24,1,[7],['10/21/2023'],['UCLA'],[2.0]
843.0,129.0,David Bailey,Stanford,674,2023-24,1,[1],['09/01/2023'],['Hawaii'],[4.0]
843.0,129.0,Anthony Franklin,Stanford,674,2023-24,1,[9],['11/04/2023'],['Washington St.'],[2.0]
843.0,129.0,Caleb Okechukwu,Syracuse,688,2023-24,1,[5],['09/30/2023'],['Clemson'],[3.0]
843.0,129.0,Stefon Thompson,Syracuse,688,2023-24,1,[9],['11/03/2023'],['Boston College'],[2.0]
843.0,129.0,Kevin Jobity Jr.,Syracuse,688,2023-24,1,[13],['12/21/2023'],['South Fla.'],[2.0]
843.0,129.0,Leon Lowery,Syracuse,688,2023-24,1,[8],['10/26/2023'],['Virginia Tech'],[2.0]
165.0,32.0,Marlowe Wax,Syracuse,688,2023-24,2,"[8, 9]","['10/26/2023', '11/03/2023']","['Virginia Tech', 'Boston College']","[2.0, 2.0]"
843.0,129.0,Kevon Darton,Syracuse,688,2023-24,1,[12],['11/25/2023'],['Wake Forest'],[2.0]
843.0,129.0,Tra Thomas,Temple,690,2023-24,1,[10],['11/11/2023'],['South Fla.'],[2.0]
843.0,129.0,Jordan Magee,Temple,690,2023-24,1,[9],['11/04/2023'],['Navy'],[4.5]
165.0,32.0,Diwun Black,Temple,690,2023-24,2,"[3, 7]","['09/16/2023', '10/14/2023']","['Norfolk St.', 'North Texas']","[3.0, 2.0]"
843.0,129.0,Tywan Francis,Temple,690,2023-24,1,[11],['11/18/2023'],['UAB'],[2.0]
29.0,11.0,James Pearce Jr.,Tennessee,694,2023-24,3,"[3, 5, 6]","['09/16/2023', '09/30/2023', '10/14/2023']","['Florida', 'South Carolina', 'Texas A&M']","[2.0, 2.0, 2.0]"
843.0,129.0,Tamarion McDonald,Tennessee,694,2023-24,1,[4],['09/23/2023'],['UTSA'],[2.0]
843.0,129.0,Tyler Baron,Tennessee,694,2023-24,1,[9],['11/04/2023'],['UConn'],[2.0]
843.0,129.0,Aaron Beasley,Tennessee,694,2023-24,1,[11],['11/18/2023'],['Georgia'],[2.0]
843.0,129.0,Omarr Norman-Lott,Tennessee,694,2023-24,1,[10],['11/11/2023'],['Missouri'],[2.0]
843.0,129.0,Shemar Turner,Texas A&M,697,2023-24,1,[5],['09/30/2023'],['Arkansas'],[2.5]
843.0,129.0,McKinnley Jackson,Texas A&M,697,2023-24,1,[5],['09/30/2023'],['Arkansas'],[2.5]
29.0,11.0,Edgerrin Cooper,Texas A&M,697,2023-24,3,"[4, 5, 6]","['09/23/2023', '09/30/2023', '10/07/2023']","['Auburn', 'Arkansas', 'Alabama']","[3.0, 2.0, 3.0]"
165.0,32.0,Walter Nolen,Texas A&M,697,2023-24,2,"[4, 5]","['09/23/2023', '09/30/2023']","['Auburn', 'Arkansas']","[2.0, 3.5]"
843.0,129.0,Fadil Diggs,Texas A&M,697,2023-24,1,[8],['10/28/2023'],['South Carolina'],[2.5]
843.0,129.0,Taurean York,Texas A&M,697,2023-24,1,[7],['10/14/2023'],['Tennessee'],[2.5]
843.0,129.0,Bryce Anderson,Texas A&M,697,2023-24,1,[4],['09/23/2023'],['Auburn'],[2.0]
843.0,129.0,Josh DeBerry,Texas A&M,697,2023-24,1,[6],['10/07/2023'],['Alabama'],[2.0]
843.0,129.0,Paul Oyewale,TCU,698,2023-24,1,[3],['09/16/2023'],['Houston'],[2.0]
843.0,129.0,Johnny Hodges,TCU,698,2023-24,1,[3],['09/16/2023'],['Houston'],[2.0]
843.0,129.0,Shad Banks Jr.,TCU,698,2023-24,1,[11],['11/18/2023'],['Baylor'],[2.0]
843.0,129.0,Rick D'Abreu,TCU,698,2023-24,1,[6],['10/07/2023'],['Iowa St.'],[2.0]
843.0,129.0,Jamoi Hodge,TCU,698,2023-24,1,[1],['09/02/2023'],['Colorado'],[2.0]
843.0,129.0,Joseph Adedire,Texas Tech,700,2023-24,1,[6],['10/14/2023'],['Kansas St.'],[2.0]
843.0,129.0,E'Maurion Banks,Texas Tech,700,2023-24,1,[13],['12/16/2023'],['California'],[2.0]
843.0,129.0,Charles Esters III,Texas Tech,700,2023-24,1,[5],['10/07/2023'],['Baylor'],[2.0]
843.0,129.0,Steve Linton,Texas Tech,700,2023-24,1,[5],['10/07/2023'],['Baylor'],[3.0]
843.0,129.0,Amier Washington,Texas Tech,700,2023-24,1,[13],['12/16/2023'],['California'],[4.0]
843.0,129.0,Ben Roberts,Texas Tech,700,2023-24,1,[5],['10/07/2023'],['Baylor'],[2.0]
843.0,129.0,Myles Cole,Texas Tech,700,2023-24,1,[7],['10/21/2023'],['BYU'],[3.0]
843.0,129.0,Jaylon Hutchings,Texas Tech,700,2023-24,1,[4],['09/23/2023'],['West Virginia'],[2.5]
843.0,129.0,Bralyn Lux,Texas Tech,700,2023-24,1,[9],['11/11/2023'],['Kansas'],[2.0]
843.0,129.0,Barryn Sorrell,Texas,703,2023-24,1,[9],['11/04/2023'],['Kansas St.'],[2.0]
843.0,129.0,Anthony Hill Jr.,Texas,703,2023-24,1,[2],['09/09/2023'],['Alabama'],[2.0]
843.0,129.0,Jaylan Ford,Texas,703,2023-24,1,[7],['10/21/2023'],['Houston'],[2.5]
843.0,129.0,Byron Murphy II,Texas,703,2023-24,1,[4],['09/23/2023'],['Baylor'],[3.0]
843.0,129.0,Morice Blackwell Jr.,Texas,703,2023-24,1,[8],['10/28/2023'],['BYU'],[2.0]
843.0,129.0,Ethan Burke,Texas,703,2023-24,1,[9],['11/04/2023'],['Kansas St.'],[2.0]
843.0,129.0,Jahdae Barron,Texas,703,2023-24,1,[8],['10/28/2023'],['BYU'],[2.0]
843.0,129.0,Tyrice Knight,UTEP,704,2023-24,1,[11],['11/18/2023'],['Middle Tenn.'],[3.5]
165.0,32.0,Praise Amaewhule,UTEP,704,2023-24,2,"[7, 8]","['10/11/2023', '10/18/2023']","['FIU', 'New Mexico St.']","[2.0, 2.0]"
165.0,32.0,Kanious Vaughn,UTEP,704,2023-24,2,"[7, 8]","['10/11/2023', '10/18/2023']","['FIU', 'New Mexico St.']","[2.0, 2.0]"
843.0,129.0,Maurice Westmoreland,UTEP,704,2023-24,1,[9],['10/25/2023'],['Sam Houston'],[2.5]
843.0,129.0,Trumane Bell II,UTSA,706,2023-24,1,[2],['09/09/2023'],['Texas St.'],[2.0]
843.0,129.0,Jamal Ligon,UTSA,706,2023-24,1,[12],['11/24/2023'],['Tulane'],[2.5]
843.0,129.0,Nick Booker-Brown,UTSA,706,2023-24,1,[13],['12/19/2023'],['Marshall'],[2.0]
165.0,32.0,Trey Moore,UTSA,706,2023-24,2,"[8, 10]","['10/28/2023', '11/11/2023']","['East Carolina', 'Rice']","[3.0, 2.0]"
843.0,129.0,Jimmori Robinson,UTSA,706,2023-24,1,[5],['10/07/2023'],['Temple'],[2.0]
165.0,32.0,Donyai Taylor,UTSA,706,2023-24,2,"[1, 6]","['09/02/2023', '10/14/2023']","['Houston', 'UAB']","[3.0, 3.0]"
843.0,129.0,Owen Pewee,UTSA,706,2023-24,1,[8],['10/28/2023'],['East Carolina'],[2.0]
165.0,32.0,Jeremiah Peters,Toledo,709,2023-24,2,"[4, 5]","['09/23/2023', '09/30/2023']","['Western Mich.', 'NIU']","[3.0, 2.0]"
843.0,129.0,Deshawn Holt,Toledo,709,2023-24,1,[11],['11/14/2023'],['Bowling Green'],[2.0]
843.0,129.0,Terrance Taylor,Toledo,709,2023-24,1,[1],['09/02/2023'],['Illinois'],[3.0]
165.0,32.0,Judge Culpepper,Toledo,709,2023-24,2,"[2, 3]","['09/09/2023', '09/16/2023']","['Texas Southern', 'San Jose St.']","[2.0, 2.0]"
843.0,129.0,D'Andre Ragin,Toledo,709,2023-24,1,[6],['10/07/2023'],['Massachusetts'],[2.5]
843.0,129.0,Adrian Woliver,Toledo,709,2023-24,1,[8],['10/21/2023'],['Miami (OH)'],[2.0]
843.0,129.0,Jayden McDonald,Troy,716,2023-24,1,[7],['10/14/2023'],['Army West Point'],[2.0]
8.0,3.0,Richard Jibunor,Troy,716,2023-24,4,"[10, 11, 12, 14]","['11/11/2023', '11/18/2023', '11/25/2023', '12/23/2023']","['ULM', 'Louisiana', 'Southern Miss.', 'Duke']","[4.0, 3.0, 2.5, 2.0]"
843.0,129.0,Dell Pettus,Troy,716,2023-24,1,[13],['12/02/2023'],['App State'],[2.0]
165.0,32.0,Javon Solomon,Troy,716,2023-24,2,"[10, 11]","['11/11/2023', '11/18/2023']","['ULM', 'Louisiana']","[4.0, 3.0]"
843.0,129.0,O'shai Fletcher,Troy,716,2023-24,1,[1],['09/02/2023'],['SFA'],[2.0]
165.0,32.0,Darius Hodges,Tulane,718,2023-24,2,"[6, 11]","['10/13/2023', '11/18/2023']","['Memphis', 'Fla. Atlantic']","[2.0, 2.0]"
843.0,129.0,Kameron Hamilton,Tulane,718,2023-24,1,[1],['09/02/2023'],['South Alabama'],[2.0]
843.0,129.0,Patrick Jenkins,Tulane,718,2023-24,1,[12],['11/24/2023'],['UTSA'],[2.0]
843.0,129.0,Devean Deal,Tulane,718,2023-24,1,[8],['10/28/2023'],['Rice'],[2.0]
843.0,129.0,Jared Small,Tulane,718,2023-24,1,[14],['12/27/2023'],['Virginia Tech'],[2.0]
165.0,32.0,Keith Cooper Jr.,Tulane,718,2023-24,2,"[11, 12]","['11/18/2023', '11/24/2023']","['Fla. Atlantic', 'UTSA']","[2.0, 2.0]"
843.0,129.0,Tyler Grubbs,Tulane,718,2023-24,1,[7],['10/21/2023'],['North Texas'],[2.0]
843.0,129.0,Bailey Despanie,Tulane,718,2023-24,1,[3],['09/16/2023'],['Southern Miss.'],[2.0]
843.0,129.0,Owen Ostroski,Tulsa,719,2023-24,1,[7],['10/19/2023'],['Rice'],[2.5]
165.0,32.0,Ben Kopenski,Tulsa,719,2023-24,2,"[6, 9]","['10/07/2023', '11/04/2023']","['Fla. Atlantic', 'Charlotte']","[2.0, 3.0]"
843.0,129.0,Julien Simon,Tulsa,719,2023-24,1,[9],['11/04/2023'],['Charlotte'],[2.0]
29.0,11.0,Bo Richter,Air Force,721,2023-24,3,"[5, 6, 7]","['09/30/2023', '10/14/2023', '10/21/2023']","['San Diego St.', 'Wyoming', 'Navy']","[2.0, 2.0, 4.0]"
843.0,129.0,Payton Zdroik,Air Force,721,2023-24,1,[13],['12/23/2023'],['James Madison'],[2.0]
843.0,129.0,Trey Taylor,Air Force,721,2023-24,1,[3],['09/15/2023'],['Utah St.'],[2.0]
843.0,129.0,Johnathan Youngblood,Air Force,721,2023-24,1,[7],['10/21/2023'],['Navy'],[2.0]
843.0,129.0,PJ RAMSEY,Air Force,721,2023-24,1,[3],['09/15/2023'],['Utah St.'],[2.5]
843.0,129.0,Alec Mock,Air Force,721,2023-24,1,[3],['09/15/2023'],['Utah St.'],[2.0]
843.0,129.0,Quindrelin Hammonds,Army West Point,725,2023-24,1,[9],['11/04/2023'],['Air Force'],[2.0]
165.0,32.0,Leo Lowin,Army West Point,725,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Air Force', 'Holy Cross']","[2.0, 2.0]"
843.0,129.0,Clay Cromwell,Navy,726,2023-24,1,[5],['10/07/2023'],['North Texas'],[2.0]
843.0,129.0,Luke Pirris,Navy,726,2023-24,1,[4],['09/30/2023'],['South Fla.'],[2.5]
843.0,129.0,Will HARBOUR,Navy,726,2023-24,1,[5],['10/07/2023'],['North Texas'],[2.0]
843.0,129.0,Colin Ramos,Navy,726,2023-24,1,[11],['11/25/2023'],['SMU'],[2.0]
843.0,129.0,MJ Tafisi,Utah St.,731,2023-24,1,[12],['09/02/2023'],['Iowa'],[2.0]
843.0,129.0,Anthony Switzer,Utah St.,731,2023-24,1,[7],['10/21/2023'],['San Jose St.'],[2.0]
843.0,129.0,Logan Pili,Utah St.,731,2023-24,1,[8],['11/04/2023'],['San Diego St.'],[2.0]
843.0,129.0,Bronson Olevao,Utah St.,731,2023-24,1,[12],['09/02/2023'],['Iowa'],[2.0]
843.0,129.0,Hale Motu'apuaka,Utah St.,731,2023-24,1,[11],['11/24/2023'],['New Mexico'],[2.5]
843.0,129.0,Jaiden Francois,Utah St.,731,2023-24,1,[13],['12/23/2023'],['Georgia St.'],[2.0]
165.0,32.0,Blaine Spires,Utah St.,731,2023-24,2,"[11, 12]","['11/24/2023', '09/02/2023']","['New Mexico', 'Iowa']","[2.0, 2.0]"
843.0,129.0,Paul Fitzgerald,Utah St.,731,2023-24,1,[13],['12/23/2023'],['Georgia St.'],[3.0]
843.0,129.0,Cian Slone,Utah St.,731,2023-24,1,[7],['10/21/2023'],['San Jose St.'],[2.5]
29.0,11.0,Jonah Elliss,Utah,732,2023-24,3,"[4, 5, 6]","['09/23/2023', '09/29/2023', '10/14/2023']","['UCLA', 'Oregon St.', 'California']","[5.0, 2.5, 2.5]"
843.0,129.0,Keanu Tanuvasa,Utah,732,2023-24,1,[5],['09/29/2023'],['Oregon St.'],[2.0]
165.0,32.0,Sione Vaki,Utah,732,2023-24,2,"[4, 5]","['09/23/2023', '09/29/2023']","['UCLA', 'Oregon St.']","[2.0, 3.5]"
843.0,129.0,Cole Bishop,Utah,732,2023-24,1,[2],['09/09/2023'],['Baylor'],[2.0]
843.0,129.0,Kane Patterson,Vanderbilt,736,2023-24,1,[12],['11/25/2023'],['Tennessee'],[2.0]
165.0,32.0,CJ Taylor,Vanderbilt,736,2023-24,2,"[1, 3]","['08/26/2023', '09/09/2023']","['Hawaii', 'Wake Forest']","[2.5, 2.0]"
843.0,129.0,Langston Patterson,Vanderbilt,736,2023-24,1,[9],['10/28/2023'],['Ole Miss'],[3.0]
843.0,129.0,Jorden McDonald,Virginia Tech,742,2023-24,1,[7],['10/14/2023'],['Wake Forest'],[2.0]
843.0,129.0,Pheldarius Payne,Virginia Tech,742,2023-24,1,[12],['11/25/2023'],['Virginia'],[3.0]
843.0,129.0,Mario Kendricks,Virginia Tech,742,2023-24,1,[8],['10/26/2023'],['Syracuse'],[2.0]
165.0,32.0,Norell Pollard,Virginia Tech,742,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['NC State', 'Virginia']","[2.0, 2.0]"
165.0,32.0,Antwaun Powell-Ryland Jr.,Virginia Tech,742,2023-24,2,"[7, 8]","['10/14/2023', '10/26/2023']","['Wake Forest', 'Syracuse']","[4.5, 2.0]"
165.0,32.0,Keonta Jenkins,Virginia Tech,742,2023-24,2,"[11, 13]","['11/18/2023', '12/27/2023']","['NC State', 'Tulane']","[2.0, 2.0]"
843.0,129.0,Cole Nelson,Virginia Tech,742,2023-24,1,[12],['11/25/2023'],['Virginia'],[2.0]
843.0,129.0,Kameron Butler,Virginia,746,2023-24,1,[1],['09/15/2023'],['Maryland'],[2.0]
843.0,129.0,Malcolm Greene,Virginia,746,2023-24,1,[12],['11/25/2023'],['Virginia Tech'],[3.0]
843.0,129.0,Aaron Faumui,Virginia,746,2023-24,1,[9],['11/04/2023'],['Georgia Tech'],[2.5]
843.0,129.0,Quincy Bryant,Wake Forest,749,2023-24,1,[7],['10/21/2023'],['Pittsburgh'],[2.0]
843.0,129.0,Jasheen Davis,Wake Forest,749,2023-24,1,[10],['11/11/2023'],['NC State'],[3.0]
843.0,129.0,Jacob Roberts,Wake Forest,749,2023-24,1,[3],['09/16/2023'],['Old Dominion'],[4.0]
843.0,129.0,Malik Mustapha,Wake Forest,749,2023-24,1,[1],['08/31/2023'],['Elon'],[2.0]
843.0,129.0,Dylan Hazen,Wake Forest,749,2023-24,1,[10],['11/11/2023'],['NC State'],[2.0]
843.0,129.0,Kevin Pointer,Wake Forest,749,2023-24,1,[9],['11/02/2023'],['Duke'],[2.0]
843.0,129.0,Nusi Malani,Washington St.,754,2023-24,1,[11],['11/17/2023'],['Colorado'],[2.0]
843.0,129.0,Jaden Hicks,Washington St.,754,2023-24,1,[5],['10/07/2023'],['UCLA'],[2.0]
843.0,129.0,Brennan Jackson,Washington St.,754,2023-24,1,[10],['11/11/2023'],['California'],[3.0]
843.0,129.0,Kyle Thornton,Washington St.,754,2023-24,1,[1],['09/09/2023'],['Wisconsin'],[2.0]
165.0,32.0,Ron Stone Jr.,Washington St.,754,2023-24,2,"[1, 3]","['09/09/2023', '09/16/2023']","['Wisconsin', 'Northern Colo.']","[2.0, 2.0]"
843.0,129.0,Asa Turner,Washington,756,2023-24,1,[1],['09/02/2023'],['Boise St.'],[2.0]
843.0,129.0,Jabbar Muhammad,Washington,756,2023-24,1,[6],['10/21/2023'],['Arizona St.'],[2.0]
843.0,129.0,Edefuan Ulofoshio,Washington,756,2023-24,1,[15],['01/01/2024'],['Texas'],[2.0]
843.0,129.0,Bralen Trice,Washington,756,2023-24,1,[15],['01/01/2024'],['Texas'],[3.0]
843.0,129.0,Zion Tupuola-Fetui,Washington,756,2023-24,1,[12],['09/16/2023'],['Michigan St.'],[2.0]
843.0,129.0,Sean Martin,West Virginia,768,2023-24,1,[5],['10/12/2023'],['Houston'],[2.0]
843.0,129.0,Jared Bartlett,West Virginia,768,2023-24,1,[13],['12/27/2023'],['North Carolina'],[2.0]
843.0,129.0,Ben  Cutter,West Virginia,768,2023-24,1,[8],['11/04/2023'],['BYU'],[2.0]
843.0,129.0,Hershey McLaurin,West Virginia,768,2023-24,1,[4],['09/30/2023'],['TCU'],[2.0]
843.0,129.0,Jalen Thornton,West Virginia,768,2023-24,1,[9],['11/11/2023'],['Oklahoma'],[2.0]
843.0,129.0,Niko Cooper,Western Ky.,772,2023-24,1,[4],['09/23/2023'],['Troy'],[2.0]
165.0,32.0,Kendrick Simpkins,Western Ky.,772,2023-24,2,"[3, 4]","['09/09/2023', '09/23/2023']","['Houston Christian', 'Troy']","[2.0, 2.0]"
165.0,32.0,Corey Walker,Western Mich.,774,2023-24,2,"[9, 10]","['10/28/2023', '11/07/2023']","['Eastern Mich.', 'Central Mich.']","[3.0, 2.0]"
843.0,129.0,Mason Nelson,Western Mich.,774,2023-24,1,[5],['09/30/2023'],['Ball St.'],[2.0]
843.0,129.0,Donald Willis,Western Mich.,774,2023-24,1,[9],['10/28/2023'],['Eastern Mich.'],[2.0]
843.0,129.0,Keni-H Lovely,Western Mich.,774,2023-24,1,[2],['08/31/2023'],['Saint Francis (PA)'],[2.0]
843.0,129.0,Marshawn Kneeland,Western Mich.,774,2023-24,1,[9],['10/28/2023'],['Eastern Mich.'],[4.0]
165.0,32.0,C.J. Goetz,Wisconsin,796,2023-24,2,"[9, 10]","['10/14/2023', '10/28/2023']","['Iowa', 'Ohio St.']","[2.5, 2.0]"
165.0,32.0,Maema Njongmeta,Wisconsin,796,2023-24,2,"[10, 11]","['10/28/2023', '09/09/2023']","['Ohio St.', 'Washington St.']","[2.5, 3.0]"
843.0,129.0,James Thompson Jr.,Wisconsin,796,2023-24,1,[11],['09/09/2023'],['Washington St.'],[2.0]
843.0,129.0,Jordan Turner,Wisconsin,796,2023-24,1,[6],['11/04/2023'],['Indiana'],[3.0]
843.0,129.0,Darryl Peterson,Wisconsin,796,2023-24,1,[10],['10/28/2023'],['Ohio St.'],[2.0]
843.0,129.0,Sabastian Harsh,Wyoming,811,2023-24,1,[12],['11/25/2023'],['Nevada'],[2.5]
843.0,129.0,Braden Siders,Wyoming,811,2023-24,1,[11],['11/18/2023'],['Hawaii'],[2.0]
165.0,32.0,Jordan Bertagnole,Wyoming,811,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['Hawaii', 'Nevada']","[2.0, 2.0]"
843.0,129.0,Cole Godbout,Wyoming,811,2023-24,1,[2],['09/09/2023'],['Portland St.'],[2.5]
165.0,32.0,Wyett Ekeler,Wyoming,811,2023-24,2,"[2, 5]","['09/09/2023', '09/30/2023']","['Portland St.', 'New Mexico']","[2.0, 2.0]"
843.0,129.0,Tyren Dupree,Liberty,355,2023-24,1,[4],['09/23/2023'],['FIU'],[2.0]
843.0,129.0,Jay Hardy,Liberty,355,2023-24,1,[12],['11/25/2023'],['UTEP'],[3.0]
843.0,129.0,Jaylon Jimmerson,Liberty,355,2023-24,1,[14],['01/01/2024'],['Oregon'],[2.0]
