Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Pass Yards
443.0,76.0,Austin Aune,North Texas,497,2021-22,1,[5],['10/09/2021'],['Missouri'],[305.0]
443.0,76.0,Chandler Rogers,ULM,498,2021-22,1,[7],['10/23/2021'],['South Alabama'],[369.0]
269.0,44.0,Rocky Lombardi,NIU,503,2021-22,2,"[8, 9]","['10/23/2021', '11/03/2021']","['Central Mich.', 'Kent St.']","[348.0, 532.0]"
168.0,28.0,Jack Coan,Notre Dame,513,2021-22,3,"[1, 12, 13]","['09/05/2021', '11/27/2021', '01/01/2022']","['Florida St.', 'Stanford', 'Oklahoma St.']","[366.0, 345.0, 509.0]"
12.0,5.0,C.J. Stroud,Ohio St.,518,2021-22,9,"[2, 5, 6, 8, 9, 10, 11, 12, 13]","['09/11/2021', '10/02/2021', '10/09/2021', '10/30/2021', '11/06/2021', '11/13/2021', '11/20/2021', '11/27/2021', '01/01/2022']","['Oregon', 'Rutgers', 'Maryland', 'Penn St.', 'Nebraska', 'Purdue', 'Michigan St.', 'Michigan', 'Utah']","[484.0, 330.0, 406.0, 305.0, 405.0, 361.0, 432.0, 394.0, 573.0]"
443.0,76.0,Kyle McCord,Ohio St.,518,2021-22,1,[4],['09/25/2021'],['Akron'],[319.0]
443.0,76.0,Kurtis Rourke,Ohio,519,2021-22,1,[8],['10/23/2021'],['Kent St.'],[308.0]
443.0,76.0,Shane Illingworth,Oklahoma St.,521,2021-22,1,[1],['09/04/2021'],['Missouri St.'],[315.0]
269.0,44.0,Spencer Sanders,Oklahoma St.,521,2021-22,2,"[4, 15]","['09/25/2021', '01/01/2022']","['Kansas St.', 'Notre Dame']","[344.0, 371.0]"
443.0,76.0,Spencer Rattler,Oklahoma,522,2021-22,1,[1],['09/04/2021'],['Tulane'],[304.0]
443.0,76.0,Caleb Williams,Oklahoma,522,2021-22,1,[9],['10/30/2021'],['Texas Tech'],[402.0]
269.0,44.0,Hayden Wolff,Old Dominion,523,2021-22,2,"[7, 12]","['10/16/2021', '11/27/2021']","['Western Ky.', 'Charlotte']","[327.0, 328.0]"
269.0,44.0,Chance Nolan,Oregon St.,528,2021-22,2,"[2, 12]","['09/11/2021', '11/27/2021']","['Hawaii', 'Oregon']","[302.0, 308.0]"
269.0,44.0,Anthony Brown,Oregon,529,2021-22,2,"[8, 14]","['10/30/2021', '12/29/2021']","['Colorado', 'Oklahoma']","[307.0, 306.0]"
113.0,21.0,Sean Clifford,Penn St.,539,2021-22,4,"[4, 8, 9, 12]","['09/25/2021', '10/30/2021', '11/06/2021', '11/27/2021']","['Villanova', 'Ohio St.', 'Maryland', 'Michigan St.']","[401.0, 361.0, 363.0, 313.0]"
18.0,7.0,Kenny Pickett,Pittsburgh,545,2021-22,8,"[3, 4, 5, 7, 8, 9, 10, 11]","['09/18/2021', '09/25/2021', '10/02/2021', '10/23/2021', '10/30/2021', '11/06/2021', '11/11/2021', '11/20/2021']","['Western Mich.', 'New Hampshire', 'Georgia Tech', 'Clemson', 'Miami (FL)', 'Duke', 'North Carolina', 'Virginia']","[382.0, 403.0, 389.0, 302.0, 519.0, 416.0, 346.0, 340.0]"
48.0,12.0,Aidan O'Connell,Purdue,559,2021-22,6,"[5, 6, 9, 10, 11, 13]","['10/02/2021', '10/16/2021', '11/06/2021', '11/13/2021', '11/20/2021', '12/30/2021']","['Minnesota', 'Iowa', 'Michigan St.', 'Ohio St.', 'Northwestern', 'Tennessee']","[371.0, 375.0, 536.0, 390.0, 423.0, 534.0]"
443.0,76.0,Jack Plummer,Purdue,559,2021-22,1,[1],['09/04/2021'],['Oregon St.'],[313.0]
443.0,76.0,Jake Constantine,Rice,574,2021-22,1,[10],['11/13/2021'],['Western Ky.'],[380.0]
443.0,76.0,Noah Vedral,Rutgers,587,2021-22,1,[3],['09/18/2021'],['Delaware'],[323.0]
443.0,76.0,Lucas Johnson,San Diego St.,626,2021-22,1,[14],['12/21/2021'],['UTSA'],[333.0]
443.0,65.0,Bryson Lucero,UAB,9,2020-21,1,[3],['09/24/2020'],['South Alabama'],[319.0]
18.0,2.0,Mac Jones,Alabama,8,2020-21,8,"[2, 3, 4, 5, 7, 9, 11, 13]","['10/03/2020', '10/10/2020', '10/17/2020', '10/24/2020', '12/05/2020', '11/28/2020', '12/19/2020', '01/11/2021']","['Texas A&M', 'Ole Miss', 'Georgia', 'Tennessee', 'LSU', 'Auburn', 'Florida', 'Ohio St.']","[435.0, 417.0, 417.0, 387.0, 385.0, 302.0, 418.0, 464.0]"
269.0,34.0,Layne Hatcher,Arkansas St.,30,2020-21,2,"[5, 9]","['10/15/2020', '12/05/2020']","['Georgia St.', 'ULM']","[332.0, 326.0]"
269.0,34.0,Feleipe Franks,Arkansas,31,2020-21,2,"[2, 7]","['10/10/2020', '11/21/2020']","['Auburn', 'LSU']","[318.0, 339.0]"
443.0,65.0,Bo Nix,Auburn,37,2020-21,1,[6],['10/31/2020'],['LSU'],[300.0]
168.0,17.0,Drew Plitt,Ball St.,47,2020-21,3,"[3, 4, 6]","['11/28/2020', '11/04/2020', '12/05/2020']","['Toledo', 'Miami (OH)', 'Central Mich.']","[304.0, 309.0, 366.0]"
443.0,65.0,Charlie Brewer,Baylor,51,2020-21,1,[8],['11/28/2020'],['Kansas St.'],[349.0]
443.0,65.0,Dennis Grosel,Boston College,67,2020-21,1,[10],['12/05/2020'],['Virginia'],[520.0]
113.0,9.0,Phil Jurkovec,Boston College,67,2020-21,4,"[1, 2, 3, 4]","['09/19/2020', '10/03/2020', '10/10/2020', '10/17/2020']","['Duke', 'North Carolina', 'Pittsburgh', 'Virginia Tech']","[300.0, 313.0, 358.0, 345.0]"
18.0,2.0,Zach Wilson,BYU,77,2020-21,8,"[2, 3, 8, 9, 10, 11, 12, 15]","['09/26/2020', '10/16/2020', '10/02/2020', '11/06/2020', '09/26/2020', '10/02/2020', '12/12/2020', '12/22/2020']","['Troy', 'Houston', 'Louisiana Tech', 'Boise St.', 'Troy', 'Louisiana Tech', 'San Diego St.', 'UCF']","[392.0, 400.0, 325.0, 360.0, 392.0, 325.0, 303.0, 425.0]"
269.0,34.0,Kyle Vantrease,Buffalo,86,2020-21,2,"[3, 6]","['11/10/2020', '12/18/2020']","['Miami (OH)', 'Ball St.']","[353.0, 365.0]"
113.0,9.0,Jake Haener,Fresno St.,96,2020-21,4,"[2, 4, 5, 6]","['10/29/2020', '11/14/2020', '12/05/2020', '12/12/2020']","['Colorado St.', 'Utah St.', 'Nevada', 'New Mexico']","[311.0, 422.0, 485.0, 350.0]"
443.0,65.0,Chase Garbers,California,107,2020-21,1,[1],['11/21/2020'],['Oregon St.'],[315.0]
269.0,34.0,Dorian Thompson-Robinson,UCLA,110,2020-21,2,"[1, 2]","['12/12/2020', '11/07/2020']","['Southern California', 'Colorado']","[364.0, 303.0]"
28.0,4.0,Dillon Gabriel,UCF,128,2020-21,7,"[1, 2, 3, 4, 5, 6, 9]","['09/19/2020', '09/26/2020', '10/03/2020', '10/17/2020', '10/24/2020', '10/31/2020', '11/27/2020']","['Georgia Tech', 'East Carolina', 'Tulsa', 'Memphis', 'Tulane', 'Houston', 'South Fla.']","[417.0, 408.0, 330.0, 601.0, 422.0, 328.0, 336.0]"
269.0,34.0,Desmond Ridder,Cincinnati,140,2020-21,2,"[6, 7]","['11/13/2020', '11/21/2020']","['East Carolina', 'UCF']","[327.0, 338.0]"
269.0,34.0,DJ Uiagalelei,Clemson,147,2020-21,2,"[7, 10]","['10/31/2020', '11/07/2020']","['Boston College', 'Notre Dame']","[342.0, 439.0]"
48.0,7.0,Trevor Lawrence,Clemson,147,2020-21,6,"[1, 3, 5, 8, 11, 12]","['09/12/2020', '10/03/2020', '10/17/2020', '11/28/2020', '12/19/2020', '01/01/2021']","['Wake Forest', 'Virginia', 'Georgia Tech', 'Pittsburgh', 'Notre Dame', 'Ohio St.']","[351.0, 329.0, 404.0, 403.0, 322.0, 400.0]"
168.0,17.0,Grayson McCall,Coastal Carolina,149,2020-21,3,"[3, 10, 12]","['10/03/2020', '12/12/2020', '12/26/2020']","['Arkansas St.', 'Troy', 'Liberty']","[322.0, 338.0, 318.0]"
269.0,34.0,Holton Ahlers,East Carolina,196,2020-21,2,"[5, 6]","['10/30/2020', '11/07/2020']","['Tulsa', 'Tulane']","[330.0, 351.0]"
269.0,34.0,Preston Hutchinson,Eastern Mich.,204,2020-21,2,"[3, 4]","['11/27/2020', '12/05/2020']","['Central Mich.', 'Western Mich.']","[365.0, 315.0]"
12.0,1.0,Kyle Trask,Florida,235,2020-21,9,"[1, 3, 4, 5, 6, 7, 8, 10, 11]","['09/26/2020', '10/10/2020', '12/12/2020', '10/31/2020', '11/07/2020', '11/14/2020', '11/21/2020', '12/05/2020', '12/19/2020']","['Ole Miss', 'Texas A&M', 'LSU', 'Missouri', 'Georgia', 'Arkansas', 'Vanderbilt', 'Tennessee', 'Alabama']","[416.0, 312.0, 474.0, 345.0, 474.0, 356.0, 383.0, 433.0, 408.0]"
168.0,17.0,Cornelious Brown,Georgia St.,254,2020-21,3,"[3, 8, 9]","['10/15/2020', '11/21/2020', '11/28/2020']","['Arkansas St.', 'South Alabama', 'Ga. Southern']","[314.0, 334.0, 372.0]"
269.0,34.0,JT Daniels,Georgia,257,2020-21,2,"[8, 10]","['11/21/2020', '01/01/2021']","['Mississippi St.', 'Cincinnati']","[401.0, 392.0]"
443.0,65.0,Chevan Cordeiro,Hawaii,277,2020-21,1,[3],['11/07/2020'],['New Mexico'],[410.0]
168.0,17.0,Clayton Tune,Houston,288,2020-21,3,"[2, 3, 4]","['10/08/2020', '10/16/2020', '10/24/2020']","['Tulane', 'BYU', 'Navy']","[319.0, 310.0, 316.0]"
168.0,17.0,Michael Penix Jr.,Indiana,306,2020-21,3,"[1, 5, 6]","['11/21/2020', '11/07/2020', '11/14/2020']","['Ohio St.', 'Michigan', 'Michigan St.']","[491.0, 342.0, 320.0]"
168.0,17.0,Brock Purdy,Iowa St.,311,2020-21,3,"[4, 9, 12]","['10/10/2020', '11/27/2020', '12/19/2020']","['Texas Tech', 'Texas', 'Oklahoma']","[302.0, 312.0, 322.0]"
443.0,65.0,Skylar Thompson,Kansas St.,327,2020-21,1,[2],['09/26/2020'],['Oklahoma'],[334.0]
269.0,34.0,Dustin Crum,Kent St.,331,2020-21,2,"[2, 3]","['11/17/2020', '11/28/2020']","['Akron', 'Buffalo']","[348.0, 343.0]"
168.0,17.0,Myles Brennan,LSU,365,2020-21,3,"[1, 2, 3]","['09/26/2020', '10/03/2020', '10/10/2020']","['Mississippi St.', 'Vanderbilt', 'Missouri']","[345.0, 337.0, 430.0]"
443.0,65.0,Max Johnson,LSU,365,2020-21,1,[10],['12/19/2020'],['Ole Miss'],[435.0]
443.0,65.0,Luke Anthony,Louisiana Tech,366,2020-21,1,[2],['09/26/2020'],['Houston Christian'],[314.0]
168.0,17.0,Malik Cunningham,Louisville,367,2020-21,3,"[1, 2, 6]","['09/12/2020', '09/19/2020', '10/31/2020']","['Western Ky.', 'Miami (FL)', 'Virginia Tech']","[343.0, 307.0, 350.0]"
269.0,34.0,Grant Wells,Marshall,388,2020-21,2,"[1, 6]","['09/05/2020', '11/14/2020']","['Eastern Ky.', 'Middle Tenn.']","[307.0, 336.0]"
269.0,34.0,Taulia Tagovailoa,Maryland,392,2020-21,2,"[2, 4]","['10/30/2020', '10/30/2020']","['Minnesota', 'Minnesota']","[394.0, 394.0]"
113.0,9.0,Brady White,Memphis,404,2020-21,4,"[4, 5, 6, 7]","['10/17/2020', '10/24/2020', '10/31/2020', '11/07/2020']","['UCF', 'Temple', 'Cincinnati', 'South Fla.']","[486.0, 313.0, 316.0, 437.0]"
443.0,65.0,Brett Gabbert,Miami (OH),414,2020-21,1,[1],['11/28/2020'],['Akron'],[308.0]
168.0,17.0,D'Eriq King,Miami (FL),415,2020-21,3,"[2, 6, 7]","['09/19/2020', '10/24/2020', '11/06/2020']","['Louisville', 'Virginia', 'NC State']","[325.0, 322.0, 430.0]"
443.0,65.0,Payton Thorne,Michigan St.,416,2020-21,1,[3],['12/12/2020'],['Penn St.'],[325.0]
269.0,34.0,Rocky Lombardi,Michigan St.,416,2020-21,2,"[4, 6]","['10/24/2020', '10/31/2020']","['Rutgers', 'Michigan']","[319.0, 323.0]"
269.0,34.0,Joe Milton III,Michigan,418,2020-21,2,"[4, 6]","['11/07/2020', '10/31/2020']","['Indiana', 'Michigan St.']","[344.0, 300.0]"
269.0,34.0,Asher O'Hara,Middle Tenn.,419,2020-21,2,"[3, 7]","['09/25/2020', '10/24/2020']","['UTSA', 'Rice']","[372.0, 333.0]"
269.0,34.0,Will Rogers,Mississippi St.,430,2020-21,2,"[7, 8]","['11/21/2020', '11/28/2020']","['Georgia', 'Ole Miss']","[336.0, 440.0]"
269.0,34.0,K.J. Costello,Mississippi St.,430,2020-21,2,"[1, 10]","['09/26/2020', '10/03/2020']","['LSU', 'Arkansas']","[623.0, 313.0]"
28.0,4.0,Matt Corral,Ole Miss,433,2020-21,7,"[1, 2, 3, 6, 7, 8, 10]","['09/26/2020', '10/03/2020', '10/10/2020', '10/31/2020', '11/14/2020', '11/28/2020', '01/02/2021']","['Florida', 'Kentucky', 'Alabama', 'Vanderbilt', 'South Carolina', 'Mississippi St.', 'Indiana']","[395.0, 320.0, 365.0, 412.0, 513.0, 385.0, 342.0]"
168.0,17.0,Connor Bazelak,Missouri,434,2020-21,3,"[3, 4, 9]","['10/10/2020', '11/28/2020', '12/05/2020']","['LSU', 'Vanderbilt', 'Arkansas']","[406.0, 318.0, 380.0]"
168.0,17.0,Sam Howell,North Carolina,457,2020-21,3,"[5, 7, 10]","['10/31/2020', '11/14/2020', '10/17/2020']","['Virginia', 'Wake Forest', 'Florida St.']","[443.0, 550.0, 374.0]"
443.0,65.0,Chris Reynolds,Charlotte,458,2020-21,1,[2],['10/03/2020'],['Fla. Atlantic'],[314.0]
75.0,8.0,Carson Strong,Nevada,466,2020-21,5,"[2, 3, 4, 5, 6]","['12/05/2020', '11/14/2020', '10/24/2020', '10/31/2020', '11/05/2020']","['Fresno St.', 'New Mexico', 'Wyoming', 'UNLV', 'Utah St.']","[354.0, 336.0, 420.0, 350.0, 411.0]"
269.0,34.0,Bailey Hockman,NC State,490,2020-21,2,"[10, 11]","['11/28/2020', '12/05/2020']","['Syracuse', 'Georgia Tech']","[313.0, 309.0]"
443.0,65.0,Devin Leary,NC State,490,2020-21,1,[3],['10/03/2020'],['Pittsburgh'],[336.0]
168.0,17.0,Austin Aune,North Texas,497,2020-21,3,"[3, 4, 6]","['10/03/2020', '10/10/2020', '12/11/2020']","['Southern Miss.', 'Charlotte', 'UTEP']","[339.0, 382.0, 302.0]"
269.0,34.0,Colby Suits,ULM,498,2020-21,2,"[2, 4]","['09/19/2020', '10/03/2020']","['Texas St.', 'Ga. Southern']","[377.0, 334.0]"
443.0,65.0,Jeremy Hunt,ULM,498,2020-21,1,[8],['11/07/2020'],['Georgia St.'],[339.0]
443.0,65.0,Ross Bowers,NIU,503,2020-21,1,[6],['11/18/2020'],['Ball St.'],[300.0]
269.0,34.0,Ian Book,Notre Dame,513,2020-21,2,"[2, 11]","['10/24/2020', '11/07/2020']","['Pittsburgh', 'Clemson']","[312.0, 310.0]"
113.0,9.0,Justin Fields,Ohio St.,518,2020-21,4,"[2, 3, 4, 8]","['10/31/2020', '11/07/2020', '11/21/2020', '01/01/2021']","['Penn St.', 'Rutgers', 'Indiana', 'Clemson']","[318.0, 314.0, 300.0, 385.0]"
168.0,17.0,Spencer Sanders,Oklahoma St.,521,2020-21,3,"[4, 6, 14]","['12/12/2020', '10/31/2020', '12/29/2020']","['Baylor', 'Texas', 'Miami (FL)']","[347.0, 400.0, 305.0]"
113.0,9.0,Spencer Rattler,Oklahoma,522,2020-21,4,"[2, 3, 7, 9]","['09/26/2020', '10/03/2020', '11/21/2020', '10/24/2020']","['Kansas St.', 'Iowa St.', 'Oklahoma St.', 'TCU']","[387.0, 300.0, 301.0, 332.0]"
443.0,65.0,Tristan Gebbia,Oregon St.,528,2020-21,1,[4],['11/07/2020'],['Washington St.'],[329.0]
269.0,34.0,Tyler Shough,Oregon,529,2020-21,2,"[4, 6]","['11/14/2020', '11/21/2020']","['Washington St.', 'UCLA']","[312.0, 334.0]"
443.0,65.0,Sean Clifford,Penn St.,539,2020-21,1,[5],['11/07/2020'],['Maryland'],[340.0]
269.0,34.0,Kenny Pickett,Pittsburgh,545,2020-21,2,"[4, 9]","['10/03/2020', '11/21/2020']","['NC State', 'Virginia Tech']","[411.0, 404.0]"
269.0,34.0,Jack Plummer,Purdue,559,2020-21,2,"[2, 4]","['12/05/2020', '11/20/2020']","['Nebraska', 'Minnesota']","[334.0, 367.0]"
443.0,65.0,Aidan O'Connell,Purdue,559,2020-21,1,[6],['10/31/2020'],['Illinois'],[371.0]
443.0,65.0,Mike Collins,Rice,574,2020-21,1,[4],['11/21/2020'],['North Texas'],[327.0]
269.0,34.0,Noah Vedral,Rutgers,587,2020-21,2,"[5, 8]","['11/22/2020', '11/21/2020']","['Michigan', 'Michigan']","[431.0, 381.0]"
168.0,17.0,Nick Starkel,San Jose St.,630,2020-21,3,"[2, 3, 7]","['10/31/2020', '12/11/2020', '12/19/2020']","['New Mexico', 'Nevada', 'Boise St.']","[467.0, 306.0, 453.0]"
443.0,65.0,Jordan McCloud,South Fla.,651,2020-21,1,[8],['11/27/2020'],['UCF'],[404.0]
113.0,9.0,Kedon Slovis,Southern California,657,2020-21,4,"[1, 3, 5, 6]","['11/07/2020', '11/14/2020', '12/12/2020', '12/18/2020']","['Arizona St.', 'Arizona', 'UCLA', 'Oregon']","[381.0, 325.0, 344.0, 320.0]"
28.0,4.0,Shane Buechele,SMU,663,2020-21,7,"[1, 2, 4, 5, 7, 8, 10]","['09/05/2020', '09/19/2020', '10/03/2020', '10/16/2020', '10/31/2020', '11/07/2020', '11/28/2020']","['Texas St.', 'North Texas', 'Memphis', 'Tulane', 'Navy', 'Temple', 'East Carolina']","[367.0, 344.0, 474.0, 384.0, 300.0, 355.0, 314.0]"
443.0,65.0,Jack Abraham,Southern Miss.,664,2020-21,1,[1],['09/03/2020'],['South Alabama'],[314.0]
443.0,65.0,Tyler Vitt,Texas St.,670,2020-21,1,[2],['09/12/2020'],['UTSA'],[346.0]
443.0,65.0,Brady McBride,Texas St.,670,2020-21,1,[9],['11/21/2020'],['Arkansas St.'],[443.0]
443.0,65.0,Levi Lewis,Louisiana,671,2020-21,1,[7],['10/31/2020'],['Texas St.'],[332.0]
269.0,34.0,Davis Mills,Stanford,674,2020-21,2,"[1, 6]","['11/14/2020', '12/19/2020']","['Colorado', 'UCLA']","[327.0, 428.0]"
443.0,65.0,Anthony Russo,Temple,690,2020-21,1,[3],['10/24/2020'],['Memphis'],[387.0]
269.0,34.0,Kellen Mond,Texas A&M,697,2020-21,2,"[2, 3]","['10/03/2020', '10/10/2020']","['Alabama', 'Florida']","[318.0, 338.0]"
113.0,9.0,Alan Bowman,Texas Tech,700,2020-21,4,"[1, 2, 9, 11]","['09/12/2020', '09/26/2020', '11/28/2020', '11/28/2020']","['Houston Christian', 'Texas', 'Oklahoma St.', 'Oklahoma St.']","[430.0, 331.0, 384.0, 384.0]"
443.0,65.0,Sam Ehlinger,Texas,703,2020-21,1,[1],['09/12/2020'],['UTEP'],[426.0]
443.0,65.0,Gavin Hardison,UTEP,704,2020-21,1,[4],['09/26/2020'],['ULM'],[302.0]
443.0,65.0,Frank Harris,UTSA,706,2020-21,1,[8],['11/14/2020'],['UTEP'],[312.0]
269.0,34.0,Eli Peters,Toledo,709,2020-21,2,"[1, 4]","['11/11/2020', '11/28/2020']","['Western Mich.', 'Ball St.']","[339.0, 363.0]"
443.0,65.0,Carter Bradley,Toledo,709,2020-21,1,[2],['12/05/2020'],['NIU'],[432.0]
168.0,17.0,Gunnar Watson,Troy,716,2020-21,3,"[4, 5, 9]","['10/10/2020', '10/17/2020', '11/21/2020']","['Texas St.', 'Eastern Ky.', 'Middle Tenn.']","[338.0, 333.0, 300.0]"
269.0,34.0,Jacob Free,Troy,716,2020-21,2,"[6, 7]","['10/24/2020', '10/31/2020']","['Georgia St.', 'Arkansas St.']","[329.0, 419.0]"
269.0,34.0,Zach Smith,Tulsa,719,2020-21,2,"[6, 10]","['11/14/2020', '12/31/2020']","['SMU', 'Mississippi St.']","[325.0, 347.0]"
168.0,17.0,Ken Seals,Vanderbilt,736,2020-21,3,"[5, 6, 8]","['10/31/2020', '11/07/2020', '11/21/2020']","['Ole Miss', 'Mississippi St.', 'Florida']","[319.0, 336.0, 319.0]"
443.0,65.0,Brennan Armstrong,Virginia,746,2020-21,1,[10],['11/21/2020'],['Abilene Christian'],[383.0]
168.0,17.0,Sam Hartman,Wake Forest,749,2020-21,3,"[3, 6, 9]","['10/17/2020', '11/14/2020', '12/30/2020']","['Virginia', 'North Carolina', 'Wisconsin']","[309.0, 429.0, 318.0]"
443.0,65.0,Jayden de Laura,Washington St.,754,2020-21,1,[3],['11/14/2020'],['Oregon'],[321.0]
113.0,9.0,Jarret Doege,West Virginia,768,2020-21,4,"[4, 5, 6, 7]","['10/24/2020', '10/17/2020', '10/31/2020', '11/07/2020']","['Texas Tech', 'Kansas', 'Kansas St.', 'Texas']","[347.0, 318.0, 301.0, 317.0]"
269.0,34.0,Kaleb Eleby,Western Mich.,774,2020-21,2,"[1, 5]","['12/05/2020', '11/18/2020']","['Eastern Mich.', 'Central Mich.']","[304.0, 382.0]"
443.0,65.0,Levi Williams,Wyoming,811,2020-21,1,[6],['11/05/2020'],['Colorado St.'],[321.0]
269.0,34.0,Malik Willis,Liberty,355,2020-21,2,"[6, 8]","['10/24/2020', '11/14/2020']","['Southern Miss.', 'Western Caro.']","[345.0, 306.0]"
269.0,47.0,Tyler Johnston III,UAB,9,2019-20,2,"[2, 3]","['09/07/2019', '09/21/2019']","['Akron', 'South Alabama']","[319.0, 313.0]"
443.0,82.0,Kato Nelson,Akron,5,2019-20,1,[2],['09/07/2019'],['UAB'],[359.0]
269.0,47.0,Mac Jones,Alabama,8,2019-20,2,"[12, 13]","['11/30/2019', '01/01/2020']","['Auburn', 'Michigan']","[335.0, 327.0]"
113.0,20.0,Tua Tagovailoa,Alabama,8,2019-20,4,"[1, 3, 5, 9]","['08/31/2019', '09/14/2019', '09/28/2019', '11/09/2019']","['Duke', 'South Carolina', 'Ole Miss', 'LSU']","[336.0, 444.0, 418.0, 418.0]"
443.0,82.0,Zac Thomas,App State,27,2019-20,1,[12],['11/29/2019'],['Troy'],[326.0]
75.0,13.0,Jayden Daniels,Arizona St.,28,2019-20,5,"[2, 4, 6, 10, 11]","['09/06/2019', '09/21/2019', '10/12/2019', '11/16/2019', '11/23/2019']","['Sacramento St.', 'Colorado', 'Washington St.', 'Oregon St.', 'Oregon']","[304.0, 345.0, 363.0, 334.0, 408.0]"
443.0,82.0,Grant Gunnell,Arizona,29,2019-20,1,[4],['09/28/2019'],['UCLA'],[352.0]
269.0,47.0,Khalil Tate,Arizona,29,2019-20,2,"[1, 5]","['08/24/2019', '10/05/2019']","['Hawaii', 'Colorado']","[361.0, 404.0]"
48.0,4.0,Layne Hatcher,Arkansas St.,30,2019-20,6,"[5, 7, 9, 11, 12, 13]","['09/28/2019', '10/17/2019', '11/02/2019', '11/23/2019', '11/29/2019', '12/21/2019']","['Troy', 'Louisiana', 'ULM', 'Ga. Southern', 'South Alabama', 'FIU']","[440.0, 303.0, 307.0, 354.0, 342.0, 393.0]"
269.0,47.0,Logan Bonner,Arkansas St.,30,2019-20,2,"[1, 4]","['08/31/2019', '09/21/2019']","['SMU', 'Southern Ill.']","[324.0, 320.0]"
269.0,47.0,Nick Starkel,Arkansas,31,2019-20,2,"[3, 4]","['09/14/2019', '09/21/2019']","['Colorado St.', 'San Jose St.']","[305.0, 356.0]"
269.0,47.0,Bo Nix,Auburn,37,2019-20,2,"[5, 9]","['09/28/2019', '11/02/2019']","['Mississippi St.', 'Ole Miss']","[335.0, 340.0]"
113.0,20.0,Drew Plitt,Ball St.,47,2019-20,4,"[2, 3, 4, 12]","['09/07/2019', '09/14/2019', '09/21/2019', '11/29/2019']","['Fordham', 'Fla. Atlantic', 'NC State', 'Miami (OH)']","[439.0, 303.0, 333.0, 317.0]"
113.0,20.0,Charlie Brewer,Baylor,51,2019-20,4,"[3, 4, 6, 7]","['09/21/2019', '09/28/2019', '10/12/2019', '10/19/2019']","['Rice', 'Iowa St.', 'Texas Tech', 'Oklahoma St.']","[303.0, 307.0, 352.0, 312.0]"
443.0,82.0,Hank Bachmeier,Boise St.,66,2019-20,1,[1],['08/31/2019'],['Florida St.'],[407.0]
269.0,47.0,Zach Wilson,BYU,77,2019-20,2,"[5, 12]","['09/28/2019', '11/30/2019']","['Toledo', 'San Diego St.']","[315.0, 316.0]"
443.0,82.0,Jorge Reyna,Fresno St.,96,2019-20,1,[3],['09/21/2019'],['Sacramento St.'],[326.0]
443.0,82.0,Chase Garbers,California,107,2019-20,1,[4],['09/21/2019'],['Ole Miss'],[357.0]
269.0,47.0,Dorian Thompson-Robinson,UCLA,110,2019-20,2,"[4, 11]","['09/21/2019', '11/23/2019']","['Washington St.', 'Southern California']","[507.0, 367.0]"
113.0,20.0,Dillon Gabriel,UCF,128,2019-20,4,"[3, 4, 7, 11]","['09/14/2019', '09/21/2019', '10/19/2019', '11/23/2019']","['Stanford', 'Pittsburgh', 'East Carolina', 'Tulane']","[347.0, 338.0, 365.0, 317.0]"
269.0,47.0,David Moore,Central Mich.,129,2019-20,2,"[3, 5]","['09/14/2019', '09/28/2019']","['Akron', 'Western Mich.']","[316.0, 330.0]"
443.0,82.0,Quinten Dormady,Central Mich.,129,2019-20,1,[11],['11/16/2019'],['Ball St.'],[356.0]
269.0,47.0,Trevor Lawrence,Clemson,147,2019-20,2,"[3, 13]","['09/14/2019', '12/07/2019']","['Syracuse', 'Virginia']","[395.0, 302.0]"
443.0,82.0,Fred Payton,Coastal Carolina,149,2019-20,1,[1],['08/31/2019'],['Eastern Mich.'],[304.0]
269.0,47.0,Collin Hill,Colorado St.,156,2019-20,2,"[1, 2]","['08/30/2019', '09/07/2019']","['Colorado', 'Western Ill.']","[374.0, 367.0]"
113.0,20.0,Patrick O'Brien,Colorado St.,156,2019-20,4,"[4, 7, 8, 10]","['09/21/2019', '10/11/2019', '10/26/2019', '11/16/2019']","['Toledo', 'New Mexico', 'Fresno St.', 'Air Force']","[405.0, 420.0, 322.0, 347.0]"
168.0,37.0,Steven Montez,Colorado,157,2019-20,3,"[2, 4, 8]","['09/07/2019', '09/21/2019', '10/25/2019']","['Nebraska', 'Arizona St.', 'Southern California']","[375.0, 337.0, 324.0]"
443.0,82.0,Jack Zergiotis,UConn,164,2019-20,1,[11],['11/23/2019'],['East Carolina'],[418.0]
443.0,82.0,Quentin Harris,Duke,193,2019-20,1,[2],['09/07/2019'],['N.C. A&T'],[345.0]
75.0,13.0,Holton Ahlers,East Carolina,196,2019-20,5,"[7, 9, 10, 11, 12]","['10/19/2019', '11/02/2019', '11/09/2019', '11/23/2019', '11/30/2019']","['UCF', 'Cincinnati', 'SMU', 'UConn', 'Tulsa']","[313.0, 535.0, 498.0, 374.0, 308.0]"
443.0,82.0,Preston Hutchinson,Eastern Mich.,204,2019-20,1,[7],['10/19/2019'],['Western Mich.'],[357.0]
113.0,20.0,Mike Glass III,Eastern Mich.,204,2019-20,4,"[2, 3, 12, 13]","['09/07/2019', '09/14/2019', '11/29/2019', '12/26/2019']","['Kentucky', 'Illinois', 'Kent St.', 'Pittsburgh']","[337.0, 316.0, 386.0, 311.0]"
