Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Pass Yards
48.0,4.0,Chris Robison,Fla. Atlantic,229,2019-20,6,"[3, 4, 5, 7, 11, 14]","['09/14/2019', '09/21/2019', '09/28/2019', '10/18/2019', '11/23/2019', '12/21/2019']","['Ball St.', 'Wagner', 'Charlotte', 'Marshall', 'UTSA', 'SMU']","[366.0, 379.0, 312.0, 362.0, 336.0, 305.0]"
269.0,47.0,James Morgan,FIU,231,2019-20,2,"[4, 13]","['09/20/2019', '12/21/2019']","['Louisiana Tech', 'Arkansas St.']","[394.0, 312.0]"
443.0,82.0,Alex Hornibrook,Florida St.,234,2019-20,1,[5],['09/28/2019'],['NC State'],[316.0]
269.0,47.0,James Blackman,Florida St.,234,2019-20,2,"[1, 10]","['08/31/2019', '11/09/2019']","['Boise St.', 'Boston College']","[327.0, 346.0]"
113.0,20.0,Kyle Trask,Florida,235,2019-20,4,"[7, 10, 12, 13]","['10/12/2019', '11/09/2019', '11/30/2019', '12/30/2019']","['LSU', 'Vanderbilt', 'Florida St.', 'Virginia']","[310.0, 363.0, 343.0, 305.0]"
269.0,47.0,Dan Ellington,Georgia St.,254,2019-20,2,"[2, 5]","['09/07/2019', '10/05/2019']","['Furman', 'Arkansas St.']","[362.0, 382.0]"
48.0,4.0,Cole McDonald,Hawaii,277,2019-20,6,"[1, 2, 4, 5, 7, 15]","['08/24/2019', '09/07/2019', '09/21/2019', '09/28/2019', '10/19/2019', '12/24/2019']","['Arizona', 'Oregon St.', 'Central Ark.', 'Nevada', 'Air Force', 'BYU']","[378.0, 421.0, 300.0, 312.0, 404.0, 493.0]"
443.0,82.0,Chevan Cordeiro,Hawaii,277,2019-20,1,[10],['11/09/2019'],['San Jose St.'],[309.0]
269.0,47.0,Clayton Tune,Houston,288,2019-20,2,"[8, 12]","['10/24/2019', '11/30/2019']","['SMU', 'Navy']","[407.0, 393.0]"
443.0,82.0,Brandon Peters,Illinois,301,2019-20,1,[10],['11/09/2019'],['Michigan St.'],[369.0]
443.0,82.0,Michael Penix Jr.,Indiana,306,2019-20,1,[1],['08/31/2019'],['Ball St.'],[326.0]
168.0,37.0,Peyton Ramsey,Indiana,306,2019-20,3,"[8, 10, 12]","['10/26/2019', '11/16/2019', '11/30/2019']","['Nebraska', 'Penn St.', 'Purdue']","[351.0, 371.0, 337.0]"
48.0,4.0,Brock Purdy,Iowa St.,311,2019-20,6,"[3, 4, 7, 8, 10, 11]","['09/21/2019', '09/28/2019', '10/19/2019', '10/26/2019', '11/16/2019', '11/23/2019']","['ULM', 'Baylor', 'Texas Tech', 'Oklahoma St.', 'Texas', 'Kansas']","[435.0, 342.0, 378.0, 382.0, 354.0, 372.0]"
443.0,82.0,Nathan Stanley,Iowa,312,2019-20,1,[11],['11/23/2019'],['Illinois'],[308.0]
168.0,37.0,Carter Stanley,Kansas,328,2019-20,3,"[6, 7, 10]","['10/19/2019', '10/26/2019', '11/23/2019']","['Texas', 'Texas Tech', 'Iowa St.']","[310.0, 415.0, 328.0]"
269.0,47.0,Dustin Crum,Kent St.,331,2019-20,2,"[4, 11]","['09/21/2019', '11/23/2019']","['Bowling Green', 'Ball St.']","[310.0, 369.0]"
1.0,1.0,Joe Burrow,LSU,365,2019-20,13,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15]","['09/07/2019', '09/14/2019', '09/21/2019', '10/05/2019', '10/19/2019', '10/26/2019', '11/09/2019', '11/16/2019', '11/23/2019', '11/30/2019', '12/07/2019', '01/13/2020', '12/28/2019']","['Texas', 'Northwestern St.', 'Vanderbilt', 'Utah St.', 'Mississippi St.', 'Auburn', 'Alabama', 'Ole Miss', 'Arkansas', 'Texas A&M', 'Georgia', 'Clemson', 'Oklahoma']","[471.0, 373.0, 398.0, 344.0, 327.0, 321.0, 393.0, 489.0, 327.0, 352.0, 349.0, 463.0, 493.0]"
113.0,20.0,J'Mar Smith,Louisiana Tech,366,2019-20,4,"[1, 7, 8, 12]","['08/31/2019', '10/19/2019', '10/26/2019', '11/30/2019']","['Texas', 'Southern Miss.', 'UTEP', 'UTSA']","[331.0, 325.0, 338.0, 331.0]"
443.0,82.0,Isaiah Green,Marshall,388,2019-20,1,[5],['10/05/2019'],['Middle Tenn.'],[365.0]
48.0,4.0,Brady White,Memphis,404,2019-20,6,"[2, 6, 7, 9, 10, 14]","['09/07/2019', '10/12/2019', '10/19/2019', '11/02/2019', '11/16/2019', '12/28/2019']","['Southern U.', 'Temple', 'Tulane', 'SMU', 'Houston', 'Penn St.']","[337.0, 363.0, 358.0, 350.0, 341.0, 454.0]"
269.0,47.0,Jarren Williams,Miami (FL),415,2019-20,2,"[2, 9]","['09/07/2019', '11/02/2019']","['North Carolina', 'Florida St.']","[309.0, 313.0]"
443.0,82.0,N'Kosi Perry,Miami (FL),415,2019-20,1,[5],['10/05/2019'],['Virginia Tech'],[422.0]
113.0,20.0,Brian Lewerke,Michigan St.,416,2019-20,4,"[2, 5, 12, 13]","['09/07/2019', '09/28/2019', '11/30/2019', '12/27/2019']","['Western Mich.', 'Indiana', 'Maryland', 'Wake Forest']","[314.0, 300.0, 342.0, 320.0]"
168.0,37.0,Shea Patterson,Michigan,418,2019-20,3,"[10, 11, 12]","['11/16/2019', '11/23/2019', '11/30/2019']","['Michigan St.', 'Indiana', 'Ohio St.']","[384.0, 366.0, 305.0]"
113.0,20.0,Asher O'Hara,Middle Tenn.,419,2019-20,4,"[2, 6, 10, 12]","['09/07/2019', '10/12/2019', '11/16/2019', '11/30/2019']","['Tennessee St.', 'Fla. Atlantic', 'Rice', 'Western Ky.']","[367.0, 335.0, 338.0, 301.0]"
168.0,37.0,Tanner Morgan,Minnesota,428,2019-20,3,"[4, 9, 10]","['09/28/2019', '11/09/2019', '11/16/2019']","['Purdue', 'Penn St.', 'Iowa']","[396.0, 339.0, 368.0]"
269.0,47.0,Kelly Bryant,Missouri,434,2019-20,2,"[1, 6]","['08/31/2019', '10/12/2019']","['Wyoming', 'Ole Miss']","[423.0, 329.0]"
48.0,4.0,Sam Howell,North Carolina,457,2019-20,6,"[4, 6, 7, 9, 10, 12]","['09/21/2019', '10/05/2019', '10/19/2019', '11/02/2019', '11/14/2019', '11/30/2019']","['App State', 'Georgia Tech', 'Virginia Tech', 'Virginia', 'Pittsburgh', 'NC State']","[323.0, 376.0, 348.0, 353.0, 322.0, 401.0]"
269.0,47.0,Chris Reynolds,Charlotte,458,2019-20,2,"[8, 10]","['10/26/2019', '11/09/2019']","['North Texas', 'UTEP']","[336.0, 354.0]"
443.0,82.0,Adrian Martinez,Nebraska,463,2019-20,1,[4],['09/21/2019'],['Illinois'],[328.0]
168.0,37.0,Carson Strong,Nevada,466,2019-20,3,"[8, 11, 13]","['11/02/2019', '11/30/2019', '01/03/2020']","['New Mexico', 'UNLV', 'Ohio']","[305.0, 351.0, 402.0]"
443.0,82.0,Malik Henry,Nevada,466,2019-20,1,[5],['10/12/2019'],['San Jose St.'],[352.0]
269.0,47.0,Josh Adkins,New Mexico St.,472,2019-20,2,"[4, 10]","['09/21/2019', '11/16/2019']","['New Mexico', 'UIW']","[335.0, 316.0]"
443.0,82.0,Tevaka Tuioti,New Mexico,473,2019-20,1,[3],['09/21/2019'],['New Mexico St.'],[355.0]
443.0,82.0,Matthew McKay,NC State,490,2019-20,1,[1],['08/31/2019'],['East Carolina'],[308.0]
75.0,13.0,Mason Fine,North Texas,497,2019-20,5,"[1, 5, 7, 8, 9]","['08/31/2019', '09/28/2019', '10/19/2019', '10/26/2019', '11/02/2019']","['Abilene Christian', 'Houston', 'Middle Tenn.', 'Charlotte', 'UTEP']","[383.0, 353.0, 375.0, 394.0, 332.0]"
269.0,47.0,Caleb Evans,ULM,498,2019-20,2,"[11, 12]","['11/23/2019', '11/30/2019']","['Coastal Carolina', 'Louisiana']","[349.0, 330.0]"
443.0,82.0,Ross Bowers,NIU,503,2019-20,1,[6],['10/12/2019'],['Ohio'],[338.0]
269.0,47.0,Ian Book,Notre Dame,513,2019-20,2,"[2, 8]","['09/14/2019', '11/02/2019']","['New Mexico', 'Virginia Tech']","[360.0, 336.0]"
168.0,37.0,Justin Fields,Ohio St.,518,2019-20,3,"[10, 12, 14]","['11/16/2019', '11/30/2019', '12/28/2019']","['Rutgers', 'Michigan', 'Clemson']","[305.0, 302.0, 320.0]"
269.0,47.0,Nathan Rourke,Ohio,519,2019-20,2,"[7, 12]","['10/19/2019', '11/26/2019']","['Kent St.', 'Akron']","[342.0, 308.0]"
113.0,20.0,Jalen Hurts,Oklahoma,522,2019-20,4,"[1, 4, 7, 8]","['09/01/2019', '09/28/2019', '10/19/2019', '10/26/2019']","['Houston', 'Texas Tech', 'West Virginia', 'Kansas St.']","[332.0, 415.0, 316.0, 395.0]"
443.0,82.0,Hayden Wolff,Old Dominion,523,2019-20,1,[11],['11/23/2019'],['Middle Tenn.'],[321.0]
168.0,37.0,Jake Luton,Oregon St.,528,2019-20,3,"[4, 8, 11]","['09/28/2019', '11/02/2019', '11/23/2019']","['Stanford', 'Arizona', 'Washington St.']","[337.0, 328.0, 408.0]"
113.0,20.0,Justin Herbert,Oregon,529,2019-20,4,"[2, 9, 10, 12]","['09/07/2019', '11/16/2019', '11/23/2019', '09/14/2019']","['Nevada', 'Arizona', 'Arizona St.', 'Montana']","[310.0, 333.0, 304.0, 316.0]"
269.0,47.0,Sean Clifford,Penn St.,539,2019-20,2,"[4, 9]","['09/27/2019', '11/09/2019']","['Maryland', 'Minnesota']","[398.0, 340.0]"
75.0,13.0,Kenny Pickett,Pittsburgh,545,2019-20,5,"[2, 3, 10, 12, 13]","['09/07/2019', '09/14/2019', '11/14/2019', '11/30/2019', '12/26/2019']","['Ohio', 'Penn St.', 'North Carolina', 'Boston College', 'Eastern Mich.']","[321.0, 372.0, 359.0, 323.0, 361.0]"
269.0,47.0,Elijah Sindelar,Purdue,559,2019-20,2,"[1, 2]","['08/30/2019', '09/07/2019']","['Nevada', 'Vanderbilt']","[423.0, 509.0]"
443.0,82.0,Aidan O'Connell,Purdue,559,2019-20,1,[12],['11/30/2019'],['Indiana'],[408.0]
269.0,47.0,Jack Plummer,Purdue,559,2019-20,2,"[6, 7]","['10/12/2019', '10/19/2019']","['Maryland', 'Iowa']","[420.0, 327.0]"
443.0,82.0,Artur Sitkowski,Rutgers,587,2019-20,1,[3],['09/21/2019'],['Boston College'],[304.0]
443.0,82.0,McLane Carter,Rutgers,587,2019-20,1,[1],['08/30/2019'],['Massachusetts'],[340.0]
443.0,82.0,Ryan Agnew,San Diego St.,626,2019-20,1,[10],['11/15/2019'],['Fresno St.'],[323.0]
28.0,3.0,Josh Love,San Jose St.,630,2019-20,7,"[3, 5, 6, 8, 9, 10, 11]","['09/21/2019', '10/04/2019', '10/12/2019', '10/26/2019', '11/02/2019', '11/09/2019', '11/23/2019']","['Arkansas', 'New Mexico', 'Nevada', 'Army West Point', 'Boise St.', 'Hawaii', 'UNLV']","[402.0, 405.0, 405.0, 314.0, 438.0, 375.0, 465.0]"
168.0,37.0,Ryan Hilinski,South Carolina,648,2019-20,3,"[3, 8, 10]","['09/14/2019', '10/26/2019', '11/09/2019']","['Alabama', 'Tennessee', 'App State']","[324.0, 319.0, 325.0]"
443.0,82.0,Matt Fink,Southern California,657,2019-20,1,[4],['09/20/2019'],['Utah'],[351.0]
75.0,13.0,Kedon Slovis,Southern California,657,2019-20,5,"[2, 8, 10, 11, 12]","['09/07/2019', '10/25/2019', '11/09/2019', '11/16/2019', '11/23/2019']","['Stanford', 'Colorado', 'Arizona St.', 'California', 'UCLA']","[377.0, 406.0, 432.0, 406.0, 515.0]"
75.0,13.0,Shane Buechele,SMU,663,2019-20,5,"[1, 7, 9, 10, 13]","['08/31/2019', '10/19/2019', '11/02/2019', '11/09/2019', '12/21/2019']","['Arkansas St.', 'Temple', 'Memphis', 'East Carolina', 'Fla. Atlantic']","[360.0, 457.0, 456.0, 414.0, 303.0]"
113.0,20.0,Jack Abraham,Southern Miss.,664,2019-20,4,"[3, 5, 6, 7]","['09/14/2019', '09/28/2019', '10/12/2019', '10/19/2019']","['Troy', 'UTEP', 'North Texas', 'Louisiana Tech']","[463.0, 351.0, 421.0, 327.0]"
443.0,82.0,Tyler Vitt,Texas St.,670,2019-20,1,[9],['11/09/2019'],['South Alabama'],[373.0]
443.0,82.0,Gresch Jensen,Texas St.,670,2019-20,1,[2],['09/07/2019'],['Wyoming'],[394.0]
443.0,82.0,Levi Lewis,Louisiana,671,2019-20,1,[13],['12/07/2019'],['App State'],[354.0]
443.0,82.0,K.J. Costello,Stanford,674,2019-20,1,[8],['10/26/2019'],['Arizona'],[322.0]
443.0,82.0,Davis Mills,Stanford,674,2019-20,1,[10],['11/16/2019'],['Washington St.'],[504.0]
269.0,47.0,Tommy Devito,Syracuse,688,2019-20,2,"[2, 6]","['09/07/2019', '10/10/2019']","['Maryland', 'NC State']","[330.0, 300.0]"
443.0,82.0,Anthony Russo,Temple,690,2019-20,1,[1],['08/31/2019'],['Bucknell'],[409.0]
269.0,47.0,Jarrett Guarantano,Tennessee,694,2019-20,2,"[1, 11]","['08/31/2019', '11/23/2019']","['Georgia St.', 'Missouri']","[311.0, 415.0]"
269.0,47.0,Kellen Mond,Texas A&M,697,2019-20,2,"[3, 4]","['09/14/2019', '09/21/2019']","['Lamar University', 'Auburn']","[317.0, 335.0]"
443.0,82.0,Max Duggan,TCU,698,2019-20,1,[10],['11/16/2019'],['Texas Tech'],[323.0]
269.0,47.0,Alan Bowman,Texas Tech,700,2019-20,2,"[1, 3]","['08/31/2019', '09/14/2019']","['Montana St.', 'Arizona']","[436.0, 307.0]"
48.0,4.0,Jett Duffey,Texas Tech,700,2019-20,6,"[5, 6, 9, 10, 11, 12]","['10/05/2019', '10/12/2019', '11/09/2019', '11/16/2019', '11/23/2019', '11/29/2019']","['Oklahoma St.', 'Baylor', 'West Virginia', 'TCU', 'Kansas St.', 'Texas']","[424.0, 362.0, 354.0, 333.0, 334.0, 399.0]"
113.0,20.0,Sam Ehlinger,Texas,703,2019-20,4,"[2, 7, 8, 12]","['09/07/2019', '10/19/2019', '10/26/2019', '11/29/2019']","['LSU', 'Kansas', 'TCU', 'Texas Tech']","[401.0, 399.0, 321.0, 348.0]"
443.0,82.0,Kai Locksley,UTEP,704,2019-20,1,[10],['11/23/2019'],['New Mexico St.'],[358.0]
443.0,82.0,Lowell Narcisse,UTSA,706,2019-20,1,[10],['11/16/2019'],['Southern Miss.'],[325.0]
443.0,82.0,Eli Peters,Toledo,709,2019-20,1,[10],['11/13/2019'],['NIU'],[300.0]
48.0,4.0,Kaleb Barker,Troy,716,2019-20,6,"[2, 4, 7, 8, 9, 12]","['09/14/2019', '09/28/2019', '10/26/2019', '11/02/2019', '11/09/2019', '11/16/2019']","['Southern Miss.', 'Arkansas St.', 'Georgia St.', 'Coastal Carolina', 'Ga. Southern', 'Texas St.']","[504.0, 384.0, 421.0, 385.0, 330.0, 363.0]"
75.0,13.0,Zach Smith,Tulsa,719,2019-20,5,"[4, 5, 8, 11, 12]","['09/21/2019', '10/05/2019', '10/26/2019', '11/23/2019', '11/30/2019']","['Wyoming', 'SMU', 'Memphis', 'Houston', 'East Carolina']","[354.0, 346.0, 309.0, 381.0, 331.0]"
443.0,82.0,Donald Hammond III,Air Force,721,2019-20,1,[10],['11/23/2019'],['New Mexico'],[327.0]
113.0,20.0,Jordan Love,Utah St.,731,2019-20,4,"[1, 8, 9, 13]","['08/30/2019', '11/02/2019', '11/09/2019', '12/20/2019']","['Wake Forest', 'BYU', 'Fresno St.', 'Kent St.']","[416.0, 394.0, 388.0, 317.0]"
269.0,47.0,Tyler Huntley,Utah,732,2019-20,2,"[5, 10]","['09/28/2019', '11/16/2019']","['Washington St.', 'UCLA']","[334.0, 335.0]"
443.0,82.0,Riley Neal,Vanderbilt,736,2019-20,1,[2],['09/07/2019'],['Purdue'],[378.0]
443.0,82.0,Ryan Willis,Virginia Tech,742,2019-20,1,[1],['08/31/2019'],['Boston College'],[344.0]
443.0,82.0,Hendon Hooker,Virginia Tech,742,2019-20,1,[12],['11/29/2019'],['Virginia'],[311.0]
113.0,20.0,Bryce Perkins,Virginia,746,2019-20,4,"[5, 9, 12, 14]","['09/28/2019', '11/02/2019', '11/29/2019', '12/30/2019']","['Notre Dame', 'North Carolina', 'Virginia Tech', 'Florida']","[334.0, 378.0, 311.0, 323.0]"
269.0,47.0,Sam Hartman,Wake Forest,749,2019-20,2,"[7, 12]","['10/19/2019', '11/30/2019']","['Florida St.', 'Syracuse']","[308.0, 350.0]"
168.0,37.0,Jamie Newman,Wake Forest,749,2019-20,3,"[1, 2, 4]","['08/30/2019', '09/06/2019', '09/21/2019']","['Utah St.', 'Rice', 'Elon']","[401.0, 312.0, 351.0]"
3.0,2.0,Anthony Gordon,Washington St.,754,2019-20,12,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13]","['08/31/2019', '09/07/2019', '09/13/2019', '09/21/2019', '10/12/2019', '10/19/2019', '10/26/2019', '11/09/2019', '11/16/2019', '11/23/2019', '11/29/2019', '12/27/2019']","['New Mexico St.', 'Northern Colo.', 'Houston', 'UCLA', 'Arizona St.', 'Colorado', 'Oregon', 'California', 'Stanford', 'Oregon St.', 'Washington', 'Air Force']","[420.0, 464.0, 440.0, 570.0, 466.0, 369.0, 406.0, 407.0, 520.0, 606.0, 308.0, 351.0]"
269.0,47.0,Jacob Eason,Washington,756,2019-20,2,"[8, 12]","['11/02/2019', '08/31/2019']","['Utah', 'Eastern Wash.']","[316.0, 349.0]"
443.0,82.0,Jarret Doege,West Virginia,768,2019-20,1,[11],['11/23/2019'],['Oklahoma St.'],[307.0]
269.0,47.0,Austin Kendall,West Virginia,768,2019-20,2,"[5, 9]","['10/05/2019', '11/09/2019']","['Texas', 'Texas Tech']","[367.0, 355.0]"
269.0,47.0,Ty Storey,Western Ky.,772,2019-20,2,"[9, 13]","['11/02/2019', '12/30/2019']","['Fla. Atlantic', 'Western Mich.']","[380.0, 358.0]"
443.0,82.0,Steven Duncan,Western Ky.,772,2019-20,1,[1],['08/29/2019'],['Central Ark.'],[304.0]
113.0,20.0,Jon Wassink,Western Mich.,774,2019-20,4,"[1, 4, 6, 11]","['08/31/2019', '09/21/2019', '10/05/2019', '11/12/2019']","['Monmouth', 'Syracuse', 'Toledo', 'Ohio']","[368.0, 356.0, 303.0, 322.0]"
443.0,82.0,Jack Coan,Wisconsin,796,2019-20,1,[2],['09/07/2019'],['Central Mich.'],[363.0]
48.0,4.0,Stephen Calvert,Liberty,355,2019-20,6,"[3, 4, 5, 7, 9, 10]","['09/14/2019', '09/21/2019', '09/28/2019', '10/19/2019', '11/02/2019', '11/09/2019']","['Buffalo', 'Hampton', 'New Mexico', 'Maine', 'Massachusetts', 'BYU']","[325.0, 319.0, 306.0, 351.0, 474.0, 303.0]"
269.0,51.0,Tyler Johnston III,UAB,9,2018-19,2,"[11, 14]","['11/17/2018', '12/18/2018']","['Texas A&M', 'NIU']","[306.0, 373.0]"
443.0,76.0,Kato Nelson,Akron,5,2018-19,1,[11],['11/23/2018'],['Ohio'],[356.0]
48.0,13.0,Tua Tagovailoa,Alabama,8,2018-19,6,"[4, 6, 8, 11, 12, 14]","['09/22/2018', '10/06/2018', '10/20/2018', '11/17/2018', '11/24/2018', '12/29/2018']","['Texas A&M', 'Arkansas', 'Tennessee', 'The Citadel', 'Auburn', 'Oklahoma']","[387.0, 334.0, 306.0, 340.0, 324.0, 318.0]"
168.0,31.0,Manny Wilkins,Arizona St.,28,2018-19,3,"[2, 3, 7]","['09/08/2018', '09/15/2018', '10/18/2018']","['Michigan St.', 'San Diego St.', 'Stanford']","[380.0, 341.0, 353.0]"
168.0,31.0,Khalil Tate,Arizona,29,2018-19,3,"[2, 3, 10]","['09/08/2018', '09/15/2018', '11/02/2018']","['Houston', 'Southern Utah', 'Colorado']","[341.0, 349.0, 350.0]"
168.0,31.0,Justice Hansen,Arkansas St.,30,2018-19,3,"[1, 5, 9]","['09/01/2018', '09/29/2018', '11/03/2018']","['Southeast Mo. St.', 'Ga. Southern', 'South Alabama']","[423.0, 376.0, 332.0]"
269.0,51.0,Jarrett Stidham,Auburn,37,2018-19,2,"[7, 13]","['10/13/2018', '12/28/2018']","['Tennessee', 'Purdue']","[322.0, 373.0]"
443.0,76.0,Drew Plitt,Ball St.,47,2018-19,1,[10],['10/31/2018'],['Toledo'],[340.0]
443.0,76.0,Riley Neal,Ball St.,47,2018-19,1,[5],['09/29/2018'],['Kent St.'],[402.0]
113.0,22.0,Charlie Brewer,Baylor,51,2018-19,4,"[2, 5, 12, 13]","['09/08/2018', '09/29/2018', '11/24/2018', '12/27/2018']","['UTSA', 'Oklahoma', 'Texas Tech', 'Vanderbilt']","[328.0, 400.0, 308.0, 384.0]"
28.0,7.0,Brett Rypien,Boise St.,66,2018-19,7,"[1, 2, 3, 4, 7, 8, 12]","['09/01/2018', '09/08/2018', '09/15/2018', '09/29/2018', '10/19/2018', '10/27/2018', '11/24/2018']","['Troy', 'UConn', 'Oklahoma St.', 'Wyoming', 'Colorado St.', 'Air Force', 'Utah St.']","[305.0, 362.0, 380.0, 342.0, 308.0, 399.0, 310.0]"
443.0,76.0,Anthony Brown,Boston College,67,2018-19,1,[3],['09/13/2018'],['Wake Forest'],[304.0]
269.0,51.0,Jarret Doege,Bowling Green,71,2018-19,2,"[5, 7]","['09/29/2018', '10/13/2018']","['Georgia Tech', 'Western Mich.']","[305.0, 379.0]"
443.0,76.0,Zach Wilson,BYU,77,2018-19,1,[13],['12/21/2018'],['Western Mich.'],[317.0]
168.0,31.0,Tyree Jackson,Buffalo,86,2018-19,3,"[3, 8, 9]","['09/15/2018', '10/20/2018', '10/30/2018']","['Eastern Mich.', 'Toledo', 'Miami (OH)']","[325.0, 326.0, 358.0]"
269.0,51.0,Marcus McMaryion,Fresno St.,96,2018-19,2,"[4, 12]","['09/29/2018', '11/24/2018']","['Toledo', 'San Jose St.']","[368.0, 317.0]"
443.0,76.0,Brandon McIlwain,California,107,2018-19,1,[5],['10/06/2018'],['Arizona'],[315.0]
269.0,51.0,Wilton Speight,UCLA,110,2018-19,2,"[9, 11]","['11/10/2018', '11/24/2018']","['Arizona St.', 'Stanford']","[335.0, 466.0]"
443.0,76.0,D.J. Mack Jr.,UCF,128,2018-19,1,[12],['12/01/2018'],['Memphis'],[348.0]
113.0,22.0,McKenzie Milton,UCF,128,2018-19,4,"[1, 3, 4, 8]","['08/30/2018', '09/21/2018', '09/29/2018', '11/01/2018']","['UConn', 'Fla. Atlantic', 'Pittsburgh', 'Temple']","[346.0, 306.0, 328.0, 312.0]"
269.0,51.0,Desmond Ridder,Cincinnati,140,2018-19,2,"[8, 12]","['10/27/2018', '11/23/2018']","['SMU', 'East Carolina']","[352.0, 335.0]"
75.0,15.0,Trevor Lawrence,Clemson,147,2018-19,5,"[5, 6, 10, 14, 15]","['10/20/2018', '10/27/2018', '11/24/2018', '12/29/2018', '01/07/2019']","['NC State', 'Florida St.', 'South Carolina', 'Notre Dame', 'Alabama']","[308.0, 314.0, 393.0, 327.0, 347.0]"
168.0,31.0,K.J. Carta-Samuels,Colorado St.,156,2018-19,3,"[1, 3, 7]","['08/25/2018', '09/08/2018', '10/13/2018']","['Hawaii', 'Arkansas', 'New Mexico']","[537.0, 389.0, 311.0]"
443.0,76.0,Collin Hill,Colorado St.,156,2018-19,1,[9],['10/26/2018'],['Wyoming'],[333.0]
75.0,15.0,Steven Montez,Colorado,157,2018-19,5,"[1, 2, 5, 8, 9]","['08/31/2018', '09/08/2018', '10/06/2018', '10/27/2018', '11/02/2018']","['Colorado St.', 'Nebraska', 'Arizona St.', 'Oregon St.', 'Arizona']","[338.0, 351.0, 328.0, 319.0, 343.0]"
443.0,76.0,David Pindell,UConn,164,2018-19,1,[3],['09/15/2018'],['Rhode Island'],[319.0]
168.0,31.0,Daniel Jones,Duke,193,2018-19,3,"[8, 10, 13]","['10/27/2018', '11/10/2018', '12/27/2018']","['Pittsburgh', 'North Carolina', 'Temple']","[396.0, 361.0, 423.0]"
168.0,31.0,Holton Ahlers,East Carolina,196,2018-19,3,"[7, 8, 9]","['10/20/2018', '11/03/2018', '11/10/2018']","['UCF', 'Memphis', 'Tulane']","[406.0, 449.0, 360.0]"
269.0,51.0,Reid Herring,East Carolina,196,2018-19,2,"[1, 4]","['09/02/2018', '09/29/2018']","['N.C. A&T', 'Old Dominion']","[309.0, 309.0]"
443.0,76.0,Tyler Wiegers,Eastern Mich.,204,2018-19,1,[2],['09/08/2018'],['Purdue'],[312.0]
269.0,51.0,Chris Robison,Fla. Atlantic,229,2018-19,2,"[4, 11]","['10/06/2018', '09/08/2018']","['Old Dominion', 'Air Force']","[339.0, 471.0]"
269.0,51.0,James Morgan,FIU,231,2018-19,2,"[5, 6]","['09/29/2018', '10/13/2018']","['Ark.-Pine Bluff', 'Middle Tenn.']","[341.0, 311.0]"
443.0,76.0,James Blackman,Florida St.,234,2018-19,1,[9],['11/03/2018'],['NC State'],[421.0]
113.0,22.0,Deondre Francois,Florida St.,234,2018-19,4,"[2, 4, 7, 11]","['09/08/2018', '09/22/2018', '10/20/2018', '11/17/2018']","['Samford', 'NIU', 'Wake Forest', 'Boston College']","[320.0, 352.0, 353.0, 322.0]"
443.0,76.0,Jake Fromm,Georgia,257,2018-19,1,[13],['12/01/2018'],['Alabama'],[301.0]
28.0,7.0,Cole McDonald,Hawaii,277,2018-19,7,"[1, 2, 3, 4, 6, 11, 13]","['08/25/2018', '09/01/2018', '09/08/2018', '09/15/2018', '09/29/2018', '11/03/2018', '11/24/2018']","['Colorado St.', 'Navy', 'Rice', 'Army West Point', 'San Jose St.', 'Utah St.', 'San Diego St.']","[418.0, 428.0, 319.0, 321.0, 341.0, 331.0, 452.0]"
75.0,15.0,D'Eriq King,Houston,288,2018-19,5,"[1, 3, 7, 8, 10]","['09/01/2018', '09/15/2018', '10/20/2018', '10/27/2018', '11/10/2018']","['Rice', 'Texas Tech', 'Navy', 'South Fla.', 'Temple']","[320.0, 431.0, 413.0, 419.0, 322.0]"
269.0,51.0,Peyton Ramsey,Indiana,306,2018-19,2,"[6, 12]","['10/06/2018', '11/24/2018']","['Ohio St.', 'Purdue']","[322.0, 345.0]"
168.0,31.0,Brock Purdy,Iowa St.,311,2018-19,3,"[5, 11, 13]","['10/06/2018', '11/24/2018', '12/28/2018']","['Oklahoma St.', 'Kansas St.', 'Washington St.']","[318.0, 337.0, 315.0]"
443.0,76.0,Zeb Noland,Iowa St.,311,2018-19,1,[2],['09/15/2018'],['Oklahoma'],[360.0]
168.0,31.0,Nathan Stanley,Iowa,312,2018-19,3,"[3, 5, 6]","['09/15/2018', '10/06/2018', '10/13/2018']","['UNI', 'Minnesota', 'Indiana']","[309.0, 314.0, 320.0]"
443.0,76.0,Woody Barrett,Kent St.,331,2018-19,1,[4],['09/29/2018'],['Ball St.'],[314.0]
269.0,51.0,Joe Burrow,LSU,365,2018-19,2,"[11, 13]","['11/17/2018', '01/01/2019']","['Rice', 'UCF']","[307.0, 394.0]"
113.0,22.0,J'Mar Smith,Louisiana Tech,366,2018-19,4,"[2, 3, 6, 10]","['09/08/2018', '09/22/2018', '10/13/2018', '11/10/2018']","['Southern U.', 'LSU', 'UTSA', 'Rice']","[380.0, 330.0, 309.0, 314.0]"
269.0,51.0,Jawon Pass,Louisville,367,2018-19,2,"[5, 8]","['09/29/2018', '10/27/2018']","['Florida St.', 'Wake Forest']","[306.0, 358.0]"
443.0,76.0,Isaiah Green,Marshall,388,2018-19,1,[10],['11/17/2018'],['UTSA'],[387.0]
